"Search criteria: located_in_australia='Y' AND preferred_magnitude>=4.95 AND preferred_magnitude<=9.94 AND origin_time BETWEEN 2020-12-16T00:51:00Z AND 2021-12-16T00:51:00Z AND INTERSECTS(geometry, POLYGON((-38.28749424696302 144.55912380001024, -38.28749424696302 147.74159824706152, -36.17619648510597 147.74159824706152, -36.17619648510597 144.55912380001024, -38.28749424696302 144.55912380001024))) "

FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid-606b32ce_17dc0636d9f_65e8,677674,41.28172302,173.1022949,10,0,"N of Rawson, VIC",2021-09-22T09:15:53.776,manual,reviewed,2021-09-21T23:16:53.698,ga2021sqogij,2021-09-22T02:23:21.358,-37.49168396,146.3478699,5.83185068,,5.96993385,,5.86849626,,5.70710026,5.56630134,0.68614727,101.7796783,0.686147272599999969,20210922010535.292933.133426,2021-09-21T23:15:53.776,0.08585603,172,5.86849626,Mw,2.73182225,1.81512284,GA,1.17792894,159
