"NODE_ID","NODE_TYPE","LOCATION_TYPE","LOCATED_MIDPOINT","COMPLEX_INT_NO","AMG_X","AMG_Y","ROAD_NAME_1","ROAD_TYPE_1","ROAD_DESC_1","ROAD_ROUTE_1","ROAD_NAME_2","ROAD_TYPE_2","ROAD_DESC_2","ROAD_NAME_3","ROAD_TYPE_3","ROAD_DESC_3","DISTANCE_LOCATION","DIRECTION_LOCATION","NEAREST_KM_POST","OFF_ROAD_LOCATION","DIRECTORY","EDITION","PAGE","GRID_REFERENCE_X","GRID_REFERENCE_Y","LGA_NAME","REGION_NAME","UNKNOWN"
78,"I","I","N",0,495499.216369245,5812011.01572545,"DOCKLANDS","HIGHWAY","",2120,"BATMANS HILL","DRIVE","","","","",,"",,"","MEL","ED35","2E","J","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
81,"I","I","N",0,508815.683478911,5802150.12407952,"NORTH ROAD","HIGHWAY","",2060,"HUNTINGDALE","ROAD","(R)","","","",,"",,"","MEL","ED35","69","J","11","MONASH","METROPOLITAN SOUTH EAST REGION",0
83,"I","I","N",8568,496227.717635737,5814069.918433,"ELIZABETH","STREET","",5046,"QUEENSBERRY","STREET","","","","",,"",,"","MEL","ED35","2B","C","10","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
85,"I","I","N",1005,496456.992697794,5815435.86957968,"CEMETERY","ROAD WEST","",5071,"COLLEGE","CRESCENT","","","","",,"",,"","MEL","ED35","2B","D","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",9
89,"I","I","N",0,497561.586481995,5807636.00473362,"FITZROY","STREET","",5932,"ACLAND","STREET","","","","",,"",,"","MEL","ED35","2N","J","6","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
90,"I","I","N",0,496712.518707716,5814471.08448523,"GRATTAN","STREET","",147320,"SWANSTON","STREET","","","","",,"",,"","MEL","ED35","2B","E","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
93,"I","I","N",0,500462.857945892,5814358.00641302,"STUDLEY PARK","ROAD","",5855,"YARRA","BOULEVARD","(A-  40360601)","","","",,"",,"","MEL","ED35","2D","D","9","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
100,"I","I","N",0,496842.690067124,5814453.54993587,"CARDIGAN","STREET","",119165,"GRATTAN","STREET","","","","",,"",,"","MEL","ED35","2B","F","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
102,"I","I","N",0,496972.210389622,5814436.10235466,"GRATTAN","STREET","",147320,"LYGON","STREET","","","","",,"",,"","MEL","ED35","2B","F","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
109,"I","I","N",0,497027.864390499,5814833.84926583,"ELGIN","STREET","",136013,"LYGON","STREET","","","","",,"",,"","MEL","ED35","2B","G","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
111,"I","I","N",0,498706.534565045,5802414.13431951,"BEACH","ROAD","",5840,"GROSVENOR","STREET","","","","",,"",,"","MEL","ED35","67","C","10","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
116,"I","I","N",0,497262.956942979,5814630.07998702,"FARADAY","STREET","",138819,"RATHDOWNE","STREET","","","","",,"",,"","MEL","ED35","2B","H","7","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
119,"I","I","N",8698,497731.835887438,5810498.88857676,"TOORAK","ROAD WEST","",5127,"KINGS","WAY","","","","",,"",,"","MEL","ED35","2K","K","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",78
120,"I","I","N",0,502907.048023523,5799755.6512628,"NEPEAN","HIGHWAY","",2660,"NEPEAN","HIGHWAY","","","","",,"",,"","MEL","ED35","77","D","4","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
129,"I","I","N",0,497562.010044483,5813921.42241039,"NICHOLSON","STREET","",5736,"GERTRUDE","STREET","","","","",,"",,"","MEL","ED35","2B","J","11","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
130,"I","I","N",5394,499466.46724033,5809544.9680101,"BRAY","STREET","",114217,"SIMMONS","STREET","","","","",,"",,"","MEL","ED35","2L","J","8","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
134,"I","I","N",0,507420.622428901,5791666.17534357,"NEPEAN","HIGHWAY","",2660,"NEPEAN","HIGHWAY","(R-SERVICE-RD)","","","",,"",,"","MEL","ED35","87","E","12","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
136,"I","I","N",0,525975.396265665,5814134.68919623,"MINKARA","COURT","",179179,"PARRS","ROAD","","","","",,"",,"","MEL","ED35","51","C","5","MAROONDAH","METROPOLITAN SOUTH EAST REGION",0
140,"I","I","N",0,490839.945382468,5814569.29778558,"BARKLY","STREET","",107332,"DONALD","STREET","","","","",,"",,"","MEL","ED35","2S","E","8","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
143,"I","I","N",0,498468.110056788,5815190.57019486,"EASTERN","HIGHWAY","(R)",2830,"GORE","STREET","","","","",,"",,"","MEL","ED35","2C","D","4","YARRA","METROPOLITAN NORTH WEST REGION",0
146,"I","I","N",0,498579.27875285,5815216.03549908,"EASTERN","HIGHWAY","",2830,"SMITH","STREET","","","","",,"",,"","MEL","ED35","2C","E","4","YARRA","METROPOLITAN NORTH WEST REGION",0
149,"I","I","N",0,498722.151132123,5814257.5664629,"STANLEY","STREET","",210305,"WELLINGTON","STREET","","","","",,"",,"","MEL","ED35","2C","E","9","YARRA","METROPOLITAN NORTH WEST REGION",0
150,"I","I","N",0,498701.993862906,5814107.47284609,"SINGLETON","STREET","",207369,"WELLINGTON","STREET","","","","",,"",,"","MEL","ED35","2C","E","10","YARRA","METROPOLITAN NORTH WEST REGION",0
158,"I","I","N",0,504189.521853553,5765890.06130667,"DUNNS","ROAD","",134151,"MAXWELL","STREET","","","","",,"",,"","MEL","ED35","145","G","4","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
169,"I","I","N",8570,499192.094631121,5813965.08906752,"HODDLE","HIGHWAY","",2080,"GIPPS","STREET","","","","",,"",,"","MEL","ED35","2C","H","11","YARRA","METROPOLITAN NORTH WEST REGION",0
178,"I","I","N",0,499623.928514892,5814095.826018,"HARPER","STREET","",150441,"NICHOLSON","STREET","","","","",,"",,"","MEL","ED35","2C","K","10","YARRA","METROPOLITAN NORTH WEST REGION",0
205,"I","I","N",0,496127.295451376,5812996.24336387,"LONSDALE","STREET","",169619,"WILLIAM","STREET","","","","",,"",,"","MEL","ED35","2F","B","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
206,"I","I","N",0,496066.418805393,5812480.71552142,"KING","STREET","",5041,"COLLINS","STREET","","","","",,"",,"","MEL","ED35","2F","B","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
215,"I","I","N",0,496513.638287913,5812890.39249667,"BOURKE","STREET","",113379,"HARDWARE","LANE","","","","",,"",,"","MEL","ED35","2F","D","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
216,"I","I","N",0,496423.281341264,5812857.35069285,"BOURKE","STREET","",113379,"QUEEN","STREET","","","","",,"",,"","MEL","ED35","2F","D","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
219,"I","I","N",0,495782.600153852,5830243.47744587,"COBURG-CRAIGIEBURN","ROAD","",5500,"JESICA","ROAD","","","","",,"",,"","MEL","ED35","7","E","1","HUME","METROPOLITAN NORTH WEST REGION",0
229,"I","I","N",0,496859.059418374,5813016.70498714,"BOURKE","STREET","",113379,"SWANSTON","STREET","","","","",,"",,"","MEL","ED35","2F","F","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
231,"I","I","N",0,496899.008083702,5812907.88928509,"LITTLE COLLINS","STREET","",168562,"SWANSTON","STREET","","","","",,"",,"","MEL","ED35","2F","F","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
233,"I","I","N",0,496800.823559158,5812501.61284269,"ELIZABETH","STREET","",136223,"FLINDERS","STREET","","","","",,"",,"","MEL","ED35","2F","F","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
236,"I","I","N",0,496997.069677622,5813315.19600403,"LONSDALE","STREET","",169619,"RUSSELL","STREET","","","","",,"",,"","MEL","ED35","2F","G","2","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238,"I","I","N",0,497018.100003866,5812581.419383,"FLINDERS","STREET","",140787,"ST KILDA","ROAD","","","","",,"",,"","MEL","ED35","2F","G","5","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
240,"I","I","N",0,497235.096464172,5812661.12377205,"FLINDERS","STREET","",140787,"RUSSELL","STREET","","","","",,"",,"","MEL","ED35","2F","H","5","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
241,"I","I","N",0,497505.010261938,5813492.63408173,"ALBERT","STREET","",101417,"LONSDALE","STREET","","","","",,"",,"","MEL","ED35","2F","J","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
242,"I","I","N",0,497352.684101441,5811638.64392313,"ST KILDA","ROAD","",5882,"GOVERNMENT HOUSE","DRIVE","","","","",,"",,"","MEL","ED35","2F","H","10","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
251,"I","I","N",0,496699.622584527,5755322.28997216,"POINT NEPEAN","ROAD","",4034,"ODONOHUE","STREET","","","","",,"",,"","MEL","ED35","159","H","6","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
260,"I","I","N",0,498902.949043322,5811785.42228178,"HODDLE","HIGHWAY","",2080,"SWAN","STREET","","","","",,"",,"","MEL","ED35","2G","F","9","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
263,"I","I","N",0,498815.143158919,5811118.9784378,"HODDLE","HIGHWAY","",2080,"ALEXANDRA","AVENUE","","","","",,"",,"","MEL","ED35","2L","F","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
276,"I","I","N",0,471320.025553881,5803783.85081706,"WERRIBEE MAIN","ROAD","",5445,"SNEYDES","ROAD","","","","",,"",,"","MEL","ED35","206","C","7","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
290,"I","I","N",0,499921.257680716,5813206.93589546,"CHURCH","STREET","",5499,"BAKER","STREET","","","","",,"",,"","MEL","ED35","2H","B","2","YARRA","METROPOLITAN NORTH WEST REGION",0
324,"I","I","N",0,501341.649172601,5812291.92675815,"BRIDGE","ROAD","",5285,"BURWOOD","ROAD","","","","",,"",,"","MEL","ED35","2H","J","7","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
325,"I","I","N",0,501659.472942247,5811576.65724534,"BURNLEY-KEW","ROAD","",5856,"YARRA","BOULEVARD","(A-  40360603)","","","",,"",,"","MEL","ED35","45","A","11","YARRA","METROPOLITAN NORTH WEST REGION",0
328,"I","I","N",0,502426.692106812,5827138.35037516,"METROPOLITAN RING","ROAD","(F-EN-  28801103)",2880,"METROPOLITAN RING","ROAD","(F-EX-  28801202)","","","",,"",,"","MEL","ED35","9","B","9","WHITTLESEA","METROPOLITAN NORTH WEST REGION",329
329,"I","I","N",0,520196.306643509,5813313.25057324,"RINGWOOD","BYPASS","",2270,"RINGWOOD-WARRANDYTE","ROAD","","","","",,"",,"","MEL","ED35","49","H","7","MAROONDAH","METROPOLITAN SOUTH EAST REGION",0
349,"I","I","N",0,495579.37493836,5810060.64797979,"MOUBRAY","STREET","",181413,"NELSON","ROAD","","","","",,"",,"","MEL","ED35","2J","J","6","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
363,"I","I","N",0,496196.529135433,5810775.65058513,"CECIL","STREET","",120599,"DORCAS","STREET","","","","",,"",,"","MEL","ED35","2K","B","2","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
367,"I","I","N",0,496962.804497618,5810915.96427547,"PRINCES","HIGHWAY EAST","",2510,"BANK","STREET","","","","",,"",,"","MEL","ED35","2K","F","2","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
376,"I","I","N",0,497979.881569365,5808887.30428595,"PRINCES","HIGHWAY EAST","",2510,"LORNE","STREET","","","","",,"",,"","MEL","ED35","2L","B","11","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
378,"I","I","N",0,498346.744502741,5810729.03044905,"BIRDWOOD","AVENUE","",111048,"DOMAIN","ROAD","","","","",,"",,"","MEL","ED35","2L","D","2","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
389,"I","I","N",0,501570.246577198,5830096.42190248,"CHILDS","ROAD","",5603,"EPPING","ROAD","","","","",,"",,"","MEL","ED35","8","K","2","WHITTLESEA","METROPOLITAN NORTH WEST REGION",0
390,"I","I","N",0,500298.699127668,5810013.79318151,"TOORAK","ROAD","",5898,"WILLIAMS","ROAD","","","","",,"",,"","MEL","ED35","2M","D","6","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
391,"I","I","N",0,500515.530719083,5809122.91447058,"MALVERN","ROAD","",5699,"CHATSWORTH","ROAD","","","","",,"",,"","MEL","ED35","2M","E","10","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
397,"I","I","N",0,498871.941158474,5816972.01419542,"ST GEORGES ROAD BRIDGE","","",5878,"MILLER","STREET","","","","",,"",,"","MEL","ED35","30","C","10","YARRA","METROPOLITAN NORTH WEST REGION",0
398,"I","I","N",0,498782.837337352,5816842.58229654,"ST GEORGES","ROAD","",5861,"BARKLY","STREET","","","","",,"",,"","MEL","ED35","30","C","10","YARRA","METROPOLITAN NORTH WEST REGION",0
399,"I","I","N",0,498555.727556005,5816509.40073466,"ST GEORGES","ROAD","",5861,"FERGIE","STREET","","","","",,"",,"","MEL","ED35","30","C","11","YARRA","METROPOLITAN NORTH WEST REGION",0
400,"I","I","N",0,498712.042659267,5816739.75085586,"ST GEORGES","ROAD","",5861,"HOLDEN","STREET","","","","",,"",,"","MEL","ED35","30","C","11","YARRA","METROPOLITAN NORTH WEST REGION",0
401,"I","I","N",0,498653.219606937,5816653.06628755,"ST GEORGES","ROAD","",5861,"RAILWAY","PLACE","","","","",,"",,"","MEL","ED35","30","C","11","YARRA","METROPOLITAN NORTH WEST REGION",0
405,"I","I","N",0,499616.440496606,5816780.88043544,"CANDY","STREET","",118741,"HIGH","STREET","","","","",,"",,"","MEL","ED35","30","E","11","DAREBIN","METROPOLITAN NORTH WEST REGION",0
406,"I","I","N",0,499923.808446048,5819007.65151158,"HIGH","STREET","",5205,"NORMANBY","AVENUE","","","","",,"",,"","MEL","ED35","30","F","5","DAREBIN","METROPOLITAN NORTH WEST REGION",0
456,"I","I","N",0,489473.366390567,5814991.46167221,"ESSEX","STREET","",137642,"SUMMERHILL","ROAD","","","","",,"",,"","MEL","ED35","41","J","3","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
460,"I","I","N",8572,489345.425314765,5813925.35514065,"PRINCES","HIGHWAY WEST","",2500,"ROBBS","ROAD","","","","",,"",,"","MEL","ED35","41","J","6","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
464,"I","I","N",0,490129.939158438,5813017.8140028,"GAMON","STREET","",143075,"SOMERVILLE","ROAD","","","","",,"",,"","MEL","ED35","42","A","8","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
465,"I","I","N",0,490474.594013168,5814623.76211801,"BARKLY","STREET","",107332,"VICTORIA","STREET","","","","",,"",,"","MEL","ED35","2S","C","7","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
466,"I","I","N",0,490502.254003127,5812965.06571287,"FAIRLIE","STREET","",138557,"SOMERVILLE","ROAD","","","","",,"",,"","MEL","ED35","42","B","8","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
471,"I","I","N",0,492953.621514803,5815908.15347792,"RACECOURSE","ROAD","",5084,"EPSOM","ROAD","","","","",,"",,"","MEL","ED35","2T","F","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
477,"I","I","N",0,514465.82686831,5828388.32153217,"BISHOP","AVENUE","",111159,"PHIPPS","CRESCENT","","","","",,"",,"","MEL","ED35","12","C","6","NILLUMBIK","METROPOLITAN NORTH WEST REGION",0
478,"I","I","N",5194,502428.632728589,5813688.42779864,"HIGH","STREET","",5721,"STUDLEY PARK","ROAD","","","","",,"",,"","MEL","ED35","45","B","6","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
480,"I","I","N",0,502647.852786407,5813787.34404076,"HIGH","STREET","",5721,"WALPOLE","STREET","","","","",,"",,"","MEL","ED35","45","C","6","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
481,"I","I","N",0,503045.311109564,5813968.76261978,"HIGH","STREET","",5721,"CHARLES","STREET","","","","",,"",,"","MEL","ED35","45","D","5","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
489,"I","I","N",0,504931.367778404,5811397.15659392,"BURKE","ROAD","",5874,"HAROLD","STREET","","","","",,"",,"","MEL","ED35","45","J","12","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
490,"I","I","N",0,504945.431436209,5811489.90902734,"BURKE","ROAD","",5874,"MAYSTON","STREET","","","","",,"",,"","MEL","ED35","45","J","12","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
493,"I","I","N",0,507216.035681607,5811821.70807503,"CANTERBURY","ROAD","",5802,"WATTLE VALLEY","ROAD","","","","",,"",,"","MEL","ED35","46","E","11","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
496,"I","I","N",0,509970.67536539,5812355.26570047,"ELGAR","ROAD","",5899,"CARRINGTON","ROAD","","","","",,"",,"","MEL","ED35","75A","B","5","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
504,"I","I","N",0,515381.531283333,5812455.64224539,"STATE (BELL/SPRINGVALE)","HIGHWAY","",2400,"MAROONDAH","HIGHWAY","","","","",,"",,"","MEL","ED35","48","F","9","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
530,"I","I","N",0,526676.051967031,5812084.94006294,"CANTERBURY","ROAD","",5802,"COLCHESTER","ROAD","","","","",,"",,"","MEL","ED35","51","E","10","MAROONDAH","METROPOLITAN SOUTH EAST REGION",0
535,"I","I","N",5212,530204.46716543,5813260.5540829,"MOUNT DANDENONG","ROAD","",4991,"DEVENISH","AVENUE","","","","",,"",,"","MEL","ED35","52","D","7","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
540,"I","I","N",0,530912.271778196,5812873.04050864,"MOUNT DANDENONG","ROAD","",4991,"SHEFFIELD","ROAD","","","","",,"",,"","MEL","ED35","52","F","8","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
544,"I","I","N",5256,532180.252009196,5812470.80368669,"RIDGE","ROAD","",4016,"MOUNT DANDENONG","ROAD","","","","",,"",,"","MEL","ED35","52","J","9","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
554,"I","I","N",0,485487.503009296,5823362.55030626,"KEILOR-MELTON","ROAD","",5828,"HUNTER","STREET","","","","",,"",,"","MEL","ED35","14","J","6","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
575,"I","I","N",0,497232.958269895,5808052.04630979,"BEACH","ROAD","",5840,"COWDEROY","STREET","","","","",,"",,"","MEL","ED35","2N","H","4","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
581,"I","I","N",0,499137.618713797,5806914.54603426,"CARLISLE","STREET","",5294,"CAMDEN","STREET","","","","",,"",,"","MEL","ED35","2P","H","9","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
592,"I","I","N",0,489545.390163408,5825292.91410171,"MELROSE","DRIVE","",5441,"CARRICK","DRIVE","","","","",,"",,"","MEL","ED35","15","J","2","HUME","METROPOLITAN NORTH WEST REGION",0
600,"I","I","N",5448,503786.057252753,5808581.39823637,"MALVERN","ROAD","",5699,"AINTREE","ROAD","","","","",,"",,"","MEL","ED35","59","F","7","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
638,"I","I","N",0,523747.009275904,5810197.37479775,"CROYDON-SCORESBY","ROAD","",5422,"WANTIRNA-SASSAFRAS","ROAD","","","","",,"",,"","MEL","ED35","64","G","3","KNOX","METROPOLITAN SOUTH EAST REGION",0
650,"I","I","N",0,531009.198826332,5807480.51738937,"WANTIRNA-SASSAFRAS","ROAD","",5783,"MOUNT DANDENONG","ROAD","","","","",,"",,"","MEL","ED35","66","F","9","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
663,"I","I","N",0,498658.622376843,5802222.3484066,"BEACH","ROAD","",5840,"NORMANBY","STREET","","","","",,"",,"","MEL","ED35","67","C","10","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
666,"I","I","N",0,498756.98296932,5801678.97739181,"BEACH","ROAD","",5840,"WELLINGTON","STREET","","","","",,"",,"","MEL","ED35","67","C","12","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
667,"I","I","N",0,499608.784326534,5805217.19854631,"NEPEAN","HIGHWAY","(R)",2660,"GLENHUNTLY","ROAD","","","","",,"",,"","MEL","ED35","67","E","3","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
670,"I","I","N",0,500131.898053021,5805135.38151105,"GLEN HUNTLY","ROAD","",145073,"ST GEORGES","ROAD","","","","",,"",,"","MEL","ED35","67","G","3","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
673,"I","I","N",0,500383.276742209,5803685.20734182,"NEPEAN","HIGHWAY","",2660,"GARDENVALE","ROAD","","","","",,"",,"","MEL","ED35","67","G","7","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
685,"I","I","N",0,503197.984324137,5804653.44973583,"BOORAN","ROAD","",112733,"GLEN HUNTLY","ROAD","","","","",,"",,"","MEL","ED35","68","D","4","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
686,"I","I","N",0,503000.828515057,5801415.24784634,"CENTRE","ROAD","",5304,"LORANNE","STREET","","","","",,"",,"","MEL","ED35","68","D","12","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
689,"I","I","N",0,503491.977744163,5803697.41357335,"ROYAL","AVENUE","",201867,"WOODVILLE","AVENUE","","","","",,"",,"","MEL","ED35","68","E","7","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
694,"I","I","N",5556,504994.026316743,5805951.34083279,"WAVERLEY","ROAD","",5303,"BEECH","STREET","","","","",,"",,"","MEL","ED35","68","J","1","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
695,"I","I","N",0,493271.543387477,5821741.90783198,"STATE (BELL/SPRINGVALE)","HIGHWAY","(R)",2400,"PASCOE VALE","ROAD","","","","",,"",,"","MEL","ED35","16","J","10","MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",6
702,"I","I","N",5646,507337.205632044,5804296.99287697,"PRINCES","HIGHWAY EAST","",2510,"ARCADIA","AVENUE","","","","",,"",,"","MEL","ED35","69","E","5","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
726,"I","I","N",0,520377.889076224,5805950.89330233,"DANDENONG VALLEY","HIGHWAY","",2090,"HIGH","STREET","","","","",,"",,"","MEL","ED35","72","H","1","KNOX","METROPOLITAN SOUTH EAST REGION",0
752,"I","I","N",0,498828.741539919,5801323.32586818,"BEACH","ROAD","",5840,"DENDY","STREET","","","","",,"",,"","MEL","ED35","76","C","1","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
757,"I","I","N",0,498783.627311025,5800737.4075853,"BEACH","ROAD","",5840,"WERE","STREET","","","","",,"",,"","MEL","ED35","76","C","2","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
770,"I","I","N",0,503487.065704091,5800911.2240434,"JASPER","ROAD","",5847,"BREWER","ROAD","","","","",,"",,"","MEL","ED35","77","E","2","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
774,"I","I","N",0,504448.245528677,5797043.48156836,"NEPEAN","HIGHWAY","",2660,"BAY","ROAD","","","","",,"",,"","MEL","ED35","77","H","11","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
782,"I","I","N",0,507136.654308016,5800752.9156438,"WARRIGAL","HIGHWAY","",2070,"CENTRE","ROAD","","","","",,"",,"","MEL","ED35","78","E","2","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
793,"I","I","N",1000,513592.144217087,5799805.89546938,"STATE (BELL/SPRINGVALE)","HIGHWAY","",2400,"PRINCES","HIGHWAY EAST","","","","",,"",,"","MEL","ED35","80","A","4","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
817,"I","I","N",0,502620.595586948,5794847.96023274,"BALCOMBE","ROAD","",5312,"BALCOMBE PARK","LANE","","","","",,"",,"","MEL","ED35","86","C","5","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
836,"I","I","N",0,496476.967020812,5821487.80395512,"OHEA","STREET","",186999,"SUTHERLAND","STREET","","","","",,"",,"","MEL","ED35","17","G","11","MORELAND","METROPOLITAN NORTH WEST REGION",0
841,"I","I","N",0,509482.642179058,5793800.30925854,"STATE HIGHWAY (LOWER DANDEN","","",2050,"DONCASTER-MORDIALLOC","ROAD","","","","",,"",,"","MEL","ED35","88","A","7","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
844,"I","I","N",0,496635.704011695,5823362.53603545,"COBURG-CRAIGIEBURN","ROAD","",5500,"MATHIESON","STREET","","","","",,"",,"","MEL","ED35","17","H","6","MORELAND","METROPOLITAN NORTH WEST REGION",0
845,"I","I","N",0,496621.365902863,5823484.74348303,"COBURG-CRAIGIEBURN","ROAD","",5500,"COBURG-CRAIGIEBURN","ROAD","","","","",,"",,"","MEL","ED35","17","H","6","MORELAND","METROPOLITAN NORTH WEST REGION",0
863,"I","I","N",0,496941.052785602,5821032.22622527,"STATE (BELL/SPRINGVALE)","HIGHWAY","",2400,"COBURG-CRAIGIEBURN","ROAD","","","","",,"",,"","MEL","ED35","17","H","12","MORELAND","METROPOLITAN NORTH WEST REGION",0
866,"I","I","N",0,518801.256388756,5793662.07066613,"LANGHORNE","STREET","",165461,"WALKER","STREET","","","","",,"",,"","MEL","ED35","91A","E","7","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
871,"I","I","N",0,519052.743238107,5792311.0136251,"DANDENONG VALLEY","HIGHWAY","",2090,"KIRKHAM","ROAD","","","","",,"",,"","MEL","ED35","90","E","11","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
880,"I","I","N",0,507801.21875,5790970.5,"NEPEAN","HIGHWAY","",2660,"STATION","STREET","","","","",,"",,"","MEL","ED35","92","F","2","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
884,"I","I","N",0,509456.584812815,5788034.91653113,"SPRINGVALE","ROAD","",5797,"STATION","STREET","","","","",,"",,"","MEL","ED35","92","K","9","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
893,"I","I","N",0,510036.881768879,5786573.66022316,"NEPEAN","HIGHWAY","",2660,"CHELSEA","ROAD","","","","",,"",,"","MEL","ED35","97","B","1","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
894,"I","I","N",0,510073.823796276,5786586.92807103,"CHELSEA","ROAD","",122007,"STATION","STREET","","","","",,"",,"","MEL","ED35","97","B","1","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
915,"I","I","N",0,512484.629918066,5778766.16282607,"DANDENONG VALLEY","HIGHWAY","",2090,"FOREST","DRIVE","","","","",,"",,"","MEL","ED35","99","H","8","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
922,"I","I","N",0,513533.439136324,5779661.04769356,"DANDENONG VALLEY","HIGHWAY","",2090,"EXCELSIOR","DRIVE","","","","",,"",,"","MEL","ED35","100","A","6","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
925,"I","I","N",0,497951.958060409,5820892.82441728,"STATE (BELL/SPRINGVALE)","HIGHWAY","",2400,"NICHOLSON","STREET","","","","",,"",,"","MEL","ED35","18","A","12","MORELAND","METROPOLITAN NORTH WEST REGION",0
