"NODE_ID","NODE_TYPE","LOCATION_TYPE","LOCATED_MIDPOINT","COMPLEX_INT_NO","AMG_X","AMG_Y","ROAD_NAME_1","ROAD_TYPE_1","ROAD_DESC_1","ROAD_ROUTE_1","ROAD_NAME_2","ROAD_TYPE_2","ROAD_DESC_2","ROAD_NAME_3","ROAD_TYPE_3","ROAD_DESC_3","DISTANCE_LOCATION","DIRECTION_LOCATION","NEAREST_KM_POST","OFF_ROAD_LOCATION","DIRECTORY","EDITION","PAGE","GRID_REFERENCE_X","GRID_REFERENCE_Y","LGA_NAME","REGION_NAME","UNKNOWN"
56733,"I","I","N",0,510770.283935314,5777281.45318062,"NEPEAN","HIGHWAY","",2660,"SHERIDAN","AVENUE","","","","",,"",,"","MEL","ED35","100A","D","2","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
56748,"I","I","N",0,523903.522763449,5787294.26410503,"MICHELLE","DRIVE","",178189,"SIMON","COURT","","","","",,"",,"","MEL","ED35","96","H","11","CASEY","METROPOLITAN SOUTH EAST REGION",0
56762,"I","I","N",0,629671.745554529,5774768.6744365,"MOE-GLENGARRY","ROAD","",5539,"TYERS-THOMSON VALLEY","ROAD","","","","",,"",,"","VCD","ED7","97","J","4","LATROBE","EASTERN REGION",0
56775,"I","I","N",0,523121.573877555,5806761.65986654,"MANUKA","DRIVE","",172669,"PARK","BOULEVARD","","","","",,"",,"","MEL","ED35","64","F","11","KNOX","METROPOLITAN SOUTH EAST REGION",0
56778,"I","I","N",0,484834.042900852,5750981.47462634,"GRACE","STREET","",146720,"WEIR","STREET","","","","",,"",,"","MEL","ED35","168","G","4","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
56783,"I","I","N",7161,444975.365365516,5775122.31671593,"GEELONG-PORTARLINGTON","ROAD","(R)",5001,"CONNOR","STREET","","","","",,"",,"","MEL","ED35","402","P","7","GEELONG","SOUTH WESTERN REGION",0
56797,"I","I","N",0,682273.125959183,5807369.85124799,"BRIAGOLONG","ROAD","",5953,"STATION","STREET","","","","",,"",,"","VCD","ED7","694","H","11","WELLINGTON","EASTERN REGION",0
56811,"I","I","N",0,442401.507148876,5772475.1770443,"CORIO","STREET","",126381,"PROSPECT","AVENUE","","","","",,"",,"","MEL","ED35","451","J","12","GEELONG","SOUTH WESTERN REGION",0
56812,"I","I","N",0,532097.978695885,5819970.96701667,"BRITANNIA","WAY","",114999,"NELSON","ROAD","","","","",,"",,"","MEL","ED35","38","J","3","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
56822,"I","I","N",0,397549.582462234,5840763.98954043,"MAIR","STREET","",171922,"RIPON","STREET","","","","",,"",,"","VCD","ED7","566","A","7","BALLARAT","WESTERN REGION",0
56826,"I","I","N",0,538778.289366883,6004379.93508001,"GOULBURN VALLEY","HIGHWAY","",2640,"SAXTON","STREET","","","","",,"",,"","VCD","ED7","670","B","3","MOIRA","NORTH EASTERN REGION",0
56829,"I","I","N",0,536970.048497706,5971934.34361745,"ARCHER","STREET","",103951,"WILLIAMS","ROAD","","","","",,"",,"","VCD","ED7","673","R","9","SHEPPARTON","NORTH EASTERN REGION",0
56830,"I","I","N",0,535774.552525623,5972706.84957892,"BOWE","LANE","",113441,"KNIGHT","STREET","","","","",,"",,"","VCD","ED7","673","O","7","SHEPPARTON","NORTH EASTERN REGION",0
56839,"I","I","N",0,441156.685031821,5924126.12603446,"GUYS HILL","ROAD","",148894,"TANNERY","LANE","","","","",,"",,"","VCD","ED7","614","K","5","BENDIGO","NORTHERN REGION",0
56857,"I","I","N",0,463198.860677869,5849158.35127422,"HAMILTON","STREET","",149575,"HAMILTON","STREET","","","","",,"",,"","MEL","ED35","678","B","3","MACEDON RANGES","NORTHERN REGION",0
56858,"I","I","N",0,623914.099392502,5766883.33753515,"MARYVALE","ROAD","",174017,"WELL","STREET","","","","",,"",,"","VCD","ED7","699","P","3","LATROBE","EASTERN REGION",0
56868,"I","I","N",0,442633.446460941,5924805.81979247,"APSLEY","STREET","",103779,"APSLEY","STREET","","","","",,"",,"","VCD","ED7","615","N","4","BENDIGO","NORTHERN REGION",0
56879,"I","I","N",0,530664.382713942,5786481.21968183,"CHIRNSIDE","ROAD","",122460,"DAVISON","WAY","","","","",,"",,"","MEL","ED35","131","E","1","CASEY","METROPOLITAN SOUTH EAST REGION",0
56882,"I","I","N",0,279150.170028063,5747331.10822209,"HIDER","STREET","",152988,"KRUGER","STREET","","","","",,"",,"","VCD","ED7","514","H","7","WARRNAMBOOL","SOUTH WESTERN REGION",0
56886,"I","I","N",8302,504079.116787173,5820779.33557008,"WATERDALE","ROAD","",5744,"MALAHANG","PARADE","","","","",,"",,"","MEL","ED35","31","G","1","BANYULE","METROPOLITAN NORTH WEST REGION",0
56889,"I","I","N",0,477099.59375,5998559,"BOYLE","STREET","",113783,"HAVERFIELD","STREET","","","","",,"",,";;;S;","VCD","ED7","596","H","10","CAMPASPE","NORTHERN REGION",0
56896,"I","I","N",0,509265.551503401,5811154.91384495,"DREWETT","STREET","",133282,"EDYVEAN","STREET","","","","",,"",,"","MEL","ED35","46","K","12","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
56898,"I","I","N",0,521896.146987888,5779151.67069175,"BROOKLAND GREENS","BOULEVARD","",115327,"HARPENDEN","TERRACE","","","","",,"",,"","MEL","ED35","133","B","7","CASEY","METROPOLITAN SOUTH EAST REGION",0
56905,"I","I","N",0,375347.552907514,5753110.39436057,"ARMSTRONG","STREET","",104284,"ELSINORE","STREET","","","","",,"",,"","VCD","ED7","520","C","5","COLAC OTWAY","SOUTH WESTERN REGION",0
56899,"I","I","N",0,507903.456940745,5807832.28568749,"MERNDA","AVENUE","",177776,"PASCOE","STREET","","","","",,"",,"","MEL","ED35","60","G","9","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
56917,"I","I","N",0,526787.517070735,5792405.70836126,"CLARINDA","DRIVE","",123288,"JACKSONS","ROAD","","","","",,"",,"","MEL","ED35","108","E","11","CASEY","METROPOLITAN SOUTH EAST REGION",0
56929,"I","I","N",0,236258.845496571,6210803.85480587,"KARINYA","DRIVE","",160695,"WALNUT","AVENUE","","","","",,"",,"","VCD","ED7","535","M","7","MILDURA","WESTERN REGION",0
56939,"I","I","N",0,495424.569423401,5814006.52928569,"ERROL","PLACE","",137488,"ERROL","STREET","","","","",,"",,"","MEL","ED35","2A","J","10","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
56955,"I","I","N",0,617452.071269815,5973467.78647971,"WANGARATTA","ROAD","",5020,"SISELY","AVENUE","","","","",,"",,"","VCD","ED7","664","E","9","WANGARATTA","NORTH EASTERN REGION",0
56956,"I","I","N",0,527565.519047431,5792015.52066242,"KURRAJONG","ROAD","",164247,"MURDOCH","AVENUE","","","","",,"",,"","MEL","ED35","108","G","12","CASEY","METROPOLITAN SOUTH EAST REGION",0
56987,"I","I","N",0,439658.094327715,5769330.63081808,"MEADOWVALE","DRIVE","",176977,"ROSSACK","DRIVE","","","","",,"",,"","MEL","ED35","465","B","7","GEELONG","SOUTH WESTERN REGION",0
57011,"I","I","N",0,512409.921950246,5806675.64494024,"LAWRENCE","ROAD","",166273,"LECHTE","ROAD","","","","",,"",,"","MEL","ED35","61","H","11","MONASH","METROPOLITAN SOUTH EAST REGION",0
57014,"I","I","N",0,499484.10798175,5809733.77570991,"BRAY","STREET","",114217,"GARDEN","STREET","","","","",,"",,"","MEL","ED35","2L","J","7","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
57018,"I","I","N",0,480656.177508923,5819038.93609598,"CLARE BRENNAN","DRIVE","",123188,"FURLONG","ROAD","","","","",,"",,"","MEL","ED35","25","G","5","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
57024,"I","I","N",0,441822.627130241,5783675.78760204,"GOLDSWORTHY","ROAD","",145995,"MATTHEWS","ROAD","","","","",,"",,"","MEL","ED35","431","G","8","GEELONG","SOUTH WESTERN REGION",0
57025,"I","I","N",0,622083.901295289,5765840.69414379,"MORWELL-YALLOURN NORTH","ROAD","",5911,"CHURCH","STREET","","","","",,"",,"","VCD","ED7","699","L","5","LATROBE","EASTERN REGION",0
57040,"I","I","N",0,440871.244131197,5772066.69612286,"APEX","AVENUE","",103652,"REYNOLDS","ROAD","","","","",,"",,"","MEL","ED35","465","E","1","GEELONG","SOUTH WESTERN REGION",0
57055,"I","I","N",0,522921.044614634,5780851.79951015,"DUFF","STREET","",133634,"RAISELL","ROAD","","","","",,"",,"","MEL","ED35","133","E","3","CASEY","METROPOLITAN SOUTH EAST REGION",0
57056,"I","I","N",0,498239.899377494,5815077.31681947,"NAPIER","STREET","",183417,"WESTGARTH","STREET","","","","",,"",,"","MEL","ED35","2C","C","5","YARRA","METROPOLITAN NORTH WEST REGION",0
57058,"I","I","N",0,518473.535936682,5792698.58312802,"ELLIS","STREET","",136540,"GLYNDA","STREET","","","","",,"",,"","MEL","ED35","91A","D","11","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
57060,"I","I","N",0,507556.029797229,5771836.55426337,"PETTICOAT","LANE","",192288,"RANELAGH","DRIVE","","","","",,"",,"","MEL","ED35","105","F","1","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
57064,"I","I","N",0,494462.783251239,5828633.11688861,"BENALLA","STREET","",109684,"TERANG","STREET","","","","",,"",,"","MEL","ED35","7","B","5","HUME","METROPOLITAN NORTH WEST REGION",0
57073,"I","I","N",0,369157.920401824,6086270.54498773,"MURRAY VALLEY","HIGHWAY","",2570,"RUTHERFORD","STREET","","","","",,"",,"","VCD","ED7","586","J","5","SWAN HILL","NORTHERN REGION",0
57091,"I","I","N",8270,503112.379400132,5821483.0830347,"GOODENOUGH","COURT","",146157,"LIBERTY","PARADE","","","","",,"",,"","MEL","ED35","19","D","11","BANYULE","METROPOLITAN NORTH WEST REGION",0
57092,"I","I","N",0,445882.368840226,5772950.37937228,"BOUNDARY","ROAD","",5890,"OLNEY","AVENUE","","","","",,"",,"","MEL","ED35","452","G","10","GEELONG","SOUTH WESTERN REGION",0
57098,"I","I","N",0,486452.845720939,5809460.28210998,"BERKELEY","CRESCENT","",110115,"MCINTOSH","ROAD","","","","",,"",,"","MEL","ED35","55","B","5","HOBSONS BAY","METROPOLITAN NORTH WEST REGION",0
57097,"I","I","N",0,497349.2202431,5817350.33641905,"COCOA JACKSON","LANE","",124496,"LYGON","STREET","","","","",,"",,"","MEL","ED35","29","J","9","MORELAND","METROPOLITAN NORTH WEST REGION",0
57107,"I","I","N",0,502877.804874439,5814549.91425543,"EGLINTON","STREET","",135690,"PEEL","STREET","","","","",,"",,"","MEL","ED35","45","D","4","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
57117,"I","I","N",3006,590432.149778596,6012805.89515016,"BENALLA-YARRAWONGA","ROAD","",5406,"WITT","STREET","","","","",,"",,"","VCD","ED7","668","D","7","MOIRA","NORTH EASTERN REGION",0
57120,"I","I","N",0,512146.590386946,5778702.94187782,"ELLIOTT","STREET","",136494,"HADLEY","STREET","","","","",,"",,"","MEL","ED35","99","G","8","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
57124,"I","I","N",0,523698.831431817,5783733.36068022,"COOK","COURT","",125773,"ENDEAVOUR","DRIVE","","","","",,"",,"","MEL","ED35","129","G","8","CASEY","METROPOLITAN SOUTH EAST REGION",0
57165,"I","I","N",0,481359.585781178,5818586.45619569,"CAIRNLEA","DRIVE","",117761,"LYNNE MAREE","AVENUE","","","","",,"",,"","MEL","ED35","25","H","6","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
57168,"I","I","N",0,511807.425448703,5819974.55988062,"DONCASTER-ELTHAM","ROAD","",5901,"PARKWOOD","PLACE","","","","",,"",,"","MEL","ED35","33","G","3","MANNINGHAM","METROPOLITAN SOUTH EAST REGION",0
57174,"I","I","N",0,501588.540127077,5829210.58627375,"NEWTON","CRESCENT","",184544,"VASEY","AVENUE","","","","",,"",,"","MEL","ED35","8","K","4","WHITTLESEA","METROPOLITAN NORTH WEST REGION",0
57180,"I","I","N",0,492808.56743168,5824320.83251394,"ELECTRIC","AVENUE","",135949,"WATERLOO","ROAD","","","","",,"",,"","MEL","ED35","16","H","4","MORELAND","METROPOLITAN NORTH WEST REGION",0
57194,"I","I","N",0,522869.728194495,5801707.99832453,"DANDELION","DRIVE","",129434,"WENTWORTH","AVENUE","","","","",,"",,"","MEL","ED35","73","E","12","KNOX","METROPOLITAN SOUTH EAST REGION",0
57200,"I","I","N",0,501003.554386551,5802525.06971514,"SUNNYSIDE","AVENUE","",212636,"UNION","STREET","","","","",,"",,"","MEL","ED35","67","J","10","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
57202,"I","I","N",0,282594.324487878,5747183.8567541,"ARMSTRONG","GROVE","",104261,"MCGREGORS","ROAD","","","","",,"",,"","VCD","ED7","515","P","7","WARRNAMBOOL","SOUTH WESTERN REGION",0
57216,"I","I","N",0,523408.398606824,5779602.85782799,"GRANDEUR","COURT","",146943,"SOTTILE","DRIVE","","","","",,"",,"","MEL","ED35","133","F","6","CASEY","METROPOLITAN SOUTH EAST REGION",0
57222,"I","I","N",0,525346.05668065,5808106.44716484,"BAMBURY","STREET","",106704,"RANGEVIEW","ROAD","","","","",,"",,"","MEL","ED35","65","A","8","KNOX","METROPOLITAN SOUTH EAST REGION",0
57236,"N","I","N",0,442010.259819316,5783966.03348009,"HORNE","SQUARE","",155044,"","","","","","",,"",,"","MEL","ED35","431","H","7","GEELONG","SOUTH WESTERN REGION",0
57238,"I","I","N",0,600883.548793258,5747549.08425191,"ALLEN","STREET","",102149,"BATHS","ROAD","","","","",,"",,"","VCD","ED7","710","F","3","SOUTH GIPPSLAND","EASTERN REGION",0
57263,"I","I","N",0,516437.9996819,5758147.8844634,"ALFRED","STREET","",101859,"HIGH","STREET","","","","",,"",,"","MEL","ED35","154","H","11","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
57265,"I","I","N",0,237188.925519321,6212709.37029998,"NINTH","STREET","",185038,"ONTARIO","AVENUE","","","","",,"",,"","VCD","ED7","535","O","3","MILDURA","WESTERN REGION",0
57277,"I","I","N",0,666923.541854855,5998677.93204671,"EMERALD","AVENUE","",136878,"MARSHALL","STREET","","","","",,"",,"","VCD","ED7","652","G","6","WODONGA","NORTH EASTERN REGION",0
57290,"I","I","N",3078,535399.383212781,5970162.60057932,"GOULBURN VALLEY","HIGHWAY","",2640,"LONGSTAFF","STREET","","","","",,"",,"","VCD","ED7","675","O","1","SHEPPARTON","NORTH EASTERN REGION",0
57302,"I","I","N",0,435573.665005369,5931394.67112575,"BANNISTER","STREET","",106963,"BAYNE","STREET","","","","",,"",,"","VCD","ED7","607","S","3","BENDIGO","NORTHERN REGION",0
57308,"I","I","N",0,436508.975696434,5928107.13005852,"HALLAM","STREET","",149370,"SOMERVILLE","STREET","","","","",,"",,"","VCD","ED7","607","U","9","BENDIGO","NORTHERN REGION",0
57315,"I","I","N",0,452174.478759661,5875202.46126621,"EDGECOMBE","STREET","",135253,"EPPING","STREET","","","","",,"",,"","VCD","ED7","632","E","6","MACEDON RANGES","NORTHERN REGION",0
57355,"I","I","N",0,463316.102233236,5828339.60410289,"CENTENARY","AVENUE","",120899,"KURUNJANG","DRIVE","","","","",,"",,"","MEL","ED35","337","B","6","MELTON","METROPOLITAN NORTH WEST REGION",0
57364,"I","I","N",0,503759.996636792,5826138.49188262,"CAMPBELLFIELD-GREENSBOROUGH","ROAD","",5910,"MCLEANS","ROAD","","","","",,"",,"","MEL","ED35","9","F","12","WHITTLESEA","METROPOLITAN NORTH WEST REGION",0
57379,"I","I","N",0,495185.515704257,5822671.66512918,"DERBY","STREET","",131252,"GILMOUR","COURT","","","","",,"",,"","MEL","ED35","17","D","8","MORELAND","METROPOLITAN NORTH WEST REGION",0
57376,"I","I","N",0,478096.833350493,5822891.83013814,"ARBOUR","BOULEVARD","",103876,"JACARANDA","DRIVE","","","","",,"",,"2514;;67;;","MEL","ED35","356","K","8","MELTON","METROPOLITAN NORTH WEST REGION",0
57391,"I","I","N",0,496830.224916469,5821844.98272969,"COBURG-CRAIGIEBURN","ROAD","",5500,"GAFFNEY","STREET","","","","",,"",,"","MEL","ED35","17","H","10","MORELAND","METROPOLITAN NORTH WEST REGION",0
57393,"I","I","N",0,490594.129318546,5821373.81510391,"KEILOR","ROAD","",5592,"OGILVIE","STREET","","","","",,"",,"","MEL","ED35","16","B","11","MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",0
57396,"I","I","N",0,499766.128148924,5820941.47398539,"ST GEORGES","ROAD","(R)",5861,"BRUCE","STREET","","","","",,"",,"","MEL","ED35","18","F","12","DAREBIN","METROPOLITAN NORTH WEST REGION",0
57400,"I","I","N",0,499689.355418031,5820664.2361357,"STATE (ST GEORGES)","HIGHWAY","(R)",2130,"STATE (BELL/SPRINGVALE)","HIGHWAY","","","","",,"",,"","MEL","ED35","30","E","1","DAREBIN","METROPOLITAN NORTH WEST REGION",0
57404,"I","I","N",0,517100.925047001,5820141.61942432,"HEIDELBERG-WARRANDYTE","ROAD","",5809,"POUND","ROAD","","","","",,"",,"","MEL","ED35","34","K","2","MANNINGHAM","METROPOLITAN SOUTH EAST REGION",0
57406,"I","I","N",0,491060.914500945,5819803.87126084,"FORRESTER","STREET","",141480,"HEDDERWICK","STREET","","","","",,"",,"","MEL","ED35","28","C","3","MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",0
57403,"I","I","N",0,531417.431419763,5820231.3214081,"ANDERSON","STREET","",102987,"NELSON","ROAD","","","","",,"",,"","MEL","ED35","38","G","2","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
57416,"I","I","N",0,502269.745753975,5818048.68502065,"GRANGE","ROAD","",5876,"CHRISTMAS","STREET","","","","",,"",,"","MEL","ED35","31","B","7","DAREBIN","METROPOLITAN NORTH WEST REGION",0
57419,"I","I","N",0,497830.85615117,5817490.83060705,"GLENLYON","ROAD","",145440,"JOHN","STREET","","","","",,"",,"","MEL","ED35","30","A","9","MORELAND","METROPOLITAN NORTH WEST REGION",0
57421,"I","I","N",0,499015.169451564,5817220.68312288,"STATE (ST GEORGES)","HIGHWAY","(R)",2130,"CLARKE","STREET","","","","",,"",,"","MEL","ED35","30","D","9","DAREBIN","METROPOLITAN NORTH WEST REGION",0
57442,"I","I","N",0,496203.223149745,5814964.33659182,"ROYAL","PARADE","(R-SERVICE-RD)",5979,"TIN","ALLEY","","","","",,"",,"","MEL","ED35","2B","C","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
57445,"I","I","N",0,494892.221054155,5814490.73293329,"ARDEN","STREET","",104002,"MUNSTER","TERRACE","","","","",,"",,"","MEL","ED35","2A","F","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
57452,"I","I","N",0,498648.390229579,5813708.35889194,"NORTHUMBERLAND","STREET","",185895,"WELLINGTON","STREET","","","","",,"",,"","MEL","ED35","2C","E","12","YARRA","METROPOLITAN NORTH WEST REGION",0
57453,"I","I","N",0,498545.724234534,5813525.64424093,"VICTORIA","PARADE","",5083,"CAMBRIDGE","STREET","","","","",,"",,"","MEL","ED35","2G","E","1","YARRA","METROPOLITAN NORTH WEST REGION",0
57455,"I","I","N",0,499955.202903501,5813447.4611386,"CHURCH","STREET","",122848,"PRINCES","STREET","","","","",,"",,"","MEL","ED35","2H","B","1","YARRA","METROPOLITAN NORTH WEST REGION",0
57463,"I","I","N",0,503483.915780098,5812834.29153593,"BARKERS","ROAD","",5858,"ROSSFIELD","AVENUE","","","","",,"",,"","MEL","ED35","45","E","8","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
57457,"I","I","N",0,487700.039667189,5813362.62933471,"SOMERVILLE","ROAD","",5458,"MITFORD","PARADE","","","","",,"",,"","MEL","ED35","41","E","7","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
57471,"I","I","N",0,496728.644929145,5812013.90025326,"YARRA BANK","HIGHWAY","",2240,"SOUTHBANK","BOULEVARD","","","","",,"",,"","MEL","ED35","2F","E","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
57474,"I","I","N",8657,499352.23467061,5811717.61379769,"SWAN","STREET","",5287,"CARROLL","STREET","","","","",,"",,"","MEL","ED35","2G","J","10","YARRA","METROPOLITAN NORTH WEST REGION",0
57476,"I","I","N",0,500165.497757804,5811603.91906492,"SWAN","STREET","",5287,"DUKE","STREET","","","","",,"",,"","MEL","ED35","2H","C","10","YARRA","METROPOLITAN NORTH WEST REGION",0
57475,"I","I","N",0,496364.632693118,5811644.46527714,"CITY","ROAD","",5325,"MORAY","STREET","","","","",,"",,"","MEL","ED35","2F","C","10","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
57486,"I","I","N",0,510556.158387035,5810951.67796644,"STATION","STREET","",5320,"HILL","STREET","","","","",,"",,"","MEL","ED35","61","C","1","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
57497,"I","I","N",0,473806.498941231,5809552.14296451,"DUCK HAVEN","PLACE","",133564,"ROSE GRANGE","BOULEVARD","","","","",,"",,"","MEL","ED35","202","J","4","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
57498,"I","I","N",0,489740.173081844,5809540.18655609,"NORTH","ROAD","",5209,"WILLIAMSTOWN","ROAD","","","","",,"",,"","MEL","ED35","55","K","4","HOBSONS BAY","METROPOLITAN NORTH WEST REGION",0
57499,"I","I","N",0,496025.389439702,5809516.49726434,"HAMBLETON","STREET","",149497,"KERFERD","ROAD","","","","",,"",,"","MEL","ED35","2K","B","8","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57501,"I","I","N",8720,498028.251527711,5809411.18584169,"ST KILDA","ROAD","(R-SERVICE-RD)",5882,"ROY","STREET","","","","",,"",,"","MEL","ED35","2L","B","9","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57515,"I","I","N",0,499202.194707731,5808104.74292041,"PRINCES","HIGHWAY EAST","(R)",2510,"CHAPEL","STREET","","","","",,"",,"","MEL","ED35","2P","H","3","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57518,"I","I","N",0,500002.554502358,5807950.04136154,"PRINCES","HIGHWAY EAST","(R)",2510,"HOTHAM","STREET","","","","",,"",,"","MEL","ED35","58","F","8","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57527,"I","I","N",0,498765.108348375,5806974.62953557,"NEPEAN","HIGHWAY","",2660,"CARLISLE","STREET","","","","",,"",,"","MEL","ED35","2P","F","9","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57528,"I","I","N",0,505240.644329,5806792.95778689,"MALVERN","ROAD","",5699,"DARLING","ROAD","","","","",,"",,"","MEL","ED35","59","K","11","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
57531,"I","I","N",8770,499109.180834382,5806220.52005564,"NEPEAN","HIGHWAY","(R-SERVICE-RD)",2660,"ALFRISTON","STREET","","","","",,"",,"","MEL","ED35","67","D","1","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
57536,"I","I","N",0,499646.361385739,5805214.23645198,"NEPEAN","HIGHWAY","",2660,"GLENHUNTLY","ROAD","","","","",,"",,"","MEL","ED35","67","E","3","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
57540,"I","I","N",0,501851.832973613,5805095.24191987,"HAWTHORN","ROAD","",5299,"BRIGGS","STREET","","","","",,"",,"","MEL","ED35","68","A","3","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
57545,"I","I","N",0,468576.162537343,5804751.58569426,"HEATHS","ROAD","",5443,"SHAWS","ROAD","","","","",,"",,"","MEL","ED35","205","F","4","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
57546,"I","I","N",0,499969.358948199,5804638.2101102,"NEPEAN","HIGHWAY","(R)",2660,"COCHRANE","STREET","","","","",,"",,"","MEL","ED35","67","F","4","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
57547,"I","I","N",0,501780.576968943,5804625.72257695,"HAWTHORN","ROAD","",5299,"ALMOND","STREET","","","","",,"",,"","MEL","ED35","68","A","4","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
57556,"I","I","N",0,513500.559654091,5803882.79426349,"WINDELLA","CRESCENT","",259056,"WINMALEE","DRIVE","","","","",,"",,"","MEL","ED35","71","A","6","MONASH","METROPOLITAN SOUTH EAST REGION",0
57566,"I","I","N",0,506584.783972179,5802486.42285623,"NORTH ROAD","HIGHWAY","",2060,"MACKIE","ROAD","","","","",,"",,"","MEL","ED35","69","C","10","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
57568,"I","I","N",0,510970.879674445,5802370.73323599,"STOCKDALE","AVENUE","",211327,"WOODSIDE","AVENUE","","","","",,"",,"","MEL","ED35","70","D","10","MONASH","METROPOLITAN SOUTH EAST REGION",0
57579,"I","I","N",0,502244.879701295,5800588.31140105,"NEPEAN","HIGHWAY","(R)",2660,"CUMMINS","ROAD","","","","",,"",,"","MEL","ED35","77","B","2","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
57582,"I","I","N",0,500178.876341114,5799757.54040692,"HAMPTON","STREET","",5314,"LUDSTONE","STREET","","","","",,"",,"","MEL","ED35","76","G","4","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
57588,"I","I","N",0,504814.87570366,5798217.78330202,"WICKHAM-KEYS","ROAD","",5313,"COMMERCIAL","ROAD","","","","",,"",,"","MEL","ED35","77","J","8","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
57598,"I","I","N",0,673680.216891654,5795068.8694933,"BOISDALE","STREET","",112348,"MCLEAN","STREET","","","","",,"",,"","VCD","ED7","694","C","4","WELLINGTON","EASTERN REGION",0
57599,"I","I","N",0,501283.000126173,5795040.32932368,"BALCOMBE","ROAD","",5312,"BEACH","ROAD","","","","",,"",,"","MEL","ED35","85","K","4","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
57613,"I","I","N",0,525944.886754591,5790541.41772783,"CHATEAU","AVENUE","",121845,"FOUNTAIN","DRIVE","","","","",,"",,"","MEL","ED35","110","C","3","CASEY","METROPOLITAN SOUTH EAST REGION",0
57610,"I","I","N",0,507133.278212226,5791667.91203692,"BEACH","ROAD","",5840,"HIGH","STREET","","","","",,"",,"","MEL","ED35","87","E","12","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
57641,"I","I","N",0,511356.704113679,5778819.70296941,"KIRKWOOD","AVENUE","",163405,"MCCULLOCH","AVENUE","","","","",,"",,"","MEL","ED35","99","E","8","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
57644,"I","I","N",0,443774.467454269,5776280.67489196,"GHERINGHAP","STREET","",144207,"WESTERN BEACH","ROAD","","","","",,"",,"","MEL","ED35","401","G","1","GEELONG","SOUTH WESTERN REGION",0
57648,"I","I","N",0,512609.904516534,5775848.07336277,"CRANBOURNE-FRANKSTON","ROAD","",5765,"BEACH","STREET","","","","",,"",,"","MEL","ED35","102","J","3","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
57652,"I","I","N",7181,444914.876724893,5774624.8880542,"BELLARINE","HIGHWAY","(R)",2730,"NORMANBY","STREET","","","","",,"",,"","MEL","ED35","402","N","9","GEELONG","SOUTH WESTERN REGION",0
57653,"I","I","N",6233,511841.5161121,5774177.10583494,"MORNINGTON PENINSULA","ROUTE","(R)",2600,"GOLF LINKS","ROAD","","","","",,"",,"","MEL","ED35","102","G","7","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
57661,"I","I","N",7235,449090.123036401,5772360.70252382,"BELLARINE","HIGHWAY","",2730,"LARKINS","LANE","","","","",,"",,"","MEL","ED35","453","F","12","GEELONG","SOUTH WESTERN REGION",0
