_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - position,_ - imageUri,_ - headquarters,_ - revenue,_ - marketValue,_ - assets,_ - ceo,_ - industry,_ - state,_ - thumbnail,_ - squareImage
https://www.forbes.com/companies/grupo-televisa,1695,Grupo Televisa,Mexico,208,1695,grupo-televisa,Mexico,5126,11394,15855,Alfonso Noriega,Broadcasting & Cable,,,
https://www.forbes.com/companies/grupo-zuliano,1914,Grupo Zuliano,Venezuela,998.9,1914,no-pic,Venezuela,,139,,Guido Gómez,Diversified Chemicals,,,
https://www.forbes.com/companies/guangdong-investment,1597,Guangdong Investment,Hong Kong,729.6,1597,guangdong-investment,Hong Kong,1562,10527,8512,Yin Wen,Diversified Utilities,,,
https://www.forbes.com/companies/guangdong-wens-foodstuffs-group,973,Guangdong Wens Foodstuffs Group,China,1008.9,973,no-pic,China,8441,18131,7991,Steven Lowy,Food Processing,,,
https://www.forbes.com/companies/guangzhou-automobile-group,691,Guangzhou Automobile Group,China,1646,691,guangzhou-automobile-group,China,10819,18554,18832,Qing Zeng,Auto & Truck Manufacturers,,,
https://www.forbes.com/companies/guangzhou-rf,725,Guangzhou R&F,China,3254.9,725,guangzhou-rf,China,8827,7775,45778,Li Zhang,Real Estate,,,
https://www.forbes.com/companies/guangzhou-rural-commercial-bank,1092,Guangzhou Rural Commercial Bank,China,846.3,1092,no-pic,China,4583,6560,95108,Ji Wang,Regional Banks,,,
https://www.forbes.com/companies/gudang-garam,1494,Gudang Garam,Indonesia,577.2,1494,gudang-garam,Indonesia,6349,9683,4598,Susilo Wonowidjojo,Tobacco,,,
https://www.forbes.com/companies/gunma-bank,1620,Gunma Bank,Japan,255.9,1620,gunma-bank,Japan,1312,2623,75268,Kazuo Kibe,Regional Banks,,,
https://www.forbes.com/companies/guoco-group,1608,Guoco Group,Hong Kong,864.4,1609,no-pic,Hong Kong,3923,4397,16444,Hong Tang,Investment Services,,,
https://www.forbes.com/companies/guosen-securities,1042,Guosen Securities,China,644.8,1042,guosen-securities,China,1404,13955,32558,Cheng He,Investment Services,,,
https://www.forbes.com/companies/guotai-junan-securities,696,Guotai Junan Securities,China,1447,696,guotai-junan-securities,China,3740,24009,72201,Hong Shang,Major Banks,,,
https://www.forbes.com/companies/h-lundbeck,1890,H Lundbeck,Denmark,397.9,1890,no-pic,Denmark,2613,13100,3222,Claus Braestrup,Pharmaceuticals,,,
https://www.forbes.com/companies/hm,583,H&M,Sweden,1797.2,583,hm,Sweden,23710,26741,13070,Karl-Johan Persson,Apparel/Footwear Retail,,http://specials-images.forbesimg.com/imageserve/580fa2ec31358e23831617fe/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580fa2ec31358e23831617fe/416x416.jpg?background=000000&cropX1=0&cropX2=832&cropY1=0&cropY2=832
https://www.forbes.com/companies/hal-trust,1024,HAL Trust,Monaco,440.5,1024,hal-trust,Monaco,9081,14799,19502,Melchert Groot,Investment Services,,,
https://www.forbes.com/companies/hca-holdings,275,HCA Holdings,United States,2701,275,hca-holdings,Tennessee,44414,35552,37299,R. Johnson,Healthcare Services,Tennessee,,
https://www.forbes.com/companies/hcl-technologies,936,HCL Technologies,India,1352.8,936,hcl-technologies,India,7844,19282,7363,Shiv Nadar,Software & Programming,,,
https://www.forbes.com/companies/hcp,1988,HCP,United States,-8,1988,hcp,California,1835,11312,14068,Thomas Herzog,Real Estate,California,,
https://www.forbes.com/companies/hdfc,321,HDFC,India,2519.4,322,hdfc,India,10684,47860,86275,Keki Mistry,Consumer Financial Services,,,
https://www.forbes.com/companies/hdfc-bank,202,HDFC Bank,India,2871.3,202,hdfc-bank,India,15721,77596,169144,Aditya Puri,Regional Banks,,,
https://www.forbes.com/companies/hp,247,HP,United States,3853,247,hp,California,54173,37276,35245,Dion Weisler,Computer Hardware,California,,
https://www.forbes.com/companies/hsbc-holdings,17,HSBC Holdings,United Kingdom,10750.3,17,hsbc-holdings,United Kingdom,63169,200293,2652123,John Flint,Major Banks,,http://specials-images.forbesimg.com/imageserve/5800e38a31358e6da6d7f39c/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5800e38a31358e6da6d7f39c/416x416.jpg?background=000000&cropX1=994&cropX2=3371&cropY1=274&cropY2=2649
https://www.forbes.com/companies/hachijuni-bank,1590,Hachijuni Bank,Japan,233.2,1590,hachijuni-bank,Japan,1575,2529,87532,Yoshiyuki Yamaura,Regional Banks,,,
https://www.forbes.com/companies/hainan-airlines,1108,Hainan Airlines,China,582.7,1108,hainan-airlines,China,9381,,29643,Jian Sun,Airline,,,
https://www.forbes.com/companies/haitong-securities,730,Haitong Securities,China,1224,730,haitong-securities,China,4190,19415,91068,Qiu Qu,Investment Services,,,
https://www.forbes.com/companies/hakuhodo-dy-holdings,1961,Hakuhodo DY Holdings,Japan,263.1,1961,no-pic,Japan,11738,5297,6574,Hirokazu Toda,Advertising,,,
https://www.forbes.com/companies/halkbank,873,Halkbank,Turkey,1144.3,873,halkbank,Turkey,7659,2195,82276,Recep Özdil,Regional Banks,,,
https://www.forbes.com/companies/halliburton,743,Halliburton,United States,-385,743,halliburton,Texas,22081,45796,25191,Jeffrey Miller,Oil Services & Equipment,Texas,,
https://www.forbes.com/companies/halyk-bank,1595,Halyk Bank,Kazakhstan,531.4,1595,halyk-bank,Kazakhstan,2370,3551,26623,Umut Shayakhmetova,Regional Banks,,,
https://www.forbes.com/companies/hana-financial,436,Hana Financial Group,South Korea,1982,436,hana-financial,South Korea,12322,12972,336359,Jung-Tai Kim,Regional Banks,,,
https://www.forbes.com/companies/hang-lung-group,1501,Hang Lung Group,Hong Kong,681.9,1501,hang-lung-group,Hong Kong,1584,4258,25046,Nan Chen,Real Estate,,,
https://www.forbes.com/companies/hankyu-hanshin-holdings,1115,Hankyu Hanshin Holdings,Japan,635.4,1115,hankyu-hanshin-holdings,Japan,6603,9699,21199,Kazuo Sumi,Railroads,,,
https://www.forbes.com/companies/hanwa,1760,Hanwa,Japan,156.6,1760,hanwa,Japan,16161,1884,8105,Shuji Kita,Diversified Metals & Mining,,,
https://www.forbes.com/companies/hanwha,851,Hanwha,South Korea,359,852,hanwha,South Korea,44586,2882,149638,Yeon-Chul Kim,Trading Companies,,,
https://www.forbes.com/companies/hanwha-chemical,1420,Hanwha Chemical,South Korea,729.5,1420,hanwha-chemical,South Korea,8263,4469,12750,Chang-Bum Kim,Diversified Chemicals,,,
https://www.forbes.com/companies/harbin-bank,1154,Harbin Bank,China,776.7,1154,harbin-bank,China,4386,3040,86649,Shu Gao,Major Banks,,,
https://www.forbes.com/companies/harel-insurance-investments-financial-services,1821,Harel Insurance Investments & Financial Services,Israel,190.2,1821,no-pic,Israel,5119,1570,29910,Yair Hamburger,Diversified Insurance,,,
https://www.forbes.com/companies/harris,1191,Harris,United States,639,1191,harris,Florida,6058,18599,10070,Bill Brown,Communications Equipment,Florida,,
https://www.forbes.com/companies/hartford-financial-services,656,Hartford Financial Services,United States,283,656,hartford-financial-services,Connecticut,18482,18824,216666,Christopher Swift,Diversified Insurance,Connecticut,,
https://www.forbes.com/companies/haseko,1647,Haseko,Japan,652.2,1647,no-pic,Japan,7338,4663,6472,Ikuo Oguri,Construction Services,,,
https://www.forbes.com/companies/heidelbergcement,496,HeidelbergCement,Germany,1035,496,heidelbergcement,Germany,19475,18954,42526,Bernd Scheifele,Construction Materials,,,
https://www.forbes.com/companies/heilan-home,1938,Heilan Home,China,520.5,1939,heilan-home,China,2817,9398,4376,Dong Gu,Apparel/Footwear Retail,,,
https://www.forbes.com/companies/heineken-holding,390,Heineken Holding,Netherlands,1102,390,heineken-holding,Netherlands,24688,28450,51243,Jean-François van Boxmeer,Beverages,,http://specials-images.forbesimg.com/imageserve/580fa35131358e2383161805/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5800e0bca7ea4357a3e030aa/416x416.jpg?background=000000&cropX1=0&cropX2=3074&cropY1=0&cropY2=3072
https://www.forbes.com/companies/hella-kgaa-hueck,1803,Hella Kgaa Hueck &,Germany,429.4,1803,no-pic,Germany,8009,7166,6935,Sang-Gyu Park,Auto & Truck Parts,,,
https://www.forbes.com/companies/hellenic-petroleum,1736,Hellenic Petroleum,Greece,479.4,1737,hellenic-petroleum,Greece,9022,2919,8598,Efsthathios Tsotsoros,Oil & Gas Operations,,,
https://www.forbes.com/companies/helvetia-holding,1095,Helvetia Holding,Switzerland,411.8,1095,helvetia-holding,Switzerland,9844,5888,59986,Philipp Gmür,Diversified Insurance,,,
https://www.forbes.com/companies/henderson-land,607,Henderson Land,Hong Kong,3905.3,607,henderson-land,Hong Kong,3248,25868,52651,Shau Lee,Real Estate,,,
https://www.forbes.com/companies/hengan-international-group,1755,Hengan International Group,China,561.8,1755,hengan-international-group,China,2936,10642,5973,Man Sze,Household/Personal Care,,,
https://www.forbes.com/companies/hengli-petrochemical,1833,Hengli Petrochemical,China,382.7,1833,no-pic,China,4456,13169,11762,Hong Fan,Other Industrial Equipment,,,
https://www.forbes.com/companies/henkel,293,Henkel,Germany,2880.6,293,henkel,Germany,23139,54101,36203,Hans Bylen,Household/Personal Care,,http://specials-images.forbesimg.com/imageserve/5af35c704bbe6f748688cd5d/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5af35c704bbe6f748688cd5d/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/henry-schein,1275,Henry Schein,United States,423.4,1275,henry-schein,New York,12759,11235,7915,Stanley Bergman,Medical Equipment & Supplies,New York,,
https://www.forbes.com/companies/hermes-international,844,Hermès International,France,1377.8,844,hermes-international,France,6259,72650,8127,Henri-Louis Bauer,Apparel/Accessories,,http://specials-images.forbesimg.com/imageserve/580fa3a2a7ea435b91b07829/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580fa3a2a7ea435b91b07829/416x416.jpg?background=000000&cropX1=74&cropX2=766&cropY1=45&cropY2=737
https://www.forbes.com/companies/hero-motocorp,1583,Hero Motocorp,India,577.1,1584,hero-motocorp,India,5035,10732,2667,Pawan Munjal,Recreational Products,,,
https://www.forbes.com/companies/hershey,995,Hershey,United States,1008.1,995,hershey,Pennsylvania,7608,18836,7333,Michele Buck,Food Processing,Pennsylvania,http://specials-images.forbesimg.com/imageserve/580fa4024bbe6f0ad5da9405/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5800e18631358e6da6d7f379/416x416.jpg?background=000000&cropX1=999&cropX2=3000&cropY1=0&cropY2=2000
https://www.forbes.com/companies/hertz-global-holdings,1519,Hertz Global Holdings,United States,349,1519,hertz-global-holdings,Florida,8950,1486,22321,Kathryn Marinello,Rental & Leasing,Florida,,
https://www.forbes.com/companies/hess,1238,Hess,United States,-3856,1238,hess,New York,5571,19321,22072,John Hess,Oil & Gas Operations,New York,,
https://www.forbes.com/companies/hesteel,1212,Hesteel,China,232.5,1212,no-pic,China,15862,5498,30557,Lanyu Wang,Iron & Steel,,,
https://www.forbes.com/companies/hewlett-packard-enterprise,316,Hewlett Packard Enterprise,United States,1513,316,hewlett-packard-enterprise,California,31158,27445,61619,Antonio Neri,Computer Hardware,California,,
https://www.forbes.com/companies/hexagon,1255,Hexagon,Sweden,851.9,1255,hexagon,Sweden,4105,19907,10546,Ola Rollén,Other Industrial Equipment,,,
https://www.forbes.com/companies/hikvision,835,Hikvision,China,1470.6,835,hikvision,China,6617,58238,7980,Yang Hu,Electronics,,,
https://www.forbes.com/companies/hilton,775,Hilton,United States,1346,775,hilton,Virginia,9053,25088,14260,Christopher Nassetta,Hotels & Motels,Virginia,http://specials-images.forbesimg.com/imageserve/5a037ef631358e542c04fefc/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a037ef631358e542c04fefc/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/hindalco-industries,1186,Hindalco Industries,India,283.3,1186,hindalco-industries,India,14940,8087,23717,Satish Pai,Aluminum,,,
https://www.forbes.com/companies/hindustan-petroleum,951,Hindustan Petroleum,India,1228.2,951,hindustan-petroleum,India,27933,7202,12503,Mukesh Surana,Oil & Gas Operations,,,
https://www.forbes.com/companies/hiroshima-bank,1601,Hiroshima Bank,Japan,251.5,1601,hiroshima-bank,Japan,1096,2410,82590,Isao Sumihiro,Regional Banks,,,
https://www.forbes.com/companies/hitachi,149,Hitachi,Japan,3275.1,149,hitachi,Japan,84530,38516,95032,Gab-Han Yoon,Electronics,,,
https://www.forbes.com/companies/hna-technology,1231,Hna Technology,China,118,1232,no-pic,China,48093,,17870,Hai Gui,Other Transportation,,,
https://www.forbes.com/companies/hokkaido-electric-power,1917,Hokkaido Electric Power,Japan,149.3,1918,hokkaido-electric-power,Japan,6614,1456,18015,Yoshitaka Sato,Electric Utilities,,,
https://www.forbes.com/companies/hokkoku-bank,1795,Hokkoku Bank,Japan,91.7,1795,hokkoku-bank,Japan,601,1188,44879,Tateki Ataka,Regional Banks,,,
https://www.forbes.com/companies/hokuhoku-financial-group,1543,Hokuhoku Financial Group,Japan,191.2,1543,hokuhoku-financial-group,Japan,1573,1966,122203,Eishin Ihori,Regional Banks,,,
https://www.forbes.com/companies/hollyfrontier,917,HollyFrontier,United States,1112.7,917,hollyfrontier,Texas,15294,11938,10912,George Damiris,Oil & Gas Operations,Texas,,
https://www.forbes.com/companies/home-depot,121,Home Depot,United States,8630,121,home-depot,Georgia,100904,219374,44529,Mark Hurd,Home Improvement Retail,Georgia,http://specials-images.forbesimg.com/imageserve/580fa4754bbe6f0ad5da940e/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5800e28f4bbe6f19f2b52f28/416x416.jpg?background=000000&cropX1=0&cropX2=2006&cropY1=4&cropY2=2011
https://www.forbes.com/companies/hon-hai-precision,105,Hon Hai Precision,Taiwan,4560.2,105,hon-hai-precision,Taiwan,154711,49490,114496,Terry Gou,Electronics,,,
https://www.forbes.com/companies/honda-motor,58,Honda Motor,Japan,9558,58,honda-motor,Japan,138598,58905,181938,Takahiro Hachigo,Auto & Truck Manufacturers,,http://specials-images.forbesimg.com/imageserve/580fa4cc31358e2383161820/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580fa4cc31358e2383161820/416x416.jpg?background=000000&cropX1=0&cropX2=832&cropY1=0&cropY2=832
https://www.forbes.com/companies/honeywell-international,210,Honeywell International,United States,1767,210,honeywell-international,New Jersey,41434,110068,60948,Darius Adamczyk,Conglomerates,New Jersey,,
https://www.forbes.com/companies/hong-kong-exchanges,756,Hong Kong Exchanges,Hong Kong,1056.4,756,hong-kong-exchanges,Hong Kong,1829,41281,39205,Xiao Li,Investment Services,,,
https://www.forbes.com/companies/hong-leong-financial,1568,Hong Leong Financial,Malaysia,378.7,1568,hong-leong-financial,Malaysia,2003,5494,56173,Kong Tan,Investment Services,,,
https://www.forbes.com/companies/hopson-development-holdings,1579,Hopson Development Holdings,Hong Kong,743.8,1579,no-pic,Hong Kong,1798,2294,19676,Mang Chu,Real Estate,,,
https://www.forbes.com/companies/hormel-foods,958,Hormel Foods,United States,914.7,958,hormel-foods,Minnesota,9219,19201,7859,James Snee,Food Processing,Minnesota,,
https://www.forbes.com/companies/host-hotels-resorts,1238,Host Hotels & Resorts,United States,659,1239,host-hotels-resorts,Maryland,5385,15368,12064,James Risoleo,Real Estate,Maryland,,
https://www.forbes.com/companies/hoya,1166,Hoya,Japan,897.7,1166,hoya,Japan,4833,21555,6118,Hiroshi Suzuki,Electronics,,,
https://www.forbes.com/companies/hua-nan-financial,1458,Hua Nan Financial,Taiwan,395,1458,hua-nan-financial,Taiwan,2231,6626,86477,Pau-Chu Lo,Consumer Financial Services,,,
https://www.forbes.com/companies/huadian-power-international,1283,Huadian Power International,China,65,1284,huadian-power-international,China,11624,5548,34347,Hong Tian,Electric Utilities,,,
https://www.forbes.com/companies/huaneng-lancang-river-hydropower,1701,Huaneng Lancang River Hydropower,China,324,1702,no-pic,China,1857,9491,25077,,Electric Utilities,,,
https://www.forbes.com/companies/huaneng-power-international,745,Huaneng Power International,China,361,745,huaneng-power-international,China,23710,13633,60809,Pei Cao,Electric Utilities,,,
https://www.forbes.com/companies/huatai-securities,736,Huatai Securities,China,1490,736,huatai-securities,China,3149,19569,63538,Yi Yu,Investment Services,,,
https://www.forbes.com/companies/huaxia-bank,289,Huaxia Bank,China,2998,289,huaxia-bank,China,18673,17206,404355,Yan Cheng,Major Banks,,,
https://www.forbes.com/companies/hubei-biocause-pharmaceutical,1691,Hubei Biocause Pharmaceutical,China,234.6,1691,no-pic,China,6787,6076,23667,Yunhua Xiao,,,,
https://www.forbes.com/companies/huishang-bank,900,Huishang Bank,China,1127.2,900,huishang-bank,China,6201,5377,139450,Yu Yang,Major Banks,,,
https://www.forbes.com/companies/humana,306,Humana,United States,1824,306,humana,Kentucky,54284,39201,33453,Bruce Broussard,Managed Health Care,Kentucky,http://specials-images.forbesimg.com/imageserve/5a33f2b431358e749fd321af/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a33f2b431358e749fd321af/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/hunan-valin-steel,1266,Hunan Valin Steel,China,806.8,1267,hunan-valin-steel,China,11771,3937,12110,Hui Cao,Iron & Steel,,,
https://www.forbes.com/companies/huntington-bancshares,712,Huntington Bancshares,United States,1303.9,712,huntington-bancshares,Ohio,4874,16670,104246,Steve Steinour,Regional Banks,Ohio,,
https://www.forbes.com/companies/huntington-ingalls-industries,1452,Huntington Ingalls Industries,United States,516,1452,huntington-ingalls-industries,Virginia,7591,9798,6376,Mike Petters,Aerospace & Defense,Virginia,,
https://www.forbes.com/companies/huntsman,1322,Huntsman,United States,834,1322,huntsman,Texas,9283,7560,10703,Peter Huntsman,Diversified Chemicals,Texas,,
https://www.forbes.com/companies/husky-energy,721,Husky Energy,Canada,750.3,721,husky-energy,Canada,15424,14363,25819,Robert Peabody,Oil & Gas Operations,,,
https://www.forbes.com/companies/hyakugo-bank,1750,Hyakugo Bank,Japan,106.5,1750,hyakugo-bank,Japan,773,1183,50866,Tsuyoshi Ueda,Regional Banks,,,
https://www.forbes.com/companies/hyakujushi-bank,1808,Hyakujushi Bank,Japan,78.5,1809,hyakujushi-bank,Japan,643,990,43117,Tomoki Watanabe,Regional Banks,,,
https://www.forbes.com/companies/hyatt-hotels,1806,Hyatt Hotels,United States,590,1806,hyatt-hotels,Illinois,4404,9526,7987,Mark Hoplamazian,Hotels & Motels,Illinois,,
https://www.forbes.com/companies/hydro-one,1456,Hydro One,Canada,520.8,1457,hydro-one,Canada,4615,9188,20512,Mayo Schmidt,Electric Utilities,,,
https://www.forbes.com/companies/hyosung,1740,Hyosung,South Korea,210.1,1741,hyosung,South Korea,11497,4278,13577,Hyun-Joon Cho,Diversified Metals & Mining,,,
https://www.forbes.com/companies/hyundai-engineering,1450,Hyundai Engineering,South Korea,248.1,1450,hyundai-engineering,South Korea,14658,6712,17217,Soo-Hyun Jung,Construction Services,,,
https://www.forbes.com/companies/hyundai-glovis,1472,Hyundai Glovis,South Korea,493.7,1472,hyundai-glovis,South Korea,14517,5506,7906,Jung-Hoon Kim,Other Transportation,,,
https://www.forbes.com/companies/hyundai-heavy-industries,1182,Hyundai Heavy Industries,South Korea,-554.3,1182,hyundai-heavy-industries,South Korea,12334,8272,28405,Hwan-Goo Kang,Heavy Equipment,,,
https://www.forbes.com/companies/hyundai-marine-fire,1137,Hyundai Marine & Fire,South Korea,411,1138,hyundai-marine-fire,South Korea,11673,3182,36875,Cheol-Young Lee,Property & Casualty Insurance,,,
https://www.forbes.com/companies/hyundai-mobis,443,Hyundai Mobis,South Korea,1146.2,443,hyundai-mobis,South Korea,30666,20989,39615,Mong-Koo Chung,Auto & Truck Parts,,,
https://www.forbes.com/companies/hyundai-motor,147,Hyundai Motor,South Korea,3033,147,hyundai-motor,South Korea,85908,31567,164714,Mong-Koo Chung,Auto & Truck Manufacturers,,http://specials-images.forbesimg.com/imageserve/580fa596a7ea435b91b07861/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5800e571a7ea4357a3e030f5/416x416.jpg?background=000000&cropX1=211&cropX2=2869&cropY1=0&cropY2=2656
https://www.forbes.com/companies/hyundai-steel,923,Hyundai Steel,South Korea,499.4,923,hyundai-steel,South Korea,17441,8041,31174,Hak-Seo Kang,Iron & Steel,,,
https://www.forbes.com/companies/ibm,67,IBM,United States,5682,68,ibm,New York,80057,132316,125285,Virginia Rometty,Computer Services,New York,http://specials-images.forbesimg.com/imageserve/5841f6d54bbe6f1f20e8435c/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5841f6d54bbe6f1f20e8435c/416x416.jpg?background=000000&cropX1=1223&cropX2=3623&cropY1=269&cropY2=2670
https://www.forbes.com/companies/ica-gruppen,1589,ICA Gruppen,Sweden,443.2,1589,ica-gruppen,Sweden,13024,6472,9502,Per Torsten,Food Retail,,,
https://www.forbes.com/companies/icbc,1,ICBC,China,43669.4,1,icbc,China,165338,311014,4210927,Hui Yi,Major Banks,,,
https://www.forbes.com/companies/icici-bank,320,ICICI Bank,India,1196.3,320,icici-bank,India,18455,29721,172378,Ranganath Athreya,Regional Banks,,,
https://www.forbes.com/companies/idbi-bank,1618,IDBI Bank,India,-748,1619,idbi-bank,India,4774,3075,55807,Mahesh Jain,Regional Banks,,,
https://www.forbes.com/companies/idexx-laboratories,1878,IDEXX Laboratories,United States,283.6,1878,idexx-laboratories,Maine,2045,18407,1469,Jonathan W. Ayers,Medical Equipment & Supplies,Maine,,
https://www.forbes.com/companies/ihi,1542,IHI,Japan,74.8,1542,ihi,Japan,14349,5595,15361,Tsugio Mitsuoka,Heavy Equipment,,,
https://www.forbes.com/companies/ing-group,56,ING Group,Netherlands,5532.5,56,ing-group,Netherlands,56579,62210,1016136,Ralph Hamers,Major Banks,,,
https://www.forbes.com/companies/intl-fcstone,1555,INTL FCStone,United States,4.8,1555,no-pic,New York,32314,883,7204,Sean O'Connor,Regional Banks,New York,,
https://www.forbes.com/companies/ipg-photonics,1926,IPG Photonics,United States,379,1926,ipg-photonics,Massachusetts,1483,13502,2498,Valentin Gapontsev,Semiconductors,Massachusetts,,
https://www.forbes.com/companies/iss,1932,ISS,Denmark,303.6,1933,iss,Denmark,12136,6522,8258,Jeff Gravenhorst,Business & Personal Services,,,
https://www.forbes.com/companies/itc,772,ITC,India,1534.4,772,itc,India,8737,51489,8615,Sanjiv Puri,Tobacco,,,
https://www.forbes.com/companies/itv,1928,ITV,United Kingdom,526.7,1929,itv,United Kingdom,4033,9383,4533,Carolyn McCall,Broadcasting & Cable,,,
https://www.forbes.com/companies/iberdrola,146,Iberdrola,Spain,3289,146,iberdrola,Spain,37766,49383,138022,José Ignacio Galán,Electric Utilities,,,
https://www.forbes.com/companies/idemitsu-kosan,711,Idemitsu Kosan,Japan,1539.5,711,idemitsu-kosan,Japan,32050,7653,25790,Takashi Tsukioka,Oil & Gas Operations,,,
https://www.forbes.com/companies/ihs-markit,1211,Ihs Markit,United Kingdom,592,1211,ihs-markit,United Kingdom,3688,20443,14697,Lance Uggla,Business & Personal Services,,,
https://www.forbes.com/companies/iida-group-holdings,1416,Iida Group Holdings,Japan,638.8,1417,iida-group-holdings,Japan,11600,5608,10860,Kazuhiko Mori,Construction Services,,,
https://www.forbes.com/companies/iliad,1597,Iliad,France,448.8,1598,iliad,France,5626,11824,10106,Thomas Reynaud,Computer Services,,,
https://www.forbes.com/companies/illinois-tool-works,535,Illinois Tool Works,United States,1803,535,illinois-tool-works,Illinois,14587,49388,16163,Ernest Santi,Other Industrial Equipment,Illinois,,
https://www.forbes.com/companies/illumina,1250,Illumina,United States,567,1250,illumina,California,2936,39248,5542,Francis deSouza,Biotechs,California,,
https://www.forbes.com/companies/imperial-tobacco-group,361,Imperial Tobacco Group,United Kingdom,1623.3,361,imperial-tobacco-group,United Kingdom,20085,35746,42470,Alison Cooper,Tobacco,,,
https://www.forbes.com/companies/inchcape,1903,Inchcape,United Kingdom,346.3,1904,inchcape,United Kingdom,11525,4204,6596,Stefan Bomhard,Specialty Stores,,,
https://www.forbes.com/companies/indiabulls-housing-finance,1517,Indiabulls Housing Finance,India,596.8,1517,no-pic,India,2271,7873,20224,Gagan Banga,Consumer Financial Services,,,
https://www.forbes.com/companies/indian-bank,1934,Indian Bank,India,216.7,1934,indian-bank,India,2723,2270,33650,Kishore Kharat,Regional Banks,,,
https://www.forbes.com/companies/indian-oil,270,Indian Oil,India,2960.1,270,indian-oil,India,52916,24448,46624,Sanjiv Singh,Oil & Gas Operations,,,
https://www.forbes.com/companies/indian-overseas-bank,1871,Indian Overseas Bank,India,-512.8,1872,indian-overseas-bank,India,3303,1265,37582,R. Subramaniakumar,Regional Banks,,,
https://www.forbes.com/companies/inditex,289,Inditex,Spain,3842.3,290,inditex,Spain,28907,99483,25203,Pablo Álvarez de Tejera,Apparel/Footwear Retail,,,
https://www.forbes.com/companies/indorama-ventures,1289,Indorama Ventures,Thailand,584.5,1289,indorama-ventures,Thailand,8438,10800,8779,Aloke Lohia,Specialized Chemicals,,,
https://www.forbes.com/companies/indusind-bank,1650,IndusInd Bank,India,427.7,1650,indusind-bank,India,2770,16896,,Romesh Sobti,Regional Banks,,,
https://www.forbes.com/companies/industrial-alliance-insurance,1180,Industrial Alliance Insurance,Canada,436.3,1180,industrial-alliance-insurance,Canada,8151,4460,48380,Yvon Charest,Life & Health Insurance,,,
https://www.forbes.com/companies/industrial-bank,62,Industrial Bank,China,8756.2,62,industrial-bank,China,47951,53522,1023094,Jian Gao,Major Banks,,,
https://www.forbes.com/companies/industrial-bank-of-korea,588,Industrial Bank of Korea,South Korea,1416,588,industrial-bank-of-korea,South Korea,11100,8890,256008,Do-Jin Kim,Regional Banks,,,
https://www.forbes.com/companies/industries-qatar,1245,Industries Qatar,Qatar,1003.2,1246,industries-qatar,Qatar,1345,18313,9192,Saad Al-Kaabi,Specialized Chemicals,,,
https://www.forbes.com/companies/industrivarden,1454,Industrivarden,Sweden,803,1454,industrivarden,Sweden,821,10220,12916,Helena Stjernholm,Investment Services,,,
https://www.forbes.com/companies/infineon-technologies,842,Infineon Technologies,Germany,1275,842,infineon-technologies,Germany,8486,32351,,Reinhard Ploss,Semiconductors,,,
https://www.forbes.com/companies/infosys,653,Infosys,India,2486.3,653,infosys,India,10939,38332,12254,Salil Parekh,Computer Services,,,
https://www.forbes.com/companies/ingersoll-rand,619,Ingersoll Rand,Ireland,1305.9,619,ingersoll-rand,Ireland,14582,22024,18365,Michael Lamach,Conglomerates,,http://specials-images.forbesimg.com/imageserve/5a329f4b31358e6e1b1d6e1e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a329f4b31358e6e1b1d6e1e/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/ingredion,1759,Ingredion,United States,535,1759,ingredion,Illinois,5847,8074,5975,James P. Zallie,Food Processing,Illinois,,
https://www.forbes.com/companies/inmobiliaria-colonial,1900,"Inmobiliaria Colonial,",Spain,769.8,1900,no-pic,Spain,326,5156,12617,Mariano Miguel,Real Estate,,,
https://www.forbes.com/companies/inner-mongolia-baotou-steel,1058,Inner Mongolia Baotou Steel,China,377.3,1059,inner-mongolia-baotou-steel,China,8417,14537,23286,De Li,Iron & Steel,,,
