_ - uri,_ - rank,_ - name,_ - country,_ - profits,_ - position,_ - imageUri,_ - headquarters,_ - revenue,_ - marketValue,_ - assets,_ - ceo,_ - industry,_ - state,_ - thumbnail,_ - squareImage
https://www.forbes.com/companies/360-security-technology,1574,360 Security Technology,China,10,1574,no-pic,China,321,39253,3637,Hong Zhou,Software & Programming,,,
https://www.forbes.com/companies/3m,214,3M,United States,4137,214,3m,Minnesota,32250,121802,38575,Inge Thulin,Conglomerates,Minnesota,,
https://www.forbes.com/companies/3i-group,1252,3i Group,United Kingdom,1535.3,1252,3i-group,United Kingdom,353,12940,9641,Simon Borrows,Investment Services,,,
https://www.forbes.com/companies/77-bank,1618,77 Bank,Japan,188.5,1618,77-bank,Japan,898,1840,75939,Hiroshi Kamata,Regional Banks,,,
https://www.forbes.com/companies/aac-technologies-holdings,1296,AAC Technologies Holdings,China,791.2,1296,aac-technologies-holdings,China,3137,18945,4718,Zheng Pan,Electronics,,http://specials-images.forbesimg.com/imageserve/57aa09f1a7ea4337c2cf82a8/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57aa09f1a7ea4337c2cf82a8/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/abb,264,ABB,Switzerland,2057.2,264,abb,Switzerland,35037,51263,43570,Ulrich Spiesshofer,Conglomerates,,,
https://www.forbes.com/companies/aecom-technology,1479,AECOM Technology,United States,181.4,1479,aecom-technology,California,19120,5331,14617,Michael Burke,Construction Services,California,,
https://www.forbes.com/companies/aes,1142,AES,United States,158,1142,aes,Virginia,12474,8129,32573,Andrés Ricardo Weilert,Electric Utilities,Virginia,,
https://www.forbes.com/companies/agl-energy,1172,AGL Energy,Australia,640.8,1172,agl-energy,Australia,9968,10867,11229,Andy Vesey,Electric Utilities,,,
https://www.forbes.com/companies/agnc-investment,1028,AGNC Investment,United States,1119,1028,agnc-investment,Maryland,2196,7435,69221,Gary Kain,Investment Services,Maryland,,
https://www.forbes.com/companies/aia-group,92,AIA Group,Hong Kong,6120.5,92,aia-group,Hong Kong,31917,111406,213210,Ng Keng Hooi,Life & Health Insurance,,,
https://www.forbes.com/companies/airbus,101,AIRBUS,Netherlands,2976.5,101,airbus,Netherlands,74672,92149,138333,Thomas Enders,Aerospace & Defense,,,
https://www.forbes.com/companies/alfa,1377,ALFA,Mexico,-86.6,1377,alfa,Mexico,17397,5814,19120,Armando Sada,Conglomerates,,,
https://www.forbes.com/companies/amp,762,AMP,Australia,650,762,amp,Australia,12751,8121,115825,Mike Wilkins,Investment Services,,,
https://www.forbes.com/companies/anz,104,ANZ,Australia,5272.9,104,anz,Australia,28739,61245,717290,Shayne Elliott,Major Banks,,,
https://www.forbes.com/companies/asml-holding,451,ASML Holding,Netherlands,2692.5,451,asml-holding,Netherlands,10978,85378,22930,Peter Wennink,Semiconductors,,,
https://www.forbes.com/companies/att,15,AT&T,United States,30643,15,att,Texas,159219,198293,446343,Randall Stephenson,Telecommunications services,Texas,http://specials-images.forbesimg.com/imageserve/580f8d35a7ea435b91b07545/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57ff9f2931358e6da6d7e196/416x416.jpg?background=000000&cropX1=593&cropX2=3943&cropY1=7&cropY2=3358
https://www.forbes.com/companies/atos,858,ATOS,France,677.5,859,atos,France,14315,13904,16192,Thierry Breton,Computer Services,,,
https://www.forbes.com/companies/au-optronics,1116,AU Optronics,Taiwan,1063.7,1116,au-optronics,Taiwan,11210,4091,14834,Shuang Peng,Electronics,,,
https://www.forbes.com/companies/avic-capita,1433,AVIC Capita,China,459.4,1433,no-pic,China,1910,7723,36182,Hong Zhao,Investment Services,,,
https://www.forbes.com/companies/axa-group,33,AXA Group,France,6745,33,axa-group,France,149895,64058,1029142,Thomas Buberl,Diversified Insurance,,,
https://www.forbes.com/companies/aareal-bank,1748,Aareal Bank,Germany,224.4,1748,aareal-bank,Germany,1146,3011,50979,Hermann Merkens,Thrifts & Mortgage Finance,,,
https://www.forbes.com/companies/abbvie,137,AbbVie,United States,6352,137,abbvie,Illinois,29612,165321,69342,Richard Gonzalez,Pharmaceuticals,Illinois,,
https://www.forbes.com/companies/abbott-laboratories,421,Abbott Laboratories,United States,466,421,abbott-laboratories,Illinois,28445,107400,70908,Miles White,Pharmaceuticals,Illinois,,
https://www.forbes.com/companies/abengoa,1480,Abengoa,Spain,4825,1480,abengoa,Spain,1669,255,7635,Joaquin Marin,Construction Services,,,
https://www.forbes.com/companies/abertis,766,Abertis,Spain,1012.2,766,abertis,Spain,5922,19870,35821,Francisco Navarro,Other Transportation,,,
https://www.forbes.com/companies/abiomed,1959,Abiomed,United States,112.2,1959,abiomed,Massachusetts,594,16538,786,Michael Minogue,Medical Equipment & Supplies,Massachusetts,,
https://www.forbes.com/companies/abitare-in,833,Abitare In Spa,Italy,918.5,833,no-pic,Italy,21546,69,32669,Luigi Gozzini,Real Estate,,,
https://www.forbes.com/companies/abu-dhabi-commercial,930,Abu Dhabi Commercial Bank,United Arab Emirates,1148,930,abu-dhabi-commercial,United Arab Emirates,3500,9656,72597,Ala'a Khalil Eraiqat,Regional Banks,,,
https://www.forbes.com/companies/abu-dhabi-islamic-bank,1489,Abu Dhabi Islamic Bank,United Arab Emirates,544.1,1489,abu-dhabi-islamic-bank,United Arab Emirates,1824,3295,33795,Khamis Al-Shamsi,Regional Banks,,,
https://www.forbes.com/companies/accenture,288,Accenture,Ireland,3589.3,288,accenture,Ireland,39120,101016,23133,Pierre Nanterme,Computer Services,,http://specials-images.forbesimg.com/imageserve/5a32a4a031358e6e1b1d6ecf/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a32a4a031358e6e1b1d6ecf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/acciona,1643,Acciona,Spain,248.3,1643,acciona,Spain,8182,4588,20591,José Entrecanales,Construction Services,,,
https://www.forbes.com/companies/accor,1431,Accor,France,455.7,1431,accor,France,2185,16052,14501,Sébastien Bazin,Hotels & Motels,,,
https://www.forbes.com/companies/activision-blizzard,997,Activision Blizzard,United States,347,997,activision-blizzard,California,7257,54578,18397,Robert Kotick,Recreational Products,California,,
https://www.forbes.com/companies/adani-ports-special-economic-zone,1605,Adani Ports & Special Economic Zone,India,561,1605,no-pic,India,1756,12669,7264,Mrithyunjay Chandilya,Other Transportation,,,
https://www.forbes.com/companies/adecco,866,Adecco,Switzerland,869.4,866,adecco,Switzerland,27631,10971,12531,Alain Dehaze,Business & Personal Services,,,
https://www.forbes.com/companies/adidas,457,Adidas,Germany,1671.1,457,adidas,Germany,24914,46154,18208,Kasper Rørsted,Apparel/Accessories,,http://specials-images.forbesimg.com/imageserve/580a34b431358e238315ebe2/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580a34b431358e238315ebe2/416x416.jpg?background=000000&cropX1=0&cropX2=1246&cropY1=0&cropY2=1246
https://www.forbes.com/companies/adient,1567,Adient,Ireland,164,1567,no-pic,Ireland,16796,5214,13089,Robert McDonald,Auto & Truck Parts,,,
https://www.forbes.com/companies/adobe-systems,627,Adobe Systems,United States,1878.6,627,adobe-systems,California,7683,119119,14973,Shantanu Narayen,Software & Programming,California,http://specials-images.forbesimg.com/imageserve/5797b5164bbe6f17e8fbab52/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5797b5164bbe6f17e8fbab52/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/advance-auto-parts,1461,Advance Auto Parts,United States,475.5,1461,advance-auto-parts,Virginia,9374,8876,8482,Tom Greco,Specialty Stores,Virginia,,
https://www.forbes.com/companies/advanced-info-service,1243,Advanced Info Service,Thailand,886.4,1243,advanced-info-service,Thailand,4648,18389,8717,Somchai Lertsutiwong,Telecommunications services,,,
https://www.forbes.com/companies/advanced-micro-devices,1867,Advanced Micro Devices,United States,197,1867,advanced-micro-devices,California,5992,11584,3763,Lisa Su,Semiconductors,California,,
https://www.forbes.com/companies/advanced-semiconductor,1083,Advanced Semiconductor,Taiwan,751.2,1083,advanced-semiconductor,Taiwan,9633,11223,12240,Hung Pen Chang,Semiconductors,,,
https://www.forbes.com/companies/aegon,277,Aegon,Netherlands,2550.3,277,aegon,Netherlands,35249,14114,452368,Alexander Wynaendts,Diversified Insurance,,,
https://www.forbes.com/companies/aena,846,Aena,Spain,1475.1,846,aena,Spain,4686,31801,18871,Jaime Ponce,Other Transportation,,,
https://www.forbes.com/companies/aeon,614,Aeon,Japan,220.1,614,aeon,Japan,75310,16519,88588,Motoya Okada,Food Retail,,,
https://www.forbes.com/companies/aercap-holdings,1025,AerCap Holdings,Ireland,1080.4,1025,aercap-holdings,Ireland,4961,7974,42494,Aengus Kelly,Other Transportation,,,
https://www.forbes.com/companies/aeroflot-russian-airlines,1932,Aeroflot-Russian Airlines,Russia,392.1,1932,aeroflot-russian-airlines,Russia,9137,2476,5933,Vitaly Savelyev,Airline,,,
https://www.forbes.com/companies/aeroports-de-paris,1105,Aeroports de Paris,France,644.1,1105,aeroports-de-paris,France,4080,21829,17143,Augustin de Romanet de Beaune,Other Transportation,,,
https://www.forbes.com/companies/aetna,167,Aetna,United States,3494,167,aetna,Connecticut,60612,57135,59197,Mark Bertolini,Managed Health Care,Connecticut,,
https://www.forbes.com/companies/affiliated-managers-group,1748,Affiliated Managers Group,United States,720.1,1749,affiliated-managers-group,Florida,2434,8949,8584,Sean Healey,Investment Services,Florida,,
https://www.forbes.com/companies/aflac,195,Aflac,United States,4729,195,aflac,Georgia,21812,35016,147356,Dan Amos,Life & Health Insurance,Georgia,,
https://www.forbes.com/companies/ageas,657,Ageas,Belgium,702.9,657,ageas,Belgium,12860,10601,123234,Bart de Smet,Diversified Insurance,,,
https://www.forbes.com/companies/agile-property-holdings,1015,Agile Property Holdings,China,898.5,1015,agile-property-holdings,China,7689,7864,25086,Victor Massiah,Real Estate,,,
https://www.forbes.com/companies/agilent-technologies,1730,Agilent Technologies,United States,196,1730,agilent-technologies,California,4616,22396,8698,Michael McMullen,Electronics,California,,
https://www.forbes.com/companies/agricultural-bank-of-china,5,Agricultural Bank of China,China,29638.7,5,agricultural-bank-of-china,China,129345,184125,3439314,Mu Zhou,Regional Banks,,,
https://www.forbes.com/companies/ahli-united-bank,1430,Ahli United Bank,Bahrain,598.3,1430,ahli-united-bank,Bahrain,1660,4770,33908,Adel Shafe El-Labban,Regional Banks,,,
https://www.forbes.com/companies/air-canada,1022,Air Canada,Canada,1484.2,1022,air-canada,Canada,12997,5078,14714,Calin Rovinescu,Airline,,,
https://www.forbes.com/companies/air-france-klm,1128,Air France-KLM,France,-309.1,1128,air-france-klm,France,29080,3778,29309,Frédéric Gagey,Airline,,,
https://www.forbes.com/companies/air-lease-corporation,1683,Air Lease Corporation,United States,781.9,1683,no-pic,California,1512,4564,15945,John Plueger,Business & Personal Services,California,,
https://www.forbes.com/companies/air-liquide,257,Air Liquide,France,2519,257,air-liquide,France,22953,55116,49266,Benoît Potier,Specialized Chemicals,,,
https://www.forbes.com/companies/air-products-chemicals,695,Air Products & Chemicals,United States,1141.6,695,air-products-chemicals,Pennsylvania,8697,36450,18511,Seifollah Ghasemi,Specialized Chemicals,Pennsylvania,,
https://www.forbes.com/companies/airports-of-thailand,1237,Airports of Thailand,Thailand,644.7,1237,airports-of-thailand,Thailand,1677,31958,5531,Prasong Poontaneat,Other Transportation,,,
https://www.forbes.com/companies/aisin-seiki,501,Aisin Seiki,Japan,1214,501,aisin-seiki,Japan,35269,14857,33173,Kanshiro Toyoda,Auto & Truck Parts,,,
https://www.forbes.com/companies/ajinomoto,1144,Ajinomoto,Japan,550.9,1144,ajinomoto,Japan,10378,10441,13407,Takaaki Nishii,Food Processing,,,
https://www.forbes.com/companies/akbank,750,Akbank,Turkey,1665,750,akbank,Turkey,7605,7945,89802,Hakan Binbasgil,Regional Banks,,,
https://www.forbes.com/companies/akzo-nobel,658,Akzo Nobel,Netherlands,987.5,658,akzo-nobel,Netherlands,13869,22441,20395,Thierry Vanlancker,Diversified Chemicals,,,
https://www.forbes.com/companies/al-rajhi-bank,563,Al Rajhi Bank,Saudi Arabia,2475.1,563,al-rajhi-bank,Saudi Arabia,4459,34919,93132,Stefano Bertamini,Regional Banks,,,
https://www.forbes.com/companies/alaska-air-group,1355,Alaska Air Group,United States,933,1355,alaska-air-group,Washington,8016,7461,10848,Bradley Tilden,Airline,Washington,,
https://www.forbes.com/companies/alcoa,1266,Alcoa,United States,142,1266,alcoa,Pennsylvania,12208,10061,17096,Roy Harvey,Aluminum,Pennsylvania,http://specials-images.forbesimg.com/imageserve/58a1eb834bbe6f0e5586ab77/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/58a1eb834bbe6f0e5586ab77/416x416.jpg?background=000000&cropX1=0&cropX2=832&cropY1=0&cropY2=832
https://www.forbes.com/companies/alexandria-real-estate-equities,1921,Alexandria Real Estate Equities,United States,257.3,1921,no-pic,California,1185,13186,12821,Joel Marcus,Real Estate,California,,
https://www.forbes.com/companies/alexion-pharmaceuticals,1234,Alexion Pharmaceuticals,United States,522.1,1234,alexion-pharmaceuticals,Connecticut,3639,26624,13830,Ludwig Hantson,Biotechs,Connecticut,http://specials-images.forbesimg.com/imageserve/5797b5f831358e154fddfc10/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5797b5f831358e154fddfc10/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/alfresa-holdings,1524,Alfresa Holdings,Japan,321.1,1524,alfresa-holdings,Japan,23485,4923,12631,Hiroyuki Kanome,Pharmaceuticals,,,
https://www.forbes.com/companies/alibaba,81,Alibaba,China,9617.4,81,alibaba,China,37870,499404,114005,Yong Zhang,Internet & Catalog Retail,,,
https://www.forbes.com/companies/align-technology,1767,Align Technology,United States,257.9,1767,no-pic,California,1600,22962,1783,Joseph Hogan,Medical Equipment & Supplies,California,http://specials-images.forbesimg.com/imageserve/5b0ecafba7ea436b547ec4fb/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5b0ecafba7ea436b547ec4fb/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/alinma-bank,1338,Alinma Bank,Saudi Arabia,579.1,1338,alinma-bank,Saudi Arabia,1403,8131,30333,Abdul Aziz Al-Fares,Regional Banks,,,
https://www.forbes.com/companies/all-nippon-airways,640,All Nippon Airways,Japan,1298.2,640,all-nippon-airways,Japan,17791,12770,24095,Shinya Katanozaka,Airline,,,
https://www.forbes.com/companies/allahabad-bank,1882,Allahabad Bank,India,-41.6,1882,allahabad-bank,India,3067,573,36646,Usha Ananthasubramanian,Regional Banks,,,
https://www.forbes.com/companies/alleghany,1442,Alleghany,United States,112.5,1442,alleghany,New York,6527,8957,25097,Weston Hicks,Property & Casualty Insurance,New York,,
https://www.forbes.com/companies/allergan,582,Allergan,Ireland,-1846.4,582,allergan,Ireland,16040,52104,112021,Brenton Saunders,Pharmaceuticals,,http://specials-images.forbesimg.com/imageserve/5797b67f31358e154fddfc13/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5797b67f31358e154fddfc13/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/alliance-data-systems,874,Alliance Data Systems,United States,806.1,874,alliance-data-systems,Texas,7725,11526,29393,Edward Heffernan,Business & Personal Services,Texas,,
https://www.forbes.com/companies/alliant-energy,1706,Alliant Energy,United States,488,1706,alliant-energy,Wisconsin,3445,9644,14242,Patricia Kampling,Electric Utilities,Wisconsin,,
https://www.forbes.com/companies/allianz,22,Allianz,Germany,7673.3,22,allianz,Germany,122549,100405,1128585,Oliver Bäte,Diversified Insurance,,http://specials-images.forbesimg.com/imageserve/580a3b6c4bbe6f0ad5da65f2/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580a3b6c4bbe6f0ad5da65f2/416x416.jpg?background=000000&cropX1=0&cropX2=832&cropY1=0&cropY2=832
https://www.forbes.com/companies/allied-irish-banks,759,Allied Irish Banks,Ireland,1214.8,759,allied-irish-banks,Ireland,3786,16243,108146,Gerald Byrne,Regional Banks,,,
https://www.forbes.com/companies/allstate,185,Allstate,United States,3469,185,allstate,Illinois,38003,33877,113289,Thomas Wilson,Diversified Insurance,Illinois,,
https://www.forbes.com/companies/ally-financial,602,Ally Financial,United States,965,602,ally-financial,Michigan,10088,11456,170021,Jeffrey Brown,Regional Banks,Michigan,,
https://www.forbes.com/companies/almarai,1491,Almarai,Saudi Arabia,567.7,1491,almarai,Saudi Arabia,3675,15959,8470,Georges Schorderet,Food Processing,,http://specials-images.forbesimg.com/imageserve/5797b6fea7ea4374a7c65c76/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5797b6fea7ea4374a7c65c76/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/alpha-bank,1626,Alpha Bank,Greece,102.5,1626,alpha-bank,Greece,3464,4112,73024,Demetrios Mantzounis,Regional Banks,,,
https://www.forbes.com/companies/alphabet,23,Alphabet,United States,16637,23,alphabet,California,117884,766350,206935,Lawrence Page,Computer Services,California,,
https://www.forbes.com/companies/alps-electric,1977,Alps Electric,Japan,427.6,1977,no-pic,Japan,7744,4865,6317,Masataka Kataoka,Electronics,,,
https://www.forbes.com/companies/alrosa,1366,Alrosa,Russia,1303.2,1366,alrosa,Russia,4721,10487,7430,Sergey Ivanov,Diversified Metals & Mining,,,
https://www.forbes.com/companies/alstom,1280,Alstom,France,412.7,1280,alstom,France,8268,10231,16800,Henri Poupart-Lafarge,Conglomerates,,,
https://www.forbes.com/companies/altice,706,Altice,Netherlands,-615.9,706,altice,Netherlands,26506,15853,86982,Dexter Goei,Telecommunications services,,,
https://www.forbes.com/companies/altria-group,217,Altria Group,United States,10701,217,altria-group,Virginia,19575,104455,43899,Martin Barrington,Tobacco,Virginia,,
https://www.forbes.com/companies/aluminum-corp-of-china,946,Aluminum Corp of China,China,195,946,aluminum-corp-of-china,China,26263,10111,32197,De Yu,Aluminum,,,
https://www.forbes.com/companies/ambank-group,1911,AmBank Group,Malaysia,282.5,1911,ambank-group,Malaysia,1736,2832,35285,Sulaiman Mohamed,Regional Banks,,,
https://www.forbes.com/companies/amtrust-financial-services,1762,AmTrust Financial Services,United States,290.3,1762,amtrust-financial-services,New York,6065,2615,25701,Barry Zyskind,Property & Casualty Insurance,New York,,
https://www.forbes.com/companies/amadeus-it-group,985,Amadeus IT Group,Spain,1131.2,985,amadeus-it-group,Spain,5474,33588,9528,Luis Camino,Software & Programming,,,
https://www.forbes.com/companies/amazon,53,Amazon.com,United States,3938,53,amazon,Washington,193194,777775,126362,Jeffrey Bezos,Internet & Catalog Retail,Washington,http://specials-images.forbesimg.com/imageserve/580f8bd331358e2383161454/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/57ff93e6a7ea4357a3e01f04/416x416.jpg?background=000000&cropX1=350&cropX2=1246&cropY1=29&cropY2=925
https://www.forbes.com/companies/amcor,1161,Amcor,Australia,639.8,1161,amcor,Australia,9139,12132,9060,Ron Delia,Containers & Packaging,,,
https://www.forbes.com/companies/ameren,983,Ameren,United States,572,983,ameren,Missouri,6248,13857,26079,Warner Baxter,Electric Utilities,Missouri,,
https://www.forbes.com/companies/american-airlines-group,325,American Airlines Group,United States,1871,325,american-airlines-group,Texas,42984,19943,53280,Doug Parker,Airline,Texas,,
https://www.forbes.com/companies/american-electric,346,American Electric,United States,1774.8,346,american-electric,Ohio,15527,33078,65610,Nicholas Akins,Electric Utilities,Ohio,,
https://www.forbes.com/companies/american-equity-investment,1670,American Equity Investment,United States,261.7,1670,american-equity-investment,Iowa,2267,2591,61301,John Matovina,Life & Health Insurance,Iowa,,
https://www.forbes.com/companies/american-express,119,American Express,United States,3096,119,american-express,New York,37648,87258,179956,Stephen Squeri,Consumer Financial Services,New York,http://specials-images.forbesimg.com/imageserve/580f8c1c31358e238316145e/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/580f8c1c31358e238316145e/416x416.jpg?background=000000&cropX1=2&cropX2=1248&cropY1=0&cropY2=1246
https://www.forbes.com/companies/american-financial-group,990,American Financial Group,United States,467,990,american-financial-group,Ohio,6697,9956,60656,Carl Lindner,Diversified Insurance,Ohio,,
https://www.forbes.com/companies/american-international-group,452,American International Group,United States,-6331,452,american-international-group,New York,50275,47443,499143,Brian Duperreault,Diversified Insurance,New York,,
https://www.forbes.com/companies/american-national-insurance,1689,American National Insurance,United States,472.6,1689,american-national-insurance,Texas,3389,3222,26464,Robert Moody,Diversified Insurance,Texas,,
https://www.forbes.com/companies/american-tower,571,American Tower,United States,1208,571,american-tower,Massachusetts,6790,61329,34373,James Taiclet Jr.,Real Estate,Massachusetts,,
https://www.forbes.com/companies/american-water-works,1347,American Water Works,United States,439,1347,american-water-works,New Jersey,3362,14863,19728,Susan Story,Diversified Utilities,New Jersey,,
https://www.forbes.com/companies/ameriprise-financial,401,Ameriprise Financial,United States,1671,401,ameriprise-financial,Minnesota,12023,19822,144762,Jim Cracchiolo,Investment Services,Minnesota,,
https://www.forbes.com/companies/amerisourcebergen,431,AmerisourceBergen,United States,905.1,431,amerisourcebergen,Pennsylvania,159327,19097,38396,Steven Collis,Pharmaceuticals,Pennsylvania,,
https://www.forbes.com/companies/ametek,1361,Ametek,United States,723.9,1361,ametek,Pennsylvania,4465,17324,8058,David Zapico,Electrical Equipment,Pennsylvania,,
https://www.forbes.com/companies/amgen,215,Amgen,United States,2219,215,amgen,California,22965,115811,71164,Robert Bradway,Biotechs,California,,
https://www.forbes.com/companies/amorepacific,1847,Amorepacific,South Korea,312,1847,amorepacific,South Korea,4488,18726,5265,Kyung-Bae Suh,Household/Personal Care,,http://specials-images.forbesimg.com/imageserve/5797b96f4bbe6f17e8fbabd1/280x425.jpg?fit=scale&background=000000,http://specials-images.forbesimg.com/imageserve/5797b96f4bbe6f17e8fbabd1/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/amphenol,1018,Amphenol,United States,691.2,1018,amphenol,Connecticut,7318,26520,9404,Richard Norwitt,Electronics,Connecticut,,
https://www.forbes.com/companies/america-movil,329,América Móvil,Mexico,624.3,329,america-movil,Mexico,54602,57779,78732,Daniel Aboumrad,Telecommunications services,,,
https://www.forbes.com/companies/anadarko-petroleum,797,Anadarko Petroleum,United States,-25,797,anadarko-petroleum,Texas,11094,35186,41076,Al Walker,Oil & Gas Operations,Texas,,
https://www.forbes.com/companies/analog-devices,851,Analog Devices,United States,774.8,851,analog-devices,Massachusetts,5642,34244,20853,Vincent Roche,Semiconductors,Massachusetts,,
https://www.forbes.com/companies/andeavor,429,Andeavor,United States,1650,429,andeavor,Texas,38636,21181,28841,Gregory Goff,Oil & Gas Operations,Texas,http://specials-images.forbesimg.com/imageserve/5af200ad31358e612fb86775/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5af200ad31358e612fb86775/416x416.jpg?background=000000&cropX1=0&cropX2=983&cropY1=0&cropY2=983
https://www.forbes.com/companies/andhra-bank,1915,Andhra Bank,India,30.9,1915,andhra-bank,India,3177,648,34719,Suresh N. Patel,Regional Banks,,,
https://www.forbes.com/companies/angang-steel,1051,Angang Steel,China,930.2,1051,angang-steel,China,12914,7438,14646,Da Lin,Iron & Steel,,,
https://www.forbes.com/companies/anglo-american,261,Anglo American,United Kingdom,3158.7,261,anglo-american,United Kingdom,26200,32007,54561,Mark Cutifani,Diversified Metals & Mining,,,
https://www.forbes.com/companies/anheuser-busch-inbev,41,Anheuser-Busch InBev,Belgium,7907.8,41,anheuser-busch-inbev,Belgium,56361,184307,248635,Carlos de,Beverages,,,
https://www.forbes.com/companies/anhui-conch-cement,522,Anhui Conch Cement,China,2794.2,522,anhui-conch-cement,China,11998,32269,19772,Bin Wu,Construction Materials,,,
https://www.forbes.com/companies/annaly-capital-management,742,Annaly Capital Management,United States,2456.9,742,annaly-capital-management,New York,2664,12072,100382,Kevin Keyes,Real Estate,New York,,
https://www.forbes.com/companies/anta-sports-products,1622,Anta Sports Products,China,457.6,1622,no-pic,China,2477,15972,2929,Shi Ding,Apparel/Accessories,,,
https://www.forbes.com/companies/antarchile,1029,AntarChile,Chile,398.5,1029,antarchile,Chile,20342,8475,22729,Andrés Bromley,Investment Services,,,
https://www.forbes.com/companies/anthem,129,Anthem,United States,4145.4,129,anthem,Indiana,90114,59219,73300,Gail K. Boudreaux,Managed Health Care,Indiana,http://specials-images.forbesimg.com/imageserve/5ae8bb324bbe6f748687e3f8/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5ae8bb324bbe6f748687e3f8/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
https://www.forbes.com/companies/antofagasta,1236,Antofagasta,United Kingdom,746.9,1236,antofagasta,United Kingdom,4735,13969,14210,Iván Herrera,Diversified Metals & Mining,,,
https://www.forbes.com/companies/aon,630,Aon,United Kingdom,742,630,aon,United Kingdom,10694,35232,27847,Gregory Case,Insurance Brokers,,,
https://www.forbes.com/companies/aozora-bank,1676,Aozora Bank,Japan,372.9,1676,aozora-bank,Japan,1208,4746,43647,Shinsuke Baba,Regional Banks,,,
https://www.forbes.com/companies/apache,858,Apache,United States,1236,858,apache,Texas,6103,15825,21791,John Christmann,Oil & Gas Operations,Texas,,
https://www.forbes.com/companies/apple,8,Apple,United States,53318,8,apple,California,247535,926946,367502,Tim Cook,Computer Hardware,California,http://specials-images.forbesimg.com/imageserve/580f8c9e31358e238316147e/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/580f8c9e31358e238316147e/416x416.jpg?background=000000&cropX1=267&cropX2=971&cropY1=287&cropY2=991
https://www.forbes.com/companies/applied-materials,439,Applied Materials,United States,2866,439,applied-materials,California,15463,57620,19663,Gary Dickerson,Semiconductors,California,,
https://www.forbes.com/companies/aptiv,700,Aptiv,United Kingdom,1327,700,no-pic,United Kingdom,15721,25476,12560,Kevin Clark,Auto & Truck Parts,,,
https://www.forbes.com/companies/arab-bank,1403,Arab Bank,Jordan,523,1403,arab-bank,Jordan,2546,6683,47886,Nehme Sabbagh,Regional Banks,,,
https://www.forbes.com/companies/arab-national-bank,1123,Arab National Bank,Saudi Arabia,807.1,1123,arab-national-bank,Saudi Arabia,2066,7975,45783,Raimon Roura,Regional Banks,,,
https://www.forbes.com/companies/aramark,1112,Aramark,United States,498.3,1112,aramark,Pennsylvania,15152,9356,13733,Eric Foss,Restaurants,Pennsylvania,,
https://www.forbes.com/companies/arca-continental,1147,Arca Continental,Mexico,685.3,1147,arca-continental,Mexico,8074,11178,12617,Francisco Egloff,Beverages,,,
https://www.forbes.com/companies/arcelormittal,152,ArcelorMittal,Luxembourg,4566.7,152,arcelormittal,Luxembourg,68587,36820,85297,Lakshmi Mittal,Iron & Steel,,,
https://www.forbes.com/companies/arch-capital-group,1113,Arch Capital Group,Bermuda,507.1,1113,arch-capital-group,Bermuda,5443,10815,32132,Marc Grandisson,Property & Casualty Insurance,,http://specials-images.forbesimg.com/imageserve/5a9efd44a7ea434a0c282c18/280x425.jpg?fit=scale&background=000000,//specials-images.forbesimg.com/imageserve/5a9efd44a7ea434a0c282c18/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
