qtr,property_type,median_pice,sales,suburb,postcode,state
31/12/2015,house,220558,1,QUIRINDI,2343,NSW
31/03/2016,house,222267,12,QUIRINDI,2343,NSW
30/06/2016,house,224105,6,QUIRINDI,2343,NSW
30/09/2016,house,220691,5,QUIRINDI,2343,NSW
31/12/2016,house,210620,5,QUIRINDI,2343,NSW
31/03/2017,house,210832,4,QUIRINDI,2343,NSW
30/06/2017,house,218108,8,QUIRINDI,2343,NSW
30/09/2017,house,220187,9,QUIRINDI,2343,NSW
31/12/2017,house,226842,15,QUIRINDI,2343,NSW
31/03/2018,house,225388,10,QUIRINDI,2343,NSW
30/06/2018,house,225310,16,QUIRINDI,2343,NSW
30/09/2018,house,222239,15,QUIRINDI,2343,NSW
31/12/2018,house,214682,1,QUIRINDI,2343,NSW
31/03/2019,house,206875,3,QUIRINDI,2343,NSW
30/06/2019,house,202430,1,QUIRINDI,2343,NSW
30/09/2019,house,210437,1,QUIRINDI,2343,NSW
31/12/2019,house,218443,1,QUIRINDI,2343,NSW
31/03/2020,house,226450,2,QUIRINDI,2343,NSW
31/03/2008,house,337433,2,RABY,2566,NSW
30/06/2008,house,337433,6,RABY,2566,NSW
30/09/2008,house,337433,6,RABY,2566,NSW
31/12/2008,house,338051,12,RABY,2566,NSW
31/03/2009,house,338660,19,RABY,2566,NSW
30/06/2009,house,339117,10,RABY,2566,NSW
30/09/2009,house,344995,14,RABY,2566,NSW
31/12/2009,house,337245,11,RABY,2566,NSW
31/03/2010,house,334914,12,RABY,2566,NSW
30/06/2010,house,338635,14,RABY,2566,NSW
30/09/2010,house,341149,13,RABY,2566,NSW
31/12/2010,house,351627,7,RABY,2566,NSW
31/03/2011,house,355925,8,RABY,2566,NSW
30/06/2011,house,359779,8,RABY,2566,NSW
30/09/2011,house,363957,19,RABY,2566,NSW
31/12/2011,house,362451,13,RABY,2566,NSW
31/03/2012,house,367029,15,RABY,2566,NSW
30/06/2012,house,371800,10,RABY,2566,NSW
30/09/2012,house,375024,14,RABY,2566,NSW
31/12/2012,house,388528,18,RABY,2566,NSW
31/03/2013,house,393171,11,RABY,2566,NSW
30/06/2013,house,400415,19,RABY,2566,NSW
30/09/2013,house,410669,13,RABY,2566,NSW
31/12/2013,house,411124,19,RABY,2566,NSW
31/03/2014,house,426650,17,RABY,2566,NSW
30/06/2014,house,438357,17,RABY,2566,NSW
30/09/2014,house,453314,32,RABY,2566,NSW
31/12/2014,house,472538,17,RABY,2566,NSW
31/03/2015,house,496601,10,RABY,2566,NSW
30/06/2015,house,515461,17,RABY,2566,NSW
30/09/2015,house,532743,25,RABY,2566,NSW
31/12/2015,house,551247,26,RABY,2566,NSW
31/03/2016,house,569108,14,RABY,2566,NSW
30/06/2016,house,583474,15,RABY,2566,NSW
30/09/2016,house,598181,24,RABY,2566,NSW
31/12/2016,house,611415,25,RABY,2566,NSW
31/03/2017,house,616075,20,RABY,2566,NSW
30/06/2017,house,627386,20,RABY,2566,NSW
30/09/2017,house,636570,21,RABY,2566,NSW
31/12/2017,house,641550,16,RABY,2566,NSW
31/03/2018,house,643590,16,RABY,2566,NSW
30/06/2018,house,645728,12,RABY,2566,NSW
30/09/2018,house,645714,10,RABY,2566,NSW
31/12/2018,house,651173,12,RABY,2566,NSW
31/03/2019,house,650334,6,RABY,2566,NSW
30/06/2019,house,650326,8,RABY,2566,NSW
30/09/2019,house,649567,8,RABY,2566,NSW
31/12/2019,house,648215,17,RABY,2566,NSW
31/03/2020,house,648279,9,RABY,2566,NSW
30/06/2009,house,327586,1,RAGLAN,2795,NSW
30/09/2009,house,327586,1,RAGLAN,2795,NSW
31/12/2009,house,327586,1,RAGLAN,2795,NSW
31/03/2010,house,327586,1,RAGLAN,2795,NSW
30/06/2010,house,327586,1,RAGLAN,2795,NSW
30/09/2010,house,327586,1,RAGLAN,2795,NSW
31/12/2010,house,327586,1,RAGLAN,2795,NSW
31/03/2011,house,327586,1,RAGLAN,2795,NSW
30/06/2011,house,327586,1,RAGLAN,2795,NSW
30/09/2011,house,327586,1,RAGLAN,2795,NSW
31/12/2011,house,327586,1,RAGLAN,2795,NSW
31/03/2012,house,327586,1,RAGLAN,2795,NSW
30/06/2012,house,336796,1,RAGLAN,2795,NSW
30/09/2012,house,337386,1,RAGLAN,2795,NSW
31/12/2012,house,337976,1,RAGLAN,2795,NSW
31/03/2013,house,338567,1,RAGLAN,2795,NSW
30/06/2013,house,339157,1,RAGLAN,2795,NSW
30/09/2013,house,339747,4,RAGLAN,2795,NSW
31/12/2013,house,340337,2,RAGLAN,2795,NSW
31/03/2014,house,340927,2,RAGLAN,2795,NSW
30/06/2014,house,341518,3,RAGLAN,2795,NSW
30/09/2014,house,345121,1,RAGLAN,2795,NSW
31/12/2014,house,349867,3,RAGLAN,2795,NSW
31/03/2015,house,340515,4,RAGLAN,2795,NSW
30/06/2015,house,352853,4,RAGLAN,2795,NSW
30/09/2015,house,341283,6,RAGLAN,2795,NSW
31/12/2015,house,341076,5,RAGLAN,2795,NSW
31/03/2016,house,340656,1,RAGLAN,2795,NSW
30/06/2016,house,341925,3,RAGLAN,2795,NSW
30/09/2016,house,357273,5,RAGLAN,2795,NSW
31/12/2016,house,375605,2,RAGLAN,2795,NSW
31/03/2017,house,385738,4,RAGLAN,2795,NSW
30/06/2017,house,386102,3,RAGLAN,2795,NSW
30/09/2017,house,387521,5,RAGLAN,2795,NSW
31/12/2017,house,377388,4,RAGLAN,2795,NSW
31/03/2018,house,378222,5,RAGLAN,2795,NSW
30/06/2018,house,391375,2,RAGLAN,2795,NSW
30/09/2018,house,392809,3,RAGLAN,2795,NSW
31/12/2018,house,397837,2,RAGLAN,2795,NSW
31/03/2019,house,399574,2,RAGLAN,2795,NSW
30/06/2019,house,416752,1,RAGLAN,2795,NSW
30/09/2019,house,414820,4,RAGLAN,2795,NSW
31/12/2019,house,413871,3,RAGLAN,2795,NSW
31/03/2020,house,421473,6,RAGLAN,2795,NSW
31/03/2008,house,1391972,14,RANDWICK,2031,NSW
30/06/2008,house,1391972,14,RANDWICK,2031,NSW
30/09/2008,house,1391972,14,RANDWICK,2031,NSW
31/12/2008,house,1391972,14,RANDWICK,2031,NSW
31/03/2009,house,1391972,14,RANDWICK,2031,NSW
30/06/2009,house,1391972,14,RANDWICK,2031,NSW
30/09/2009,house,1391972,19,RANDWICK,2031,NSW
31/12/2009,house,1391972,22,RANDWICK,2031,NSW
31/03/2010,house,1391972,18,RANDWICK,2031,NSW
30/06/2010,house,1439592,19,RANDWICK,2031,NSW
30/09/2010,house,1433219,15,RANDWICK,2031,NSW
31/12/2010,house,1468088,23,RANDWICK,2031,NSW
31/03/2011,house,1512621,26,RANDWICK,2031,NSW
30/06/2011,house,1537934,20,RANDWICK,2031,NSW
30/09/2011,house,1566652,11,RANDWICK,2031,NSW
31/12/2011,house,1581793,27,RANDWICK,2031,NSW
31/03/2012,house,1596889,19,RANDWICK,2031,NSW
30/06/2012,house,1614176,17,RANDWICK,2031,NSW
30/09/2012,house,1607134,21,RANDWICK,2031,NSW
31/12/2012,house,1628418,31,RANDWICK,2031,NSW
31/03/2013,house,1653537,23,RANDWICK,2031,NSW
30/06/2013,house,1657241,18,RANDWICK,2031,NSW
30/09/2013,house,1679960,22,RANDWICK,2031,NSW
31/12/2013,house,1735843,25,RANDWICK,2031,NSW
31/03/2014,house,1798965,29,RANDWICK,2031,NSW
30/06/2014,house,1856249,33,RANDWICK,2031,NSW
30/09/2014,house,2011646,24,RANDWICK,2031,NSW
31/12/2014,house,2050317,33,RANDWICK,2031,NSW
31/03/2015,house,2075450,28,RANDWICK,2031,NSW
30/06/2015,house,2138633,29,RANDWICK,2031,NSW
30/09/2015,house,2088239,27,RANDWICK,2031,NSW
31/12/2015,house,2150126,23,RANDWICK,2031,NSW
31/03/2016,house,2201760,24,RANDWICK,2031,NSW
30/06/2016,house,2238284,26,RANDWICK,2031,NSW
30/09/2016,house,2294567,28,RANDWICK,2031,NSW
31/12/2016,house,2338807,25,RANDWICK,2031,NSW
31/03/2017,house,2396515,21,RANDWICK,2031,NSW
30/06/2017,house,2449864,33,RANDWICK,2031,NSW
30/09/2017,house,2516875,27,RANDWICK,2031,NSW
31/12/2017,house,2567472,34,RANDWICK,2031,NSW
31/03/2018,house,2623483,37,RANDWICK,2031,NSW
30/06/2018,house,2661084,26,RANDWICK,2031,NSW
30/09/2018,house,2669854,16,RANDWICK,2031,NSW
31/12/2018,house,2705286,6,RANDWICK,2031,NSW
31/03/2019,house,2737443,4,RANDWICK,2031,NSW
30/06/2019,house,2769599,4,RANDWICK,2031,NSW
30/09/2019,house,2801755,10,RANDWICK,2031,NSW
31/12/2019,house,2833912,11,RANDWICK,2031,NSW
31/03/2020,house,2866068,10,RANDWICK,2031,NSW
30/09/2007,house,387627,1,RANKIN PARK,2287,NSW
31/12/2007,house,387627,1,RANKIN PARK,2287,NSW
31/03/2008,house,387627,1,RANKIN PARK,2287,NSW
30/06/2008,house,387627,2,RANKIN PARK,2287,NSW
30/09/2008,house,387627,1,RANKIN PARK,2287,NSW
31/12/2008,house,387627,4,RANKIN PARK,2287,NSW
31/03/2009,house,387627,2,RANKIN PARK,2287,NSW
30/06/2009,house,387627,4,RANKIN PARK,2287,NSW
30/09/2009,house,387627,3,RANKIN PARK,2287,NSW
31/12/2009,house,391396,3,RANKIN PARK,2287,NSW
31/03/2010,house,397635,3,RANKIN PARK,2287,NSW
30/06/2010,house,401219,5,RANKIN PARK,2287,NSW
30/09/2010,house,396125,5,RANKIN PARK,2287,NSW
31/12/2010,house,400926,6,RANKIN PARK,2287,NSW
31/03/2011,house,401704,5,RANKIN PARK,2287,NSW
30/06/2011,house,407134,5,RANKIN PARK,2287,NSW
30/09/2011,house,410396,6,RANKIN PARK,2287,NSW
31/12/2011,house,414284,10,RANKIN PARK,2287,NSW
31/03/2012,house,422268,6,RANKIN PARK,2287,NSW
30/06/2012,house,428588,9,RANKIN PARK,2287,NSW
30/09/2012,house,440110,13,RANKIN PARK,2287,NSW
31/12/2012,house,447328,10,RANKIN PARK,2287,NSW
31/03/2013,house,455771,4,RANKIN PARK,2287,NSW
30/06/2013,house,460236,8,RANKIN PARK,2287,NSW
30/09/2013,house,463883,4,RANKIN PARK,2287,NSW
31/12/2013,house,470451,7,RANKIN PARK,2287,NSW
31/03/2014,house,478981,7,RANKIN PARK,2287,NSW
30/06/2014,house,486422,6,RANKIN PARK,2287,NSW
30/09/2014,house,492964,8,RANKIN PARK,2287,NSW
31/12/2014,house,500166,4,RANKIN PARK,2287,NSW
31/03/2015,house,502459,8,RANKIN PARK,2287,NSW
30/06/2015,house,503976,15,RANKIN PARK,2287,NSW
30/09/2015,house,507277,9,RANKIN PARK,2287,NSW
31/12/2015,house,514875,7,RANKIN PARK,2287,NSW
31/03/2016,house,521799,12,RANKIN PARK,2287,NSW
30/06/2016,house,528909,10,RANKIN PARK,2287,NSW
30/09/2016,house,535795,11,RANKIN PARK,2287,NSW
31/12/2016,house,539808,9,RANKIN PARK,2287,NSW
31/03/2017,house,548238,16,RANKIN PARK,2287,NSW
30/06/2017,house,564262,8,RANKIN PARK,2287,NSW
30/09/2017,house,573112,15,RANKIN PARK,2287,NSW
31/12/2017,house,582225,10,RANKIN PARK,2287,NSW
31/03/2018,house,588234,7,RANKIN PARK,2287,NSW
30/06/2018,house,593813,10,RANKIN PARK,2287,NSW
30/09/2018,house,604722,10,RANKIN PARK,2287,NSW
31/12/2018,house,611370,12,RANKIN PARK,2287,NSW
31/03/2019,house,615034,8,RANKIN PARK,2287,NSW
30/06/2019,house,622287,3,RANKIN PARK,2287,NSW
30/09/2019,house,627461,6,RANKIN PARK,2287,NSW
31/12/2019,house,633358,9,RANKIN PARK,2287,NSW
31/03/2020,house,648799,8,RANKIN PARK,2287,NSW
31/03/2008,house,346906,5,RATHMINES,2283,NSW
30/06/2008,house,346906,5,RATHMINES,2283,NSW
30/09/2008,house,346906,4,RATHMINES,2283,NSW
31/12/2008,house,346906,12,RATHMINES,2283,NSW
31/03/2009,house,346906,4,RATHMINES,2283,NSW
30/06/2009,house,347180,10,RATHMINES,2283,NSW
30/09/2009,house,356089,3,RATHMINES,2283,NSW
31/12/2009,house,357575,5,RATHMINES,2283,NSW
31/03/2010,house,360653,4,RATHMINES,2283,NSW
30/06/2010,house,362842,4,RATHMINES,2283,NSW
30/09/2010,house,365292,8,RATHMINES,2283,NSW
31/12/2010,house,376099,8,RATHMINES,2283,NSW
31/03/2011,house,387301,3,RATHMINES,2283,NSW
30/06/2011,house,401112,8,RATHMINES,2283,NSW
30/09/2011,house,411984,8,RATHMINES,2283,NSW
31/12/2011,house,425772,8,RATHMINES,2283,NSW
31/03/2012,house,437369,7,RATHMINES,2283,NSW
30/06/2012,house,438271,11,RATHMINES,2283,NSW
30/09/2012,house,438737,5,RATHMINES,2283,NSW
31/12/2012,house,444396,2,RATHMINES,2283,NSW
31/03/2013,house,450055,4,RATHMINES,2283,NSW
30/06/2013,house,455713,3,RATHMINES,2283,NSW
30/09/2013,house,461372,7,RATHMINES,2283,NSW
31/12/2013,house,467031,7,RATHMINES,2283,NSW
31/03/2014,house,476283,7,RATHMINES,2283,NSW
30/06/2014,house,493142,6,RATHMINES,2283,NSW
30/09/2014,house,496339,5,RATHMINES,2283,NSW
31/12/2014,house,504318,7,RATHMINES,2283,NSW
31/03/2015,house,489217,6,RATHMINES,2283,NSW
30/06/2015,house,493154,7,RATHMINES,2283,NSW
30/09/2015,house,501264,13,RATHMINES,2283,NSW
31/12/2015,house,495526,7,RATHMINES,2283,NSW
31/03/2016,house,507516,3,RATHMINES,2283,NSW
30/06/2016,house,523758,9,RATHMINES,2283,NSW
30/09/2016,house,540609,9,RATHMINES,2283,NSW
31/12/2016,house,558758,8,RATHMINES,2283,NSW
31/03/2017,house,566585,3,RATHMINES,2283,NSW
30/06/2017,house,569273,8,RATHMINES,2283,NSW
30/09/2017,house,574272,9,RATHMINES,2283,NSW
31/12/2017,house,585581,7,RATHMINES,2283,NSW
31/03/2018,house,593840,8,RATHMINES,2283,NSW
30/06/2018,house,598808,7,RATHMINES,2283,NSW
30/09/2018,house,600154,7,RATHMINES,2283,NSW
31/12/2018,house,597856,9,RATHMINES,2283,NSW
31/03/2019,house,598388,4,RATHMINES,2283,NSW
30/06/2019,house,615797,4,RATHMINES,2283,NSW
30/09/2019,house,633123,7,RATHMINES,2283,NSW
31/12/2019,house,650791,4,RATHMINES,2283,NSW
31/03/2020,house,663311,7,RATHMINES,2283,NSW
31/03/2008,house,442997,1,RAWORTH,2321,NSW
30/06/2008,house,442997,1,RAWORTH,2321,NSW
30/09/2008,house,442997,1,RAWORTH,2321,NSW
31/12/2008,house,442997,2,RAWORTH,2321,NSW
31/03/2009,house,442997,1,RAWORTH,2321,NSW
30/06/2009,house,442997,1,RAWORTH,2321,NSW
30/09/2009,house,442997,1,RAWORTH,2321,NSW
31/12/2009,house,442997,1,RAWORTH,2321,NSW
31/03/2010,house,442997,1,RAWORTH,2321,NSW
30/06/2010,house,442997,1,RAWORTH,2321,NSW
30/09/2010,house,442997,1,RAWORTH,2321,NSW
31/12/2010,house,442997,3,RAWORTH,2321,NSW
31/03/2011,house,431464,1,RAWORTH,2321,NSW
30/06/2011,house,431442,2,RAWORTH,2321,NSW
30/09/2011,house,436316,2,RAWORTH,2321,NSW
31/12/2011,house,433800,7,RAWORTH,2321,NSW
31/03/2012,house,450268,5,RAWORTH,2321,NSW
30/06/2012,house,414837,3,RAWORTH,2321,NSW
30/09/2012,house,422897,1,RAWORTH,2321,NSW
31/12/2012,house,427299,1,RAWORTH,2321,NSW
31/03/2013,house,433555,4,RAWORTH,2321,NSW
30/06/2013,house,428703,1,RAWORTH,2321,NSW
30/09/2013,house,436512,1,RAWORTH,2321,NSW
31/12/2013,house,444321,4,RAWORTH,2321,NSW
31/03/2014,house,452130,7,RAWORTH,2321,NSW
30/06/2014,house,459939,5,RAWORTH,2321,NSW
30/09/2014,house,467748,5,RAWORTH,2321,NSW
31/12/2014,house,469343,6,RAWORTH,2321,NSW
31/03/2015,house,474754,9,RAWORTH,2321,NSW
30/06/2015,house,483331,3,RAWORTH,2321,NSW
30/09/2015,house,487048,9,RAWORTH,2321,NSW
31/12/2015,house,494132,5,RAWORTH,2321,NSW
31/03/2016,house,499893,3,RAWORTH,2321,NSW
30/06/2016,house,504149,5,RAWORTH,2321,NSW
30/09/2016,house,511965,14,RAWORTH,2321,NSW
31/12/2016,house,522926,7,RAWORTH,2321,NSW
31/03/2017,house,529918,11,RAWORTH,2321,NSW
30/06/2017,house,529142,8,RAWORTH,2321,NSW
30/09/2017,house,523108,6,RAWORTH,2321,NSW
31/12/2017,house,522581,11,RAWORTH,2321,NSW
31/03/2018,house,521866,9,RAWORTH,2321,NSW
30/06/2018,house,526536,11,RAWORTH,2321,NSW
30/09/2018,house,544966,9,RAWORTH,2321,NSW
31/12/2018,house,553913,5,RAWORTH,2321,NSW
31/03/2019,house,561598,3,RAWORTH,2321,NSW
30/06/2019,house,564483,4,RAWORTH,2321,NSW
30/09/2019,house,555647,6,RAWORTH,2321,NSW
31/12/2019,house,555324,9,RAWORTH,2321,NSW
31/03/2020,house,555417,7,RAWORTH,2321,NSW
31/03/2008,house,243265,8,RAYMOND TERRACE,2324,NSW
30/06/2008,house,243265,13,RAYMOND TERRACE,2324,NSW
30/09/2008,house,244730,14,RAYMOND TERRACE,2324,NSW
31/12/2008,house,245906,25,RAYMOND TERRACE,2324,NSW
31/03/2009,house,247163,29,RAYMOND TERRACE,2324,NSW
30/06/2009,house,249399,34,RAYMOND TERRACE,2324,NSW
30/09/2009,house,250616,31,RAYMOND TERRACE,2324,NSW
31/12/2009,house,251774,30,RAYMOND TERRACE,2324,NSW
31/03/2010,house,253833,15,RAYMOND TERRACE,2324,NSW
30/06/2010,house,258979,16,RAYMOND TERRACE,2324,NSW
30/09/2010,house,260984,10,RAYMOND TERRACE,2324,NSW
31/12/2010,house,260933,22,RAYMOND TERRACE,2324,NSW
31/03/2011,house,262995,25,RAYMOND TERRACE,2324,NSW
30/06/2011,house,265008,37,RAYMOND TERRACE,2324,NSW
30/09/2011,house,266603,39,RAYMOND TERRACE,2324,NSW
31/12/2011,house,269608,38,RAYMOND TERRACE,2324,NSW
31/03/2012,house,270331,40,RAYMOND TERRACE,2324,NSW
30/06/2012,house,271292,30,RAYMOND TERRACE,2324,NSW
30/09/2012,house,273823,47,RAYMOND TERRACE,2324,NSW
31/12/2012,house,276357,50,RAYMOND TERRACE,2324,NSW
31/03/2013,house,275817,25,RAYMOND TERRACE,2324,NSW
30/06/2013,house,279565,23,RAYMOND TERRACE,2324,NSW
30/09/2013,house,282376,34,RAYMOND TERRACE,2324,NSW
31/12/2013,house,283569,42,RAYMOND TERRACE,2324,NSW
31/03/2014,house,288600,41,RAYMOND TERRACE,2324,NSW
30/06/2014,house,291381,30,RAYMOND TERRACE,2324,NSW
30/09/2014,house,293539,35,RAYMOND TERRACE,2324,NSW
31/12/2014,house,297014,60,RAYMOND TERRACE,2324,NSW
31/03/2015,house,300076,49,RAYMOND TERRACE,2324,NSW
30/06/2015,house,304392,51,RAYMOND TERRACE,2324,NSW
30/09/2015,house,309902,42,RAYMOND TERRACE,2324,NSW
31/12/2015,house,313968,44,RAYMOND TERRACE,2324,NSW
31/03/2016,house,319568,48,RAYMOND TERRACE,2324,NSW
30/06/2016,house,324037,50,RAYMOND TERRACE,2324,NSW
30/09/2016,house,328458,48,RAYMOND TERRACE,2324,NSW
31/12/2016,house,332786,40,RAYMOND TERRACE,2324,NSW
31/03/2017,house,335967,55,RAYMOND TERRACE,2324,NSW
30/06/2017,house,340185,54,RAYMOND TERRACE,2324,NSW
30/09/2017,house,344006,59,RAYMOND TERRACE,2324,NSW
31/12/2017,house,350334,45,RAYMOND TERRACE,2324,NSW
31/03/2018,house,353292,38,RAYMOND TERRACE,2324,NSW
30/06/2018,house,355061,40,RAYMOND TERRACE,2324,NSW
30/09/2018,house,358801,44,RAYMOND TERRACE,2324,NSW
31/12/2018,house,361888,26,RAYMOND TERRACE,2324,NSW
31/03/2019,house,366028,11,RAYMOND TERRACE,2324,NSW
30/06/2019,house,370783,13,RAYMOND TERRACE,2324,NSW
30/09/2019,house,375434,21,RAYMOND TERRACE,2324,NSW
31/12/2019,house,380457,31,RAYMOND TERRACE,2324,NSW
31/03/2020,house,384872,19,RAYMOND TERRACE,2324,NSW
31/03/2008,house,911030,5,REDFERN,2016,NSW
30/06/2008,house,911030,7,REDFERN,2016,NSW
30/09/2008,house,911201,7,REDFERN,2016,NSW
31/12/2008,house,912825,8,REDFERN,2016,NSW
31/03/2009,house,914396,8,REDFERN,2016,NSW
30/06/2009,house,919726,8,REDFERN,2016,NSW
30/09/2009,house,926110,9,REDFERN,2016,NSW
31/12/2009,house,931967,9,REDFERN,2016,NSW
31/03/2010,house,946035,9,REDFERN,2016,NSW
30/06/2010,house,953154,16,REDFERN,2016,NSW
30/09/2010,house,967803,17,REDFERN,2016,NSW
31/12/2010,house,987255,10,REDFERN,2016,NSW
31/03/2011,house,1001238,9,REDFERN,2016,NSW
30/06/2011,house,1025742,15,REDFERN,2016,NSW
30/09/2011,house,1041909,7,REDFERN,2016,NSW
31/12/2011,house,1061367,16,REDFERN,2016,NSW
31/03/2012,house,1050093,12,REDFERN,2016,NSW
30/06/2012,house,1081701,9,REDFERN,2016,NSW
30/09/2012,house,1103028,11,REDFERN,2016,NSW
31/12/2012,house,1128943,11,REDFERN,2016,NSW
31/03/2013,house,1152285,9,REDFERN,2016,NSW
30/06/2013,house,1179597,13,REDFERN,2016,NSW
30/09/2013,house,1216995,19,REDFERN,2016,NSW
31/12/2013,house,1242090,24,REDFERN,2016,NSW
31/03/2014,house,1282154,12,REDFERN,2016,NSW
30/06/2014,house,1301491,19,REDFERN,2016,NSW
30/09/2014,house,1339833,18,REDFERN,2016,NSW
31/12/2014,house,1391096,13,REDFERN,2016,NSW
31/03/2015,house,1362401,16,REDFERN,2016,NSW
30/06/2015,house,1401613,16,REDFERN,2016,NSW
30/09/2015,house,1425378,18,REDFERN,2016,NSW
31/12/2015,house,1433912,23,REDFERN,2016,NSW
31/03/2016,house,1508729,12,REDFERN,2016,NSW
30/06/2016,house,1542481,10,REDFERN,2016,NSW
30/09/2016,house,1580529,15,REDFERN,2016,NSW
31/12/2016,house,1629944,14,REDFERN,2016,NSW
31/03/2017,house,1626430,6,REDFERN,2016,NSW
30/06/2017,house,1652834,10,REDFERN,2016,NSW
30/09/2017,house,1674523,14,REDFERN,2016,NSW
31/12/2017,house,1663819,18,REDFERN,2016,NSW
31/03/2018,house,1672472,12,REDFERN,2016,NSW
30/06/2018,house,1688824,13,REDFERN,2016,NSW
30/09/2018,house,1698241,9,REDFERN,2016,NSW
31/12/2018,house,1710867,6,REDFERN,2016,NSW
31/03/2019,house,1717584,6,REDFERN,2016,NSW
30/06/2019,house,1722699,5,REDFERN,2016,NSW
30/09/2019,house,1727813,14,REDFERN,2016,NSW
31/12/2019,house,1732928,11,REDFERN,2016,NSW
31/03/2020,house,1720002,9,REDFERN,2016,NSW
31/03/2008,house,585629,2,REDHEAD,2290,NSW
30/06/2008,house,585629,2,REDHEAD,2290,NSW
30/09/2008,house,585629,4,REDHEAD,2290,NSW
31/12/2008,house,585629,2,REDHEAD,2290,NSW
31/03/2009,house,585629,2,REDHEAD,2290,NSW
30/06/2009,house,585629,3,REDHEAD,2290,NSW
30/09/2009,house,585629,2,REDHEAD,2290,NSW
31/12/2009,house,585629,3,REDHEAD,2290,NSW
31/03/2010,house,556963,3,REDHEAD,2290,NSW
30/06/2010,house,568050,3,REDHEAD,2290,NSW
30/09/2010,house,579137,6,REDHEAD,2290,NSW
31/12/2010,house,602205,2,REDHEAD,2290,NSW
31/03/2011,house,621098,3,REDHEAD,2290,NSW
30/06/2011,house,647925,4,REDHEAD,2290,NSW
30/09/2011,house,653408,2,REDHEAD,2290,NSW
31/12/2011,house,646643,2,REDHEAD,2290,NSW
31/03/2012,house,651152,4,REDHEAD,2290,NSW
30/06/2012,house,651578,5,REDHEAD,2290,NSW
30/09/2012,house,663997,5,REDHEAD,2290,NSW
31/12/2012,house,669056,5,REDHEAD,2290,NSW
31/03/2013,house,669164,6,REDHEAD,2290,NSW
30/06/2013,house,692575,6,REDHEAD,2290,NSW
30/09/2013,house,697274,6,REDHEAD,2290,NSW
31/12/2013,house,706959,4,REDHEAD,2290,NSW
31/03/2014,house,710297,8,REDHEAD,2290,NSW
30/06/2014,house,702854,7,REDHEAD,2290,NSW
30/09/2014,house,708842,8,REDHEAD,2290,NSW
31/12/2014,house,713326,9,REDHEAD,2290,NSW
31/03/2015,house,740113,6,REDHEAD,2290,NSW
30/06/2015,house,756671,2,REDHEAD,2290,NSW
30/09/2015,house,760941,8,REDHEAD,2290,NSW
31/12/2015,house,809721,9,REDHEAD,2290,NSW
31/03/2016,house,813377,4,REDHEAD,2290,NSW
30/06/2016,house,820761,3,REDHEAD,2290,NSW
30/09/2016,house,828866,10,REDHEAD,2290,NSW
31/12/2016,house,836734,5,REDHEAD,2290,NSW
31/03/2017,house,844603,3,REDHEAD,2290,NSW
30/06/2017,house,873080,4,REDHEAD,2290,NSW
30/09/2017,house,901558,8,REDHEAD,2290,NSW
31/12/2017,house,930035,8,REDHEAD,2290,NSW
31/03/2018,house,953552,4,REDHEAD,2290,NSW
30/06/2018,house,968908,4,REDHEAD,2290,NSW
30/09/2018,house,967687,10,REDHEAD,2290,NSW
31/12/2018,house,985299,6,REDHEAD,2290,NSW
31/03/2019,house,935652,8,REDHEAD,2290,NSW
30/06/2019,house,954505,4,REDHEAD,2290,NSW
30/09/2019,house,966062,4,REDHEAD,2290,NSW
31/12/2019,house,971596,5,REDHEAD,2290,NSW
31/03/2020,house,993212,9,REDHEAD,2290,NSW
31/03/2008,house,445256,1,REGENTS PARK,2143,NSW
30/06/2008,house,445256,1,REGENTS PARK,2143,NSW
30/09/2008,house,445256,1,REGENTS PARK,2143,NSW
31/12/2008,house,445256,1,REGENTS PARK,2143,NSW
31/03/2009,house,445256,5,REGENTS PARK,2143,NSW
30/06/2009,house,445256,4,REGENTS PARK,2143,NSW
30/09/2009,house,445256,9,REGENTS PARK,2143,NSW
31/12/2009,house,445256,1,REGENTS PARK,2143,NSW
31/03/2010,house,445256,3,REGENTS PARK,2143,NSW
30/06/2010,house,445256,3,REGENTS PARK,2143,NSW
30/09/2010,house,445256,4,REGENTS PARK,2143,NSW
31/12/2010,house,445256,9,REGENTS PARK,2143,NSW
31/03/2011,house,447987,1,REGENTS PARK,2143,NSW
30/06/2011,house,482102,3,REGENTS PARK,2143,NSW
30/09/2011,house,479377,7,REGENTS PARK,2143,NSW
31/12/2011,house,494453,7,REGENTS PARK,2143,NSW
31/03/2012,house,514840,1,REGENTS PARK,2143,NSW
30/06/2012,house,534441,3,REGENTS PARK,2143,NSW
30/09/2012,house,557296,7,REGENTS PARK,2143,NSW
31/12/2012,house,578556,5,REGENTS PARK,2143,NSW
31/03/2013,house,606343,7,REGENTS PARK,2143,NSW
30/06/2013,house,609938,4,REGENTS PARK,2143,NSW
30/09/2013,house,631560,6,REGENTS PARK,2143,NSW
31/12/2013,house,639820,3,REGENTS PARK,2143,NSW
31/03/2014,house,659439,6,REGENTS PARK,2143,NSW
30/06/2014,house,687157,12,REGENTS PARK,2143,NSW
30/09/2014,house,709848,3,REGENTS PARK,2143,NSW
31/12/2014,house,748960,8,REGENTS PARK,2143,NSW
31/03/2015,house,776572,4,REGENTS PARK,2143,NSW
30/06/2015,house,805113,8,REGENTS PARK,2143,NSW
30/09/2015,house,836025,9,REGENTS PARK,2143,NSW
