qtr,property_type,median_pice,sales,suburb,postcode,state
31/03/2008,house,587406,1,ABBOTSBURY,2176,NSW
30/06/2008,house,587406,2,ABBOTSBURY,2176,NSW
30/09/2008,house,587406,5,ABBOTSBURY,2176,NSW
31/12/2008,house,587406,4,ABBOTSBURY,2176,NSW
31/03/2009,house,590711,2,ABBOTSBURY,2176,NSW
30/06/2009,house,602192,8,ABBOTSBURY,2176,NSW
30/09/2009,house,604507,8,ABBOTSBURY,2176,NSW
31/12/2009,house,612851,1,ABBOTSBURY,2176,NSW
31/03/2010,house,621195,6,ABBOTSBURY,2176,NSW
30/06/2010,house,629539,7,ABBOTSBURY,2176,NSW
30/09/2010,house,637883,8,ABBOTSBURY,2176,NSW
31/12/2010,house,646228,6,ABBOTSBURY,2176,NSW
31/03/2011,house,642430,6,ABBOTSBURY,2176,NSW
30/06/2011,house,640105,10,ABBOTSBURY,2176,NSW
30/09/2011,house,647362,6,ABBOTSBURY,2176,NSW
31/12/2011,house,653550,11,ABBOTSBURY,2176,NSW
31/03/2012,house,677375,7,ABBOTSBURY,2176,NSW
30/06/2012,house,683089,12,ABBOTSBURY,2176,NSW
30/09/2012,house,691888,13,ABBOTSBURY,2176,NSW
31/12/2012,house,701061,13,ABBOTSBURY,2176,NSW
31/03/2013,house,702457,7,ABBOTSBURY,2176,NSW
30/06/2013,house,710404,13,ABBOTSBURY,2176,NSW
30/09/2013,house,719973,2,ABBOTSBURY,2176,NSW
31/12/2013,house,734826,11,ABBOTSBURY,2176,NSW
31/03/2014,house,766103,9,ABBOTSBURY,2176,NSW
30/06/2014,house,796793,9,ABBOTSBURY,2176,NSW
30/09/2014,house,824893,5,ABBOTSBURY,2176,NSW
31/12/2014,house,855327,8,ABBOTSBURY,2176,NSW
31/03/2015,house,879722,3,ABBOTSBURY,2176,NSW
30/06/2015,house,908110,13,ABBOTSBURY,2176,NSW
30/09/2015,house,940818,13,ABBOTSBURY,2176,NSW
31/12/2015,house,963812,10,ABBOTSBURY,2176,NSW
31/03/2016,house,982209,4,ABBOTSBURY,2176,NSW
30/06/2016,house,1003611,7,ABBOTSBURY,2176,NSW
30/09/2016,house,1015732,6,ABBOTSBURY,2176,NSW
31/12/2016,house,1028184,12,ABBOTSBURY,2176,NSW
31/03/2017,house,1030142,6,ABBOTSBURY,2176,NSW
30/06/2017,house,1037496,11,ABBOTSBURY,2176,NSW
30/09/2017,house,1047538,4,ABBOTSBURY,2176,NSW
31/12/2017,house,1062202,7,ABBOTSBURY,2176,NSW
31/03/2018,house,1102278,2,ABBOTSBURY,2176,NSW
30/06/2018,house,1106211,8,ABBOTSBURY,2176,NSW
30/09/2018,house,1119361,2,ABBOTSBURY,2176,NSW
31/12/2018,house,1127557,6,ABBOTSBURY,2176,NSW
31/03/2019,house,1119990,4,ABBOTSBURY,2176,NSW
30/06/2019,house,1127580,4,ABBOTSBURY,2176,NSW
30/09/2019,house,1127145,1,ABBOTSBURY,2176,NSW
31/12/2019,house,1135567,4,ABBOTSBURY,2176,NSW
31/03/2020,house,1128120,1,ABBOTSBURY,2176,NSW
30/09/2007,house,1172224,1,ABBOTSFORD,2046,NSW
31/12/2007,house,1172224,1,ABBOTSFORD,2046,NSW
31/03/2008,house,1172224,2,ABBOTSFORD,2046,NSW
30/06/2008,house,1172224,1,ABBOTSFORD,2046,NSW
30/09/2008,house,1223739,6,ABBOTSFORD,2046,NSW
31/12/2008,house,1167069,1,ABBOTSFORD,2046,NSW
31/03/2009,house,1198595,3,ABBOTSFORD,2046,NSW
30/06/2009,house,1212177,3,ABBOTSFORD,2046,NSW
30/09/2009,house,1255927,2,ABBOTSFORD,2046,NSW
31/12/2009,house,1321827,3,ABBOTSFORD,2046,NSW
31/03/2010,house,1395956,4,ABBOTSFORD,2046,NSW
30/06/2010,house,1339511,5,ABBOTSFORD,2046,NSW
30/09/2010,house,1305635,3,ABBOTSFORD,2046,NSW
31/12/2010,house,1351365,5,ABBOTSFORD,2046,NSW
31/03/2011,house,1376475,2,ABBOTSFORD,2046,NSW
30/06/2011,house,1451277,3,ABBOTSFORD,2046,NSW
30/09/2011,house,1511902,5,ABBOTSFORD,2046,NSW
31/12/2011,house,1538882,10,ABBOTSFORD,2046,NSW
31/03/2012,house,1530239,3,ABBOTSFORD,2046,NSW
30/06/2012,house,1484445,3,ABBOTSFORD,2046,NSW
30/09/2012,house,1455707,6,ABBOTSFORD,2046,NSW
31/12/2012,house,1482098,10,ABBOTSFORD,2046,NSW
31/03/2013,house,1535231,4,ABBOTSFORD,2046,NSW
30/06/2013,house,1575455,7,ABBOTSFORD,2046,NSW
30/09/2013,house,1627341,3,ABBOTSFORD,2046,NSW
31/12/2013,house,1664731,8,ABBOTSFORD,2046,NSW
31/03/2014,house,1663904,4,ABBOTSFORD,2046,NSW
30/06/2014,house,1675138,9,ABBOTSFORD,2046,NSW
30/09/2014,house,1670070,5,ABBOTSFORD,2046,NSW
31/12/2014,house,1723875,10,ABBOTSFORD,2046,NSW
31/03/2015,house,1774697,6,ABBOTSFORD,2046,NSW
30/06/2015,house,1894436,4,ABBOTSFORD,2046,NSW
30/09/2015,house,2024832,4,ABBOTSFORD,2046,NSW
31/12/2015,house,2045744,9,ABBOTSFORD,2046,NSW
31/03/2016,house,2094614,4,ABBOTSFORD,2046,NSW
30/06/2016,house,2039846,7,ABBOTSFORD,2046,NSW
30/09/2016,house,2153556,3,ABBOTSFORD,2046,NSW
31/12/2016,house,2217167,4,ABBOTSFORD,2046,NSW
31/03/2017,house,2238667,2,ABBOTSFORD,2046,NSW
30/06/2017,house,2283882,5,ABBOTSFORD,2046,NSW
30/09/2017,house,2238350,13,ABBOTSFORD,2046,NSW
31/12/2017,house,2252385,7,ABBOTSFORD,2046,NSW
31/03/2018,house,2320834,3,ABBOTSFORD,2046,NSW
30/06/2018,house,2432129,5,ABBOTSFORD,2046,NSW
30/09/2018,house,2433830,4,ABBOTSFORD,2046,NSW
31/12/2018,house,2445048,2,ABBOTSFORD,2046,NSW
31/03/2019,house,2473870,1,ABBOTSFORD,2046,NSW
30/06/2019,house,2542720,2,ABBOTSFORD,2046,NSW
30/09/2019,house,2676760,1,ABBOTSFORD,2046,NSW
31/12/2019,house,2750290,1,ABBOTSFORD,2046,NSW
31/03/2020,house,2768783,2,ABBOTSFORD,2046,NSW
31/03/2007,house,206549,1,ABERDARE,2325,NSW
30/06/2007,house,206549,1,ABERDARE,2325,NSW
30/09/2007,house,206549,1,ABERDARE,2325,NSW
31/12/2007,house,206549,1,ABERDARE,2325,NSW
31/03/2008,house,206549,1,ABERDARE,2325,NSW
30/06/2008,house,206549,1,ABERDARE,2325,NSW
30/09/2008,house,206549,2,ABERDARE,2325,NSW
31/12/2008,house,206549,5,ABERDARE,2325,NSW
31/03/2009,house,201543,2,ABERDARE,2325,NSW
30/06/2009,house,214879,3,ABERDARE,2325,NSW
30/09/2009,house,218155,6,ABERDARE,2325,NSW
31/12/2009,house,221556,7,ABERDARE,2325,NSW
31/03/2010,house,218414,4,ABERDARE,2325,NSW
30/06/2010,house,223835,3,ABERDARE,2325,NSW
30/09/2010,house,225238,3,ABERDARE,2325,NSW
31/12/2010,house,228722,4,ABERDARE,2325,NSW
31/03/2011,house,238756,6,ABERDARE,2325,NSW
30/06/2011,house,228019,2,ABERDARE,2325,NSW
30/09/2011,house,233833,6,ABERDARE,2325,NSW
31/12/2011,house,233371,3,ABERDARE,2325,NSW
31/03/2012,house,232781,5,ABERDARE,2325,NSW
30/06/2012,house,236109,5,ABERDARE,2325,NSW
30/09/2012,house,234898,10,ABERDARE,2325,NSW
31/12/2012,house,240087,6,ABERDARE,2325,NSW
31/03/2013,house,251641,9,ABERDARE,2325,NSW
30/06/2013,house,266248,5,ABERDARE,2325,NSW
30/09/2013,house,270737,6,ABERDARE,2325,NSW
31/12/2013,house,271228,6,ABERDARE,2325,NSW
31/03/2014,house,267498,8,ABERDARE,2325,NSW
30/06/2014,house,261143,7,ABERDARE,2325,NSW
30/09/2014,house,262803,15,ABERDARE,2325,NSW
31/12/2014,house,267679,14,ABERDARE,2325,NSW
31/03/2015,house,275901,8,ABERDARE,2325,NSW
30/06/2015,house,285522,12,ABERDARE,2325,NSW
30/09/2015,house,289797,18,ABERDARE,2325,NSW
31/12/2015,house,293346,8,ABERDARE,2325,NSW
31/03/2016,house,294400,12,ABERDARE,2325,NSW
30/06/2016,house,293063,11,ABERDARE,2325,NSW
30/09/2016,house,297481,7,ABERDARE,2325,NSW
31/12/2016,house,304876,8,ABERDARE,2325,NSW
31/03/2017,house,312131,6,ABERDARE,2325,NSW
30/06/2017,house,320944,6,ABERDARE,2325,NSW
30/09/2017,house,327499,13,ABERDARE,2325,NSW
31/12/2017,house,334446,13,ABERDARE,2325,NSW
31/03/2018,house,337311,7,ABERDARE,2325,NSW
30/06/2018,house,344555,11,ABERDARE,2325,NSW
30/09/2018,house,354795,10,ABERDARE,2325,NSW
31/12/2018,house,361747,5,ABERDARE,2325,NSW
31/03/2019,house,374446,5,ABERDARE,2325,NSW
30/06/2019,house,382703,5,ABERDARE,2325,NSW
30/09/2019,house,384459,5,ABERDARE,2325,NSW
31/12/2019,house,390409,3,ABERDARE,2325,NSW
31/03/2020,house,388904,4,ABERDARE,2325,NSW
30/09/2007,house,286612,2,ABERDEEN,2336,NSW
31/12/2007,house,286612,2,ABERDEEN,2336,NSW
31/03/2008,house,286612,1,ABERDEEN,2336,NSW
30/06/2008,house,286612,1,ABERDEEN,2336,NSW
30/09/2008,house,286612,1,ABERDEEN,2336,NSW
31/12/2008,house,286612,4,ABERDEEN,2336,NSW
31/03/2009,house,286612,1,ABERDEEN,2336,NSW
30/06/2009,house,286612,1,ABERDEEN,2336,NSW
30/09/2009,house,286612,1,ABERDEEN,2336,NSW
31/12/2009,house,285608,3,ABERDEEN,2336,NSW
31/03/2010,house,305155,2,ABERDEEN,2336,NSW
30/06/2010,house,299261,3,ABERDEEN,2336,NSW
30/09/2010,house,291556,2,ABERDEEN,2336,NSW
31/12/2010,house,293681,6,ABERDEEN,2336,NSW
31/03/2011,house,287215,6,ABERDEEN,2336,NSW
30/06/2011,house,289949,9,ABERDEEN,2336,NSW
30/09/2011,house,289453,5,ABERDEEN,2336,NSW
31/12/2011,house,290103,7,ABERDEEN,2336,NSW
31/03/2012,house,293774,5,ABERDEEN,2336,NSW
30/06/2012,house,298620,4,ABERDEEN,2336,NSW
30/09/2012,house,300471,10,ABERDEEN,2336,NSW
31/12/2012,house,300811,1,ABERDEEN,2336,NSW
31/03/2013,house,305846,3,ABERDEEN,2336,NSW
30/06/2013,house,291510,6,ABERDEEN,2336,NSW
30/09/2013,house,298594,3,ABERDEEN,2336,NSW
31/12/2013,house,292664,3,ABERDEEN,2336,NSW
31/03/2014,house,283175,6,ABERDEEN,2336,NSW
30/06/2014,house,299232,4,ABERDEEN,2336,NSW
30/09/2014,house,280303,2,ABERDEEN,2336,NSW
31/12/2014,house,285944,6,ABERDEEN,2336,NSW
31/03/2015,house,284835,5,ABERDEEN,2336,NSW
30/06/2015,house,282845,3,ABERDEEN,2336,NSW
30/09/2015,house,284621,1,ABERDEEN,2336,NSW
31/12/2015,house,280779,2,ABERDEEN,2336,NSW
31/03/2016,house,288044,7,ABERDEEN,2336,NSW
30/06/2016,house,275187,5,ABERDEEN,2336,NSW
30/09/2016,house,296649,5,ABERDEEN,2336,NSW
31/12/2016,house,300182,10,ABERDEEN,2336,NSW
31/03/2017,house,294082,4,ABERDEEN,2336,NSW
30/06/2017,house,294506,6,ABERDEEN,2336,NSW
30/09/2017,house,280015,10,ABERDEEN,2336,NSW
31/12/2017,house,279039,10,ABERDEEN,2336,NSW
31/03/2018,house,279796,4,ABERDEEN,2336,NSW
30/06/2018,house,287765,13,ABERDEEN,2336,NSW
30/09/2018,house,286224,4,ABERDEEN,2336,NSW
31/12/2018,house,288199,9,ABERDEEN,2336,NSW
31/03/2019,house,291903,7,ABERDEEN,2336,NSW
30/06/2019,house,290486,4,ABERDEEN,2336,NSW
30/09/2019,house,284203,1,ABERDEEN,2336,NSW
31/12/2019,house,281578,2,ABERDEEN,2336,NSW
31/03/2020,house,280620,5,ABERDEEN,2336,NSW
31/03/2008,house,363878,2,ABERGLASSLYN,2320,NSW
30/06/2008,house,363878,2,ABERGLASSLYN,2320,NSW
30/09/2008,house,363549,6,ABERGLASSLYN,2320,NSW
31/12/2008,house,365361,13,ABERGLASSLYN,2320,NSW
31/03/2009,house,372494,8,ABERGLASSLYN,2320,NSW
30/06/2009,house,371701,5,ABERGLASSLYN,2320,NSW
30/09/2009,house,373006,8,ABERGLASSLYN,2320,NSW
31/12/2009,house,377471,10,ABERGLASSLYN,2320,NSW
31/03/2010,house,377850,11,ABERGLASSLYN,2320,NSW
30/06/2010,house,379487,13,ABERGLASSLYN,2320,NSW
30/09/2010,house,381899,14,ABERGLASSLYN,2320,NSW
31/12/2010,house,383651,17,ABERGLASSLYN,2320,NSW
31/03/2011,house,383821,10,ABERGLASSLYN,2320,NSW
30/06/2011,house,386913,13,ABERGLASSLYN,2320,NSW
30/09/2011,house,389231,10,ABERGLASSLYN,2320,NSW
31/12/2011,house,391009,14,ABERGLASSLYN,2320,NSW
31/03/2012,house,390527,9,ABERGLASSLYN,2320,NSW
30/06/2012,house,390674,17,ABERGLASSLYN,2320,NSW
30/09/2012,house,396558,19,ABERGLASSLYN,2320,NSW
31/12/2012,house,393217,11,ABERGLASSLYN,2320,NSW
31/03/2013,house,396740,14,ABERGLASSLYN,2320,NSW
30/06/2013,house,395147,16,ABERGLASSLYN,2320,NSW
30/09/2013,house,397337,9,ABERGLASSLYN,2320,NSW
31/12/2013,house,400025,20,ABERGLASSLYN,2320,NSW
31/03/2014,house,401622,16,ABERGLASSLYN,2320,NSW
30/06/2014,house,403776,21,ABERGLASSLYN,2320,NSW
30/09/2014,house,405077,19,ABERGLASSLYN,2320,NSW
31/12/2014,house,407047,19,ABERGLASSLYN,2320,NSW
31/03/2015,house,408513,14,ABERGLASSLYN,2320,NSW
30/06/2015,house,410963,17,ABERGLASSLYN,2320,NSW
30/09/2015,house,408830,12,ABERGLASSLYN,2320,NSW
31/12/2015,house,410812,30,ABERGLASSLYN,2320,NSW
31/03/2016,house,410248,20,ABERGLASSLYN,2320,NSW
30/06/2016,house,409895,22,ABERGLASSLYN,2320,NSW
30/09/2016,house,414568,25,ABERGLASSLYN,2320,NSW
31/12/2016,house,416034,29,ABERGLASSLYN,2320,NSW
31/03/2017,house,420050,24,ABERGLASSLYN,2320,NSW
30/06/2017,house,423828,21,ABERGLASSLYN,2320,NSW
30/09/2017,house,437947,33,ABERGLASSLYN,2320,NSW
31/12/2017,house,443713,25,ABERGLASSLYN,2320,NSW
31/03/2018,house,449770,28,ABERGLASSLYN,2320,NSW
30/06/2018,house,456293,35,ABERGLASSLYN,2320,NSW
30/09/2018,house,453454,39,ABERGLASSLYN,2320,NSW
31/12/2018,house,460077,22,ABERGLASSLYN,2320,NSW
31/03/2019,house,467839,13,ABERGLASSLYN,2320,NSW
30/06/2019,house,471828,11,ABERGLASSLYN,2320,NSW
30/09/2019,house,475954,15,ABERGLASSLYN,2320,NSW
31/12/2019,house,481638,22,ABERGLASSLYN,2320,NSW
31/03/2020,house,484161,22,ABERGLASSLYN,2320,NSW
31/12/2008,house,282222,1,ABERMAIN,2326,NSW
31/03/2009,house,282222,1,ABERMAIN,2326,NSW
30/06/2009,house,282222,2,ABERMAIN,2326,NSW
30/09/2009,house,282222,1,ABERMAIN,2326,NSW
31/12/2009,house,282222,1,ABERMAIN,2326,NSW
31/03/2010,house,282222,1,ABERMAIN,2326,NSW
30/06/2010,house,282222,2,ABERMAIN,2326,NSW
30/09/2010,house,282222,1,ABERMAIN,2326,NSW
31/12/2010,house,282222,4,ABERMAIN,2326,NSW
31/03/2011,house,295074,2,ABERMAIN,2326,NSW
30/06/2011,house,293008,3,ABERMAIN,2326,NSW
30/09/2011,house,291676,1,ABERMAIN,2326,NSW
31/12/2011,house,290343,1,ABERMAIN,2326,NSW
31/03/2012,house,289011,1,ABERMAIN,2326,NSW
30/06/2012,house,287679,1,ABERMAIN,2326,NSW
30/09/2012,house,286347,5,ABERMAIN,2326,NSW
31/12/2012,house,285015,3,ABERMAIN,2326,NSW
31/03/2013,house,283683,1,ABERMAIN,2326,NSW
30/06/2013,house,282351,4,ABERMAIN,2326,NSW
30/09/2013,house,281018,4,ABERMAIN,2326,NSW
31/12/2013,house,279686,5,ABERMAIN,2326,NSW
31/03/2014,house,278354,3,ABERMAIN,2326,NSW
30/06/2014,house,279714,8,ABERMAIN,2326,NSW
30/09/2014,house,278571,9,ABERMAIN,2326,NSW
31/12/2014,house,285791,7,ABERMAIN,2326,NSW
31/03/2015,house,280751,8,ABERMAIN,2326,NSW
30/06/2015,house,283557,12,ABERMAIN,2326,NSW
30/09/2015,house,294925,6,ABERMAIN,2326,NSW
31/12/2015,house,305486,5,ABERMAIN,2326,NSW
31/03/2016,house,304815,10,ABERMAIN,2326,NSW
30/06/2016,house,308708,9,ABERMAIN,2326,NSW
30/09/2016,house,310617,9,ABERMAIN,2326,NSW
31/12/2016,house,316145,12,ABERMAIN,2326,NSW
31/03/2017,house,326130,15,ABERMAIN,2326,NSW
30/06/2017,house,333357,14,ABERMAIN,2326,NSW
30/09/2017,house,340406,12,ABERMAIN,2326,NSW
31/12/2017,house,336596,9,ABERMAIN,2326,NSW
31/03/2018,house,345990,7,ABERMAIN,2326,NSW
30/06/2018,house,351167,3,ABERMAIN,2326,NSW
30/09/2018,house,349697,5,ABERMAIN,2326,NSW
31/12/2018,house,359916,2,ABERMAIN,2326,NSW
31/03/2019,house,364952,4,ABERMAIN,2326,NSW
30/06/2019,house,374664,5,ABERMAIN,2326,NSW
30/09/2019,house,388793,9,ABERMAIN,2326,NSW
31/12/2019,house,391952,11,ABERMAIN,2326,NSW
31/03/2020,house,386794,3,ABERMAIN,2326,NSW
31/03/2008,house,476146,2,ACACIA GARDENS,2763,NSW
30/06/2008,house,476146,2,ACACIA GARDENS,2763,NSW
30/09/2008,house,476146,2,ACACIA GARDENS,2763,NSW
31/12/2008,house,476146,6,ACACIA GARDENS,2763,NSW
31/03/2009,house,476146,12,ACACIA GARDENS,2763,NSW
30/06/2009,house,476146,7,ACACIA GARDENS,2763,NSW
30/09/2009,house,476146,6,ACACIA GARDENS,2763,NSW
31/12/2009,house,478911,4,ACACIA GARDENS,2763,NSW
31/03/2010,house,480661,2,ACACIA GARDENS,2763,NSW
30/06/2010,house,484537,5,ACACIA GARDENS,2763,NSW
30/09/2010,house,483594,8,ACACIA GARDENS,2763,NSW
31/12/2010,house,485497,2,ACACIA GARDENS,2763,NSW
31/03/2011,house,488614,9,ACACIA GARDENS,2763,NSW
30/06/2011,house,491289,6,ACACIA GARDENS,2763,NSW
30/09/2011,house,499504,6,ACACIA GARDENS,2763,NSW
31/12/2011,house,503843,10,ACACIA GARDENS,2763,NSW
31/03/2012,house,507017,5,ACACIA GARDENS,2763,NSW
30/06/2012,house,509679,17,ACACIA GARDENS,2763,NSW
30/09/2012,house,512326,7,ACACIA GARDENS,2763,NSW
31/12/2012,house,517865,8,ACACIA GARDENS,2763,NSW
31/03/2013,house,530562,7,ACACIA GARDENS,2763,NSW
30/06/2013,house,545430,8,ACACIA GARDENS,2763,NSW
30/09/2013,house,561944,5,ACACIA GARDENS,2763,NSW
31/12/2013,house,576440,14,ACACIA GARDENS,2763,NSW
31/03/2014,house,594339,10,ACACIA GARDENS,2763,NSW
30/06/2014,house,612172,12,ACACIA GARDENS,2763,NSW
30/09/2014,house,633882,12,ACACIA GARDENS,2763,NSW
31/12/2014,house,656206,18,ACACIA GARDENS,2763,NSW
31/03/2015,house,678710,12,ACACIA GARDENS,2763,NSW
30/06/2015,house,696148,8,ACACIA GARDENS,2763,NSW
30/09/2015,house,713789,13,ACACIA GARDENS,2763,NSW
31/12/2015,house,731610,11,ACACIA GARDENS,2763,NSW
31/03/2016,house,753077,6,ACACIA GARDENS,2763,NSW
30/06/2016,house,766205,11,ACACIA GARDENS,2763,NSW
30/09/2016,house,780110,13,ACACIA GARDENS,2763,NSW
31/12/2016,house,792340,10,ACACIA GARDENS,2763,NSW
31/03/2017,house,791006,13,ACACIA GARDENS,2763,NSW
30/06/2017,house,806318,8,ACACIA GARDENS,2763,NSW
30/09/2017,house,816683,12,ACACIA GARDENS,2763,NSW
31/12/2017,house,820131,4,ACACIA GARDENS,2763,NSW
31/03/2018,house,823564,4,ACACIA GARDENS,2763,NSW
30/06/2018,house,822018,6,ACACIA GARDENS,2763,NSW
30/09/2018,house,820650,11,ACACIA GARDENS,2763,NSW
31/12/2018,house,820333,7,ACACIA GARDENS,2763,NSW
31/03/2019,house,822951,4,ACACIA GARDENS,2763,NSW
30/06/2019,house,825568,2,ACACIA GARDENS,2763,NSW
30/09/2019,house,828185,5,ACACIA GARDENS,2763,NSW
31/12/2019,house,830803,14,ACACIA GARDENS,2763,NSW
31/03/2020,house,835854,6,ACACIA GARDENS,2763,NSW
31/03/2008,house,442342,5,ADAMSTOWN,2289,NSW
30/06/2008,house,442342,4,ADAMSTOWN,2289,NSW
30/09/2008,house,442342,9,ADAMSTOWN,2289,NSW
31/12/2008,house,442342,4,ADAMSTOWN,2289,NSW
31/03/2009,house,439327,8,ADAMSTOWN,2289,NSW
30/06/2009,house,442991,12,ADAMSTOWN,2289,NSW
30/09/2009,house,445050,12,ADAMSTOWN,2289,NSW
31/12/2009,house,448755,5,ADAMSTOWN,2289,NSW
31/03/2010,house,455314,11,ADAMSTOWN,2289,NSW
30/06/2010,house,456358,3,ADAMSTOWN,2289,NSW
30/09/2010,house,463518,11,ADAMSTOWN,2289,NSW
31/12/2010,house,462504,17,ADAMSTOWN,2289,NSW
31/03/2011,house,465354,13,ADAMSTOWN,2289,NSW
30/06/2011,house,469734,18,ADAMSTOWN,2289,NSW
30/09/2011,house,477862,17,ADAMSTOWN,2289,NSW
31/12/2011,house,491961,8,ADAMSTOWN,2289,NSW
31/03/2012,house,497610,13,ADAMSTOWN,2289,NSW
30/06/2012,house,499068,14,ADAMSTOWN,2289,NSW
30/09/2012,house,508740,12,ADAMSTOWN,2289,NSW
31/12/2012,house,509791,9,ADAMSTOWN,2289,NSW
31/03/2013,house,515372,17,ADAMSTOWN,2289,NSW
30/06/2013,house,528361,17,ADAMSTOWN,2289,NSW
30/09/2013,house,529590,16,ADAMSTOWN,2289,NSW
31/12/2013,house,541023,21,ADAMSTOWN,2289,NSW
31/03/2014,house,541371,17,ADAMSTOWN,2289,NSW
30/06/2014,house,550505,18,ADAMSTOWN,2289,NSW
30/09/2014,house,563915,12,ADAMSTOWN,2289,NSW
31/12/2014,house,572637,26,ADAMSTOWN,2289,NSW
31/03/2015,house,585387,15,ADAMSTOWN,2289,NSW
30/06/2015,house,594734,13,ADAMSTOWN,2289,NSW
30/09/2015,house,605555,27,ADAMSTOWN,2289,NSW
31/12/2015,house,617674,18,ADAMSTOWN,2289,NSW
31/03/2016,house,626843,19,ADAMSTOWN,2289,NSW
30/06/2016,house,640647,17,ADAMSTOWN,2289,NSW
30/09/2016,house,652882,22,ADAMSTOWN,2289,NSW
31/12/2016,house,662160,22,ADAMSTOWN,2289,NSW
31/03/2017,house,675800,22,ADAMSTOWN,2289,NSW
30/06/2017,house,692207,19,ADAMSTOWN,2289,NSW
30/09/2017,house,699759,7,ADAMSTOWN,2289,NSW
31/12/2017,house,704636,15,ADAMSTOWN,2289,NSW
31/03/2018,house,719849,18,ADAMSTOWN,2289,NSW
30/06/2018,house,734284,16,ADAMSTOWN,2289,NSW
30/09/2018,house,739600,14,ADAMSTOWN,2289,NSW
31/12/2018,house,751277,12,ADAMSTOWN,2289,NSW
31/03/2019,house,751324,11,ADAMSTOWN,2289,NSW
30/06/2019,house,761110,6,ADAMSTOWN,2289,NSW
30/09/2019,house,768227,9,ADAMSTOWN,2289,NSW
31/12/2019,house,777064,21,ADAMSTOWN,2289,NSW
31/03/2020,house,783226,12,ADAMSTOWN,2289,NSW
31/03/2008,house,427820,3,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2008,house,427820,2,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2008,house,427820,6,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2008,house,427820,4,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2009,house,427820,8,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2009,house,427820,10,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2009,house,429463,4,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2009,house,428483,12,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2010,house,438257,3,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2010,house,444820,8,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2010,house,453033,8,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2010,house,464609,7,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2011,house,476519,11,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2011,house,488322,9,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2011,house,501139,14,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2011,house,508441,7,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2012,house,516794,12,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2012,house,509846,7,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2012,house,516232,12,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2012,house,518544,8,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2013,house,526547,8,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2013,house,540454,20,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2013,house,548806,18,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2013,house,555899,12,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2014,house,564952,16,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2014,house,573761,9,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2014,house,586886,12,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2014,house,601818,13,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2015,house,611204,21,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2015,house,620660,23,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2015,house,631147,16,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2015,house,643432,13,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2016,house,652242,14,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2016,house,661560,12,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2016,house,677210,19,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2016,house,683930,14,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2017,house,697383,20,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2017,house,715271,23,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2017,house,734957,14,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2017,house,748664,20,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2018,house,760648,11,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2018,house,767059,14,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2018,house,769909,13,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2018,house,777552,8,ADAMSTOWN HEIGHTS,2289,NSW
31/03/2019,house,778914,11,ADAMSTOWN HEIGHTS,2289,NSW
30/06/2019,house,784751,6,ADAMSTOWN HEIGHTS,2289,NSW
30/09/2019,house,783684,8,ADAMSTOWN HEIGHTS,2289,NSW
31/12/2019,house,792496,2,ADAMSTOWN HEIGHTS,2289,NSW
