	DATE	USD3MTD156N
0	1986-01-02	8.00000
1	1986-01-03	8.06250
2	1986-01-06	8.12500
3	1986-01-07	8.12500
4	1986-01-08	8.00000
5	1986-01-09	8.18750
6	1986-01-10	8.25000
7	1986-01-13	8.37500
8	1986-01-14	8.37500
9	1986-01-15	8.25000
10	1986-01-16	8.18750
11	1986-01-17	8.18750
12	1986-01-20	8.25000
13	1986-01-21	8.18750
14	1986-01-22	8.18750
15	1986-01-23	8.18750
16	1986-01-24	8.18750
17	1986-01-27	8.12500
18	1986-01-28	8.06250
19	1986-01-29	8.06250
20	1986-01-30	8.06250
21	1986-01-31	8.06250
22	1986-02-03	8.06250
23	1986-02-04	8.06250
24	1986-02-05	8.00000
25	1986-02-06	8.00000
26	1986-02-07	8.06250
27	1986-02-10	8.12500
28	1986-02-11	8.06250
29	1986-02-12	8.06250
30	1986-02-13	8.06250
31	1986-02-14	8.06250
32	1986-02-17	8.00000
33	1986-02-18	8.00000
34	1986-02-19	8.00000
35	1986-02-20	8.00000
36	1986-02-21	8.00000
37	1986-02-24	8.00000
38	1986-02-25	7.93750
39	1986-02-26	8.00000
40	1986-02-27	7.93750
41	1986-02-28	7.87500
42	1986-03-03	7.87500
43	1986-03-04	7.75000
44	1986-03-05	7.68750
45	1986-03-06	7.68750
46	1986-03-07	7.56250
47	1986-03-10	7.56250
48	1986-03-11	7.50000
49	1986-03-12	7.43750
50	1986-03-13	7.50000
51	1986-03-14	7.50000
52	1986-03-17	7.50000
53	1986-03-18	7.50000
54	1986-03-19	7.56250
55	1986-03-20	7.56250
56	1986-03-21	7.50000
57	1986-03-24	7.56250
58	1986-03-25	7.56250
59	1986-03-26	7.56250
60	1986-03-27	7.43750
61	1986-03-28	.
62	1986-03-31	.
63	1986-04-01	7.31250
64	1986-04-02	7.31250
65	1986-04-03	7.31250
66	1986-04-04	7.34750
67	1986-04-07	7.25000
68	1986-04-08	7.06250
69	1986-04-09	6.87500
70	1986-04-10	6.87500
71	1986-04-11	6.87500
72	1986-04-14	6.87500
73	1986-04-15	6.81250
74	1986-04-16	6.75000
75	1986-04-17	6.56250
76	1986-04-18	6.62500
77	1986-04-21	6.68750
78	1986-04-22	6.75000
79	1986-04-23	6.81250
80	1986-04-24	6.81250
81	1986-04-25	6.93750
82	1986-04-28	7.00000
83	1986-04-29	6.87500
84	1986-04-30	6.87500
85	1986-05-01	6.87500
86	1986-05-02	6.93750
87	1986-05-05	.
88	1986-05-06	6.81250
89	1986-05-07	6.81250
90	1986-05-08	6.81250
91	1986-05-09	6.84380
92	1986-05-12	6.93750
93	1986-05-13	7.06250
94	1986-05-14	6.93750
95	1986-05-15	7.00000
96	1986-05-16	7.12500
97	1986-05-19	7.12500
98	1986-05-20	7.18750
99	1986-05-21	7.06250
100	1986-05-22	7.06250
101	1986-05-23	7.06250
102	1986-05-26	.
103	1986-05-27	7.06250
104	1986-05-28	7.00000
105	1986-05-29	7.06250
106	1986-05-30	7.12500
107	1986-06-02	7.12500
108	1986-06-03	7.18750
109	1986-06-04	7.18750
110	1986-06-05	7.18750
111	1986-06-06	7.18750
112	1986-06-09	7.06250
113	1986-06-10	7.12500
114	1986-06-11	7.12500
115	1986-06-12	7.12500
116	1986-06-13	7.12500
117	1986-06-16	7.03130
118	1986-06-17	7.00000
119	1986-06-18	7.00000
120	1986-06-19	7.00000
121	1986-06-20	7.06250
122	1986-06-23	7.06250
123	1986-06-24	7.00000
124	1986-06-25	6.93750
125	1986-06-26	7.00000
126	1986-06-27	6.93750
127	1986-06-30	6.87500
128	1986-07-01	6.81250
129	1986-07-02	6.81250
130	1986-07-03	6.81250
131	1986-07-04	6.76560
132	1986-07-07	6.75000
133	1986-07-08	6.75000
134	1986-07-09	6.81250
135	1986-07-10	6.75000
136	1986-07-11	6.68750
137	1986-07-14	6.68750
138	1986-07-15	6.56250
139	1986-07-16	6.56250
140	1986-07-17	6.57810
141	1986-07-18	6.62500
142	1986-07-21	6.56250
143	1986-07-22	6.56250
144	1986-07-23	6.56250
145	1986-07-24	6.62500
146	1986-07-25	6.62500
147	1986-07-28	6.62500
148	1986-07-29	6.62500
149	1986-07-30	6.56250
150	1986-07-31	6.56250
151	1986-08-01	6.43750
152	1986-08-04	6.50000
153	1986-08-05	6.50000
154	1986-08-06	6.50000
155	1986-08-07	6.50000
156	1986-08-08	6.43750
157	1986-08-11	6.43750
158	1986-08-12	6.37500
159	1986-08-13	6.25000
160	1986-08-14	6.18750
161	1986-08-15	6.18750
162	1986-08-18	6.18750
163	1986-08-19	6.18750
164	1986-08-20	6.06250
165	1986-08-21	6.00000
166	1986-08-22	5.93750
167	1986-08-25	.
168	1986-08-26	5.87500
169	1986-08-27	5.75000
170	1986-08-28	5.81250
171	1986-08-29	5.81250
172	1986-09-01	5.62500
173	1986-09-02	5.62500
174	1986-09-03	5.75000
175	1986-09-04	5.81250
176	1986-09-05	5.75000
177	1986-09-08	6.00000
178	1986-09-09	6.06250
179	1986-09-10	5.93750
180	1986-09-11	6.00000
181	1986-09-12	6.18750
182	1986-09-15	6.06250
183	1986-09-16	6.06250
184	1986-09-17	6.12500
185	1986-09-18	6.06250
186	1986-09-19	6.12500
187	1986-09-22	6.12500
188	1986-09-23	6.12500
189	1986-09-24	6.12500
190	1986-09-25	6.06250
191	1986-09-26	6.06250
192	1986-09-29	6.12500
193	1986-09-30	6.12500
194	1986-10-01	6.10940
195	1986-10-02	6.06250
196	1986-10-03	6.06250
197	1986-10-06	5.93750
198	1986-10-07	5.87500
199	1986-10-08	5.87500
200	1986-10-09	5.87500
201	1986-10-10	5.87500
202	1986-10-13	5.93750
203	1986-10-14	5.93750
204	1986-10-15	6.00000
205	1986-10-16	6.00000
206	1986-10-17	6.00000
207	1986-10-20	6.12500
208	1986-10-21	6.12500
209	1986-10-22	6.06250
210	1986-10-23	6.06250
211	1986-10-24	6.06250
212	1986-10-27	6.06250
213	1986-10-28	6.06250
214	1986-10-29	6.06250
215	1986-10-30	5.87500
216	1986-10-31	5.93750
217	1986-11-03	5.93750
218	1986-11-04	6.00000
219	1986-11-05	6.03130
220	1986-11-06	6.00000
221	1986-11-07	6.06250
222	1986-11-10	6.12500
223	1986-11-11	6.12500
224	1986-11-12	6.12500
225	1986-11-13	6.06250
226	1986-11-14	6.06250
227	1986-11-17	6.06250
228	1986-11-18	6.12500
229	1986-11-19	6.12500
230	1986-11-20	6.12500
231	1986-11-21	6.12500
232	1986-11-24	6.12500
233	1986-11-25	6.12500
234	1986-11-26	6.12500
235	1986-11-27	6.12500
236	1986-11-28	6.12500
237	1986-12-01	6.18750
238	1986-12-02	6.18750
239	1986-12-03	6.18750
240	1986-12-04	6.18750
241	1986-12-05	6.12500
242	1986-12-08	6.18750
243	1986-12-09	6.18750
244	1986-12-10	6.18750
245	1986-12-11	6.18750
246	1986-12-12	6.18750
247	1986-12-15	6.25000
248	1986-12-16	6.37500
249	1986-12-17	6.50000
250	1986-12-18	6.43750
251	1986-12-19	6.56250
252	1986-12-22	6.87500
253	1986-12-23	6.75000
254	1986-12-24	6.56250
255	1986-12-25	.
256	1986-12-26	.
257	1986-12-29	6.73440
258	1986-12-30	6.73440
259	1986-12-31	6.43750
260	1987-01-01	.
261	1987-01-02	6.31250
262	1987-01-05	6.25000
263	1987-01-06	6.25000
264	1987-01-07	6.25000
265	1987-01-08	6.12500
266	1987-01-09	6.12500
267	1987-01-12	6.12500
268	1987-01-13	6.23438
269	1987-01-14	6.25000
270	1987-01-15	6.18750
271	1987-01-16	6.18750
272	1987-01-19	6.25000
273	1987-01-20	6.18750
274	1987-01-21	6.18750
275	1987-01-22	6.18750
276	1987-01-23	6.18750
277	1987-01-26	6.25000
278	1987-01-27	6.25000
279	1987-01-28	6.25000
280	1987-01-29	6.25000
281	1987-01-30	6.25000
282	1987-02-02	6.31250
283	1987-02-03	6.31250
284	1987-02-04	6.28125
285	1987-02-05	6.25000
286	1987-02-06	6.25000
287	1987-02-09	6.31250
288	1987-02-10	6.43750
289	1987-02-11	6.56250
290	1987-02-12	6.56250
291	1987-02-13	6.46875
292	1987-02-16	6.56250
293	1987-02-17	6.68750
294	1987-02-18	6.62500
295	1987-02-19	6.50000
296	1987-02-20	6.43750
297	1987-02-23	6.50000
298	1987-02-24	6.50000
299	1987-02-25	6.46875
300	1987-02-26	6.43750
301	1987-02-27	6.43750
302	1987-03-02	6.43750
303	1987-03-03	6.43750
304	1987-03-04	6.43750
305	1987-03-05	6.37500
306	1987-03-06	6.37500
307	1987-03-09	6.50000
308	1987-03-10	6.50000
309	1987-03-11	6.56250
310	1987-03-12	6.50000
311	1987-03-13	6.50000
312	1987-03-16	6.50000
313	1987-03-17	6.50000
314	1987-03-18	6.50000
315	1987-03-19	6.50000
316	1987-03-20	6.43750
317	1987-03-23	6.43750
318	1987-03-24	6.56250
319	1987-03-25	6.50000
320	1987-03-26	6.50000
321	1987-03-27	6.50000
322	1987-03-30	6.62500
323	1987-03-31	6.68750
324	1987-04-01	6.68750
325	1987-04-02	6.62500
326	1987-04-03	6.62500
327	1987-04-06	6.56250
328	1987-04-07	6.56250
329	1987-04-08	6.56250
330	1987-04-09	6.56250
331	1987-04-10	6.68750
332	1987-04-13	6.87500
333	1987-04-14	7.18750
334	1987-04-15	7.04688
335	1987-04-16	6.87500
336	1987-04-17	.
337	1987-04-20	.
338	1987-04-21	7.00000
339	1987-04-22	6.93750
340	1987-04-23	7.00000
341	1987-04-24	7.06250
342	1987-04-27	7.21875
343	1987-04-28	7.12500
344	1987-04-29	7.06250
345	1987-04-30	7.12500
346	1987-05-01	7.18750
347	1987-05-04	.
348	1987-05-05	7.31250
349	1987-05-06	7.31250
350	1987-05-07	7.25000
351	1987-05-08	7.25000
352	1987-05-11	7.18750
353	1987-05-12	7.25000
354	1987-05-13	7.18750
355	1987-05-14	7.25000
356	1987-05-15	7.25000
357	1987-05-18	7.56250
358	1987-05-19	7.56250
359	1987-05-20	7.68750
360	1987-05-21	7.62500
361	1987-05-22	7.62500
362	1987-05-25	.
363	1987-05-26	7.37500
364	1987-05-27	7.31250
365	1987-05-28	7.37500
366	1987-05-29	7.37500
367	1987-06-01	7.25000
368	1987-06-02	7.31250
369	1987-06-03	7.37500
370	1987-06-04	7.31250
371	1987-06-05	7.31250
372	1987-06-08	7.31250
373	1987-06-09	7.31250
374	1987-06-10	7.31250
375	1987-06-11	7.25000
376	1987-06-12	7.25000
377	1987-06-15	7.12500
378	1987-06-16	7.18750
379	1987-06-17	7.18750
380	1987-06-18	7.18750
381	1987-06-19	7.25000
382	1987-06-22	7.18750
383	1987-06-23	7.12500
384	1987-06-24	7.18750
385	1987-06-25	7.18750
386	1987-06-26	7.18750
387	1987-06-29	7.25000
388	1987-06-30	7.18750
389	1987-07-01	7.18750
390	1987-07-02	7.06250
391	1987-07-03	7.00000
392	1987-07-06	7.00000
393	1987-07-07	7.06250
394	1987-07-08	7.00000
395	1987-07-09	7.00000
396	1987-07-10	7.00000
397	1987-07-13	6.93750
398	1987-07-14	6.96875
399	1987-07-15	6.90625
400	1987-07-16	6.93750
401	1987-07-17	6.93750
402	1987-07-20	6.87500
403	1987-07-21	6.87500
404	1987-07-22	6.93750
405	1987-07-23	7.00000
406	1987-07-24	7.00000
407	1987-07-27	7.06250
408	1987-07-28	7.06250
409	1987-07-29	7.01563
410	1987-07-30	7.00000
411	1987-07-31	7.00000
412	1987-08-03	7.06250
413	1987-08-04	7.18750
414	1987-08-05	7.06250
415	1987-08-06	7.06250
416	1987-08-07	7.06250
417	1987-08-10	7.06250
418	1987-08-11	7.00000
419	1987-08-12	7.00000
420	1987-08-13	6.93750
421	1987-08-14	6.93750
422	1987-08-17	6.93750
423	1987-08-18	7.00000
424	1987-08-19	7.06250
425	1987-08-20	7.06250
426	1987-08-21	7.06250
427	1987-08-24	7.06250
428	1987-08-25	7.00000
429	1987-08-26	7.00000
430	1987-08-27	7.06250
431	1987-08-28	7.18750
432	1987-08-31	.
433	1987-09-01	7.31250
434	1987-09-02	7.31250
435	1987-09-03	7.31250
436	1987-09-04	7.31250
437	1987-09-07	7.56250
438	1987-09-08	7.62500
439	1987-09-09	7.68750
440	1987-09-10	7.56250
441	1987-09-11	7.56250
442	1987-09-14	7.50000
443	1987-09-15	7.56250
444	1987-09-16	7.65625
445	1987-09-17	7.68750
446	1987-09-18	7.68750
447	1987-09-21	7.62500
448	1987-09-22	7.68750
449	1987-09-23	7.62500
450	1987-09-24	7.68750
451	1987-09-25	7.68750
452	1987-09-28	7.81250
453	1987-09-29	8.06250
454	1987-09-30	8.37500
455	1987-10-01	8.25000
456	1987-10-02	8.31250
457	1987-10-05	8.31250
458	1987-10-06	8.37500
459	1987-10-07	8.56250
460	1987-10-08	8.56250
461	1987-10-09	8.81250
462	1987-10-12	8.87500
463	1987-10-13	8.87500
464	1987-10-14	8.87500
465	1987-10-15	9.18750
466	1987-10-16	9.18750
467	1987-10-19	9.31250
468	1987-10-20	8.87500
469	1987-10-21	8.18750
470	1987-10-22	8.12500
471	1987-10-23	7.68750
472	1987-10-26	7.68750
473	1987-10-27	7.87500
474	1987-10-28	7.87500
475	1987-10-29	7.75000
476	1987-10-30	7.62500
477	1987-11-02	7.75000
478	1987-11-03	7.75000
479	1987-11-04	7.56250
480	1987-11-05	7.31250
481	1987-11-06	7.18750
482	1987-11-09	7.37500
483	1987-11-10	7.43750
484	1987-11-11	7.37500
485	1987-11-12	7.37500
486	1987-11-13	7.43750
487	1987-11-16	7.50000
488	1987-11-17	7.62500
489	1987-11-18	7.50000
490	1987-11-19	7.50000
491	1987-11-20	7.50000
492	1987-11-23	7.50000
493	1987-11-24	7.50000
494	1987-11-25	7.56250
495	1987-11-26	7.68750
496	1987-11-27	7.75000
497	1987-11-30	8.00000
498	1987-12-01	7.81250
499	1987-12-02	7.875
500	1987-12-03	7.875
501	1987-12-04	7.81250
502	1987-12-07	7.8750
503	1987-12-08	8.0625
504	1987-12-09	8.12500
505	1987-12-10	8.12500
506	1987-12-11	8.25000
507	1987-12-14	8.37500
508	1987-12-15	8.37500
509	1987-12-16	8.12500
510	1987-12-17	8.0625
511	1987-12-18	8.12500
512	1987-12-21	7.93750
513	1987-12-22	7.93750
514	1987-12-23	8.00000
515	1987-12-24	7.93750
516	1987-12-25	.
517	1987-12-28	.
518	1987-12-29	7.93750
519	1987-12-30	7.43750
520	1987-12-31	7.43750
521	1988-01-01	.
522	1988-01-04	7.37500
523	1988-01-05	7.25000
524	1988-01-06	7.37500
525	1988-01-07	7.37500
526	1988-01-08	7.31250
527	1988-01-11	7.31250
528	1988-01-12	7.31250
529	1988-01-13	7.37500
530	1988-01-14	7.31250
531	1988-01-15	7.31250
532	1988-01-18	7.20313
533	1988-01-19	7.18750
534	1988-01-20	7.25000
535	1988-01-21	7.18750
536	1988-01-22	7.12500
537	1988-01-25	7.10938
538	1988-01-26	7.12500
539	1988-01-27	7.12500
540	1988-01-28	7.00000
541	1988-01-29	6.93750
542	1988-02-01	6.87500
543	1988-02-02	6.93750
544	1988-02-03	6.81250
545	1988-02-04	6.87500
546	1988-02-05	6.87500
547	1988-02-08	6.81250
548	1988-02-09	6.81250
549	1988-02-10	6.75000
550	1988-02-11	6.62500
551	1988-02-12	6.68750
552	1988-02-15	6.87500
553	1988-02-16	6.90625
554	1988-02-17	6.93750
555	1988-02-18	6.93750
556	1988-02-19	6.87500
557	1988-02-22	6.89063
558	1988-02-23	6.87500
559	1988-02-24	6.81250
560	1988-02-25	6.81250
561	1988-02-26	6.87500
562	1988-02-29	6.81250
563	1988-03-01	6.81250
564	1988-03-02	6.81250
565	1988-03-03	6.75000
566	1988-03-04	6.75000
567	1988-03-07	6.87500
568	1988-03-08	6.87500
569	1988-03-09	6.87500
570	1988-03-10	6.87500
571	1988-03-11	6.93750
572	1988-03-14	6.81250
573	1988-03-15	6.81250
574	1988-03-16	6.81250
575	1988-03-17	6.87500
576	1988-03-18	6.81250
577	1988-03-21	6.87500
578	1988-03-22	6.87500
579	1988-03-23	6.87500
580	1988-03-24	6.93750
581	1988-03-25	6.87500
582	1988-03-28	6.87500
583	1988-03-29	6.93750
584	1988-03-30	6.87500
585	1988-03-31	6.90625
586	1988-04-01	.
587	1988-04-04	.
588	1988-04-05	7.06250
589	1988-04-06	7.09375
590	1988-04-07	7.12500
591	1988-04-08	7.12500
592	1988-04-11	7.12500
593	1988-04-12	7.12500
594	1988-04-13	7.06250
595	1988-04-14	7.06250
596	1988-04-15	7.12500
597	1988-04-18	7.25000
598	1988-04-19	7.31250
599	1988-04-20	7.31250
600	1988-04-21	7.31250
601	1988-04-22	7.31250
602	1988-04-25	7.25000
603	1988-04-26	7.31250
604	1988-04-27	7.25000
605	1988-04-28	7.25000
606	1988-04-29	7.31250
607	1988-05-02	.
608	1988-05-03	7.37500
609	1988-05-04	7.31250
610	1988-05-05	7.37500
611	1988-05-06	7.37500
612	1988-05-09	7.43750
613	1988-05-10	7.50000
614	1988-05-11	7.62500
615	1988-05-12	7.56250
616	1988-05-13	7.50000
617	1988-05-16	7.43750
618	1988-05-17	7.50000
619	1988-05-18	7.56250
620	1988-05-19	7.50000
621	1988-05-20	7.50000
622	1988-05-23	7.56250
623	1988-05-24	7.56250
624	1988-05-25	7.56250
625	1988-05-26	7.56250
626	1988-05-27	7.75000
627	1988-05-30	.
628	1988-05-31	7.75000
629	1988-06-01	7.75000
630	1988-06-02	7.68750
631	1988-06-03	7.75000
632	1988-06-06	7.68750
633	1988-06-07	7.68750
634	1988-06-08	7.75000
635	1988-06-09	7.68750
636	1988-06-10	7.68750
637	1988-06-13	7.62500
638	1988-06-14	7.62500
639	1988-06-15	7.56250
640	1988-06-16	7.62500
641	1988-06-17	7.68750
642	1988-06-20	7.81250
643	1988-06-21	7.81250
644	1988-06-22	7.75000
645	1988-06-23	7.75000
646	1988-06-24	7.75000
647	1988-06-27	7.81250
648	1988-06-28	7.87500
649	1988-06-29	7.87500
650	1988-06-30	7.93750
651	1988-07-01	7.87500
652	1988-07-04	7.87500
653	1988-07-05	7.93750
654	1988-07-06	7.95313
655	1988-07-07	8.06250
656	1988-07-08	8.00000
657	1988-07-11	8.12500
658	1988-07-12	8.12500
659	1988-07-13	8.18750
660	1988-07-14	8.18750
661	1988-07-15	8.37500
662	1988-07-18	8.37500
663	1988-07-19	8.37500
664	1988-07-20	8.25000
665	1988-07-21	8.25000
666	1988-07-22	8.32813
667	1988-07-25	8.31250
668	1988-07-26	8.31250
669	1988-07-27	8.37500
670	1988-07-28	8.43750
671	1988-07-29	8.43750
672	1988-08-01	8.37500
673	1988-08-02	8.37500
674	1988-08-03	8.31250
675	1988-08-04	8.31250
676	1988-08-05	8.31250
677	1988-08-08	8.43750
678	1988-08-09	8.43750
679	1988-08-10	8.62500
680	1988-08-11	8.68750
681	1988-08-12	8.68750
682	1988-08-15	8.75000
683	1988-08-16	8.81250
684	1988-08-17	8.68750
685	1988-08-18	8.68750
686	1988-08-19	8.68750
687	1988-08-22	8.68750
688	1988-08-23	8.75000
689	1988-08-24	8.64063
690	1988-08-25	8.68750
691	1988-08-26	8.75000
692	1988-08-29	.
693	1988-08-30	8.68750
694	1988-08-31	8.56250
695	1988-09-01	8.62500
696	1988-09-02	8.64063
697	1988-09-05	8.43750
698	1988-09-06	8.43750
699	1988-09-07	8.37500
700	1988-09-08	8.43750
701	1988-09-09	8.37500
702	1988-09-12	8.37500
703	1988-09-13	8.37500
704	1988-09-14	8.37500
705	1988-09-15	8.31250
706	1988-09-16	8.37500
707	1988-09-19	8.31250
708	1988-09-20	8.31250
709	1988-09-21	8.31250
710	1988-09-22	8.31250
711	1988-09-23	8.31250
712	1988-09-26	8.37500
713	1988-09-27	8.43750
714	1988-09-28	8.50000
715	1988-09-29	8.68750
716	1988-09-30	8.62500
717	1988-10-03	8.62500
718	1988-10-04	8.56250
719	1988-10-05	8.56250
720	1988-10-06	8.56250
721	1988-10-07	8.62500
722	1988-10-10	8.56250
723	1988-10-11	8.56250
724	1988-10-12	8.62500
725	1988-10-13	8.64063
726	1988-10-14	8.62500
727	1988-10-17	8.62500
728	1988-10-18	8.62500
729	1988-10-19	8.62500
730	1988-10-20	8.68750
731	1988-10-21	8.68750
732	1988-10-24	8.68750
733	1988-10-25	8.68750
734	1988-10-26	8.68750
735	1988-10-27	8.68750
736	1988-10-28	8.62500
737	1988-10-31	8.62500
738	1988-11-01	8.56250
739	1988-11-02	8.62500
740	1988-11-03	8.62500
741	1988-11-04	8.62500
742	1988-11-07	8.75000
743	1988-11-08	8.81250
744	1988-11-09	8.81250
745	1988-11-10	8.93750
746	1988-11-11	9.00000
747	1988-11-14	8.93750
748	1988-11-15	8.93750
749	1988-11-16	9.06250
750	1988-11-17	9.18750
751	1988-11-18	9.18750
752	1988-11-21	9.12500
753	1988-11-22	9.18750
754	1988-11-23	9.18750
755	1988-11-24	9.25000
756	1988-11-25	9.37500
757	1988-11-28	9.50000
758	1988-11-29	9.50000
759	1988-11-30	9.31250
760	1988-12-01	9.25000
761	1988-12-02	9.25000
762	1988-12-05	9.43750
763	1988-12-06	9.37500
764	1988-12-07	9.31250
765	1988-12-08	9.37500
766	1988-12-09	9.43750
767	1988-12-12	9.43750
768	1988-12-13	9.43750
769	1988-12-14	9.50000
770	1988-12-15	9.56250
771	1988-12-16	9.62500
772	1988-12-19	9.56250
773	1988-12-20	9.50000
774	1988-12-21	9.43750
775	1988-12-22	9.37500
776	1988-12-23	9.37500
777	1988-12-26	.
778	1988-12-27	.
779	1988-12-28	9.43750
780	1988-12-29	9.31250
781	1988-12-30	9.31250
782	1989-01-02	.
783	1989-01-03	9.31250
784	1989-01-04	9.37500
785	1989-01-05	9.43750
786	1989-01-06	9.43750
787	1989-01-09	9.43750
788	1989-01-10	9.43750
789	1989-01-11	9.43750
790	1989-01-12	9.43750
791	1989-01-13	9.43750
792	1989-01-16	9.37500
793	1989-01-17	9.43750
794	1989-01-18	9.43750
795	1989-01-19	9.43750
796	1989-01-20	9.37500
797	1989-01-23	9.37500
798	1989-01-24	9.37500
799	1989-01-25	9.31250
800	1989-01-26	9.37500
801	1989-01-27	9.43750
802	1989-01-30	9.37500
803	1989-01-31	9.37500
804	1989-02-01	9.37500
805	1989-02-02	9.37500
806	1989-02-03	9.37500
807	1989-02-06	9.43750
808	1989-02-07	9.56250
809	1989-02-08	9.50000
810	1989-02-09	9.56250
811	1989-02-10	9.62500
812	1989-02-13	9.75000
813	1989-02-14	9.75000
814	1989-02-15	9.81250
815	1989-02-16	9.75000
816	1989-02-17	9.81250
817	1989-02-20	9.81250
818	1989-02-21	9.81250
819	1989-02-22	9.81250
820	1989-02-23	9.93750
821	1989-02-24	10.06250
822	1989-02-27	10.31250
823	1989-02-28	10.31250
824	1989-03-01	10.18750
825	1989-03-02	10.25000
826	1989-03-03	10.18750
827	1989-03-06	10.12500
828	1989-03-07	10.06250
829	1989-03-08	10.12500
830	1989-03-09	10.18750
831	1989-03-10	10.18750
832	1989-03-13	10.31250
833	1989-03-14	10.25000
834	1989-03-15	10.25000
835	1989-03-16	10.25000
836	1989-03-17	10.18750
837	1989-03-20	10.56250
838	1989-03-21	10.62500
839	1989-03-22	10.50000
840	1989-03-23	10.37500
841	1989-03-24	.
842	1989-03-27	.
843	1989-03-28	10.50000
844	1989-03-29	10.50000
845	1989-03-30	10.31250
846	1989-03-31	10.31250
847	1989-04-03	10.25000
848	1989-04-04	10.25000
849	1989-04-05	10.23438
850	1989-04-06	10.25000
851	1989-04-07	10.31250
852	1989-04-10	10.25000
853	1989-04-11	10.25000
854	1989-04-12	10.25000
855	1989-04-13	10.25000
856	1989-04-14	10.31250
857	1989-04-17	10.12500
858	1989-04-18	10.18750
859	1989-04-19	10.06250
860	1989-04-20	10.06250
861	1989-04-21	10.12500
862	1989-04-24	10.12500
863	1989-04-25	10.12500
864	1989-04-26	10.06250
865	1989-04-27	10.00000
866	1989-04-28	9.93750
867	1989-05-01	.
868	1989-05-02	10.06250
869	1989-05-03	10.00000
870	1989-05-04	10.00000
871	1989-05-05	10.00000
872	1989-05-08	9.93750
873	1989-05-09	9.93750
874	1989-05-10	10.00000
875	1989-05-11	10.00000
876	1989-05-12	9.93750
877	1989-05-15	9.62500
878	1989-05-16	9.68750
879	1989-05-17	9.64063
880	1989-05-18	9.68750
881	1989-05-19	9.68750
882	1989-05-22	9.56250
883	1989-05-23	9.37500
884	1989-05-24	9.50000
885	1989-05-25	9.62500
886	1989-05-26	9.75000
887	1989-05-29	.
888	1989-05-30	9.56250
889	1989-05-31	9.56250
890	1989-06-01	9.56250
891	1989-06-02	9.62500
892	1989-06-05	9.43750
893	1989-06-06	9.37500
894	1989-06-07	9.37500
895	1989-06-08	9.25000
896	1989-06-09	9.25000
897	1989-06-12	9.18750
898	1989-06-13	9.31250
899	1989-06-14	9.35938
900	1989-06-15	9.31250
901	1989-06-16	9.43750
902	1989-06-19	9.43750
903	1989-06-20	9.50000
904	1989-06-21	9.43750
905	1989-06-22	9.50000
906	1989-06-23	9.56250
907	1989-06-26	9.37500
908	1989-06-27	9.37500
909	1989-06-28	9.37500
910	1989-06-29	9.37500
911	1989-06-30	9.31250
912	1989-07-03	9.25000
913	1989-07-04	9.25000
914	1989-07-05	9.18750
915	1989-07-06	9.18750
916	1989-07-07	9.18750
917	1989-07-10	9.00000
918	1989-07-11	8.93750
919	1989-07-12	8.81250
920	1989-07-13	8.81250
921	1989-07-14	8.87500
922	1989-07-17	8.93750
923	1989-07-18	9.00000
924	1989-07-19	9.06250
925	1989-07-20	8.93750
926	1989-07-21	8.93750
927	1989-07-24	9.00000
928	1989-07-25	9.00000
929	1989-07-26	8.93750
930	1989-07-27	8.81250
931	1989-07-28	8.75000
932	1989-07-31	8.56250
933	1989-08-01	8.43750
934	1989-08-02	8.43750
935	1989-08-03	8.43750
936	1989-08-04	8.56250
937	1989-08-07	8.75000
938	1989-08-08	8.75000
939	1989-08-09	8.75000
940	1989-08-10	8.81250
941	1989-08-11	8.75000
942	1989-08-14	8.87500
943	1989-08-15	9.00000
944	1989-08-16	8.93750
945	1989-08-17	8.87500
946	1989-08-18	8.93750
947	1989-08-21	8.93750
948	1989-08-22	9.00000
949	1989-08-23	9.00000
950	1989-08-24	8.93750
951	1989-08-25	8.93750
952	1989-08-28	.
953	1989-08-29	9.00000
954	1989-08-30	9.00000
955	1989-08-31	9.00000
956	1989-09-01	9.00000
957	1989-09-04	9.00000
958	1989-09-05	9.00000
959	1989-09-06	9.00000
960	1989-09-07	9.00000
961	1989-09-08	9.00000
962	1989-09-11	8.93750
963	1989-09-12	8.93750
964	1989-09-13	8.87500
965	1989-09-14	8.87500
966	1989-09-15	8.87500
967	1989-09-18	8.87500
968	1989-09-19	8.87500
969	1989-09-20	8.87500
970	1989-09-21	8.93750
971	1989-09-22	8.93750
972	1989-09-25	9.00000
973	1989-09-26	9.06250
974	1989-09-27	9.06250
975	1989-09-28	9.12500
976	1989-09-29	9.18750
977	1989-10-02	9.18750
978	1989-10-03	9.12500
979	1989-10-04	9.12500
980	1989-10-05	9.12500
981	1989-10-06	9.06250
982	1989-10-09	8.87500
983	1989-10-10	8.75000
984	1989-10-11	8.81250
985	1989-10-12	8.81250
986	1989-10-13	8.75000
987	1989-10-16	8.50000
988	1989-10-17	8.56250
989	1989-10-18	8.68750
990	1989-10-19	8.68750
991	1989-10-20	8.68750
992	1989-10-23	8.75000
993	1989-10-24	8.68750
994	1989-10-25	8.62500
995	1989-10-26	8.62500
996	1989-10-27	8.68750
997	1989-10-30	8.68750
998	1989-10-31	8.68750
999	1989-11-01	8.75000
1000	1989-11-02	8.68750
1001	1989-11-03	8.68750
1002	1989-11-06	8.81250
1003	1989-11-07	8.81250
1004	1989-11-08	8.62500
