Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
"Congo, Dem. Rep.",COD,15367539,15767376.0,16181202.0,16612368.0,17065408.0,17543319,18048341.0,18579012.0,19130171.0,19694467.0,20267009,20845085.0,21431338.0,22032669.0,22658905.0,23316776,24011465.0,24740389.0,25493382.0,26255837.0,27018690.0,27781042.0,28551259.0,29341286.0,30167580.0,31044153.0,31963766.0,32927332.0,33965482.0,35117790.0,36406226.0,37856212.0,39443819.0,41081774.0,42650247.0,44067369.0,45295039.0,46369335.0,47373590.0,48429878.0,49626200.0,50989424.0,52491329.0,54098245.0,55754885.0,57420522.0,59088415.0,60772175.0,62474901.0,64204304.0,65965795.0
"Congo, Rep.",COG,1013581,1039961.0,1067597.0,1096480.0,1126584.0,1157905,1190402.0,1224134.0,1259319.0,1296244.0,1335088,1375987.0,1418826.0,1463231.0,1508675.0,1554793,1601410.0,1648671.0,1696922.0,1746676.0,1798285.0,1851889.0,1907330.0,1964298.0,2022343.0,2081152.0,2140687.0,2201097.0,2262489.0,2325035.0,2388902.0,2453938.0,2520196.0,2588270.0,2658948.0,2732706.0,2810118.0,2890841.0,2973329.0,3055437.0,3135773.0,3213330.0,3288923.0,3365171.0,3445765.0,3533177.0,3628561.0,3730612.0,3836339.0,3941454.0,4042899.0
Costa Rica,CRI,1334004,1381414.0,1430880.0,1481575.0,1532386.0,1582482,1631723.0,1680257.0,1727922.0,1774614.0,1820379,1865039.0,1908913.0,1953184.0,1999429.0,2048812,2101762.0,2158073.0,2217457.0,2279362.0,2343345.0,2409385.0,2477549.0,2547555.0,2619058.0,2691778.0,2765657.0,2840660.0,2916566.0,2993136.0,3070240.0,3147451.0,3224849.0,3303412.0,3384498.0,3468918.0,3557095.0,3648263.0,3740578.0,3831504.0,3919180.0,4002946.0,4083197.0,4160438.0,4235605.0,4309413.0,4381820.0,4452608.0,4522124.0,4590790.0,4658887.0
Cote d'Ivoire,CIV,3638385,3777543.0,3926909.0,4085408.0,4251345.0,4423736,4602382.0,4788525.0,4984378.0,5192919.0,5416416,5655462.0,5909848.0,6180001.0,6466158.0,6768313,7086257.0,7419474.0,7767109.0,8128032.0,8500985.0,8885888.0,9281593.0,9684478.0,10089976.0,10494827.0,10896269.0,11294791.0,11694318.0,12100741.0,12517730.0,12945880.0,13381799.0,13820229.0,14253952.0,14677200.0,15089912.0,15492127.0,15878555.0,16242889.0,16581653.0,16892864.0,17180649.0,17455501.0,17731840.0,18020946.0,18325979.0,18646754.0,18987007.0,19350026.0,19737800.0
Croatia,HRV,4140000,4171672.0,4202104.0,4231408.0,4259680.0,4287000,4313000.0,4339000.0,4364000.0,4387000.0,4411000,4435000.0,4457000.0,4478000.0,4497000.0,4514000,4530000.0,4532000.0,4556000.0,4571000.0,4588000.0,4608000.0,4635000.0,4659000.0,4680000.0,4701000.0,4722000.0,4740000.0,4757000.0,4767000.0,4780000.0,4510000.0,4470000.0,4640000.0,4650000.0,4669000.0,4494000.0,4572000.0,4501000.0,4554000.0,4426000.0,4440000.0,4440000.0,4440000.0,4439000.0,4442000.0,4440000.0,4436000.0,4434000.0,4429078.0,4424161.464
Cuba,CUB,7133582,7281821.0,7441909.0,7609348.0,7777606.0,7941840,8099779.0,8252314.0,8401476.0,8550671.0,8701886,8855989.0,9010586.0,9160532.0,9298895.0,9420828,9525242.0,9614061.0,9689324.0,9754343.0,9812223.0,9862283.0,9905577.0,9949046.0,10001593.0,10069187.0,10155111.0,10256694.0,10366500.0,10473701.0,10570328.0,10654121.0,10727088.0,10790686.0,10847842.0,10900795.0,10949206.0,10992290.0,11031429.0,11068382.0,11104313.0,11140168.0,11175434.0,11208029.0,11234970.0,11254242.0,11265124.0,11268687.0,11266905.0,11262628.0,11257979.0
Cyprus,CYP,572997,576469.0,577768.0,577992.0,578710.0,581056,585400.0,591398.0,598592.0,606224.0,613735,620987.0,628140.0,635261.0,642496.0,649918,657685.0,665676.0,673386.0,680130.0,685510.0,689265.0,691792.0,694146.0,697782.0,703752.0,712396.0,723434.0,736531.0,751100.0,766663.0,783189.0,800707.0,818858.0,837205.0,855424.0,873277.0,890758.0,908059.0,925504.0,943294.0,961482.0,979874.0,998134.0,1015806.0,1032562.0,1048272.0,1063027.0,1077001.0,1090473.0,1103647.0
Czech Republic,CZE,9554000,9631000.0,9687000.0,9726000.0,9754000.0,9774000,9789000.0,9804000.0,9820000.0,9839000.0,9775000,9803000.0,9846000.0,9906000.0,9986000.0,10060000,10104000.0,10150000.0,10193000.0,10232000.0,10232000.0,10264000.0,10289000.0,10308000.0,10322000.0,10335000.0,10341000.0,10348000.0,10356000.0,10362000.0,10363000.0,10309000.0,10318000.0,10331000.0,10336000.0,10331000.0,10315000.0,10304100.0,10294900.0,10283000.0,10273300.0,10224000.0,10204853.0,10207362.0,10216016.0,10235828.0,10269134.0,10334160.0,10424336.0,10487178.0,10525090.0
Denmark,DNK,4581000,4610000.0,4647000.0,4684000.0,4720000.0,4758000,4798000.0,4839000.0,4867000.0,4891000.0,4929000,4963000.0,4992000.0,5022000.0,5045000.0,5060000,5073000.0,5088000.0,5104000.0,5117000.0,5123000.0,5122000.0,5118000.0,5114000.0,5112000.0,5114000.0,5121000.0,5127000.0,5130000.0,5133000.0,5140000.0,5154000.0,5170000.0,5189000.0,5205000.0,5228000.0,5262000.0,5284220.0,5301000.0,5319111.0,5337344.0,5355082.0,5374255.0,5387174.0,5401177.0,5415978.0,5437272.0,5461438.0,5493621.0,5523095.0,5544139.0
Djibouti,DJI,84877,89853.0,95652.0,102165.0,109222.0,116706,124688.0,133253.0,142320.0,151782.0,161622,171519.0,181622.0,192922.0,206763.0,223963,245326.0,270222.0,296307.0,320332.0,340133.0,354304.0,363940.0,372386.0,384409.0,403221.0,430367.0,464202.0,500876.0,534862.0,562290.0,581641.0,594437.0,603534.0,613219.0,626537.0,644434.0,665755.0,688940.0,711573.0,731930.0,749604.0,765283.0,779640.0,793738.0,808367.0,823682.0,839453.0,855636.0,872090.0,888716.0
Dominica,DMA,60015,61034.0,61983.0,62918.0,63920.0,65037,66304.0,67681.0,69041.0,70212.0,71076,71567.0,71737.0,71745.0,71811.0,72092,72648.0,73412.0,74240.0,74922.0,75312.0,75374.0,75166.0,74747.0,74212.0,73637.0,73022.0,72365.0,71740.0,71240.0,70926.0,70842.0,70962.0,71181.0,71350.0,71364.0,71184.0,70846.0,70419.0,70003.0,69672.0,69447.0,69301.0,69200.0,69087.0,68925.0,68700.0,68434.0,68159.0,67922.0,67757.0
Dominican Republic,DOM,3308941,3421385.0,3536474.0,3653809.0,3772937.0,3893484,4015213.0,4137994.0,4261702.0,4386255.0,4511577,4637627.0,4764319.0,4891500.0,5019002.0,5146742,5274591.0,5402683.0,5531528.0,5661827.0,5794074.0,5928429.0,6064722.0,6202698.0,6341950.0,6482152.0,6623094.0,6764750.0,6907171.0,7050480.0,7194666.0,7339826.0,7485619.0,7631076.0,7774932.0,7916309.0,8054768.0,8190620.0,8324680.0,8458164.0,8591967.0,8726256.0,8860760.0,8995398.0,9129965.0,9264267.0,9398285.0,9531954.0,9664948.0,9796852.0,9927320.0
Ecuador,ECU,4439206,4570153.0,4706566.0,4848259.0,4994917.0,5146294,5302370.0,5463176.0,5628565.0,5798368.0,5972464,6150690.0,6333049.0,6519792.0,6711284.0,6907740,7109119.0,7315156.0,7525548.0,7739894.0,7957811.0,8178948.0,8403034.0,8629832.0,8859125.0,9090592.0,9323745.0,9557974.0,9792658.0,10027109.0,10260587.0,10493498.0,10725281.0,10953182.0,11173647.0,11384506.0,11584074.0,11774005.0,11959586.0,12148188.0,12345023.0,12552036.0,12767415.0,12987992.0,13208869.0,13426402.0,13639708.0,13849721.0,14056740.0,14261566.0,14464739.0
"Egypt, Arab Rep.",EGY,27903093,28648825.0,29408697.0,30182426.0,30970067.0,31771227,32586961.0,33415926.0,34252634.0,35089893.0,35923283,36751162.0,37577248.0,38409289.0,39258086.0,40132189,41033408.0,41961731.0,42921556.0,43917526.0,44952497.0,46025305.0,47133557.0,48276547.0,49453054.0,50659625.0,51899728.0,53166492.0,54433720.0,55667119.0,56843275.0,57952386.0,59004372.0,60020423.0,61032081.0,62063810.0,63120498.0,64199588.0,65309201.0,66457136.0,67648419.0,68888032.0,70174632.0,71498433.0,72844998.0,74203215.0,75568453.0,76941572.0,78323298.0,79716203.0,81121077.0
El Salvador,SLV,2773095,2859302.0,2951387.0,3047718.0,3146076.0,3244774,3342957.0,3440705.0,3538389.0,3636782.0,3736311,3836884.0,3937757.0,4037935.0,4136133.0,4231358,4323383.0,4412237.0,4497535.0,4578922.0,4656263.0,4729467.0,4798918.0,4865611.0,4930893.0,4995888.0,5060307.0,5124240.0,5189565.0,5258654.0,5332842.0,5413269.0,5498489.0,5584047.0,5663820.0,5733401.0,5791403.0,5839103.0,5878097.0,5911094.0,5940305.0,5966027.0,5988233.0,6008523.0,6028792.0,6050513.0,6074487.0,6100868.0,6129628.0,6160423.0,6192993.0
Equatorial Guinea,GNQ,252115,255100.0,257941.0,260991.0,264745.0,269429,275472.0,282446.0,288703.0,292015.0,290907,284913.0,274893.0,262377.0,249569.0,238240,228534.0,220448.0,215415.0,215116.0,220582.0,232676.0,250712.0,272217.0,293701.0,312634.0,328119.0,340825.0,351694.0,362325.0,373887.0,386536.0,399843.0,413730.0,428005.0,442527.0,457321.0,472486.0,488039.0,504001.0,520380.0,537195.0,554429.0,571999.0,589794.0,607739.0,625777.0,643936.0,662327.0,681115.0,700401.0
Eritrea,ERI,1423599,1459988.0,1497855.0,1537105.0,1577613.0,1619301,1662247.0,1706539.0,1752123.0,1798934.0,1847000,1896028.0,1946213.0,1998632.0,2054727.0,2115400,2181178.0,2251397.0,2324290.0,2397387.0,2468902.0,2537333.0,2602966.0,2667868.0,2735121.0,2806456.0,2884388.0,2967048.0,3046674.0,3112654.0,3158295.0,3180430.0,3184019.0,3180541.0,3186063.0,3212503.0,3263016.0,3335157.0,3428264.0,3539885.0,3667576.0,3812473.0,3973973.0,4145500.0,4318343.0,4486155.0,4645837.0,4798561.0,4947521.0,5097998.0,5253676.0
Estonia,EST,1215999,1229604.8,1244347.2,1259865.6,1275552.0,1291000,1306236.8,1321185.6,1335886.4,1350475.2,1365000,1379395.2,1393702.4,1407561.6,1420428.8,1432000,1442318.4,1451265.6,1459444.8,1467824.0,1477000.0,1488000.0,1498000.0,1509000.0,1519000.0,1529000.0,1540000.0,1552000.0,1562000.0,1568000.0,1569000.0,1561000.0,1533000.0,1494000.0,1463000.0,1437000.0,1416000.0,1400000.0,1386200.0,1375649.334,1369512.615,1364097.505,1358641.015,1353520.149,1348998.517,1346097.0,1343547.0,1341672.0,1340675.0,1340271.0,1339646.0
Ethiopia,ETH,22553350,23084406.0,23645508.0,24234254.0,24846785.0,25480202,26128435.0,26790992.0,27476546.0,28197484.0,28959382,29777985.0,30642920.0,31503206.0,32289683.0,32958964,33486288.0,33903618.0,34294030.0,34773640.0,35426282.0,36282554.0,37319328.0,38500829.0,39768079.0,41077517.0,42417873.0,43802479.0,45240322.0,46747612.0,48333261.0,49998845.0,51730288.0,53502211.0,55281054.0,57042197.0,58774378.0,60481739.0,62174171.0,63868806.0,65577897.0,67303731.0,69040669.0,70784012.0,72526620.0,74263861.0,75993403.0,77718436.0,79446419.0,81187751.0,82949541.0
Faeroe Islands,FRO,34334,34793.0,35210.0,35597.0,35985.0,36391,36820.0,37262.0,37707.0,38139.0,38547,38928.0,39288.0,39641.0,40008.0,40403,40829.0,41281.0,41757.0,42258.0,42779.0,43305.0,43831.0,44364.0,44920.0,45497.0,46133.0,46802.0,47370.0,47659.0,47558.0,46995.0,46050.0,44953.0,44022.0,43483.0,43416.0,43746.0,44358.0,45070.0,45743.0,46358.0,46944.0,47472.0,47915.0,48258.0,48475.0,48572.0,48597.0,48625.0,48708.0
Fiji,FJI,393366,407137.0,421563.0,436199.0,450447.0,463885,476334.0,487922.0,498903.0,509680.0,520555,531631.0,542846.0,554147.0,565426.0,576634,587565.0,598298.0,609387.0,621579.0,635297.0,651006.0,668259.0,685461.0,700434.0,711703.0,718535.0,721637.0,722753.0,724404.0,728390.0,735262.0,744396.0,754981.0,765725.0,775651.0,784713.0,793165.0,800685.0,806927.0,811718.0,814780.0,816336.0,817339.0,819102.0,822553.0,828046.0,835267.0,843651.0,852323.0,860623.0
Finland,FIN,4430001,4461000.0,4491000.0,4523000.0,4549000.0,4564000,4581000.0,4606000.0,4627000.0,4624000.0,4606000,4616000.0,4640000.0,4666000.0,4691000.0,4711000,4726000.0,4739000.0,4753000.0,4765000.0,4780000.0,4800000.0,4827000.0,4856000.0,4882000.0,4902000.0,4918000.0,4933000.0,4951000.0,4962000.0,4986000.0,5014000.0,5042000.0,5066000.0,5089000.0,5108000.0,5125000.0,5139835.0,5153000.0,5165446.687,5176197.681,5187995.412,5200596.876,5212995.694,5228143.171,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363624.0
France,FRA,46613691,47229796.0,47891667.0,48567068.0,49212466.0,49796874,50305536.0,50747150.0,51142971.0,51525991.0,51919493,52331866.0,52753462.0,53168333.0,53552746.0,53890965,54177417.0,54421950.0,54642919.0,54866304.0,55111030.0,55382757.0,55676419.0,55986998.0,56305397.0,56624364.0,56944579.0,57267262.0,57586103.0,57893172.0,58183174.0,58454894.0,58711078.0,58955673.0,59194619.0,59433490.0,59670985.0,59909141.0,60160764.0,60351778.0,60762169.0,61201676.0,61644062.0,62078165.0,62532556.0,63001253.0,63437350.0,63826178.0,64188219.0,64542729.0,64876618.43
French Polynesia,PYF,79335,81695.0,84206.0,86887.0,89768.0,92859,96177.0,99708.0,103387.0,107129.0,110872,114591.0,118303.0,122041.0,125862.0,129803,133865.0,138027.0,142290.0,146651.0,151098.0,155637.0,160251.0,164893.0,169500.0,174024.0,178450.0,182788.0,187044.0,191237.0,195383.0,199464.0,203481.0,207494.0,211583.0,215798.0,220172.0,224667.0,229171.0,233532.0,237638.0,241448.0,245000.0,248357.0,251622.0,254870.0,258119.0,261345.0,264541.0,267685.0,270764.0
Gabon,GAB,485732,488394.0,491385.0,494663.0,498162.0,501880,505765.0,509973.0,514963.0,521339.0,529526,539728.0,551811.0,565441.0,580101.0,595417,611293.0,627846.0,645160.0,663387.0,682641.0,702923.0,724185.0,746424.0,769635.0,793810.0,818863.0,844775.0,871675.0,899739.0,929044.0,959631.0,991289.0,1023531.0,1055707.0,1087327.0,1118215.0,1148416.0,1177936.0,1206862.0,1235274.0,1263165.0,1290532.0,1317484.0,1344171.0,1370729.0,1397192.0,1423637.0,1450310.0,1477514.0,1505463.0
"Gambia, The",GMB,372625,382164.0,389768.0,396158.0,402436.0,409450,417350.0,426005.0,435647.0,446488.0,458663,472432.0,487790.0,504267.0,521186.0,538110,554910.0,571891.0,589570.0,608680.0,629786.0,652817.0,677685.0,704894.0,735056.0,768460.0,805491.0,845642.0,887224.0,927937.0,966151.0,1001252.0,1033748.0,1064522.0,1094974.0,1126183.0,1158308.0,1191155.0,1225044.0,1260283.0,1297084.0,1335674.0,1376035.0,1417818.0,1460493.0,1503678.0,1547259.0,1591357.0,1636107.0,1681734.0,1728394.0
Georgia,GEO,3645600,3703600.0,3760300.0,3816100.0,3870300.0,3921600,3966700.0,4005800.0,4042300.0,4080300.0,3967800,4009400.0,4205300.0,4242500.0,4279500.0,4311200,4342400.0,4372100.0,4397700.0,4430200.0,4467700.0,4504500.0,4542800.0,4582900.0,4622200.0,4662900.0,4704500.0,4743500.0,4790700.0,4803300.0,4802000.0,4835900.0,4873500.0,4911100.0,4861600.0,4734000.0,4616100.0,4531600.0,4487300.0,4452500.0,4418300.0,4386400.0,4357000.0,4328900.0,4318300.0,4361200.0,4398000.0,4388400.0,4383700.0,4410800.0,4452800.0
Germany,DEU,72674000,73300000.0,73939000.0,74544000.0,74954000.0,75639000,76206000.0,76368000.0,76584000.0,77143000.0,77719000,78363000.0,78715000.0,78956000.0,78979000.0,78679000,78317000.0,78166000.0,78083000.0,78104000.0,78303000.0,78418000.0,78335000.0,78122000.0,77846000.0,77698000.0,77728000.0,77840000.0,78144000.0,78752000.0,79433000.0,80014000.0,80624000.0,81156000.0,81516000.0,81642000.0,81912000.0,82071000.0,82047000.0,82087000.0,82210000.0,82333000.0,82508000.0,82541000.0,82516250.0,82469400.0,82376451.0,82266372.0,82110097.0,81902307.0,81702329.0
Ghana,GHA,6742107,6958364.0,7179577.0,7399678.0,7610752.0,7807845,7986643.0,8150359.0,8310713.0,8484140.0,8681818,8911291.0,9167822.0,9435673.0,9692196.0,9922663,10119038.0,10290712.0,10461377.0,10664342.0,10922708.0,11246007.0,11624726.0,12039663.0,12462279.0,12871965.0,13261929.0,13638708.0,14010951.0,14392619.0,14793415.0,15216133.0,15655847.0,16105502.0,16554855.0,16996901.0,17429209.0,17855250.0,18281113.0,18715676.0,19165490.0,19632265.0,20114361.0,20610897.0,21119911.0,21639806.0,22170556.0,22712403.0,23264176.0,23824402.0,24391823.0
Gibraltar,GIB,21518,21786.0,22122.0,22501.0,22885.0,23248,23582.0,23894.0,24178.0,24431.0,24654,24838.0,24985.0,25117.0,25262.0,25440,25663.0,25920.0,26182.0,26406.0,26565.0,26648.0,26667.0,26647.0,26619.0,26608.0,26620.0,26650.0,26697.0,26757.0,26830.0,26921.0,27032.0,27145.0,27233.0,27283.0,27279.0,27231.0,27188.0,27214.0,27348.0,27615.0,27989.0,28410.0,28793.0,29075.0,29237.0,29296.0,29287.0,29257.0,29244.0
Greece,GRC,8327000,8398000.0,8448000.0,8480000.0,8510000.0,8550000,8614000.0,8716000.0,8741000.0,8773000.0,8793000,8831000.0,8889000.0,8929000.0,8962000.0,9047000,9167000.0,9309000.0,9430000.0,9548000.0,9643000.0,9729000.0,9790000.0,9847000.0,9896000.0,9934000.0,9964000.0,10001000.0,10037000.0,10090000.0,10161000.0,10260000.0,10370000.0,10466000.0,10553000.0,10634000.0,10709000.0,10777000.0,10835000.0,10883000.0,10917482.0,10949957.0,10987543.0,11023514.0,11061701.0,11103965.0,11148460.0,11192763.0,11237094.0,11282760.0,11319048.0
Greenland,GRL,32500,33700.0,35000.0,36400.0,37600.0,39200,40500.0,41900.0,43400.0,44900.0,46400,47200.0,48300.0,49000.0,49500.0,49600,49700.0,49400.0,49200.0,49600.0,50200.0,51000.0,51500.0,52100.0,52700.0,53200.0,53500.0,54100.0,54800.0,55300.0,55600.0,55500.0,55300.0,55200.0,55500.0,55800.0,55900.0,56000.0,56100.0,56100.0,56200.0,56350.0,56600.0,56765.0,56912.0,56935.0,56774.0,56555.0,56328.0,56323.0,56534.0
Grenada,GRD,89844,91243.0,92408.0,93338.0,94050.0,94561,94858.0,94937.0,94846.0,94649.0,94393,94140.0,93896.0,93588.0,93108.0,92408,91386.0,90134.0,89011.0,88508.0,88936.0,90504.0,93015.0,95903.0,98359.0,99824.0,100062.0,99296.0,97978.0,96785.0,96200.0,96368.0,97113.0,98212.0,99313.0,100163.0,100707.0,101039.0,101219.0,101354.0,101522.0,101731.0,101954.0,102195.0,102455.0,102734.0,103037.0,103368.0,103723.0,104097.0,104487.0
Guam,GUM,67436,68835.0,70441.0,72202.0,74044.0,75911,77789.0,79687.0,81598.0,83522.0,85459,87402.0,89350.0,91316.0,93322.0,95380,97496.0,99669.0,101903.0,104204.0,106572.0,109001.0,111489.0,114050.0,116705.0,119464.0,122333.0,125288.0,128260.0,131157.0,133914.0,136518.0,138981.0,141304.0,143492.0,145559.0,147481.0,149279.0,151065.0,152987.0,155147.0,157596.0,160292.0,163121.0,165918.0,168565.0,171024.0,173334.0,175538.0,177707.0,179896.0
Guatemala,GTM,4158956,4273585.0,4391307.0,4512133.0,4636016.0,4762956,4892812.0,5025681.0,5162058.0,5302604.0,5447687,5597742.0,5752386.0,5910205.0,6069254.0,6228224,6386403.0,6544422.0,6703955.0,6867413.0,7036484.0,7211938.0,7393131.0,7578625.0,7766291.0,7954682.0,8143365.0,8333124.0,8525211.0,8721429.0,8923131.0,9131088.0,9345130.0,9564571.0,9788284.0,10015675.0,10246429.0,10481515.0,10723154.0,10974314.0,11237101.0,11512637.0,11800351.0,12098576.0,12404764.0,12717154.0,13034904.0,13358842.0,13690846.0,14033623.0,14388929.0
Guinea,GIN,3540756,3592879.0,3645873.0,3700897.0,3759549.0,3822583,3890947.0,3963201.0,4034827.0,4099723.0,4153653,4195876.0,4228217.0,4252351.0,4270991.0,4286863,4300114.0,4312321.0,4329468.0,4359115.0,4406831.0,4477191.0,4569938.0,4679999.0,4799450.0,4923603.0,5045781.0,5170120.0,5315182.0,5506436.0,5759374.0,6083795.0,6466435.0,6871525.0,7249558.0,7565235.0,7805735.0,7982155.0,8112650.0,8226138.0,8344486.0,8472339.0,8604936.0,8743954.0,8889321.0,9041448.0,9201941.0,9373619.0,9559110.0,9761217.0,9981590.0
Guinea-Bissau,GNB,593289,595705.0,597352.0,598224.0,598294.0,597695,596340.0,594699.0,594145.0,596459.0,602916,613847.0,628890.0,647703.0,669656.0,694113,721220.0,750655.0,780721.0,809221.0,834611.0,856143.0,874270.0,890152.0,905580.0,921889.0,939371.0,957688.0,976802.0,996520.0,1016695.0,1037431.0,1058839.0,1080767.0,1103003.0,1125392.0,1147908.0,1170619.0,1193585.0,1216902.0,1240655.0,1264855.0,1289526.0,1314795.0,1340814.0,1367695.0,1395492.0,1424191.0,1453757.0,1484120.0,1515224.0
Guyana,GUY,560184,575863.0,591554.0,607423.0,623694.0,640447,657885.0,675725.0,692968.0,708276.0,720738,729796.0,735823.0,739970.0,743915.0,748809,755174.0,762481.0,769570.0,774748.0,776856.0,775589.0,771521.0,765434.0,758499.0,751636.0,745015.0,738589.0,732806.0,728147.0,724931.0,723448.0,723615.0,724909.0,726552.0,727979.0,728990.0,729743.0,730458.0,731496.0,733101.0,735327.0,738011.0,740925.0,743743.0,746235.0,748321.0,750068.0,751578.0,753013.0,754493.0
Haiti,HTI,3867502,3944791.0,4024114.0,4105331.0,4188276.0,4272760,4359031.0,4446944.0,4535485.0,4623315.0,4709644,4794158.0,4877645.0,4961817.0,5049035.0,5141143,5238431.0,5340812.0,5449236.0,5564724.0,5687812.0,5819084.0,5957920.0,6102119.0,6248634.0,6395193.0,6540928.0,6686182.0,6831374.0,6977397.0,7124877.0,7273530.0,7422881.0,7573160.0,7724690.0,7877569.0,8031903.0,8187204.0,8342233.0,8495358.0,8645371.0,8791931.0,8935252.0,9075399.0,9212634.0,9347262.0,9479136.0,9608453.0,9736332.0,9864241.0,9993247.0
Honduras,HND,1999530,2066098.0,2136100.0,2207969.0,2279568.0,2349455,2417101.0,2483231.0,2549206.0,2617017.0,2688208,2763122.0,2841609.0,2924118.0,3011047.0,3102649,3199231.0,3300735.0,3406539.0,3515736.0,3627640.0,3741932.0,3858691.0,3978080.0,4100422.0,4225870.0,4354245.0,4485151.0,4618245.0,4753109.0,4889311.0,5026843.0,5165380.0,5303798.0,5440691.0,5575099.0,5706605.0,5835607.0,5963008.0,6090164.0,6218151.0,6347272.0,6477525.0,6609337.0,6743128.0,6879243.0,7017769.0,7158819.0,7302742.0,7449923.0,7600524.0
"Hong Kong SAR, China",HKG,3075605,3168100.0,3305200.0,3420900.0,3504600.0,3597900,3629900.0,3722800.0,3802700.0,3863900.0,3959000,4045300.0,4123600.0,4241600.0,4334200.0,4461600,4518000.0,4583700.0,4667500.0,4929700.0,5063100.0,5183400.0,5264500.0,5345100.0,5397900.0,5456200.0,5524600.0,5590500.0,5627600.0,5686200.0,5704500.0,5752000.0,5800500.0,5901000.0,6035400.0,6156100.0,6435500.0,6489300.0,6543700.0,6606500.0,6665000.0,6714300.0,6744100.0,6730800.0,6783500.0,6813200.0,6857100.0,6925900.0,6977700.0,7003700.0,7067800.0
Hungary,HUN,9984002,10029000.0,10062000.0,10091000.0,10124000.0,10153000,10185000.0,10224000.0,10264000.0,10303000.0,10337000,10365000.0,10394000.0,10436000.0,10471000.0,10532000,10589000.0,10637000.0,10673000.0,10698000.0,10707475.0,10700112.0,10683105.0,10655833.0,10619374.0,10579086.0,10534296.0,10486429.0,10442541.0,10398261.0,10373988.0,10373400.0,10369341.0,10357522.0,10343355.0,10328965.0,10311238.0,10290486.0,10266570.0,10237530.0,10210971.0,10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10008703.0
Iceland,ISL,175998,179000.0,182000.0,185000.0,190000.0,194000,197000.0,199000.0,201000.0,203000.0,204000,206000.0,209000.0,212000.0,215000.0,218000,220000.0,222000.0,224000.0,226000.0,228000.0,231000.0,234000.0,237000.0,239000.0,241000.0,243000.0,246000.0,249900.0,252700.0,254800.0,258000.0,261100.0,263800.0,266000.0,268000.0,270000.0,272000.0,274000.0,277500.0,281000.0,285000.0,288000.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,317398.0
India,IND,434849000,444470443.2,454584939.2,465132643.2,476060851.2,487324000,498883667.2,510708571.2,522774571.2,535064667.2,547569000,560267504.0,573129907.2,586219814.4,599642665.6,613459000,627632414.4,642133646.4,656940574.4,672020870.4,687332000.0,702821222.4,718425590.4,734071950.4,749676942.4,765147000.0,781893000.0,798680000.0,815590000.0,832535000.0,849515000.0,866530000.0,882821000.0,899329000.0,915697000.0,932180000.0,948758852.9,965428183.1,982182462.1,999016010.5,1015923000.0,1032473426.0,1048640721.0,1064398612.0,1079721194.0,1094583000.0,1109811147.0,1124786997.0,1139964932.0,1155347678.0,1170938000.0
Indonesia,IDN,91946612,94225771.0,96582241.0,99018230.0,101538797.0,104146696,106839814.0,109612753.0,112461009.0,115379062.0,118361740,121405753.0,124507744.0,127662293.0,130863441.0,134105926,137382075.0,140688052.0,144026720.0,147403681.0,150820044.0,154275429.0,157758440.0,161245684.0,164706919.0,168119209.0,171472345.0,174767379.0,178006800.0,181197879.0,184345939.0,187451800.0,190512441.0,193525648.0,196488446.0,199400339.0,202257039.0,205063468.0,207839287.0,210610776.0,213395411.0,216203499.0,219026365.0,221839235.0,224606531.0,227303175.0,229918547.0,232461746.0,234951154.0,237414495.0,239870937.0
"Iran, Islamic Rep.",IRN,21999103,22571865.0,23163924.0,23775945.0,24408927.0,25063612,25743217.0,26448218.0,27173692.0,27912687.0,28662011,29421198.0,30197689.0,31006191.0,31866190.0,32793173,33788867.0,34853522.0,35998637.0,37237306.0,38576541.0,40012129.0,41533339.0,43130529.0,44790735.0,46497235.0,48257311.0,50052662.0,51810746.0,53437770.0,54870583.0,56071545.0,57067645.0,57940444.0,58808655.0,59757114.0,60815686.0,61955730.0,63133032.0,64278307.0,65342319.0,66313553.0,67212850.0,68061695.0,68893323.0,69732007.0,70582086.0,71435498.0,72289291.0,73137148.0,73973630.0
Iraq,IRQ,7379922,7570069.0,7773193.0,7991619.0,8227763.0,8483109,8759064.0,9054873.0,9367055.0,9690613.0,10021785,10358219.0,10700247.0,11049889.0,11410460.0,11783644,12157292.35,12542788.74,12940508.86,13350840.32,13774183.0,14137046.07,14509468.29,14891701.5,15284004.15,15686641.5,16158856.7,16645287.01,17146360.33,17662517.47,18194212.5,18706560.72,19233336.65,19774946.56,20331808.18,20904351.0,21545637.53,22206596.93,22887832.69,23589966.85,24313640.5,24937728.45,25577835.63,26234373.22,26907762.96,27598437.43,28432903.78,29292601.06,30178292.15,31090762.99,32030823.3
