NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
63053073718,4064485,Generation,29/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.111,0.0,0.062,0.724,0.87,0.401,0.326,0.146,0.153,0.112,0.03,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,30/5/2017,No,0.12,0.107,0.12,0.12,0.121,0.121,0.121,0.106,0.118,0.12,0.118,0.114,0.109,0.105,0.115,0.114,0.113,0.16,0.065,0.0,0.01,0.026,0.0,0.0,0.001,0.0,0.0,0.001,0.01,0.003,0.032,0.031,0.093,0.089,0.105,0.112,0.116,0.121,0.103,0.116,0.097,0.11,1.228,1.522,1.655,1.506,1.764,1.541
63053073718,4064485,Generation,30/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.096,0.015,0.336,0.346,0.135,0.189,0.259,0.156,0.045,0.068,0.032,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,31/5/2017,No,0.741,0.569,0.413,0.181,0.432,0.288,0.218,0.386,0.207,0.291,0.349,0.159,0.297,0.383,0.403,0.349,0.348,0.038,0.012,0.0,0.0,0.003,0.0,0.016,0.0,0.0,0.003,0.0,0.01,0.003,0.004,0.002,0.037,0.056,0.072,0.068,0.069,0.063,0.076,0.077,0.17,0.116,0.082,0.061,0.076,1.137,1.496,1.57
63053073718,4064485,Generation,31/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.19,0.133,0.491,0.343,0.102,0.041,0.312,0.288,0.036,0.071,0.054,0.072,0.069,0.057,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,1/6/2017,No,1.49,1.82,1.794,1.279,0.984,0.915,0.924,0.962,0.941,0.999,0.981,0.983,0.955,0.158,0.213,0.441,0.31,0.273,0.221,0.183,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.013,0.041,0.071,0.069,0.068,0.063,0.066,0.076,0.077,0.074,0.062,0.067,0.114,1.683,1.466,1.183
63053073718,4064485,Generation,1/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.298,0.216,0.342,0.357,0.246,0.241,0.203,0.13,0.152,0.041,0.127,0.036,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,2/6/2017,No,1.227,1.105,0.61,0.321,0.342,0.366,0.381,0.394,0.43,0.435,0.466,0.448,0.506,0.529,0.565,0.396,0.279,0.192,0.238,0.179,0.629,0.919,0.627,0.606,0.134,0.003,0.0,0.018,0.013,0.009,0.0,0.033,0.058,0.073,0.073,0.07,0.061,0.068,0.076,0.076,0.073,0.07,0.066,0.233,1.917,0.969,1.471,1.484
63053073718,4064485,Generation,2/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.067,0.083,0.133,0.04,0.096,0.242,0.335,0.345,0.222,0.066,0.016,0.029,0.101,0.007,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,3/6/2017,No,1.248,1.254,1.328,1.406,1.239,0.66,0.45,0.493,0.537,0.56,0.581,0.543,0.235,0.36,0.442,0.375,0.842,0.518,0.192,0.098,0.243,0.957,0.417,1.131,1.045,0.503,0.356,1.423,1.023,0.179,0.221,0.126,0.118,0.351,0.209,0.322,1.086,0.388,0.355,0.754,0.635,0.672,1.708,0.354,0.226,0.387,0.157,0.167
63053073718,4064485,Generation,3/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.038,0.0,0.0,0.095,0.197,0.0,0.0,0.014,0.009,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,4/6/2017,No,0.369,0.374,0.186,0.35,0.309,0.084,0.238,0.127,0.074,0.209,0.351,0.232,0.262,0.356,0.33,0.354,0.236,0.156,0.176,0.0,0.029,0.006,0.0,0.0,0.051,0.121,0.011,0.239,0.224,0.279,0.399,0.087,0.286,0.338,0.114,1.926,1.872,1.24,0.823,0.344,0.732,0.547,0.585,0.802,0.816,0.758,0.355,0.571
63053073718,4064485,Generation,4/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.103,0.357,0.591,0.828,0.743,0.916,0.158,0.055,0.042,0.003,0.023,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,5/6/2017,No,0.661,0.798,1.009,0.643,0.651,0.667,0.966,1.071,1.118,1.177,1.389,1.28,0.998,0.55,0.52,0.485,0.265,0.176,0.292,0.188,0.129,0.06,0.038,0.0,0.026,0.022,0.0,0.532,0.249,0.105,0.018,0.088,0.314,0.555,0.627,1.458,1.306,1.03,0.781,0.288,0.48,0.411,0.386,0.313,0.292,0.436,0.665,0.23
63053073718,4064485,Generation,5/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.143,0.38,0.12,0.036,0.302,0.027,0.066,0.023,0.051,0.032,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,6/6/2017,No,0.301,0.334,0.486,0.539,0.476,0.493,0.593,0.652,0.676,0.775,0.904,1.294,1.234,1.269,1.254,0.696,0.239,0.254,0.196,0.47,0.147,0.169,0.041,0.063,0.524,0.69,0.091,0.122,0.25,0.432,0.381,0.437,0.406,0.518,0.732,0.948,0.375,0.44,0.633,0.734,0.675,0.623,0.616,0.387,0.344,0.291,0.375,0.284
63053073718,4064485,Generation,6/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.13,0.127,0.15,0.001,0.088,0.201,0.304,0.004,0.056,0.17,0.117,0.054,0.026,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,7/6/2017,No,0.265,0.27,0.413,0.553,0.708,0.842,0.92,0.873,0.957,0.945,1.049,1.1,1.175,1.297,0.898,0.315,0.576,0.088,0.0,0.0,0.0,0.0,0.0,0.005,0.498,0.689,0.805,0.878,0.6,0.347,0.845,0.748,0.686,0.686,0.496,0.58,0.404,0.512,0.428,0.758,0.451,1.236,1.615,0.783,0.281,0.567,0.689,0.548
63053073718,4064485,Generation,7/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.422,0.634,0.884,0.902,0.921,0.631,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,8/6/2017,No,0.112,0.162,0.612,0.743,0.917,1.167,1.196,1.314,1.383,1.4,1.575,1.584,1.727,1.633,1.648,1.629,0.786,0.565,0.252,0.024,0.005,0.051,0.203,0.039,0.227,0.067,0.015,0.127,0.131,0.118,0.141,0.215,0.068,0.432,0.308,0.403,0.424,0.23,0.397,0.318,0.232,0.314,0.103,0.094,0.102,0.265,0.871,1.073
63053073718,4064485,Generation,8/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.196,0.059,0.29,0.478,0.184,0.003,0.023,0.11,0.017,0.079,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,9/6/2017,No,0.71,0.761,0.88,0.484,0.483,0.562,0.586,0.825,0.793,0.804,0.79,0.406,0.59,0.625,0.641,0.566,0.578,0.457,0.2,0.043,0.009,0.67,0.372,0.112,0.719,0.899,0.903,1.222,0.779,1.891,0.315,1.151,0.267,0.182,0.502,1.348,0.76,1.282,0.616,0.564,0.629,0.739,0.731,0.256,0.301,0.407,0.494,0.491
63053073718,4064485,Generation,9/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.326,0.1,0.042,0.073,0.061,0.006,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,10/6/2017,No,0.616,0.901,0.546,0.769,0.805,0.788,0.812,0.938,0.811,0.79,0.81,0.778,0.802,0.755,0.838,0.945,1.055,0.286,0.008,0.0,0.0,0.024,0.0,0.0,0.208,0.565,0.187,1.221,0.425,0.4,1.464,0.403,0.093,0.25,0.369,0.358,0.201,0.089,0.971,0.564,0.398,0.543,1.825,1.045,0.325,0.514,0.599,0.619
63053073718,4064485,Generation,10/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.514,0.475,0.605,0.802,0.797,0.128,0.001,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,11/6/2017,No,0.745,0.752,0.79,0.865,0.809,0.791,0.794,0.783,0.761,0.813,0.88,0.812,0.826,0.803,0.777,0.8,1.3,0.947,1.485,1.066,0.569,0.376,0.127,0.283,0.391,0.028,0.216,0.014,0.178,0.745,0.074,1.427,1.388,0.227,0.205,0.245,0.373,0.674,0.68,0.376,0.427,0.545,0.51,0.185,0.305,0.355,0.344,0.44
63053073718,4064485,Generation,11/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.013,0.022,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,12/6/2017,No,0.534,0.745,0.63,0.776,0.476,0.716,0.694,0.743,0.871,0.816,0.787,0.827,0.775,0.73,0.747,0.895,0.607,0.385,0.219,0.048,0.086,0.041,0.637,0.462,0.178,0.085,1.119,0.283,1.314,1.586,1.334,1.43,1.281,0.606,0.598,1.051,1.188,0.584,0.266,0.522,0.371,0.252,0.547,0.188,0.179,0.151,0.147,0.225
63053073718,4064485,Generation,12/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.014,0.023,0.0,0.0,0.003,0.205,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,13/6/2017,No,0.336,0.399,0.485,0.502,0.567,0.694,0.56,0.578,0.694,0.63,0.735,0.367,0.41,0.359,0.363,0.399,0.21,0.038,0.138,0.21,0.134,0.22,0.498,0.216,0.413,0.389,0.046,0.002,0.036,0.246,0.032,0.097,0.204,0.084,0.242,0.321,0.15,0.346,0.387,0.231,0.521,0.4,0.82,0.131,0.653,0.334,0.421,0.515
63053073718,4064485,Generation,13/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.026,0.013,0.024,0.094,0.0,0.0,0.059,0.059,0.076,0.172,0.147,0.006,0.077,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,14/6/2017,No,0.543,0.588,0.623,0.676,0.742,0.838,0.854,0.84,0.84,0.881,0.869,0.87,1.115,0.8,0.845,0.885,0.902,0.421,0.283,0.803,0.581,0.411,1.106,0.401,0.686,1.168,1.44,1.415,1.998,1.743,0.402,0.583,0.898,1.031,1.204,1.165,1.353,1.559,1.339,1.203,1.315,1.078,0.626,0.445,0.28,0.269,0.139,0.212
63053073718,4064485,Generation,14/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.018,0.003,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,15/6/2017,No,0.303,0.392,0.472,0.534,0.599,0.655,0.657,0.673,0.764,0.816,0.859,0.852,0.84,0.868,0.657,0.553,0.336,0.263,0.837,0.857,0.783,0.632,0.536,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.624,0.982,1.222,1.335,1.204,1.13,0.721,0.262,0.264,0.465,0.375,0.972,0.119,0.101,0.105,0.158,0.246
63053073718,4064485,Generation,15/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.027,0.0,0.0,0.219,0.262,0.279,0.236,0.233,0.08,0.084,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,16/6/2017,No,0.326,0.385,0.583,0.698,0.764,0.758,0.721,0.74,0.74,0.789,0.793,0.755,0.825,0.828,0.831,0.453,0.269,0.253,0.477,0.964,0.366,1.136,0.796,0.761,0.952,1.216,0.269,0.024,0.326,0.286,0.095,0.257,0.864,0.652,0.434,0.2,0.561,0.403,0.467,0.529,0.562,0.468,0.793,0.449,0.331,0.106,0.126,0.167
63053073718,4064485,Generation,16/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.164,0.0,0.067,0.159,0.004,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,17/6/2017,No,0.227,0.339,0.459,0.514,0.581,0.702,0.668,0.522,0.659,0.685,0.771,0.779,0.799,0.762,0.769,0.324,0.258,0.162,0.023,0.031,0.0,0.2,0.0,0.0,0.121,0.273,0.31,0.229,0.177,0.353,0.034,0.045,0.135,0.379,0.153,0.315,0.321,0.202,0.376,0.521,0.381,0.844,0.256,0.093,0.126,0.272,0.226,0.328
63053073718,4064485,Generation,17/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.299,0.531,0.706,0.239,0.682,0.914,0.185,0.0,0.0,0.0,0.0,0.0,0.042,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,18/6/2017,No,0.417,0.459,0.515,0.606,0.766,0.715,0.692,0.673,0.596,0.221,0.32,0.444,0.348,0.308,0.518,0.49,0.522,0.137,0.103,0.113,0.0,0.0,0.002,0.0,0.016,0.021,0.039,0.083,0.199,0.119,1.215,0.638,0.246,0.145,0.102,0.14,1.016,1.171,0.312,0.302,0.549,0.311,0.267,0.302,0.365,0.145,0.316,0.36
63053073718,4064485,Generation,18/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.047,0.083,0.414,0.169,0.324,0.705,0.194,0.105,0.008,0.001,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,19/6/2017,No,0.205,0.309,0.457,0.501,0.577,0.635,0.733,0.8,0.894,0.923,0.943,0.982,1.081,1.327,1.443,1.043,0.922,0.818,0.676,0.452,0.337,0.096,0.143,0.252,0.126,0.039,0.165,0.056,0.035,0.205,0.469,0.174,0.861,1.623,1.464,1.532,0.794,0.595,0.897,0.689,0.379,0.256,0.759,0.563,0.093,0.131,0.178,0.175
63053073718,4064485,Generation,19/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.138,0.206,0.087,0.279,0.188,0.062,0.142,0.052,0.005,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,20/6/2017,No,0.254,0.337,0.451,0.521,0.623,0.776,0.882,0.783,0.883,0.968,0.984,1.735,1.11,0.619,0.356,0.299,0.084,0.263,0.018,0.0,0.0,0.0,0.0,0.455,0.339,0.402,0.408,0.357,1.362,1.648,1.402,1.552,1.44,1.469,1.577,1.452,1.5,1.325,0.524,0.575,0.487,0.78,0.307,0.652,0.297,0.393,0.534,0.631
63053073718,4064485,Generation,20/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.113,0.307,0.409,0.367,0.437,0.405,0.34,0.114,0.007,0.005,0.015,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,21/6/2017,No,0.709,0.773,0.882,0.897,0.865,0.813,0.819,0.816,0.911,0.647,0.757,0.778,0.399,0.348,0.346,0.486,0.407,0.061,0.027,0.116,0.193,0.194,0.241,0.323,0.675,0.549,0.68,0.691,0.563,0.436,0.343,0.382,0.415,0.486,0.733,0.633,0.598,0.424,0.552,0.467,0.686,0.493,0.468,0.34,0.07,0.085,0.086,0.212
63053073718,4064485,Generation,21/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.023,0.011,0.05,0.042,0.041,0.0,0.0,0.0,0.007,0.0,0.019,0.018,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,22/6/2017,No,0.198,0.167,0.365,0.245,0.335,0.373,0.285,0.472,0.321,0.421,0.373,0.377,0.44,0.446,0.409,0.512,0.261,0.15,0.696,1.107,1.216,0.858,0.38,0.529,0.761,0.602,0.0,0.17,0.857,0.486,0.793,1.078,0.433,2.038,1.22,1.367,0.316,1.317,1.3,1.414,1.444,0.844,0.604,0.572,0.396,0.177,0.104,0.104
63053073718,4064485,Generation,22/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.009,0.172,0.09,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,23/6/2017,No,0.167,0.255,0.287,0.342,0.402,0.404,0.437,0.497,0.561,0.608,0.637,0.691,0.718,0.771,0.79,0.843,0.819,0.172,0.0,0.0,0.0,0.0,0.077,0.007,0.0,0.148,0.088,0.364,0.146,0.302,1.651,0.541,1.26,0.516,1.215,0.528,0.712,0.689,0.317,0.579,0.403,0.736,0.796,0.437,0.099,0.112,0.177,0.121
63053073718,4064485,Generation,23/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.325,0.542,0.709,0.735,0.573,0.954,0.416,0.058,0.108,0.097,0.051,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,24/6/2017,No,0.131,0.173,0.204,0.205,0.222,0.253,0.397,0.46,0.533,0.609,0.312,0.239,0.423,0.156,0.066,0.339,0.546,0.184,0.163,0.24,0.248,0.224,0.05,0.0,0.006,0.015,0.021,0.019,0.015,0.268,0.286,0.306,0.303,0.357,0.436,0.466,1.087,0.4,0.36,0.319,0.124,0.1,0.103,1.269,1.145,0.503,0.23,0.311
63053073718,4064485,Generation,24/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.19,0.001,0.175,0.14,0.234,0.571,0.904,0.395,0.207,0.129,0.17,0.124,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,25/6/2017,No,0.317,0.386,0.223,0.26,0.382,0.245,0.24,0.379,0.256,0.108,0.351,0.265,0.147,0.317,0.23,0.309,0.311,0.441,0.104,0.639,1.249,0.774,0.79,0.448,0.26,1.233,1.722,2.828,2.302,1.6,1.567,1.998,2.057,2.658,0.565,0.471,1.451,2.654,2.115,0.852,0.824,0.387,0.398,0.118,0.15,0.216,0.207,0.238
63053073718,4064485,Generation,25/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.02,0.023,0.0,0.012,0.009,0.07,0.112,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,26/6/2017,No,0.308,0.411,0.534,0.672,0.639,0.789,0.633,0.675,0.787,0.44,0.454,0.474,0.249,0.293,0.234,0.23,0.395,0.045,0.077,0.084,0.003,0.07,0.181,0.492,0.262,0.274,0.041,0.03,0.088,0.131,0.151,0.185,0.295,0.628,0.472,0.407,0.508,0.501,0.65,0.486,0.843,0.785,0.254,0.098,0.115,0.155,0.198,0.282
63053073718,4064485,Generation,26/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.106,0.106,0.247,0.292,0.158,0.086,0.007,0.072,0.051,0.096,0.043,0.051,0.091,0.06,0.024,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,27/6/2017,No,0.309,0.396,0.493,0.602,0.651,0.755,0.734,0.394,0.552,0.347,0.526,0.336,0.453,0.328,0.354,0.429,0.396,0.226,0.088,0.135,0.198,1.06,2.244,2.252,1.708,0.837,0.329,0.098,0.083,0.905,1.256,1.435,1.728,1.886,1.517,1.526,1.482,0.701,0.547,0.336,0.814,0.891,0.282,0.485,0.295,0.104,0.092,0.108
63053073718,4064485,Generation,27/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.048,0.109,0.045,0.0,0.0,0.0,0.0,0.0,0.035,0.031,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,28/6/2017,No,0.148,0.224,0.296,0.388,0.446,0.482,0.63,0.39,0.229,0.268,0.387,0.173,0.44,0.268,0.611,0.594,0.398,0.448,0.282,0.719,0.065,0.016,0.0,0.005,1.222,1.9,1.041,0.01,0.122,0.142,0.162,0.025,0.207,0.069,0.1,0.267,0.2,0.207,0.365,0.197,0.268,0.162,0.202,0.284,0.481,0.594,0.607,0.615
63053073718,4064485,Generation,28/6/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.138,0.178,0.102,0.027,0.0,0.012,0.14,0.0,0.0,0.0,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,29/6/2017,No,0.562,0.608,0.311,0.383,0.312,0.135,0.187,0.321,0.12,0.205,0.352,0.129,0.264,0.334,0.151,0.322,0.383,0.25,0.305,0.173,0.173,0.285,0.049,0.0,0.0,0.0,0.148,0.01,0.067,0.106,0.206,0.251,0.167,0.232,0.353,0.253,0.282,0.417,0.146,0.336,0.606,0.326,0.496,0.586,0.103,0.075,0.269,0.317
