NMI,METER SERIAL NUMBER,CON/GEN,DATE,ESTIMATED?,00:00 - 00:30,00:30 - 01:00,01:00 - 01:30,01:30 - 02:00,02:00 - 02:30,02:30 - 03:00,03:00 - 03:30,03:30 - 04:00,04:00 - 04:30,04:30 - 05:00,05:00 - 05:30,05:30 - 06:00,06:00 - 06:30,06:30 - 07:00,07:00 - 07:30,07:30 - 08:00,08:00 - 08:30,08:30 - 09:00,09:00 - 09:30,09:30 - 10:00,10:00 - 10:30,10:30 - 11:00,11:00 - 11:30,11:30 - 12:00,12:00 - 12:30,12:30 - 13:00,13:00 - 13:30,13:30 - 14:00,14:00 - 14:30,14:30 - 15:00,15:00 - 15:30,15:30 - 16:00,16:00 - 16:30,16:30 - 17:00,17:00 - 17:30,17:30 - 18:00,18:00 - 18:30,18:30 - 19:00,19:00 - 19:30,19:30 - 20:00,20:00 - 20:30,20:30 - 21:00,21:00 - 21:30,21:30 - 22:00,22:00 - 22:30,22:30 - 23:00,23:00 - 23:30,23:30 - 00:00
63053073718,4064485,Generation,28/4/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.0,0.003,0.044,0.071,0.03,0.008,0.0,0.036,0.01,0.02,0.002,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,29/4/2017,No,0.223,0.065,0.066,0.149,0.126,0.121,0.121,0.072,0.064,0.065,0.064,0.063,0.092,0.133,0.129,0.134,0.712,0.054,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.227,0.276,0.123,0.123,0.14,0.161,0.334,0.373,0.384,0.199,0.486,0.42,0.325,0.348,0.169,0.087,0.071,0.064
63053073718,4064485,Generation,29/4/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.031,0.065,0.497,0.328,0.416,0.493,0.879,0.428,0.386,0.388,0.356,0.234,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,30/4/2017,No,0.062,0.127,0.117,0.114,0.082,0.063,0.062,0.063,0.062,0.094,0.121,0.113,0.21,0.487,0.363,0.161,1.055,1.588,0.255,1.038,0.776,0.163,0.0,0.0,0.0,0.0,0.0,0.145,0.026,0.0,0.0,0.0,0.013,0.064,0.393,0.355,0.163,0.227,0.21,0.349,0.127,0.221,0.528,0.153,0.132,0.078,0.073,0.065
63053073718,4064485,Generation,30/4/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.026,0.0,0.0,0.098,0.356,0.575,0.513,0.362,0.204,0.012,0.155,0.291,0.236,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,1/5/2017,No,0.063,0.063,0.119,0.117,0.112,0.071,0.06,0.059,0.059,0.081,0.118,0.109,0.09,0.178,0.385,0.391,0.622,0.255,0.018,0.203,0.189,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.104,0.024,0.14,0.17,0.233,0.397,0.604,0.529,0.277,0.293,0.369,0.453,0.292,0.2,0.387,0.271,0.124
63053073718,4064485,Generation,1/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.007,0.026,0.001,0.0,0.025,0.503,1.056,0.515,0.064,0.117,0.241,0.234,0.129,0.026,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,2/5/2017,No,0.205,0.487,0.348,0.293,0.358,0.442,0.186,0.068,0.324,0.216,0.06,0.075,0.121,0.114,0.049,0.016,0.144,0.015,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.038,0.19,0.06,0.005,0.285,0.086,0.131,0.134,0.126,0.542,0.571,0.338,0.446,0.413,0.428,0.526,0.09,0.319,0.074,0.072
63053073718,4064485,Generation,2/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.184,0.003,0.396,0.605,0.884,0.5,0.746,0.514,1.06,0.65,0.367,0.226,0.009,0.065,0.0,0.116,0.057,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,3/5/2017,No,0.09,0.116,0.084,0.059,0.06,0.061,0.064,0.062,0.08,0.116,0.084,0.055,0.282,0.33,0.35,0.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.02,0.052,0.055,0.303,0.626,0.521,0.509,0.44,0.433,0.159,0.092,0.123,0.118,0.071,0.058
63053073718,4064485,Generation,3/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.188,0.654,1.001,1.184,1.166,1.33,1.297,0.722,0.561,0.278,0.271,0.278,0.202,0.088,0.056,0.055,0.023,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,4/5/2017,No,0.175,0.326,0.065,0.062,0.162,0.116,0.063,0.055,0.055,0.055,0.054,0.06,0.461,0.39,0.513,0.185,0.0,0.0,0.06,0.004,0.008,0.0,0.0,0.321,0.199,0.415,0.284,0.281,0.023,0.003,0.543,0.166,0.172,0.11,0.13,0.115,0.061,0.058,0.06,0.059,0.233,0.357,0.117,0.075,0.058,0.058,0.058,0.057
63053073718,4064485,Generation,4/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.561,0.882,0.044,0.043,0.041,0.081,0.385,0.069,0.002,0.0,0.0,0.0,0.012,0.023,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,5/5/2017,No,0.079,0.116,0.1,0.057,0.061,0.061,0.06,0.061,0.107,0.13,0.176,0.093,0.251,0.415,0.385,0.124,0.056,0.0,0.0,0.0,0.091,0.015,0.037,0.079,0.064,0.893,0.748,0.838,0.83,0.786,0.831,0.375,0.155,0.072,0.07,0.063,0.101,0.268,0.067,0.126,0.116,0.241,0.213,0.064,0.062,0.061,0.06,0.104
63053073718,4064485,Generation,5/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.108,0.536,0.896,0.924,0.697,0.751,0.761,0.523,0.23,0.004,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,6/5/2017,No,0.115,0.112,0.098,0.059,0.062,0.062,0.061,0.085,0.121,0.11,0.087,0.056,0.058,0.067,0.376,0.147,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.071,0.225,0.073,0.024,0.03,0.074,0.069,0.097,0.127,0.22,0.215,0.216,0.09,0.059,0.075,0.059,0.079,0.073,0.078,1.362,1.184,1.207,1.19,1.206
63053073718,4064485,Generation,6/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.421,0.763,0.868,0.975,1.185,1.04,0.99,0.711,0.031,0.0,0.079,0.062,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,7/5/2017,No,1.058,1.126,1.116,0.474,0.089,0.059,0.08,0.075,0.062,0.075,0.058,0.077,0.051,0.073,0.085,0.268,0.045,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.0,0.001,0.039,0.069,0.231,0.511,0.423,0.463,0.686,0.454,0.488,0.551,0.502,0.337,0.405,0.079,0.092
63053073718,4064485,Generation,7/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.313,0.918,0.607,0.997,0.818,0.6,0.55,0.573,0.313,0.244,0.411,0.332,0.219,0.112,0.084,0.046,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,8/5/2017,No,0.084,0.073,0.075,0.078,0.073,0.059,0.073,0.073,0.061,0.063,0.077,0.076,0.29,0.369,0.561,0.441,0.302,0.235,0.011,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.031,0.0,0.036,0.16,0.092,0.158,0.133,0.241,0.532,0.499,0.51,0.605,0.516,0.51,0.5,0.117,0.089,0.082,0.069
63053073718,4064485,Generation,8/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.011,0.033,0.055,0.17,0.248,0.252,0.598,0.222,0.182,0.116,0.194,0.171,0.041,0.059,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,9/5/2017,No,0.074,0.08,0.08,0.076,0.061,0.071,0.072,0.069,0.073,0.057,0.077,0.076,0.069,0.067,0.065,0.285,0.035,0.05,0.166,0.095,0.0,0.0,0.013,0.0,0.0,0.116,0.067,0.001,0.001,0.505,0.021,0.448,0.072,0.056,0.297,0.138,0.244,0.464,0.156,0.163,0.394,0.132,0.192,0.34,0.106,0.147,0.318,0.071
63053073718,4064485,Generation,9/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.0,0.0,0.077,0.273,0.118,0.303,0.278,0.264,0.092,0.172,0.131,0.034,0.046,0.0,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,10/5/2017,No,0.228,0.255,0.079,0.063,0.077,0.08,0.078,0.06,0.07,0.071,0.07,0.056,0.079,0.077,0.057,0.096,0.44,0.229,0.274,0.039,0.003,0.0,0.0,0.001,0.0,0.002,0.004,0.014,0.019,0.016,0.026,0.035,0.029,0.05,0.072,0.071,0.07,0.063,0.069,0.072,0.067,0.067,0.052,0.068,0.074,0.075,0.051,0.069
63053073718,4064485,Generation,10/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.216,0.184,0.0,0.002,0.048,0.098,0.081,0.759,0.427,0.065,0.026,0.025,0.021,0.01,0.01,0.008,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,11/5/2017,No,0.12,0.154,0.088,0.076,0.076,0.068,0.051,0.072,0.075,0.062,0.059,0.068,0.062,0.066,0.067,0.002,0.0,0.0,0.0,0.0,0.0,0.347,0.433,0.825,1.005,0.949,0.903,0.084,0.258,0.178,0.032,0.0,0.008,0.026,0.072,0.072,0.055,0.064,0.072,0.072,0.073,0.061,0.068,0.067,0.067,0.057,0.072,0.074
63053073718,4064485,Generation,11/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.265,0.525,0.635,0.542,0.783,0.342,0.122,0.0,0.0,0.0,0.029,0.273,0.17,0.188,0.14,0.08,0.049,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,12/5/2017,No,0.067,0.057,0.066,0.078,0.076,0.051,0.065,0.067,0.057,0.07,0.079,0.049,0.069,0.077,0.053,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.377,0.216,0.366,0.24,0.228,0.001,0.008,0.032,0.079,0.076,0.075,0.058,0.061,0.068,0.173,0.402,0.296,0.112,0.235,0.164,0.146,0.132
63053073718,4064485,Generation,12/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.462,0.739,0.922,1.088,1.165,1.17,1.176,1.019,0.408,0.117,0.034,0.05,0.03,0.027,0.027,0.039,0.016,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,13/5/2017,No,0.122,0.08,0.091,0.084,0.077,0.077,0.062,0.305,0.337,0.337,0.34,0.329,0.338,0.367,0.375,0.28,0.076,0.0,0.0,0.016,0.028,0.57,0.497,0.46,0.884,0.899,0.917,0.865,0.255,0.026,0.006,0.034,0.038,0.063,0.081,0.071,0.071,0.078,0.083,0.512,0.39,0.122,0.078,0.073,0.067,0.217,0.211,0.076
63053073718,4064485,Generation,13/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.595,0.813,0.748,0.371,0.021,0.011,0.037,0.0,0.0,0.0,0.0,0.0,0.054,0.085,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,14/5/2017,No,0.172,0.208,0.078,0.172,0.279,0.056,0.218,0.224,0.08,0.343,0.111,0.211,0.266,0.135,0.348,0.173,0.037,0.112,0.699,1.201,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.977,1.412,0.462,0.219,0.021,0.173,0.114,0.102,0.064,0.08,0.075,0.08,0.183,0.456,0.386,0.335,0.071,0.279,0.085,0.079
63053073718,4064485,Generation,14/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.126,0.04,0.078,0.0,0.177,0.211,0.238,0.194,0.236,0.209,0.33,0.226,0.0,0.0,0.065,0.064,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,15/5/2017,No,0.06,0.072,0.083,0.079,0.058,0.074,0.064,0.085,0.071,0.059,0.073,0.3,0.339,0.332,0.39,0.343,0.522,1.351,1.322,1.234,0.394,0.166,0.0,0.0,0.077,0.058,0.0,0.015,0.009,0.0,0.015,0.229,0.013,0.051,0.283,0.158,0.081,0.273,0.181,0.08,0.315,0.152,0.113,0.339,0.139,0.201,0.109,0.104
63053073718,4064485,Generation,15/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.095,0.113,0.028,0.066,0.183,0.103,0.127,0.086,0.04,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,16/5/2017,No,0.077,0.076,0.078,0.123,0.231,0.375,0.176,0.066,0.202,0.081,0.071,0.063,0.343,0.535,0.333,0.644,1.102,1.056,1.035,0.938,0.896,0.65,0.783,0.428,0.076,0.059,0.0,0.0,0.0,0.0,0.0,0.023,0.027,0.041,0.075,0.147,0.162,0.428,0.384,0.394,0.401,0.41,0.407,0.194,0.1,0.096,0.085,0.078
63053073718,4064485,Generation,16/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.008,0.001,0.036,0.055,0.089,0.111,0.132,0.109,0.054,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,17/5/2017,No,0.066,0.075,0.075,0.077,0.074,0.059,0.072,0.073,0.08,0.078,0.065,0.075,0.295,0.392,0.385,0.43,0.455,0.142,0.087,0.117,0.015,0.0,0.0,0.092,0.196,0.011,0.023,0.0,0.0,0.033,0.026,0.048,0.065,0.178,0.353,0.13,0.128,0.288,0.22,0.188,0.215,0.268,0.259,0.248,0.102,0.086,0.084,0.08
63053073718,4064485,Generation,17/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.032,0.058,0.161,0.134,0.101,0.0,0.105,0.175,0.188,0.054,0.018,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,18/5/2017,No,0.079,0.08,0.076,0.078,0.175,0.105,0.085,0.079,0.08,0.078,0.067,0.075,0.072,0.16,0.327,0.064,0.002,0.002,0.0,0.096,0.0,0.059,0.0,0.308,0.605,0.995,0.862,0.947,0.926,1.06,1.002,1.001,0.628,0.427,0.153,0.145,0.401,0.169,0.163,0.396,0.145,0.139,0.376,0.256,0.15,0.138,0.129,0.123
63053073718,4064485,Generation,18/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.083,0.257,0.53,0.91,0.464,0.984,0.379,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,19/5/2017,No,0.13,0.129,0.133,0.129,0.13,0.121,0.132,0.133,0.133,0.133,0.133,0.132,0.127,0.165,0.519,0.327,0.143,0.116,0.462,0.86,0.285,0.061,0.086,0.058,0.154,1.008,0.227,0.147,0.348,0.565,0.443,0.074,0.083,0.084,0.091,0.09,0.134,0.134,0.131,0.134,0.122,0.122,0.134,0.901,1.506,1.489,1.471,1.236
63053073718,4064485,Generation,19/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.01,0.023,0.14,0.005,0.047,0.011,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,20/5/2017,No,1.023,1.236,1.223,0.914,0.267,0.08,0.084,0.087,0.085,0.086,0.07,0.208,0.35,0.348,0.482,0.315,0.173,0.048,0.0,0.0,0.012,0.034,0.024,0.617,0.19,0.085,0.133,0.0,0.529,1.224,1.3,1.263,1.254,0.443,0.136,0.128,0.124,0.138,1.601,1.88,1.414,1.34,1.311,0.518,0.112,0.088,0.088,0.089
63053073718,4064485,Generation,20/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.765,0.963,0.82,0.868,0.675,0.239,0.167,0.128,0.179,0.125,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,21/5/2017,No,0.088,0.088,0.079,0.074,0.086,0.086,0.083,0.19,0.345,0.341,0.345,0.088,0.086,0.087,0.075,0.321,0.011,0.006,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.0,0.013,0.047,0.054,0.084,0.085,0.075,0.254,1.132,1.498,1.382,1.386,1.366,1.324,1.804,1.641,1.379,0.71,0.245
63053073718,4064485,Generation,21/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.283,0.358,0.872,0.491,0.365,0.237,0.457,0.196,0.171,0.058,0.053,0.097,0.128,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,22/5/2017,No,0.086,0.081,0.083,0.088,0.085,0.087,0.088,0.088,0.08,0.075,0.085,0.087,0.312,0.348,0.43,0.36,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.018,0.049,0.032,0.064,0.076,0.039,0.058,0.087,0.102,0.113,0.119,0.199,0.243,0.269,0.289,0.465,0.423,0.418,0.215,0.094,0.093,0.091
63053073718,4064485,Generation,22/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.564,0.777,0.868,1.021,1.075,1.025,0.964,0.276,0.015,0.012,0.011,0.013,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,23/5/2017,No,0.089,0.084,0.082,0.092,0.095,0.097,0.094,0.094,0.087,0.09,0.088,0.085,0.177,0.124,0.125,0.059,0.006,0.0,0.008,0.0,0.009,0.157,0.041,0.149,0.57,0.55,0.282,0.016,0.008,0.216,0.087,0.104,0.108,0.11,0.363,0.401,0.188,0.182,0.375,0.15,0.691,0.749,0.229,0.322,0.215,0.102,0.279,0.095
63053073718,4064485,Generation,23/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.083,0.195,0.019,0.165,0.161,0.023,0.003,0.015,0.001,0.0,0.002,0.041,0.051,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,24/5/2017,No,0.216,0.184,0.122,0.101,0.091,0.078,0.087,0.087,0.086,0.095,0.119,0.145,0.158,0.423,0.353,0.222,0.021,0.126,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.008,0.001,0.0,0.018,0.215,0.378,0.2,0.236,0.37,0.244,0.317,0.417,0.386,0.091,0.204,0.123,0.116,0.092,0.09,0.09
63053073718,4064485,Generation,24/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.084,0.706,0.936,0.814,0.569,0.29,0.201,0.234,0.172,0.183,0.139,0.121,0.077,0.1,0.027,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,25/5/2017,No,0.097,0.103,0.099,0.114,0.13,0.138,0.189,0.208,0.229,0.219,0.245,0.253,0.248,0.283,0.473,0.394,0.292,0.236,0.0,0.047,0.092,0.0,0.005,0.0,0.89,1.262,1.115,1.0,1.04,0.999,1.314,1.061,0.371,0.146,0.366,0.167,0.843,0.959,0.446,0.289,0.13,0.137,0.663,0.829,0.19,0.097,0.099,0.102
63053073718,4064485,Generation,25/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.035,0.068,0.183,0.113,0.127,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,26/5/2017,No,0.1,0.099,0.098,0.096,0.101,0.093,0.088,0.089,0.094,0.096,0.094,0.095,0.093,0.096,0.444,0.162,0.044,0.031,0.01,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.195,0.168,0.383,1.172,1.303,0.942,1.162,0.864,0.511,0.43,0.436,0.427,0.205,0.296,0.433,0.238,0.165,0.572,0.152,0.371,0.137,0.132
63053073718,4064485,Generation,26/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.029,0.139,0.614,0.163,0.299,0.542,0.705,0.172,0.11,0.058,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,27/5/2017,No,0.117,0.126,0.127,0.126,0.126,0.125,0.114,0.163,0.181,0.128,0.126,0.125,0.124,0.129,0.481,0.36,0.251,0.072,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,1.056,0.916,1.191,1.223,1.068,0.673,0.344,0.166,0.236,0.381,0.415,0.395,0.419,0.177,0.131,0.116,0.091,0.091
63053073718,4064485,Generation,27/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.113,0.654,0.563,0.764,1.028,0.722,0.366,0.285,0.233,0.255,0.185,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,28/5/2017,No,0.088,0.083,0.091,0.092,0.09,0.092,0.087,0.086,0.081,0.071,0.085,0.089,0.091,0.089,0.089,0.458,0.541,0.453,0.297,0.029,0.117,0.113,0.147,0.181,0.089,0.115,0.006,0.004,0.18,0.225,0.268,0.39,0.085,0.151,0.145,0.146,0.154,0.151,0.338,0.378,0.407,0.501,0.45,0.414,0.592,0.108,0.444,0.271
63053073718,4064485,Generation,28/5/2017,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.529,0.699,0.014,0.031,0.054,0.299,0.032,0.056,0.078,0.039,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63053073718,4064485,Consumption,29/5/2017,No,0.288,0.337,0.359,0.373,0.438,0.599,0.663,0.66,0.566,0.448,0.071,0.09,0.069,0.091,0.143,0.472,0.168,0.073,0.149,0.055,0.0,0.0,0.0,0.0,0.004,0.001,0.183,0.063,0.13,0.294,0.966,0.244,0.937,1.442,1.117,0.14,0.19,0.559,0.251,0.427,0.616,0.25,0.604,0.525,0.615,0.136,0.122,0.125
