year,temp,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1971,mnth_mean_min,15.8,17.2,15.3,12.5,9.0,7.7,5.8,6.6,8.1,9.5,11.0,13.6
1972,mnth_highest,32.7,37.2,32.9,28.9,27.7,19.6,17.6,22.9,26.8,28.3,32.3,39.9
1972,mnth_lowest,9.7,10.3,7.3,6.0,3.9,0.0,3.3,1.2,5.3,3.9,8.2,11.0
1972,mnth_mean_max,25.1,27.0,23.5,20.5,18.2,14.2,14.0,15.6,19.3,19.8,20.7,25.3
1972,mnth_mean_min,15.5,16.3,13.0,11.0,8.7,4.9,6.8,7.7,9.3,10.1,11.6,14.5
1973,mnth_highest,40.5,37.1,31.0,28.0,21.2,17.9,17.1,20.4,25.2,27.6,28.6,36.3
1973,mnth_lowest,10.8,11.5,7.6,6.3,3.4,0.8,-0.5,2.4,3.8,5.4,9.5,10.2
1973,mnth_mean_max,26.9,26.1,21.6,21.0,16.7,13.7,13.3,14.5,18.1,20.3,19.9,25.2
1973,mnth_mean_min,16.3,16.4,12.8,12.6,9.5,6.5,5.3,7.2,9.3,11.2,12.1,14.6
1974,mnth_highest,35.5,32.3,36.5,23.5,23.8,19.2,17.3,19.2,21.2,26.3,32.3,32.8
1974,mnth_lowest,9.8,11.4,10.1,7.5,4.0,1.6,1.8,0.6,2.0,6.1,5.8,7.5
1974,mnth_mean_max,28.6,25.4,26.0,19.2,17.8,14.5,13.8,14.5,15.8,18.4,19.8,23.1
1974,mnth_mean_min,17.1,16.2,16.8,12.8,10.4,7.4,7.6,7.2,8.4,10.1,10.9,12.3
1975,mnth_highest,36.2,39.6,32.6,27.0,26.7,17.1,23.1,18.1,24.3,28.9,33.6,39.0
1975,mnth_lowest,9.2,12.5,7.9,5.8,5.4,0.9,1.0,3.0,4.3,5.4,6.3,11.1
1975,mnth_mean_max,23.9,26.8,22.9,19.2,18.1,13.9,15.7,14.0,17.7,18.7,22.5,24.2
1975,mnth_mean_min,13.3,15.7,13.2,11.2,10.8,6.8,8.4,7.6,9.3,11.3,13.3,15.3
1976,mnth_highest,40.6,38.1,33.5,28.6,23.5,19.8,18.5,22.4,24.0,24.9,32.3,38.3
1976,mnth_lowest,11.8,12.4,9.6,6.5,5.3,1.2,0.9,1.6,3.4,4.6,6.3,9.4
1976,mnth_mean_max,25.0,27.0,24.0,20.2,16.7,14.3,14.1,14.8,16.3,17.0,21.3,25.0
1976,mnth_mean_min,15.3,16.8,14.6,12.2,9.4,7.7,6.4,6.9,8.3,9.5,11.9,13.6
1977,mnth_highest,34.8,40.3,33.4,29.8,21.9,15.7,15.6,22.6,23.5,34.5,35.6,33.0
1977,mnth_lowest,10.7,10.9,9.1,6.1,4.4,2.8,1.7,2.7,3.2,7.2,5.5,8.0
1977,mnth_mean_max,25.3,26.2,23.6,18.5,16.4,13.3,12.8,16.5,15.4,21.0,21.4,23.7
1977,mnth_mean_min,15.0,15.4,13.8,11.2,9.5,7.6,5.1,8.5,7.6,11.0,11.5,13.1
1978,mnth_highest,37.9,36.4,38.1,29.0,25.7,16.7,17.9,19.9,21.9,29.7,35.7,30.1
1978,mnth_lowest,11.0,9.8,9.0,4.2,5.5,2.6,3.3,3.0,4.2,5.2,6.5,9.9
1978,mnth_mean_max,24.0,24.7,22.6,19.5,18.4,14.1,13.3,13.8,17.1,20.0,21.7,21.8
1978,mnth_mean_min,14.6,14.1,14.8,10.9,10.9,7.8,6.7,6.7,9.1,10.5,12.7,13.2
1979,mnth_highest,38.8,41.3,34.3,26.0,22.9,18.2,15.9,19.0,24.5,29.3,30.1,38.6
1979,mnth_lowest,13.0,11.8,10.6,4.6,4.6,3.0,1.2,4.5,3.5,5.1,9.4,8.0
1979,mnth_mean_max,28.0,26.1,25.2,19.0,16.5,15.6,13.9,14.6,16.9,19.6,22.2,26.0
1979,mnth_mean_min,16.7,16.7,14.5,10.8,8.7,8.5,6.4,7.4,9.2,10.5,12.8,13.6
1980,mnth_highest,34.0,40.4,35.2,31.9,25.7,17.2,18.1,23.2,28.1,28.9,37.9,41.4
1980,mnth_lowest,9.3,8.7,8.3,5.5,5.8,1.5,2.4,2.3,4.9,5.5,4.0,10.5
1980,mnth_mean_max,24.3,24.5,22.9,21.6,18.5,13.8,13.8,16.4,19.2,20.7,22.9,26.6
1980,mnth_mean_min,13.7,14.2,12.9,12.7,10.1,8.0,7.3,8.2,10.3,10.7,12.4,15.0
1981,mnth_highest,41.8,39.3,34.2,30.3,25.2,17.7,18.2,19.2,26.9,32.2,34.3,36.2
1981,mnth_lowest,12.1,13.7,8.0,7.4,2.1,2.5,3.2,3.0,6.3,5.6,7.6,9.7
1981,mnth_mean_max,29.5,27.8,23.2,22.2,17.1,14.1,13.8,14.7,18.7,20.3,21.7,23.6
1981,mnth_mean_min,17.7,17.7,13.5,12.4,9.5,7.3,7.6,7.2,10.1,10.1,11.9,13.7
1982,mnth_highest,43.3,40.3,34.7,30.0,22.9,16.9,17.0,26.5,24.3,33.0,38.1,35.8
1982,mnth_lowest,12.5,10.4,9.0,6.9,3.7,0.0,-0.8,2.2,3.6,4.7,6.9,10.3
1982,mnth_mean_max,27.4,26.2,25.4,21.0,17.1,13.4,13.0,17.7,17.0,19.5,25.4,23.7
1982,mnth_mean_min,16.6,15.9,14.9,11.5,9.6,5.6,4.6,7.9,7.3,9.5,12.5,13.8
1983,mnth_highest,38.6,43.2,37.2,24.6,21.2,19.1,17.2,20.2,20.8,25.3,31.3,38.7
1983,mnth_lowest,9.1,12.8,10.0,5.7,4.6,1.5,0.0,3.0,3.5,5.8,5.7,10.9
1983,mnth_mean_max,24.2,28.7,24.3,18.6,17.2,13.7,13.2,15.5,16.8,18.0,20.8,24.2
1983,mnth_mean_min,13.2,16.8,15.8,10.6,10.1,6.6,6.9,8.7,9.2,10.3,12.0,14.4
1984,mnth_highest,32.3,35.0,33.8,25.4,23.5,20.0,16.0,19.6,22.2,28.4,32.9,30.3
1984,mnth_lowest,10.5,10.6,7.4,6.5,3.3,2.2,-0.1,5.2,4.6,4.2,7.6,9.1
1984,mnth_mean_max,23.9,25.8,22.3,19.8,18.2,14.9,12.8,15.4,15.6,20.0,22.7,23.4
1984,mnth_mean_min,14.3,14.8,12.9,10.8,8.1,7.7,5.9,8.7,8.3,10.4,12.7,12.6
1985,mnth_highest,42.2,37.1,36.1,33.8,25.5,19.3,19.4,19.8,25.1,26.6,30.3,32.7
1985,mnth_lowest,11.0,10.2,9.8,6.3,4.5,0.6,0.3,3.6,4.8,6.1,7.4,10.8
1985,mnth_mean_max,23.8,24.6,26.1,22.2,17.9,14.0,13.4,14.9,16.1,20.3,21.6,23.6
1985,mnth_mean_min,14.2,14.0,15.9,13.0,9.4,7.1,6.1,7.6,8.8,10.5,13.1,14.1
1986,mnth_highest,35.5,38.3,38.0,30.7,21.7,16.8,16.4,21.0,23.4,27.0,33.1,35.0
1986,mnth_lowest,10.6,10.7,8.6,6.9,6.3,0.8,2.1,1.7,5.5,5.2,7.5,8.5
1986,mnth_mean_max,23.1,25.9,25.3,19.9,16.6,13.6,13.2,15.5,16.7,18.2,20.9,22.5
1986,mnth_mean_min,13.8,14.2,14.7,11.7,10.3,7.5,7.0,7.4,8.9,9.7,11.8,12.9
1987,mnth_highest,37.8,40.0,33.8,29.7,23.3,20.3,18.0,19.0,30.7,32.7,36.1,32.5
1987,mnth_lowest,8.5,9.5,9.5,7.1,4.3,3.0,1.5,4.2,4.8,4.9,8.7,8.2
1987,mnth_mean_max,24.4,25.9,21.5,21.1,17.0,14.9,13.8,15.0,18.5,19.2,22.5,22.5
1987,mnth_mean_min,13.2,13.9,12.6,12.3,9.8,8.3,6.0,8.0,9.8,10.2,13.2,13.3
1988,mnth_highest,40.4,37.4,36.3,26.0,25.5,20.3,17.3,22.2,24.6,29.0,36.1,36.8
1988,mnth_lowest,11.6,9.2,10.0,6.6,6.3,2.8,4.9,3.9,4.7,5.6,7.2,9.5
1988,mnth_mean_max,28.1,24.4,24.9,21.8,18.3,15.2,14.8,15.7,18.6,21.0,21.7,24.7
1988,mnth_mean_min,16.5,14.5,14.8,12.9,11.6,8.3,8.2,8.6,9.9,10.9,12.3,15.3
1989,mnth_highest,36.6,38.8,38.4,28.5,23.4,18.2,19.6,18.5,25.3,29.7,35.5,35.2
1989,mnth_lowest,9.5,13.0,9.4,8.3,5.2,0.5,1.6,3.7,5.0,5.1,8.1,10.4
1989,mnth_mean_max,25.7,26.9,24.5,21.4,18.0,14.0,13.5,13.9,17.2,19.4,22.2,24.6
1989,mnth_mean_min,15.2,16.4,15.8,12.6,10.7,6.6,6.3,6.8,8.5,9.9,12.9,14.0
1990,mnth_highest,36.6,35.8,32.6,28.8,23.1,19.0,19.2,17.8,24.3,33.7,32.6,39.4
1990,mnth_lowest,10.7,12.0,9.2,8.9,4.5,3.7,4.4,2.1,3.0,6.0,8.3,10.0
1990,mnth_mean_max,26.0,25.4,24.7,20.7,17.5,14.6,14.8,14.4,17.5,20.6,22.9,26.1
1990,mnth_mean_min,15.6,15.4,14.8,13.4,9.7,7.7,8.2,7.8,9.2,11.3,12.7,14.4
1991,mnth_highest,41.6,40.8,41.0,28.7,21.7,19.4,17.6,18.1,24.0,32.5,36.8,35.6
1991,mnth_lowest,11.5,11.4,9.0,5.4,4.9,4.2,4.8,2.4,4.5,7.4,7.3,8.9
1991,mnth_mean_max,26.0,25.7,24.1,20.3,16.9,15.9,14.1,15.1,17.0,21.4,22.2,23.1
1991,mnth_mean_min,16.2,14.1,13.1,10.6,9.2,9.7,7.7,7.5,8.8,11.6,11.2,13.5
1992,mnth_highest,39.4,34.5,35.2,30.6,24.3,17.7,18.4,17.6,19.1,29.8,29.7,32.2
1992,mnth_lowest,10.5,10.2,8.0,4.9,4.1,2.6,3.0,2.1,3.5,5.4,5.8,8.4
1992,mnth_mean_max,22.4,24.6,24.6,21.4,17.4,14.5,14.5,14.5,15.0,19.7,20.9,24.6
1992,mnth_mean_min,13.7,14.7,15.9,11.6,9.4,7.5,7.6,6.6,7.6,11.0,11.6,15.3
1993,mnth_highest,39.9,41.3,30.4,29.3,25.8,16.7,18.3,22.2,25.6,25.5,32.9,32.8
1993,mnth_lowest,11.0,9.6,9.2,6.6,4.3,2.7,1.8,2.5,5.7,5.2,5.3,8.5
1993,mnth_mean_max,27.3,26.7,23.5,23.1,17.7,14.1,14.9,17.4,17.3,19.4,20.8,23.1
1993,mnth_mean_min,16.2,15.9,14.4,12.1,9.6,8.4,7.4,8.2,9.7,10.0,11.5,13.1
1994,mnth_highest,41.0,34.0,29.6,29.0,22.3,19.7,21.7,22.3,23.1,33.7,34.1,39.1
1994,mnth_lowest,8.9,12.2,9.8,4.9,3.4,1.0,0.7,1.2,2.2,5.2,6.8,9.3
1994,mnth_mean_max,25.1,25.8,23.1,21.0,17.1,14.9,15.5,14.9,16.0,20.7,21.3,27.1
1994,mnth_mean_min,13.6,16.2,13.4,11.8,9.5,7.8,7.1,6.4,7.8,10.0,11.6,15.5
1995,mnth_highest,37.3,40.2,35.0,24.5,23.7,18.7,15.3,24.2,22.7,32.6,31.5,32.4
1995,mnth_lowest,10.8,10.6,6.7,5.1,4.5,1.4,5.2,2.3,2.8,4.7,8.7,8.0
1995,mnth_mean_max,26.8,26.7,22.8,18.1,16.4,13.9,12.9,17.0,16.9,18.9,22.1,20.7
1995,mnth_mean_min,16.7,16.3,13.6,9.5,9.5,8.2,7.3,7.5,7.3,10.1,12.1,12.1
1996,mnth_highest,39.2,36.5,32.3,26.6,23.2,17.9,17.1,19.7,28.1,31.2,31.6,35.0
1996,mnth_lowest,10.2,10.4,7.4,5.2,3.8,2.2,1.9,4.0,3.6,5.7,8.0,7.9
1996,mnth_mean_max,25.4,24.2,24.2,18.5,17.0,15.2,13.6,15.3,17.3,20.3,21.5,22.4
1996,mnth_mean_min,15.2,14.2,13.4,10.6,10.0,7.5,6.7,8.1,8.8,11.1,11.3,12.2
1997,mnth_highest,41.2,40.9,30.8,30.2,24.8,19.6,19.0,19.8,21.0,32.8,40.3,33.7
1997,mnth_lowest,11.2,13.4,10.0,7.0,4.1,3.3,1.7,0.3,4.3,6.0,7.8,10.8
1997,mnth_mean_max,27.8,30.1,23.0,21.1,16.7,15.0,13.8,15.0,17.3,20.8,23.5,24.9
1997,mnth_mean_min,16.7,18.6,13.6,11.2,10.0,8.0,5.8,7.1,9.0,11.1,13.1,14.6
1998,mnth_highest,41.6,42.3,39.7,30.8,23.4,20.8,16.2,20.4,29.1,31.8,30.7,41.9
1998,mnth_lowest,11.6,10.5,10.2,6.4,4.4,1.4,1.5,4.1,4.2,5.7,6.1,10.4
1998,mnth_mean_max,27.2,27.9,25.2,19.6,17.1,14.6,13.5,16.3,19.1,19.7,21.8,25.5
1998,mnth_mean_min,16.3,15.4,14.4,11.0,9.7,7.7,6.1,7.6,10.5,10.1,11.7,14.6
1999,mnth_highest,37.8,36.9,31.2,25.7,23.8,19.3,18.3,23.3,26.8,27.5,34.4,37.2
1999,mnth_lowest,12.7,11.2,10.2,4.7,3.1,3.2,3.0,5.5,4.1,6.8,6.4,10.5
1999,mnth_mean_max,27.5,28.4,23.9,19.6,18.5,15.3,15.2,16.1,19.1,21.2,22.7,24.3
1999,mnth_mean_min,16.9,17.3,14.7,10.3,10.4,8.1,8.2,9.2,10.4,11.5,11.9,14.8
2000,mnth_highest,35.4,40.2,36.8,27.4,21.5,17.0,17.5,19.4,23.4,27.0,36.2,38.6
2000,mnth_lowest,9.5,11.7,10.5,7.8,4.7,2.6,2.2,3.8,6.7,4.8,9.3,9.3
2000,mnth_mean_max,25.5,30.1,26.3,21.8,16.6,14.6,14.4,15.7,18.3,19.1,23.8,26.2
2000,mnth_mean_min,15.3,17.7,15.8,12.4,9.7,8.2,7.1,7.5,9.9,10.5,15.2,14.8
2001,mnth_highest,40.7,38.2,34.6,28.4,22.7,20.9,18.3,19.9,28.3,27.3,28.4,35.5
2001,mnth_lowest,13.4,13.5,10.1,7.3,5.9,4.3,3.8,5.2,4.9,5.9,6.0,9.6
2001,mnth_mean_max,29.1,29.1,24.3,20.5,17.0,15.8,14.7,15.5,19.4,19.5,20.9,21.5
2001,mnth_mean_min,17.8,18.3,14.2,12.0,9.7,9.4,8.2,8.7,10.7,10.7,11.7,12.6
2002,mnth_highest,37.3,36.4,35.0,30.4,28.1,18.9,19.0,19.6,28.5,29.9,34.1,36.3
2002,mnth_lowest,11.7,11.5,9.4,5.7,4.1,1.6,2.3,2.4,4.5,6.0,8.4,7.9
2002,mnth_mean_max,25.1,25.4,24.3,22.2,18.8,15.8,15.3,16.4,18.8,21.0,23.5,24.5
2002,mnth_mean_min,14.8,15.2,14.8,12.9,10.1,8.5,7.6,7.6,9.6,10.7,12.3,14.5
2003,mnth_highest,44.1,35.6,33.7,27.8,25.1,19.7,17.4,17.4,22.3,27.3,39.1,40.3
2003,mnth_lowest,11.8,13.2,10.4,7.5,4.1,2.8,4.1,2.0,3.2,5.2,6.8,11.6
2003,mnth_mean_max,27.5,26.1,24.3,21.2,18.8,15.4,14.7,15.0,17.4,17.7,23.7,27.2
2003,mnth_mean_min,15.6,16.9,15.0,11.7,9.7,8.9,7.2,7.3,8.3,9.5,12.8,15.9
2004,mnth_highest,36.5,40.4,34.8,32.5,21.7,20.2,17.6,22.9,24.6,32.5,35.8,37.2
2004,mnth_lowest,9.3,11.6,10.6,6.9,5.1,3.8,2.8,2.0,4.6,6.7,7.7,8.9
2004,mnth_mean_max,24.6,26.0,23.8,21.5,17.4,14.9,14.2,16.4,17.3,21.1,22.4,24.9
2004,mnth_mean_min,14.3,15.5,14.1,12.3,9.2,8.7,7.7,8.0,9.9,11.4,12.9,14.5
2005,mnth_highest,38.8,36.0,35.9,34.5,22.9,22.3,19.1,21.7,24.6,26.8,32.7,42.9
2005,mnth_lowest,10.5,11.0,8.7,7.7,5.1,3.3,4.2,2.5,3.7,6.9,10.0,11.0
2005,mnth_mean_max,26.5,24.4,23.9,24.1,18.5,16.3,15.3,16.2,18.2,21.4,24.5,27.7
2005,mnth_mean_min,15.9,14.6,13.7,13.5,9.7,8.5,8.4,8.2,9.5,11.9,13.9,14.6
2006,mnth_highest,42.4,36.5,38.1,27.5,21.4,17.0,18.4,23.6,30.1,36.6,36.3,42.1
2006,mnth_lowest,12.1,10.9,11.0,5.9,3.9,2.7,2.6,2.8,4.2,5.2,7.4,8.5
2006,mnth_mean_max,27.7,25.3,26.1,19.3,16.5,14.3,14.5,17.0,19.7,21.9,22.5,25.4
2006,mnth_mean_min,17.3,15.8,15.3,10.8,8.9,6.3,7.5,7.9,9.4,10.3,12.1,13.4
2007,mnth_highest,40.8,38.5,37.4,29.3,23.9,16.8,18.2,25.7,22.3,33.5,36.9,41.1
2007,mnth_lowest,13.1,13.3,9.2,8.3,7.5,3.0,2.2,3.3,4.6,5.7,8.9,10.2
2007,mnth_mean_max,27.9,29.0,25.8,22.7,19.6,14.1,13.8,17.3,18.8,21.4,24.4,26.8
2007,mnth_mean_min,17.1,18.3,15.2,12.3,12.6,7.2,6.9,8.9,9.3,11.6,14.3,15.8
2008,mnth_highest,41.2,35.5,39.2,26.8,21.9,19.3,18.9,19.3,28.2,31.7,35.4,35.2
2008,mnth_lowest,12.8,13.0,8.3,6.1,2.2,5.1,3.4,3.2,4.8,5.7,7.9,9.9
2008,mnth_mean_max,27.9,24.9,27.1,21.0,17.3,15.8,14.2,14.7,19.4,22.1,23.0,23.3
2008,mnth_mean_min,17.6,15.9,14.6,11.2,9.0,9.8,6.8,7.3,9.7,11.6,12.6,13.4
2009,mnth_highest,45.1,46.4,34.6,32.8,22.8,19.4,19.6,19.7,29.9,33.1,38.3,39.2
2009,mnth_lowest,9.2,12.8,9.7,2.9,5.8,4.6,3.4,3.8,5.5,5.9,9.4,9.6
2009,mnth_mean_max,28.6,28.1,24.3,21.0,17.9,15.6,15.2,16.9,18.6,19.9,27.1,25.9
2009,mnth_mean_min,15.7,16.5,14.5,11.6,9.6,7.7,8.2,9.2,9.9,10.6,15.9,14.7
2010,mnth_highest,43.6,35.3,33.0,30.1,23.5,18.3,17.9,18.6,22.1,28.9,33.3,41.1
2010,mnth_lowest,10.4,12.7,11.1,8.7,4.0,3.6,3.2,4.2,5.2,4.7,8.8,9.0
2010,mnth_mean_max,27.5,28.2,26.2,22.9,18.2,14.6,14.6,14.7,16.5,20.7,23.2,24.8
2010,mnth_mean_min,15.9,18.2,16.3,14.5,9.8,7.5,7.3,7.6,9.1,10.9,13.4,14.5
2011,mnth_highest,38.1,40.2,32.5,27.1,21.3,19.5,19.4,23.2,28.3,30.3,35.0,35.6
2011,mnth_lowest,12.7,10.8,10.8,8.2,3.5,3.4,2.7,3.5,5.4,5.6,10.1,8.6
2011,mnth_mean_max,26.5,25.3,23.5,21.2,16.3,15.8,14.6,17.4,19.4,20.8,24.5,25.1
2011,mnth_mean_min,17.0,16.3,14.9,11.7,9.6,7.8,7.7,9.0,9.8,11.4,14.1,15.0
2012,mnth_highest,40.0,37.1,31.6,28.5,22.6,17.7,17.6,21.2,26.6,32.0,39.6,38.3
2012,mnth_lowest,12.5,12.4,9.4,6.2,4.6,3.4,2.3,3.1,5.3,6.8,8.2,11.8
2012,mnth_mean_max,27.4,27.0,23.7,21.9,17.0,14.4,14.9,15.2,18.6,20.8,23.3,25.7
2012,mnth_mean_min,17.3,16.7,14.5,12.0,10.0,8.0,7.7,8.1,9.9,10.8,13.7,15.1
2013,mnth_highest,41.1,37.2,37.1,28.2,25.5,18.3,23.3,23.1,24.8,31.6,33.1,39.9
2013,mnth_lowest,12.2,12.2,10.9,6.9,4.9,1.5,3.1,5.2,3.9,5.8,9.1,7.9
2013,mnth_mean_max,27.3,29.2,27.6,21.3,18.1,15.4,15.9,16.5,20.1,19.8,22.0,24.7
2013,mnth_mean_min,16.0,17.6,16.7,12.3,9.8,7.4,8.4,9.3,11.2,11.1,12.4,14.3
2014,mnth_highest,43.9,41.0,33.7,33.4,23.8,19.0,19.9,21.6,28.0,32.9,35.2,33.8
2014,mnth_lowest,10.9,12.6,11.2,6.5,4.3,6.5,4.5,1.4,5.0,7.1,9.0,10.9
2014,mnth_mean_max,28.6,28.4,25.4,21.1,19.3,15.8,14.7,16.2,19.3,22.6,23.9,25.0
2014,mnth_mean_min,17.1,16.8,15.3,13.3,11.1,9.8,8.4,7.9,10.0,11.4,13.2,15.2
