year,temp,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1913,mnth_lowest,8.1,8.4,6.9,7.3,-0.1,-0.2,0.4,-0.7,2.5,3.9,5.0,8.5
1913,mnth_mean_max,24.3,26.1,21.1,20.9,14.9,13.5,13.7,13.9,16.8,19.8,20.3,26.5
1913,mnth_mean_min,13.8,14.6,12.4,11.3,8.1,6.5,6.8,6.9,8.1,9.6,9.6,13.5
1914,mnth_highest,36.6,41.1,35.3,28.9,24.0,18.3,18.5,22.5,26.8,36.9,34.3,31.5
1914,mnth_lowest,8.4,9.4,8.1,5.3,4.7,2.6,-0.3,0.5,1.6,0.4,7.1,11.2
1914,mnth_mean_max,25.5,28.0,24.9,20.2,16.8,14.8,12.7,15.9,16.6,23.1,23.8,23.5
1914,mnth_mean_min,13.4,15.1,14.9,10.8,8.5,6.9,5.0,6.8,7.0,9.9,13.0,14.5
1915,mnth_highest,39.8,39.9,34.1,27.2,24.4,18.3,17.7,19.0,23.3,29.3,33.5,38.3
1915,mnth_lowest,9.2,8.6,6.7,4.4,2.1,3.6,0.3,2.2,4.3,1.1,4.8,7.9
1915,mnth_mean_max,25.5,25.5,23.4,19.6,15.7,13.8,14.6,14.4,17.9,18.7,21.6,23.1
1915,mnth_mean_min,14.1,14.4,12.4,10.9,8.2,8.0,7.3,7.6,8.7,8.7,10.0,12.2
1916,mnth_highest,40.1,38.4,32.9,26.7,23.9,19.2,16.8,19.2,27.5,24.1,29.7,35.9
1916,mnth_lowest,10.0,11.6,8.3,4.6,-1.1,0.3,2.1,0.5,3.3,3.7,4.5,9.3
1916,mnth_mean_max,25.8,24.9,22.9,18.9,16.8,13.4,13.5,14.2,16.7,18.8,19.6,23.8
1916,mnth_mean_min,14.5,14.9,11.5,10.5,7.5,6.6,5.8,6.0,9.4,9.0,10.7,13.8
1917,mnth_highest,37.9,35.5,29.4,25.5,22.1,19.4,17.2,19.7,22.3,26.1,29.1,38.3
1917,mnth_lowest,9.9,9.9,4.1,5.7,1.1,-0.3,1.9,0.5,2.7,1.7,6.3,9.3
1917,mnth_mean_max,24.8,23.5,22.0,17.9,15.6,13.4,13.5,15.1,17.2,19.2,20.9,25.6
1917,mnth_mean_min,14.2,14.7,12.8,8.8,7.6,6.7,7.0,6.8,8.4,9.8,11.5,14.4
1918,mnth_highest,37.1,37.1,31.0,24.7,24.3,18.4,16.5,18.3,27.3,26.2,34.4,38.3
1918,mnth_lowest,11.5,9.7,4.4,4.7,2.8,4.5,-0.5,1.1,1.2,0.1,4.3,7.8
1918,mnth_mean_max,26.6,25.7,23.0,18.8,17.3,14.3,12.6,15.5,18.2,18.3,20.5,24.6
1918,mnth_mean_min,15.9,14.4,12.7,10.5,9.7,8.2,5.7,7.4,7.6,8.5,10.1,12.2
1919,mnth_highest,38.8,41.4,34.5,28.6,25.4,19.5,16.6,23.3,29.4,34.7,34.9,39.0
1919,mnth_lowest,6.7,10.7,5.5,4.9,2.7,1.7,-0.5,-1.1,2.2,2.7,7.2,8.9
1919,mnth_mean_max,25.5,27.7,21.4,22.3,16.8,13.9,12.9,15.4,18.7,20.6,22.9,25.5
1919,mnth_mean_min,12.9,15.8,12.3,10.3,8.2,6.7,5.5,6.0,8.0,9.5,12.5,14.1
1920,mnth_highest,36.0,40.5,36.7,31.3,19.5,17.9,19.5,19.4,22.4,30.0,30.9,41.0
1920,mnth_lowest,8.3,7.7,7.7,4.3,2.1,2.2,1.1,1.6,2.1,3.5,4.9,7.3
1920,mnth_mean_max,22.9,26.7,23.1,19.2,14.7,14.1,14.0,14.0,17.0,20.0,21.5,25.0
1920,mnth_mean_min,13.6,14.6,12.1,10.7,7.5,8.0,5.5,6.3,8.6,9.9,11.4,13.6
1921,mnth_highest,41.9,38.8,35.0,27.7,27.1,18.1,19.0,19.5,23.8,30.1,37.7,30.7
1921,mnth_lowest,9.4,11.7,6.3,5.1,3.7,0.5,0.7,2.1,3.3,3.9,8.3,7.7
1921,mnth_mean_max,27.1,27.3,24.2,20.8,17.5,14.3,13.9,14.2,18.5,19.0,22.8,22.0
1921,mnth_mean_min,15.5,16.3,12.5,10.4,9.0,7.9,6.3,6.4,7.9,9.2,12.4,13.3
1922,mnth_highest,38.1,40.3,35.0,34.4,25.3,19.6,18.9,17.9,24.2,35.8,35.3,36.1
1922,mnth_lowest,8.7,8.7,7.6,5.1,1.7,0.1,1.3,0.4,1.7,5.3,3.7,9.3
1922,mnth_mean_max,25.7,26.9,22.9,21.1,16.5,14.0,13.9,13.7,16.4,19.6,22.0,24.7
1922,mnth_mean_min,13.8,15.1,12.0,11.8,8.5,5.2,6.1,5.6,6.7,9.8,10.1,12.9
1923,mnth_highest,38.2,41.1,34.0,30.4,24.7,18.7,18.1,20.7,23.1,28.8,38.3,37.5
1923,mnth_lowest,9.5,10.0,7.2,3.9,2.7,2.8,2.7,1.2,2.5,5.0,5.5,8.9
1923,mnth_mean_max,25.4,24.9,23.1,22.5,17.9,14.2,12.9,14.3,16.0,18.7,20.4,23.6
1923,mnth_mean_min,13.3,13.6,12.1,9.7,9.5,8.4,6.8,6.1,7.3,9.4,10.0,13.4
1924,mnth_highest,40.1,33.7,32.5,27.2,20.8,15.5,16.1,21.2,24.4,27.0,30.4,40.1
1924,mnth_lowest,7.6,4.5,7.3,6.3,2.2,1.1,0.5,1.6,4.3,5.0,7.2,5.9
1924,mnth_mean_max,23.6,23.7,22.7,17.4,15.8,12.6,13.2,14.7,16.5,19.2,20.9,22.7
1924,mnth_mean_min,13.0,13.2,12.3,9.9,7.6,6.0,5.5,6.7,9.0,9.2,11.6,11.5
1925,mnth_highest,36.1,31.5,32.7,31.2,23.3,18.1,16.1,19.9,24.4,35.3,35.9,38.3
1925,mnth_lowest,8.4,8.9,6.1,6.4,2.7,1.9,-0.5,-1.5,2.7,3.9,5.7,8.3
1925,mnth_mean_max,24.8,24.7,23.2,21.5,16.2,13.9,12.3,14.1,15.6,20.9,21.5,23.1
1925,mnth_mean_min,13.3,14.6,12.4,11.2,8.9,6.1,5.7,5.1,7.2,9.5,10.7,13.0
1926,mnth_highest,40.0,39.9,38.1,29.9,17.7,18.7,20.7,18.9,29.1,28.4,38.3,36.7
1926,mnth_lowest,10.4,7.7,7.7,5.0,2.6,1.1,2.1,0.0,2.7,3.9,5.9,8.0
1926,mnth_mean_max,23.2,27.9,25.6,20.8,14.9,14.4,14.1,14.4,18.8,20.4,22.4,25.3
1926,mnth_mean_min,13.0,14.2,14.0,11.7,8.5,7.4,7.4,6.7,8.7,10.0,10.9,12.9
1927,mnth_highest,40.9,38.4,35.2,27.8,22.9,18.1,15.7,21.0,24.7,33.4,38.9,38.9
1927,mnth_lowest,8.9,9.6,5.1,6.4,0.5,-1.1,1.1,2.7,1.9,3.2,7.6,9.6
1927,mnth_mean_max,26.5,25.9,22.8,18.5,16.3,13.6,13.0,14.3,17.1,21.3,24.0,25.7
1927,mnth_mean_min,14.4,13.9,12.4,10.3,8.3,4.5,6.4,6.6,6.9,10.2,12.4,14.2
1928,mnth_highest,40.0,36.9,36.5,28.9,21.7,18.8,17.2,21.1,31.4,25.1,34.4,37.2
1928,mnth_lowest,9.3,10.1,8.9,5.0,1.7,-0.1,0.0,0.5,4.4,3.1,6.8,8.1
1928,mnth_mean_max,25.3,25.3,24.6,21.9,16.1,13.5,13.9,16.4,19.5,18.6,22.4,25.1
1928,mnth_mean_min,14.6,15.8,14.8,11.3,8.5,6.1,6.0,6.4,9.5,8.7,10.7,13.3
1929,mnth_highest,38.3,35.0,36.1,26.5,22.3,17.7,17.3,19.9,22.8,28.3,30.9,36.1
1929,mnth_lowest,8.7,10.7,7.7,4.5,2.2,-0.7,-1.5,-1.2,1.5,5.6,7.0,6.7
1929,mnth_mean_max,25.7,27.3,23.7,19.3,16.7,13.7,12.1,14.1,16.6,19.1,20.0,22.2
1929,mnth_mean_min,13.5,16.5,12.6,10.7,7.9,6.5,5.0,5.8,6.9,10.2,11.0,11.9
1930,mnth_highest,39.3,39.7,37.4,28.0,24.2,20.0,16.9,20.9,26.1,29.5,31.8,34.1
1930,mnth_lowest,8.3,10.3,5.4,4.5,1.7,1.1,2.2,1.0,2.9,6.3,6.7,9.9
1930,mnth_mean_max,25.6,28.1,24.5,20.2,17.4,14.5,14.2,14.2,17.8,21.2,22.8,23.8
1930,mnth_mean_min,12.9,15.2,13.5,9.1,8.4,6.2,6.9,6.8,7.5,10.6,10.8,13.6
1931,mnth_highest,32.7,37.1,35.3,25.1,22.7,16.2,17.8,17.9,25.7,29.7,32.7,40.2
1931,mnth_lowest,9.5,8.3,6.8,4.9,2.9,0.3,1.4,2.4,1.2,4.1,5.8,9.2
1931,mnth_mean_max,23.7,25.3,22.6,18.7,17.4,13.6,13.2,14.2,17.4,18.9,20.9,23.3
1931,mnth_mean_min,12.2,11.9,12.0,8.9,9.7,6.9,6.0,6.7,6.9,8.3,10.4,12.7
1932,mnth_highest,42.7,33.9,34.9,25.7,21.2,20.2,16.5,19.4,22.7,29.4,36.8,34.4
1932,mnth_lowest,10.7,6.3,8.9,6.3,4.1,1.6,0.3,0.3,3.7,3.3,5.9,7.9
1932,mnth_mean_max,27.4,23.8,22.8,19.5,16.4,13.5,13.1,14.4,17.3,18.2,22.5,22.7
1932,mnth_mean_min,13.8,13.5,12.5,11.4,8.9,6.2,5.5,5.8,7.8,7.5,11.1,11.1
1933,mnth_highest,35.7,37.3,33.2,30.0,20.9,18.8,19.1,21.3,21.7,35.7,30.9,32.2
1933,mnth_lowest,8.2,8.9,5.8,2.7,3.5,1.6,0.1,0.7,1.1,4.1,6.0,8.5
1933,mnth_mean_max,24.5,25.1,24.3,20.6,16.2,14.8,13.9,14.2,16.4,21.7,22.6,23.7
1933,mnth_mean_min,13.4,12.5,11.7,9.9,8.2,6.7,5.2,5.2,7.3,9.4,10.6,13.5
1934,mnth_highest,39.1,38.8,39.7,30.0,24.3,18.1,20.6,24.6,25.7,27.4,32.1,35.2
1934,mnth_lowest,9.4,10.0,7.2,4.1,2.7,0.5,1.0,1.2,0.1,2.5,7.2,9.4
1934,mnth_mean_max,25.9,25.5,27.8,19.0,18.3,13.4,14.4,14.8,17.8,19.2,21.2,23.6
1934,mnth_mean_min,14.4,14.4,15.1,10.1,7.9,4.4,6.8,6.4,6.4,8.0,11.5,12.7
1935,mnth_highest,39.8,34.7,32.2,31.5,21.0,19.7,17.5,22.1,23.3,30.3,35.5,36.7
1935,mnth_lowest,10.3,9.9,6.1,6.8,2.3,2.3,0.3,3.7,2.2,3.5,6.7,8.1
1935,mnth_mean_max,24.3,24.8,22.5,19.7,15.8,13.4,14.0,15.7,17.6,19.7,21.6,24.9
1935,mnth_mean_min,13.5,14.1,11.7,11.2,7.1,6.6,5.3,7.4,6.9,9.0,9.9,12.8
1936,mnth_highest,40.9,33.8,34.4,26.7,24.7,16.3,18.2,21.1,23.2,27.2,35.5,32.1
1936,mnth_lowest,10.0,7.9,8.3,3.9,2.3,0.9,2.5,0.4,0.5,4.0,5.4,8.3
1936,mnth_mean_max,26.4,26.3,26.5,18.6,18.4,13.4,13.5,15.3,15.8,19.7,21.4,24.1
1936,mnth_mean_min,14.8,14.1,14.0,9.2,6.9,6.4,6.1,7.0,6.1,8.8,9.9,13.8
1937,mnth_highest,37.3,35.2,33.4,28.5,23.1,16.1,16.7,22.8,23.9,29.1,37.4,35.6
1937,mnth_lowest,9.7,9.5,9.1,3.1,1.7,-0.3,0.1,1.1,4.8,6.7,6.7,8.0
1937,mnth_mean_max,24.1,26.6,25.1,19.1,17.0,12.6,13.8,16.2,18.0,20.2,23.3,24.7
1937,mnth_mean_min,12.8,14.0,13.1,9.9,8.4,3.3,4.7,7.3,9.1,10.3,12.6,13.1
1938,mnth_highest,39.4,39.4,36.0,34.9,26.0,17.0,16.2,21.7,24.6,30.5,37.4,36.3
1938,mnth_lowest,7.5,9.3,8.9,5.5,3.7,0.7,0.9,-1.3,1.6,5.0,7.3,7.5
1938,mnth_mean_max,26.2,26.3,24.0,22.7,18.8,13.6,13.4,15.1,18.1,22.0,24.3,24.4
1938,mnth_mean_min,14.0,13.9,13.4,11.5,8.4,6.6,4.9,5.6,6.8,9.0,11.3,11.9
1939,mnth_highest,45.6,41.5,31.1,27.7,23.3,16.6,18.4,19.3,24.1,29.5,32.3,38.5
1939,mnth_lowest,9.6,10.0,8.8,5.4,3.5,3.1,-1.1,0.5,1.5,3.9,4.9,7.1
1939,mnth_mean_max,27.6,26.7,23.9,20.4,17.9,14.4,12.8,13.9,17.2,19.8,21.0,23.5
1939,mnth_mean_min,14.6,14.5,13.4,11.8,9.5,6.9,4.1,7.1,7.9,8.7,10.6,10.7
1940,mnth_highest,39.8,38.1,41.7,26.8,18.8,19.7,17.3,24.0,26.4,35.2,34.3,39.8
1940,mnth_lowest,7.7,6.3,5.8,4.1,1.1,0.6,3.3,0.2,-0.5,4.1,5.8,8.8
1940,mnth_mean_max,25.5,24.6,28.9,19.9,15.8,14.0,14.1,15.9,18.5,23.3,20.8,26.2
1940,mnth_mean_min,13.2,11.9,13.1,9.0,7.0,6.4,7.2,5.2,7.4,9.4,10.4,12.8
1941,mnth_highest,36.1,38.3,31.7,33.4,24.6,17.7,18.1,22.8,24.5,26.7,33.5,40.9
1941,mnth_lowest,9.3,7.3,7.7,4.3,2.7,2.7,0.7,2.0,1.9,5.0,6.7,7.2
1941,mnth_mean_max,23.5,25.6,22.2,21.8,16.9,14.1,13.7,15.2,17.3,18.1,22.4,24.8
1941,mnth_mean_min,13.9,13.5,12.2,11.2,8.0,7.3,6.4,6.6,7.6,8.1,11.1,12.4
1942,mnth_highest,38.5,37.1,40.4,26.1,24.2,19.2,16.3,20.7,25.2,30.9,30.7,38.8
1942,mnth_lowest,9.0,9.4,7.7,3.1,4.3,0.1,-1.1,1.9,5.0,3.2,6.8,6.7
1942,mnth_mean_max,26.5,25.5,24.6,19.4,16.1,14.4,13.3,15.0,18.2,20.6,21.9,25.1
1942,mnth_mean_min,13.4,14.2,12.8,10.1,10.3,7.0,5.3,7.5,8.0,9.0,11.5,13.7
1943,mnth_highest,41.9,37.2,36.9,30.0,21.0,16.2,17.9,17.4,24.1,26.9,31.7,39.5
1943,mnth_lowest,8.7,8.1,7.5,4.1,1.3,0.7,2.1,-0.1,2.7,3.8,6.1,8.4
1943,mnth_mean_max,27.1,24.7,24.6,19.0,16.0,12.9,13.1,13.5,16.6,18.6,21.0,23.0
1943,mnth_mean_min,14.0,13.2,12.0,8.7,6.5,5.5,6.2,4.0,6.9,8.9,10.4,12.2
1944,mnth_highest,40.2,36.3,34.0,30.6,20.1,17.1,18.3,20.1,29.7,32.1,35.1,36.9
1944,mnth_lowest,10.7,7.8,5.3,4.9,4.1,-0.6,-0.1,-1.1,2.1,2.7,7.5,8.9
1944,mnth_mean_max,27.1,25.3,24.5,18.0,15.6,13.2,13.2,14.1,18.9,20.8,22.4,25.0
1944,mnth_mean_min,13.5,13.2,12.7,9.1,8.6,6.1,5.0,4.2,7.4,8.6,10.9,12.2
1945,mnth_highest,38.4,35.3,32.7,26.9,22.1,18.9,16.3,19.4,22.5,30.1,34.1,40.1
1945,mnth_lowest,7.9,7.7,6.3,4.1,1.9,0.5,-0.8,2.8,0.1,4.1,7.7,7.5
1945,mnth_mean_max,25.2,23.5,21.5,19.1,16.3,14.8,12.2,15.2,16.9,19.4,23.6,25.3
1945,mnth_mean_min,13.3,13.1,10.1,9.3,7.9,6.4,4.7,7.6,6.6,9.4,11.4,13.1
1946,mnth_highest,40.9,39.9,31.1,23.1,22.7,14.9,17.2,18.2,21.7,29.1,34.0,40.0
1946,mnth_lowest,9.3,9.1,6.7,4.7,0.1,0.7,2.7,2.1,2.3,4.4,6.7,6.7
1946,mnth_mean_max,26.9,24.4,22.1,17.7,16.5,12.9,14.0,14.3,15.2,17.5,22.2,24.6
1946,mnth_mean_min,14.2,13.4,12.5,9.6,8.0,5.9,7.3,6.4,7.1,7.8,10.4,12.4
1947,mnth_highest,39.3,36.4,36.7,30.3,24.5,18.9,16.5,19.0,24.5,29.1,32.3,36.7
1947,mnth_lowest,7.7,7.9,8.6,4.7,1.8,2.1,2.8,0.1,1.6,5.3,5.8,9.8
1947,mnth_mean_max,26.9,28.7,24.3,20.6,19.5,14.7,13.4,13.9,17.1,18.8,20.1,23.7
1947,mnth_mean_min,13.1,16.3,13.6,10.9,9.0,6.6,7.1,5.8,7.3,9.0,10.0,12.8
1948,mnth_highest,40.1,40.2,32.3,29.5,23.7,17.4,14.7,20.3,26.5,30.0,31.9,36.5
1948,mnth_lowest,9.3,11.6,5.5,4.4,5.1,-0.1,-1.1,1.5,2.7,3.9,4.7,6.8
1948,mnth_mean_max,25.0,26.6,21.6,19.1,15.2,13.7,12.6,15.8,18.7,18.5,21.3,25.6
1948,mnth_mean_min,12.9,15.1,10.4,10.8,8.4,5.5,5.0,6.6,7.5,8.1,9.7,12.2
1949,mnth_highest,37.7,31.3,35.7,26.9,22.3,14.9,16.5,20.7,25.7,26.9,29.6,32.5
1949,mnth_lowest,9.3,5.5,7.7,3.3,0.1,0.0,1.7,0.9,0.8,2.7,7.7,7.9
1949,mnth_mean_max,24.9,23.1,21.9,18.2,15.3,11.9,13.5,15.2,17.2,19.2,20.6,21.8
1949,mnth_mean_min,13.8,12.2,13.0,8.9,7.3,5.3,6.2,5.3,6.1,9.5,11.1,11.2
1950,mnth_highest,38.7,37.0,31.3,24.9,23.3,16.5,18.9,19.0,24.5,25.9,32.3,38.5
1950,mnth_lowest,7.8,10.7,7.3,5.0,3.3,0.7,1.3,1.3,2.3,4.8,3.7,8.4
1950,mnth_mean_max,24.9,23.9,22.9,20.2,16.1,12.7,14.2,15.5,19.1,19.9,22.2,26.9
1950,mnth_mean_min,12.1,14.5,13.0,10.1,8.0,5.1,5.6,6.3,7.8,10.1,11.2,13.4
1951,mnth_highest,40.1,39.5,34.5,27.1,21.8,18.4,17.4,17.7,27.7,26.5,31.3,38.1
1951,mnth_lowest,10.1,10.5,7.3,5.5,4.5,3.5,1.1,1.9,3.3,6.2,5.1,7.7
1951,mnth_mean_max,30.5,27.6,25.7,17.6,16.3,14.5,13.5,13.3,17.5,19.6,21.6,23.9
1951,mnth_mean_min,15.6,15.7,13.7,9.4,8.3,7.5,6.5,5.9,8.0,9.2,9.7,11.9
1952,mnth_highest,43.1,38.3,34.2,27.9,22.2,17.9,17.8,18.4,25.3,27.9,30.2,36.7
1952,mnth_lowest,9.1,9.1,7.9,4.3,3.3,4.3,0.3,0.5,3.9,3.9,6.9,8.3
1952,mnth_mean_max,26.2,23.9,24.4,18.5,15.7,14.2,12.9,14.4,17.5,18.9,20.8,23.7
1952,mnth_mean_min,12.7,13.1,13.8,10.0,7.6,8.0,4.9,5.9,7.9,9.3,10.4,12.6
1953,mnth_highest,33.7,37.3,38.5,30.5,23.8,17.3,16.8,20.8,22.7,28.2,32.2,42.1
1953,mnth_lowest,8.9,11.4,5.1,2.8,3.9,2.4,0.9,2.4,1.1,2.4,6.9,7.7
1953,mnth_mean_max,25.6,25.6,26.0,21.3,17.0,13.5,14.0,14.2,16.7,19.8,21.1,24.9
1953,mnth_mean_min,13.9,14.6,12.7,11.1,9.1,7.2,6.4,6.6,7.1,8.5,10.0,11.8
1954,mnth_highest,38.5,34.8,34.1,33.5,20.5,21.1,18.5,20.3,26.0,30.1,37.3,37.7
1954,mnth_lowest,9.4,7.7,6.8,6.5,3.8,2.4,1.1,0.7,1.1,4.2,6.7,8.8
1954,mnth_mean_max,27.5,23.2,23.6,21.3,16.7,14.1,13.3,15.3,17.5,19.8,21.4,25.5
1954,mnth_mean_min,15.3,13.5,11.4,10.9,8.5,7.8,5.7,6.7,7.1,9.5,10.5,13.3
1955,mnth_highest,40.6,36.8,32.7,30.6,22.2,18.4,16.9,20.7,22.8,27.2,31.7,36.6
1955,mnth_lowest,10.4,10.0,8.3,4.1,3.6,0.6,1.2,2.5,1.8,4.2,5.1,6.7
1955,mnth_mean_max,27.2,25.9,23.3,20.7,15.9,13.9,13.3,15.4,18.0,20.2,20.7,23.3
1955,mnth_mean_min,14.6,15.6,13.1,10.1,7.6,6.2,6.1,7.5,7.9,9.6,9.5,12.6
1956,mnth_highest,36.1,38.3,31.2,29.8,19.3,17.3,17.1,18.1,24.4,25.0,31.1,30.9
1956,mnth_lowest,8.1,10.2,10.4,6.7,3.4,0.6,-0.4,0.3,3.5,4.4,4.3,7.8
1956,mnth_mean_max,24.8,28.6,25.2,20.1,16.0,13.4,13.6,14.1,16.9,17.7,19.2,23.3
1956,mnth_mean_min,13.6,16.5,15.6,11.5,8.8,6.7,6.5,5.4,7.4,8.7,9.7,11.1
1957,mnth_highest,39.4,36.0,34.2,29.9,24.4,22.4,16.5,19.0,25.5,31.1,33.6,36.1
1957,mnth_lowest,6.8,9.2,7.2,2.9,4.3,1.2,-0.7,1.1,0.3,3.9,6.1,8.9
1957,mnth_mean_max,25.8,25.9,23.4,20.7,16.8,17.7,13.2,14.9,17.2,18.7,22.2,24.2
1957,mnth_mean_min,11.8,13.7,11.8,10.1,8.0,9.4,5.3,5.8,6.9,9.1,10.1,12.4
1958,mnth_highest,38.4,38.7,32.8,32.4,23.2,19.9,17.6,20.8,23.2,23.9,34.1,31.4
1958,mnth_lowest,10.0,8.8,8.3,5.1,3.4,0.7,0.2,3.3,2.3,4.7,7.5,8.1
1958,mnth_mean_max,23.6,25.6,23.3,21.2,17.3,13.6,12.8,14.3,16.3,18.4,22.5,21.7
1958,mnth_mean_min,13.0,14.3,12.9,9.6,10.0,6.1,6.0,7.2,6.6,8.8,12.1,12.1
1959,mnth_highest,42.8,40.6,31.7,29.3,23.4,19.1,16.2,20.6,25.2,30.0,35.4,34.2
1959,mnth_lowest,9.8,10.9,6.9,4.9,1.9,1.1,-1.4,2.8,1.2,4.4,6.0,9.0
1959,mnth_mean_max,29.5,25.4,23.1,22.0,16.9,14.6,13.7,15.8,16.9,19.6,24.2,23.9
1959,mnth_mean_min,15.8,15.0,13.7,10.7,7.3,6.7,6.1,6.9,7.1,9.0,12.9,12.8
1960,mnth_highest,40.6,36.7,33.2,28.0,21.4,17.1,20.1,18.3,25.8,30.3,30.6,39.4
1960,mnth_lowest,10.0,11.4,9.5,5.6,4.4,0.4,0.7,-0.4,2.8,5.3,4.7,7.8
1960,mnth_mean_max,28.8,24.9,25.1,19.7,14.8,13.3,13.4,13.7,16.7,20.4,20.0,26.7
1960,mnth_mean_min,16.1,13.7,13.7,10.6,8.0,5.8,6.0,5.2,8.0,9.7,9.2,14.2
1961,mnth_highest,41.7,37.1,33.6,29.9,22.2,20.2,18.1,20.2,31.1,32.8,34.3,38.9
1961,mnth_lowest,11.1,9.6,8.5,5.1,3.1,3.9,0.8,1.9,4.6,5.8,6.0,8.4
1961,mnth_mean_max,29.4,26.9,24.3,21.7,17.1,15.2,13.8,15.5,19.0,23.0,23.8,26.6
1961,mnth_mean_min,16.6,15.7,13.4,11.9,7.9,8.1,6.7,6.9,7.9,11.0,12.1,14.0
1962,mnth_highest,40.0,39.6,34.2,31.6,20.7,19.4,17.9,20.7,25.1,27.5,37.2,39.8
1962,mnth_lowest,10.7,10.4,8.7,6.1,3.5,3.2,-0.1,1.1,2.0,6.1,5.6,9.3
1962,mnth_mean_max,27.2,25.2,25.8,21.6,15.8,15.9,14.8,14.7,17.4,18.2,22.8,24.5
1962,mnth_mean_min,15.5,14.0,14.0,10.9,8.2,8.3,6.2,6.5,8.3,8.8,10.4,13.5
1963,mnth_highest,36.9,36.7,32.3,28.0,23.7,19.2,16.8,21.9,24.3,30.2,33.2,37.2
1963,mnth_lowest,11.2,8.2,8.1,4.0,3.8,0.2,-1.5,-0.6,2.2,9.1,4.8,10.1
1963,mnth_mean_max,26.8,24.5,24.1,20.1,15.5,14.6,12.7,15.4,17.5,21.8,22.0,24.9
1963,mnth_mean_min,15.4,14.2,13.5,9.3,9.6,6.8,5.6,6.4,8.7,12.2,11.0,13.7
1964,mnth_highest,39.6,39.4,35.0,32.1,22.1,18.2,15.8,19.4,24.7,25.7,34.6,32.3
1964,mnth_lowest,8.9,8.6,7.2,6.6,4.6,2.2,3.1,3.6,2.8,5.5,8.1,6.9
1964,mnth_mean_max,26.1,23.9,23.9,19.7,16.8,14.5,13.2,15.0,17.1,18.0,21.6,20.9
1964,mnth_mean_min,13.6,13.9,12.0,11.8,8.5,8.1,7.1,7.8,8.1,9.3,11.7,11.6
1965,mnth_highest,41.6,37.8,39.7,24.4,23.0,18.5,17.0,21.8,28.5,34.4,32.9,38.7
1965,mnth_lowest,8.6,10.1,7.2,5.4,4.1,0.2,0.3,2.5,3.3,2.4,6.1,7.9
1965,mnth_mean_max,24.2,26.2,24.4,18.3,17.0,14.5,13.1,15.5,18.4,21.3,21.1,25.3
1965,mnth_mean_min,12.8,14.8,12.7,9.6,9.1,6.7,5.6,7.6,9.3,11.1,11.0,15.4
1966,mnth_highest,39.3,30.1,38.9,29.3,24.3,16.1,16.4,20.0,26.1,26.9,38.9,34.9
1966,mnth_lowest,9.6,11.7,7.2,4.3,3.0,1.1,0.5,2.2,4.3,4.6,5.7,8.3
1966,mnth_mean_max,26.4,23.8,24.3,20.1,16.6,13.6,12.8,14.7,17.0,18.5,22.5,23.3
1966,mnth_mean_min,15.5,14.7,14.0,10.2,9.5,5.8,6.2,6.3,8.8,10.2,12.1,13.3
1967,mnth_highest,38.3,40.7,32.4,32.0,26.6,18.6,17.8,17.3,24.7,30.4,37.7,37.3
1967,mnth_lowest,9.7,10.3,7.2,5.1,2.4,1.9,2.3,1.2,3.8,2.7,7.4,8.2
1967,mnth_mean_max,23.9,27.2,24.0,21.5,17.8,14.8,13.8,14.2,17.0,21.0,22.6,22.5
1967,mnth_mean_min,13.9,16.6,13.1,11.6,8.7,7.0,6.3,6.3,7.9,10.2,11.7,12.5
1968,mnth_highest,43.7,41.4,36.7,33.4,19.6,18.4,15.2,21.1,21.4,29.4,32.9,36.7
1968,mnth_lowest,11.6,11.1,10.2,7.7,4.7,1.8,2.2,3.1,4.2,3.9,6.8,10.4
1968,mnth_mean_max,28.1,28.9,25.5,22.7,15.1,13.2,12.8,14.7,16.6,19.0,21.4,23.1
1968,mnth_mean_min,15.4,17.7,15.5,13.8,9.3,7.2,6.5,6.9,7.7,9.6,11.0,13.3
1969,mnth_highest,38.7,36.3,33.2,30.4,21.2,16.7,19.2,23.3,22.8,28.2,32.1,38.2
1969,mnth_lowest,10.7,12.8,7.8,5.9,2.6,-0.8,3.3,3.2,2.9,5.3,6.0,7.4
1969,mnth_mean_max,27.9,26.1,23.2,20.6,15.9,13.9,15.2,15.6,14.3,19.0,20.9,23.1
1969,mnth_mean_min,15.4,17.3,14.5,11.9,8.5,5.4,6.5,8.2,7.7,10.4,12.1,12.2
1970,mnth_highest,34.4,36.4,32.8,27.2,20.4,17.1,17.1,20.2,20.4,28.6,30.9,37.3
1970,mnth_lowest,9.4,10.2,8.3,7.8,3.9,3.8,3.8,0.6,1.6,5.0,5.7,9.1
1970,mnth_mean_max,24.5,25.3,23.0,21.2,15.4,14.6,14.1,14.3,15.6,19.2,21.7,24.2
1970,mnth_mean_min,14.7,14.8,13.7,12.4,8.6,8.3,7.0,6.8,7.1,9.5,11.8,13.7
1971,mnth_highest,38.7,36.4,33.2,28.2,21.5,16.9,16.1,19.9,22.8,28.2,29.2,34.4
1971,mnth_lowest,11.3,12.1,8.4,8.8,5.0,4.2,-0.1,1.3,2.2,5.2,6.8,9.8
1971,mnth_mean_max,26.0,28.0,25.7,21.9,16.4,14.1,13.6,14.5,16.7,18.6,19.5,24.5
