Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,014015,1988,10,33.5,Y
IDCJAC0002,014015,1988,11,33.0,Y
IDCJAC0002,014015,1988,12,30.8,Y
IDCJAC0002,014015,1989,01,32.0,Y
IDCJAC0002,014015,1989,02,32.6,Y
IDCJAC0002,014015,1989,03,30.7,Y
IDCJAC0002,014015,1989,04,32.0,Y
IDCJAC0002,014015,1989,05,32.2,Y
IDCJAC0002,014015,1989,06,30.0,Y
IDCJAC0002,014015,1989,07,30.8,Y
IDCJAC0002,014015,1989,08,30.8,Y
IDCJAC0002,014015,1989,09,32.7,Y
IDCJAC0002,014015,1989,10,33.5,Y
IDCJAC0002,014015,1989,11,33.9,Y
IDCJAC0002,014015,1989,12,33.2,Y
IDCJAC0002,014015,1990,01,32.0,Y
IDCJAC0002,014015,1990,02,32.7,Y
IDCJAC0002,014015,1990,03,32.3,Y
IDCJAC0002,014015,1990,04,32.7,Y
IDCJAC0002,014015,1990,05,31.6,Y
IDCJAC0002,014015,1990,06,29.9,Y
IDCJAC0002,014015,1990,07,31.1,Y
IDCJAC0002,014015,1990,08,30.8,Y
IDCJAC0002,014015,1990,09,33.3,Y
IDCJAC0002,014015,1990,10,33.8,Y
IDCJAC0002,014015,1990,11,33.7,Y
IDCJAC0002,014015,1990,12,32.5,Y
IDCJAC0002,014015,1991,01,31.0,Y
IDCJAC0002,014015,1991,02,30.1,Y
IDCJAC0002,014015,1991,03,32.2,Y
IDCJAC0002,014015,1991,04,32.6,Y
IDCJAC0002,014015,1991,05,32.2,Y
IDCJAC0002,014015,1991,06,31.2,Y
IDCJAC0002,014015,1991,07,30.4,Y
IDCJAC0002,014015,1991,08,31.3,Y
IDCJAC0002,014015,1991,09,31.7,Y
IDCJAC0002,014015,1991,10,33.4,Y
IDCJAC0002,014015,1991,11,32.5,Y
IDCJAC0002,014015,1991,12,33.5,Y
IDCJAC0002,014015,1992,01,32.5,Y
IDCJAC0002,014015,1992,02,31.8,Y
IDCJAC0002,014015,1992,03,33.2,Y
IDCJAC0002,014015,1992,04,31.9,Y
IDCJAC0002,014015,1992,05,32.8,Y
IDCJAC0002,014015,1992,06,30.9,Y
IDCJAC0002,014015,1992,07,31.2,Y
IDCJAC0002,014015,1992,08,31.6,Y
IDCJAC0002,014015,1992,09,32.7,Y
IDCJAC0002,014015,1992,10,33.4,Y
IDCJAC0002,014015,1992,11,33.0,Y
IDCJAC0002,014015,1992,12,32.8,Y
IDCJAC0002,014015,1993,01,31.6,Y
IDCJAC0002,014015,1993,02,30.6,Y
IDCJAC0002,014015,1993,03,32.4,Y
IDCJAC0002,014015,1993,04,34.0,Y
IDCJAC0002,014015,1993,05,32.6,Y
IDCJAC0002,014015,1993,06,31.7,Y
IDCJAC0002,014015,1993,07,30.7,Y
IDCJAC0002,014015,1993,08,31.6,Y
IDCJAC0002,014015,1993,09,32.5,Y
IDCJAC0002,014015,1993,10,33.5,Y
IDCJAC0002,014015,1993,11,33.8,Y
IDCJAC0002,014015,1993,12,32.2,Y
IDCJAC0002,014015,1994,01,32.5,Y
IDCJAC0002,014015,1994,02,31.3,Y
IDCJAC0002,014015,1994,03,32.4,Y
IDCJAC0002,014015,1994,04,32.8,Y
IDCJAC0002,014015,1994,05,32.4,Y
IDCJAC0002,014015,1994,06,30.6,Y
IDCJAC0002,014015,1994,07,30.3,Y
IDCJAC0002,014015,1994,08,31.6,Y
IDCJAC0002,014015,1994,09,31.8,Y
IDCJAC0002,014015,1994,10,33.0,Y
IDCJAC0002,014015,1994,11,33.9,Y
IDCJAC0002,014015,1994,12,32.7,Y
IDCJAC0002,014015,1995,01,31.2,Y
IDCJAC0002,014015,1995,02,31.6,Y
IDCJAC0002,014015,1995,03,30.9,Y
IDCJAC0002,014015,1995,04,32.0,Y
IDCJAC0002,014015,1995,05,31.6,Y
IDCJAC0002,014015,1995,06,30.4,Y
IDCJAC0002,014015,1995,07,30.8,Y
IDCJAC0002,014015,1995,08,32.2,Y
IDCJAC0002,014015,1995,09,32.7,Y
IDCJAC0002,014015,1995,10,32.8,Y
IDCJAC0002,014015,1995,11,33.4,Y
IDCJAC0002,014015,1995,12,32.4,Y
IDCJAC0002,014015,1996,01,32.3,Y
IDCJAC0002,014015,1996,02,32.4,Y
IDCJAC0002,014015,1996,03,32.3,Y
IDCJAC0002,014015,1996,04,32.4,Y
IDCJAC0002,014015,1996,05,32.5,Y
IDCJAC0002,014015,1996,06,32.1,Y
IDCJAC0002,014015,1996,07,31.0,Y
IDCJAC0002,014015,1996,08,31.6,Y
IDCJAC0002,014015,1996,09,33.1,Y
IDCJAC0002,014015,1996,10,33.6,Y
IDCJAC0002,014015,1996,11,33.7,Y
IDCJAC0002,014015,1996,12,31.9,Y
IDCJAC0002,014015,1997,01,30.9,Y
IDCJAC0002,014015,1997,02,31.0,Y
IDCJAC0002,014015,1997,03,31.9,Y
IDCJAC0002,014015,1997,04,33.6,Y
IDCJAC0002,014015,1997,05,31.5,Y
IDCJAC0002,014015,1997,06,30.7,Y
IDCJAC0002,014015,1997,07,30.7,Y
IDCJAC0002,014015,1997,08,31.3,Y
IDCJAC0002,014015,1997,09,33.0,Y
IDCJAC0002,014015,1997,10,33.2,Y
IDCJAC0002,014015,1997,11,33.2,Y
IDCJAC0002,014015,1997,12,32.7,Y
IDCJAC0002,014015,1998,01,31.6,Y
IDCJAC0002,014015,1998,02,32.6,Y
IDCJAC0002,014015,1998,03,32.5,Y
IDCJAC0002,014015,1998,04,33.9,Y
IDCJAC0002,014015,1998,05,33.4,Y
IDCJAC0002,014015,1998,06,32.4,Y
IDCJAC0002,014015,1998,07,32.4,Y
IDCJAC0002,014015,1998,08,32.6,Y
IDCJAC0002,014015,1998,09,33.6,Y
IDCJAC0002,014015,1998,10,34.2,Y
IDCJAC0002,014015,1998,11,33.6,Y
IDCJAC0002,014015,1998,12,31.6,Y
IDCJAC0002,014015,1999,01,31.3,Y
IDCJAC0002,014015,1999,02,30.3,Y
IDCJAC0002,014015,1999,03,31.5,Y
IDCJAC0002,014015,1999,04,32.0,Y
IDCJAC0002,014015,1999,05,31.4,Y
IDCJAC0002,014015,1999,06,31.3,Y
IDCJAC0002,014015,1999,07,30.6,Y
IDCJAC0002,014015,1999,08,31.7,Y
IDCJAC0002,014015,1999,09,33.1,Y
IDCJAC0002,014015,1999,10,33.0,Y
IDCJAC0002,014015,1999,11,32.8,Y
IDCJAC0002,014015,1999,12,32.8,Y
IDCJAC0002,014015,2000,01,31.4,Y
IDCJAC0002,014015,2000,02,30.9,Y
IDCJAC0002,014015,2000,03,31.0,Y
IDCJAC0002,014015,2000,04,31.5,Y
IDCJAC0002,014015,2000,05,31.3,Y
IDCJAC0002,014015,2000,06,29.2,Y
IDCJAC0002,014015,2000,07,30.5,Y
IDCJAC0002,014015,2000,08,31.8,Y
IDCJAC0002,014015,2000,09,33.3,Y
IDCJAC0002,014015,2000,10,32.9,Y
IDCJAC0002,014015,2000,11,33.9,Y
IDCJAC0002,014015,2000,12,31.4,Y
IDCJAC0002,014015,2001,01,31.8,Y
IDCJAC0002,014015,2001,02,31.3,Y
IDCJAC0002,014015,2001,03,31.6,Y
IDCJAC0002,014015,2001,04,32.6,Y
IDCJAC0002,014015,2001,05,31.5,Y
IDCJAC0002,014015,2001,06,31.7,Y
IDCJAC0002,014015,2001,07,30.6,Y
IDCJAC0002,014015,2001,08,31.2,Y
IDCJAC0002,014015,2001,09,33.1,Y
IDCJAC0002,014015,2001,10,33.8,Y
IDCJAC0002,014015,2001,11,33.9,Y
IDCJAC0002,014015,2001,12,32.5,Y
IDCJAC0002,014015,2002,01,33.1,Y
IDCJAC0002,014015,2002,02,31.0,Y
IDCJAC0002,014015,2002,03,33.3,Y
IDCJAC0002,014015,2002,04,33.5,Y
IDCJAC0002,014015,2002,05,33.0,Y
IDCJAC0002,014015,2002,06,31.2,Y
IDCJAC0002,014015,2002,07,30.8,Y
IDCJAC0002,014015,2002,08,31.7,Y
IDCJAC0002,014015,2002,09,31.8,Y
IDCJAC0002,014015,2002,10,34.2,Y
IDCJAC0002,014015,2002,11,34.1,Y
IDCJAC0002,014015,2002,12,34.4,Y
IDCJAC0002,014015,2003,01,32.1,Y
IDCJAC0002,014015,2003,02,31.1,Y
IDCJAC0002,014015,2003,03,31.9,Y
IDCJAC0002,014015,2003,04,34.0,Y
IDCJAC0002,014015,2003,05,33.0,Y
IDCJAC0002,014015,2003,06,32.0,Y
IDCJAC0002,014015,2003,07,31.7,Y
IDCJAC0002,014015,2003,08,31.6,Y
IDCJAC0002,014015,2003,09,33.0,Y
IDCJAC0002,014015,2003,10,34.1,Y
IDCJAC0002,014015,2003,11,33.8,Y
IDCJAC0002,014015,2003,12,32.7,Y
IDCJAC0002,014015,2004,01,31.8,Y
IDCJAC0002,014015,2004,02,30.9,Y
IDCJAC0002,014015,2004,03,31.9,Y
IDCJAC0002,014015,2004,04,34.0,Y
IDCJAC0002,014015,2004,05,31.9,Y
IDCJAC0002,014015,2004,06,29.7,Y
IDCJAC0002,014015,2004,07,30.3,Y
IDCJAC0002,014015,2004,08,30.7,Y
IDCJAC0002,014015,2004,09,32.9,Y
IDCJAC0002,014015,2004,10,33.8,Y
IDCJAC0002,014015,2004,11,34.3,Y
IDCJAC0002,014015,2004,12,33.5,Y
IDCJAC0002,014015,2005,01,32.4,Y
IDCJAC0002,014015,2005,02,32.8,Y
IDCJAC0002,014015,2005,03,32.7,Y
IDCJAC0002,014015,2005,04,33.5,Y
IDCJAC0002,014015,2005,05,32.6,Y
IDCJAC0002,014015,2005,06,31.5,Y
IDCJAC0002,014015,2005,07,31.9,Y
IDCJAC0002,014015,2005,08,32.0,Y
IDCJAC0002,014015,2005,09,32.9,Y
IDCJAC0002,014015,2005,10,34.2,Y
IDCJAC0002,014015,2005,11,33.9,Y
IDCJAC0002,014015,2005,12,33.2,Y
IDCJAC0002,014015,2006,01,31.0,Y
IDCJAC0002,014015,2006,02,32.7,Y
IDCJAC0002,014015,2006,03,30.9,Y
IDCJAC0002,014015,2006,04,31.1,Y
IDCJAC0002,014015,2006,05,30.8,Y
IDCJAC0002,014015,2006,06,29.9,Y
IDCJAC0002,014015,2006,07,29.6,Y
IDCJAC0002,014015,2006,08,31.4,Y
IDCJAC0002,014015,2006,09,32.8,Y
IDCJAC0002,014015,2006,10,33.6,Y
IDCJAC0002,014015,2006,11,33.9,Y
IDCJAC0002,014015,2006,12,33.9,Y
IDCJAC0002,014015,2007,01,32.4,Y
IDCJAC0002,014015,2007,02,32.1,Y
IDCJAC0002,014015,2007,03,30.9,Y
IDCJAC0002,014015,2007,04,33.1,Y
IDCJAC0002,014015,2007,05,33.4,Y
IDCJAC0002,014015,2007,06,29.9,Y
IDCJAC0002,014015,2007,07,29.9,Y
IDCJAC0002,014015,2007,08,31.3,Y
IDCJAC0002,014015,2007,09,33.1,Y
IDCJAC0002,014015,2007,10,33.9,Y
IDCJAC0002,014015,2007,11,33.6,Y
IDCJAC0002,014015,2007,12,33.3,Y
IDCJAC0002,014015,2008,01,32.2,Y
IDCJAC0002,014015,2008,02,30.8,Y
IDCJAC0002,014015,2008,03,32.2,Y
IDCJAC0002,014015,2008,04,33.3,Y
IDCJAC0002,014015,2008,05,32.5,Y
IDCJAC0002,014015,2008,06,31.4,Y
IDCJAC0002,014015,2008,07,31.2,Y
IDCJAC0002,014015,2008,08,32.6,Y
IDCJAC0002,014015,2008,09,33.3,Y
IDCJAC0002,014015,2008,10,34.4,Y
IDCJAC0002,014015,2008,11,34.2,Y
IDCJAC0002,014015,2008,12,32.2,Y
IDCJAC0002,014015,2009,01,32.1,Y
IDCJAC0002,014015,2009,02,30.9,Y
IDCJAC0002,014015,2009,03,33.2,Y
IDCJAC0002,014015,2009,04,33.6,Y
IDCJAC0002,014015,2009,05,32.6,Y
IDCJAC0002,014015,2009,06,31.5,Y
IDCJAC0002,014015,2009,07,31.3,Y
IDCJAC0002,014015,2009,08,32.0,Y
IDCJAC0002,014015,2009,09,33.5,Y
IDCJAC0002,014015,2009,10,34.8,Y
IDCJAC0002,014015,2009,11,33.7,Y
IDCJAC0002,014015,2009,12,32.9,Y
IDCJAC0002,014015,2010,01,31.5,Y
IDCJAC0002,014015,2010,02,32.6,Y
IDCJAC0002,014015,2010,03,33.3,Y
IDCJAC0002,014015,2010,04,32.5,Y
IDCJAC0002,014015,2010,05,32.3,Y
IDCJAC0002,014015,2010,06,31.1,Y
IDCJAC0002,014015,2010,07,32.6,Y
IDCJAC0002,014015,2010,08,32.8,Y
IDCJAC0002,014015,2010,09,34.0,Y
IDCJAC0002,014015,2010,10,33.7,Y
IDCJAC0002,014015,2010,11,33.0,Y
IDCJAC0002,014015,2010,12,31.9,Y
IDCJAC0002,014015,2011,01,31.1,Y
IDCJAC0002,014015,2011,02,30.5,Y
IDCJAC0002,014015,2011,03,31.0,Y
IDCJAC0002,014015,2011,04,31.7,Y
IDCJAC0002,014015,2011,05,30.8,Y
IDCJAC0002,014015,2011,06,29.0,Y
IDCJAC0002,014015,2011,07,31.2,Y
IDCJAC0002,014015,2011,08,31.9,Y
IDCJAC0002,014015,2011,09,32.8,Y
IDCJAC0002,014015,2011,10,33.3,Y
IDCJAC0002,014015,2011,11,32.9,Y
IDCJAC0002,014015,2011,12,33.3,Y
IDCJAC0002,014015,2012,01,32.6,Y
IDCJAC0002,014015,2012,02,32.4,Y
IDCJAC0002,014015,2012,03,31.8,Y
IDCJAC0002,014015,2012,04,32.8,Y
IDCJAC0002,014015,2012,05,31.1,Y
IDCJAC0002,014015,2012,06,29.7,Y
IDCJAC0002,014015,2012,07,30.6,Y
IDCJAC0002,014015,2012,08,31.4,Y
IDCJAC0002,014015,2012,09,33.7,Y
IDCJAC0002,014015,2012,10,33.9,Y
IDCJAC0002,014015,2012,11,33.9,Y
IDCJAC0002,014015,2012,12,34.2,Y
IDCJAC0002,014015,2013,01,32.9,Y
IDCJAC0002,014015,2013,02,32.6,Y
IDCJAC0002,014015,2013,03,32.0,Y
IDCJAC0002,014015,2013,04,33.7,Y
IDCJAC0002,014015,2013,05,32.7,Y
IDCJAC0002,014015,2013,06,31.8,Y
IDCJAC0002,014015,2013,07,31.5,Y
IDCJAC0002,014015,2013,08,32.1,Y
IDCJAC0002,014015,2013,09,33.3,Y
IDCJAC0002,014015,2013,10,34.1,Y
IDCJAC0002,014015,2013,11,32.9,Y
IDCJAC0002,014015,2013,12,32.6,Y
IDCJAC0002,014015,2014,01,31.7,Y
IDCJAC0002,014015,2014,02,31.3,Y
IDCJAC0002,014015,2014,03,33.0,Y
IDCJAC0002,014015,2014,04,33.0,Y
IDCJAC0002,014015,2014,05,32.7,Y
IDCJAC0002,014015,2014,06,31.2,Y
IDCJAC0002,014015,2014,07,31.1,Y
IDCJAC0002,014015,2014,08,31.9,Y
IDCJAC0002,014015,2014,09,33.2,Y
IDCJAC0002,014015,2014,10,34.3,Y
IDCJAC0002,014015,2014,11,34.3,Y
IDCJAC0002,014015,2014,12,34.0,Y
IDCJAC0002,014015,2015,01,31.2,Y
IDCJAC0002,014015,2015,02,32.6,Y
IDCJAC0002,014015,2015,03,32.7,Y
IDCJAC0002,014015,2015,04,33.2,Y
IDCJAC0002,014015,2015,05,32.6,Y
IDCJAC0002,014015,2015,06,32.0,Y
IDCJAC0002,014015,2015,07,31.3,Y
IDCJAC0002,014015,2015,08,31.8,Y
IDCJAC0002,014015,2015,09,33.2,Y
IDCJAC0002,014015,2015,10,33.8,Y
IDCJAC0002,014015,2015,11,34.7,Y
IDCJAC0002,014015,2015,12,32.4,Y
IDCJAC0002,014015,2016,01,33.0,Y
IDCJAC0002,014015,2016,02,33.5,Y
IDCJAC0002,014015,2016,03,33.7,Y
IDCJAC0002,014015,2016,04,34.5,Y
IDCJAC0002,014015,2016,05,33.5,Y
IDCJAC0002,014015,2016,06,33.2,Y
IDCJAC0002,014015,2016,07,31.5,Y
IDCJAC0002,014015,2016,08,32.6,Y
IDCJAC0002,014015,2016,09,33.2,Y
IDCJAC0002,014015,2016,10,33.8,Y
IDCJAC0002,014015,2016,11,33.7,Y
IDCJAC0002,014015,2016,12,32.6,Y
