Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1985,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,AT,DE,YU,,1,live,,Z,
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DD,DE,XX,,1,live,,Z,
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,,5,bodies,,S,W
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,,5,eggs,,S,W
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,ES,NO,,,1,bodies,,P,
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,,1,bodies,,T,
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,10,10,live,,N,
1985,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,ZC,DE,,,2,live,,T,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,DE,DD,,1,,live,,T,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,DE,DD,,3,,live,,Z,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,CA,,2,,live,,S,
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,CA,,,2,live,,,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,DE,,,2,live,,T,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,DE,,2,,live,,,C
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,,42,live,,N,
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,12,,live,,S,
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,2,,live,,,I
1985,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,9,,live,,,
1985,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,AT,BO,,2,,live,,T,C
1985,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,DE,DD,,1,,live,,Z,C
1985,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,GB,PA,,,4,eggs,,S,
1985,I,Pithecophaga jefferyi,Aves,Falconiformes,Accipitridae,Pithecophaga,US,PH,,,1,bodies,,S,
1985,I,Pithecophaga jefferyi,Aves,Falconiformes,Accipitridae,Pithecophaga,US,PH,,1,,specimens,,S,
1985,I,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,GB,CO,SR,1,,bodies,,P,
1985,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,SU,AR,,,1,live,,,
1985,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BR,,2,,bodies,,,
1985,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,JP,,10,,live,,T,C
1985,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,JP,,,10,live,,Z,C
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,BO,,12,,skins,,,I
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,CH,XX,1,,leather products (small),,,
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,MC,XX,8,,leather items,,,I
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,PA,XX,3,,skins,,T,
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,PA,,1,,skins,,,I
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,PE,,4,,specimens,,,
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,XX,,8,,bodies,,,I
1985,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,XX,,3,,skins,,,
1985,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,CA,FR,,4,,live,,B,
1985,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,CA,FR,,,4,live,,,C
1985,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,JP,NL,,,1,live,,,C
1985,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,TT,GB,,,1,live,,,C
1985,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,ZA,GB,,,6,live,,T,C
1985,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,HK,GB,,,2,live,,B,C
1985,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,HK,GB,,2,,live,,Z,
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CA,GB,,,6,live,,T,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CA,US,,4,,live,,B,
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CA,US,,,4,live,,T,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CH,NL,,7,,live,,T,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CH,NL,,,7,live,,,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,DD,DE,,,4,live,,Z,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,DK,DE,,4,,live,,P,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,DK,DE,,,4,live,,T,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,HK,GB,,,1,live,,B,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,HK,GB,,1,,live,,Z,
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,JP,NL,,,3,live,,,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,US,DE,,,4,live,,T,C
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,US,DE,,4,,live,,,I
1985,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,ZA,GB,,,2,live,,T,C
1985,I,Pachypodium namaquanum,,Gentianales,Apocynaceae,Pachypodium,GB,ZA,,,20,seeds,,T,
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,AE,NL,,,26,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,AT,NL,,,78,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,BE,NL,,,1480,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,CH,NL,,,194,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,DE,NL,,,952,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,ES,NL,,,1,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,FI,NL,,,104,live,,,A
1985,I,Alocasia sanderiana,,Arales,Araceae,Alocasia,FR,NL,,,722,live,,,A
