Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DD,XX,,1,,live,,,
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,DE,1,,live,,B,
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,6,,live,,N,
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,10,,live,,S,
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,,6,live,,,
1977,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,XX,DD,,,1,live,,,
1977,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,DE,CA,,1,1,live,,Z,
1977,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,BE,,1,,live,,Z,
1977,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ES,GB,XX,,5,live,,,
1977,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GB,US,,2,,live,,S,
1977,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,CH,US,,1,live,,,
1977,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,TH,,1,,live,,Z,
1977,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,CH,NL,,10,,live,,T,C
1977,I,Anas laysanensis,Aves,Anseriformes,Anatidae,Anas,DD,XX,,4,,live,,,
1977,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,DD,XX,,2,,live,,,
1977,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,IN,GB,,,2,live,,,C
1977,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CH,DE,,,2,live,,,C
1977,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CH,NL,,2,,live,,T,C
1977,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,DD,XX,,5,,live,,,
1977,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,XX,DD,,,2,live,,,
1977,I,Balaena spp.,Mammalia,Cetacea,Balaenidae,Balaena,AU,CA,,,1,bone carvings,,,
1977,I,Balaena spp.,Mammalia,Cetacea,Balaenidae,Balaena,CA,US,,16,,unspecified,,E,
1977,I,Balaena spp.,Mammalia,Cetacea,Balaenidae,Balaena,US,CA,,,16,unspecified,,,
1977,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,CH,CA,,,1,bone carvings,,,
1977,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,DE,CA,,,12,bone carvings,,,
1977,I,Balaenidae spp.,Mammalia,Cetacea,Balaenidae,,NL,CA,,,1,bone carvings,,,
