Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1987,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,DE,CA,DE,,1,live,,B,C
1987,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,DE,CA,XX,1,,live,,P,
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,AT,SU,,1,,live,,S,
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,AU,SU,,,1,live,,Z,
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,,4,bodies,,S,W
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,3,,bodies,,S,
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,,7,eggs,,S,W
1987,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,DK,GL,,7,,eggs,,S,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NL,CA,1,,live,,S,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,US,1,,feathers,,,I
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,US,,1,live,,S,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,3,,feathers,,,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,,39,live,,N,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,5,,live,,S,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,1,,live,,,I
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,CA,,15,,live,,,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,US,IE,US,,1,live,,,
1987,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,ZC,DE,,,3,live,,Z,C
1987,I,Harpia harpyja,Aves,Falconiformes,Accipitridae,Harpia,US,DD,,1,,live,,T,C
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,AT,US,,,3,live,,T,A
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,CA,US,,,1,live,,T,A
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,DE,US,,2,2,live,,T,A
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,FR,US,,,2,live,,T,A
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,GB,US,,20,,live,,B,A
1987,I,Agave arizonica,,Liliales,Agavaceae,Agave,GB,US,,,40,live,,T,A
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BR,,2,,bodies,,,
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BR,,100,,specimens,,,
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,NI,XX,2,,bodies,,,I
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PY,,,40,bodies,,S,
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PY,,12,,specimens,,,
1987,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,XX,,1,,bodies,,,I
1987,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,US,BO,,,7,skins,,S,
