Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1976,I,Acipenser oxyrinchus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,GB,US,XX,1,,live,,Z,
1976,I,Alligatoridae spp.,Reptilia,Crocodylia,Alligatoridae,,CA,US,,4,,live,,Q,
1976,I,Alligatoridae spp.,Reptilia,Crocodylia,Alligatoridae,,US,CA,US,,4,live,,Q,
1976,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,US,,2,,live,,Q,
1976,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH,FR,,136,,skins,,,
1976,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,CA,,,7,live,,Z,
1976,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,US,,2,,live,,B,
1976,I,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,CA,US,,2,live,,Q,
1976,I,Alligator sinensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,DE,CN,,1,live,,,
1976,I,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,FR,,176,,skins,,,
1976,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,CH,FR,,150,,skins,,,
1976,I,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,DE,FR,XX,60,,skins,,T,
1976,I,Asarcornis scutulata,Aves,Anseriformes,Anatidae,Asarcornis,US,GB,XX,,2,live,,,
1976,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,AT,GB,,,2,live,,,C
1976,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CA,GB,,2,,live,,Z,
1976,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,CA,NL,,6,,live,,Z,
1976,I,Branta sandvicensis,Aves,Anseriformes,Anatidae,Branta,FR,CH,,,2,live,,,C
1976,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,CA,US,,8,,live,,T,C
1976,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,HK,CA,,,6,live,,Z,
1976,I,Epicrates inornatus,Reptilia,Serpentes,Boidae,Epicrates,GB,CA,,,6,live,,Z,
1976,I,Epicrates subflavus,Reptilia,Serpentes,Boidae,Epicrates,GB,CA,,,7,live,,Z,
1976,I,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AE,ZA,,,6,live,,,
1976,I,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DE,ZA,,,12,live,,,
1976,I,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CA,KE,XX,4,,skins,,H,
1976,I,Camelus bactrianus,Mammalia,Artiodactyla,Camelidae,Camelus,CA,DE,,7,,live,,Z,
1976,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,DE,CH,,,3,live,,,C
1976,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,CH,AR,,1,,bodies,,,
1976,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,NL,DE,,,1,live,,,
1976,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,DE,,4,,live,,Z,
1976,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,ZA,GB,XX,2,,live,,Z,
1976,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,GB,IE,XX,2,,live,,B,
1976,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,US,CA,,,1,live,,Z,C
1976,I,Nasalis larvatus,Mammalia,Primates,Cercopithecidae,Nasalis,CH,DE,,1,,live,,Z,
1976,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,GB,BE,,1,,live,,B,C
1976,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,DE,GB,,,1,live,,,C
1976,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,GB,DD,,1,,live,,B,C
1976,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,PY,CH,XX,,2,live,,,
1976,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,PY,CH,,,2,live,,,C
1976,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,PY,CH,XX,,2,live,,,
1976,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,PY,CH,,,2,live,,,C
1976,I,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,XX,,1,,leather products (small),,P,
1976,I,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,XX,,2,,shoes,,P,
1976,I,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,XX,CA,,,1,leather products (small),,P,
1976,I,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,XX,CA,,,2,shoes,,P,
1976,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,FR,CH,XX,,111,skins,,,
