Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,AT,DE,AT,,1,live,,T,C
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,AT,HK,XX,,1,live,,Z,
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,DD,DE,XX,,2,live,,Z,
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,DD,SU,,,2,live,,Z,
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,DE,AT,,2,,eggs,,T,
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,FR,SU,,,2,live,,Q,
1982,I,Aquila heliaca,Aves,Falconiformes,Accipitridae,Aquila,GB,NL,,1,,live,,P,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,,10,live,,N,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,NO,,10,,live,,P,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,CN,,,3,live,,Z,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,JP,KP,,1,,bodies,,T,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,NL,DE,XX,,1,live,,Z,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,SU,DD,,1,,live,,Z,
1982,I,Haliaeetus albicilla,Aves,Falconiformes,Accipitridae,Haliaeetus,ZC,DE,,,2,live,,Z,C
1982,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,CA,,2,,live,,P,
1982,I,Haliaeetus leucocephalus,Aves,Falconiformes,Accipitridae,Haliaeetus,GB,CA,,,2,live,,Z,
