x,y,z,classification,return intensity,scan angle,return number,total returns
383481.0,5828914.2,68.2,5.0,26.0,-3.0,1.0,3.0
383481.4,5828913.9,65.6,5.0,26.0,-3.0,2.0,3.0
383488.4,5828908.3,12.7,5.0,31.0,-3.0,3.0,3.0
383481.7,5828913.9,63.6,5.0,25.0,-3.0,1.0,2.0
383488.4,5828908.6,12.6,5.0,53.0,-3.0,2.0,2.0
383480.9,5828914.9,69.6,5.0,12.0,-3.0,1.0,3.0
383481.5,5828914.4,65.5,5.0,27.0,-3.0,2.0,3.0
383481.7,5828914.2,64.0,5.0,22.0,-3.0,3.0,3.0
383480.9,5828915.2,70.0,5.0,66.0,-3.0,1.0,2.0
383481.8,5828914.5,63.9,5.0,14.0,-3.0,2.0,2.0
383481.0,5828915.4,69.9,5.0,92.0,-3.0,1.0,2.0
383482.1,5828914.6,61.8,5.0,13.0,-3.0,2.0,2.0
383480.9,5828915.7,70.4,5.0,51.0,-3.0,1.0,1.0
383481.0,5828916.0,70.3,5.0,73.0,-3.0,1.0,1.0
383481.8,5828915.7,65.0,5.0,19.0,-3.0,1.0,1.0
383481.1,5828916.5,70.4,5.0,44.0,-3.0,1.0,1.0
383481.2,5828916.8,70.2,5.0,48.0,-3.0,1.0,1.0
383481.6,5828916.8,67.6,5.0,74.0,-3.0,1.0,1.0
383481.6,5828917.1,68.0,5.0,31.0,-3.0,1.0,3.0
383482.2,5828916.6,63.2,5.0,16.0,-3.0,2.0,3.0
383488.2,5828912.3,18.5,5.0,21.0,-3.0,3.0,3.0
383481.2,5828917.6,70.7,5.0,37.0,-3.0,1.0,3.0
383482.8,5828916.5,59.0,5.0,12.0,-3.0,2.0,3.0
383488.3,5828912.6,18.2,5.0,21.0,-3.0,3.0,3.0
383481.2,5828917.9,71.4,5.0,47.0,-3.0,1.0,1.0
383481.2,5828918.2,71.3,5.0,57.0,-3.0,1.0,1.0
383481.2,5828918.5,71.7,5.0,34.0,-2.0,1.0,1.0
383481.4,5828918.7,71.0,5.0,43.0,-2.0,1.0,2.0
383488.9,5828913.6,15.2,5.0,20.0,-2.0,2.0,2.0
383481.4,5828918.9,70.9,5.0,85.0,-2.0,1.0,1.0
383481.4,5828919.2,71.3,5.0,12.0,-2.0,1.0,2.0
383489.2,5828914.1,13.9,5.0,103.0,-2.0,2.0,2.0
383481.5,5828919.5,71.1,5.0,11.0,-2.0,1.0,3.0
383489.2,5828914.4,14.0,5.0,89.0,-2.0,2.0,3.0
383491.1,5828913.2,0.0,2.0,45.0,-2.0,3.0,3.0
383481.8,5828919.5,68.9,5.0,57.0,-2.0,1.0,2.0
383489.3,5828914.7,13.8,5.0,60.0,-2.0,2.0,2.0
383481.9,5828919.8,68.6,5.0,179.0,-2.0,1.0,2.0
383483.4,5828918.9,58.2,5.0,17.0,-2.0,2.0,2.0
383481.7,5828920.2,70.8,5.0,27.0,-2.0,1.0,2.0
383482.0,5828920.0,68.6,5.0,94.0,-2.0,2.0,2.0
383481.9,5828920.3,69.1,5.0,15.0,-2.0,1.0,2.0
383483.4,5828919.4,58.6,5.0,45.0,-2.0,2.0,2.0
383489.5,5828916.0,13.9,5.0,86.0,-2.0,1.0,2.0
383490.0,5828915.8,10.7,5.0,29.0,-2.0,2.0,2.0
383482.1,5828920.8,68.4,5.0,81.0,-2.0,1.0,2.0
383489.5,5828916.4,14.4,5.0,38.0,-2.0,2.0,2.0
383489.6,5828916.7,14.2,5.0,100.0,-2.0,1.0,1.0
383489.8,5828916.9,13.4,5.0,148.0,-2.0,1.0,1.0
383482.0,5828921.8,70.3,5.0,25.0,-2.0,1.0,3.0
383489.9,5828917.2,12.8,5.0,26.0,-2.0,2.0,3.0
383490.0,5828917.1,11.7,5.0,33.0,-2.0,3.0,3.0
383481.8,5828922.2,72.4,5.0,12.0,-2.0,1.0,3.0
383482.1,5828922.0,70.3,5.0,11.0,-2.0,2.0,3.0
383490.1,5828917.4,11.5,5.0,106.0,-2.0,3.0,3.0
383482.1,5828922.3,70.4,5.0,78.0,-2.0,1.0,4.0
383484.0,5828921.2,56.4,5.0,67.0,-2.0,2.0,4.0
383490.4,5828917.6,10.2,5.0,39.0,-2.0,3.0,4.0
383491.3,5828917.1,3.1,5.0,14.0,-2.0,4.0,4.0
383482.1,5828922.6,70.9,5.0,25.0,-2.0,1.0,3.0
383490.5,5828917.9,9.8,5.0,25.0,-2.0,2.0,3.0
383491.4,5828917.4,3.1,5.0,17.0,-2.0,3.0,3.0
383482.1,5828922.9,71.0,5.0,28.0,-2.0,1.0,2.0
383482.4,5828922.7,68.7,5.0,40.0,-2.0,2.0,2.0
383482.2,5828923.1,70.6,5.0,29.0,-2.0,1.0,2.0
383482.5,5828922.9,68.7,5.0,41.0,-2.0,2.0,2.0
383482.5,5828923.2,68.9,5.0,11.0,-1.0,1.0,3.0
383490.6,5828918.9,10.2,5.0,16.0,-1.0,2.0,3.0
383491.6,5828918.4,3.2,5.0,28.0,-1.0,3.0,3.0
383482.2,5828923.6,70.8,5.0,41.0,-1.0,1.0,2.0
383483.3,5828923.1,63.3,5.0,10.0,-1.0,2.0,2.0
383482.8,5828923.6,67.0,5.0,116.0,-1.0,1.0,2.0
383483.6,5828923.2,61.3,5.0,38.0,-1.0,2.0,2.0
383483.8,5828923.4,60.1,5.0,128.0,-1.0,1.0,1.0
383483.7,5828923.8,61.6,5.0,11.0,-1.0,1.0,2.0
383483.9,5828923.7,60.1,5.0,19.0,-1.0,2.0,2.0
383483.4,5828924.2,63.7,5.0,25.0,-1.0,1.0,2.0
383483.8,5828924.0,60.7,5.0,27.0,-1.0,2.0,2.0
383482.9,5828924.8,68.2,5.0,36.0,-1.0,1.0,3.0
383483.0,5828924.7,66.9,5.0,22.0,-1.0,2.0,3.0
383483.7,5828924.3,62.1,5.0,28.0,-1.0,3.0,3.0
383483.1,5828924.9,66.6,5.0,75.0,-1.0,1.0,4.0
383483.8,5828924.6,61.9,5.0,49.0,-1.0,2.0,4.0
383483.9,5828924.5,61.0,5.0,46.0,-1.0,3.0,4.0
383484.8,5828924.1,54.6,5.0,12.0,-1.0,4.0,4.0
383483.9,5828924.8,61.1,5.0,189.0,-1.0,1.0,1.0
383484.4,5828924.9,58.5,5.0,21.0,-1.0,1.0,3.0
383492.1,5828921.3,3.4,5.0,105.0,-1.0,2.0,3.0
383492.6,5828921.0,0.0,2.0,12.0,-1.0,3.0,3.0
383483.2,5828925.7,67.6,5.0,38.0,-1.0,1.0,4.0
383484.3,5828925.2,59.1,5.0,13.0,-1.0,2.0,4.0
383492.1,5828921.6,3.6,5.0,54.0,-1.0,3.0,4.0
383492.6,5828921.3,0.0,2.0,15.0,-1.0,4.0,4.0
383483.2,5828926.0,67.5,5.0,98.0,-1.0,1.0,1.0
383484.5,5828925.7,58.5,5.0,325.0,-1.0,1.0,2.0
383492.1,5828922.3,4.4,5.0,15.0,-1.0,2.0,2.0
383484.0,5828926.2,62.0,5.0,36.0,-1.0,1.0,2.0
383492.2,5828922.6,3.9,5.0,65.0,-1.0,2.0,2.0
383483.4,5828926.8,67.2,5.0,38.0,-1.0,1.0,2.0
383492.3,5828922.9,3.3,5.0,50.0,-1.0,2.0,2.0
383483.4,5828927.0,67.0,5.0,10.0,-1.0,1.0,4.0
383483.6,5828927.0,66.0,5.0,38.0,-1.0,2.0,4.0
383492.4,5828923.2,3.3,5.0,80.0,-1.0,3.0,4.0
383492.8,5828923.0,0.0,2.0,11.0,-1.0,4.0,4.0
383492.4,5828923.5,3.2,5.0,45.0,-1.0,2.0,2.0
383492.5,5828923.8,3.0,5.0,43.0,-1.0,2.0,2.0
383492.6,5828924.1,2.6,5.0,19.0,-1.0,2.0,2.0
383492.8,5828924.5,2.3,5.0,63.0,-1.0,2.0,2.0
383492.6,5828924.8,3.5,5.0,97.0,0.0,2.0,2.0
383479.9,5828911.0,68.5,5.0,22.0,-4.0,1.0,3.0
383480.0,5828912.1,69.3,5.0,37.0,-4.0,1.0,3.0
383480.1,5828912.4,69.4,5.0,49.0,-4.0,1.0,2.0
383480.9,5828911.7,62.8,5.0,12.0,-4.0,2.0,2.0
383480.1,5828912.7,69.5,5.0,70.0,-4.0,1.0,2.0
383481.1,5828911.9,62.2,5.0,22.0,-4.0,2.0,2.0
383480.2,5828913.0,69.5,5.0,27.0,-3.0,1.0,3.0
383480.7,5828912.5,65.0,5.0,20.0,-3.0,2.0,3.0
383481.1,5828912.1,62.2,5.0,19.0,-3.0,3.0,3.0
383480.4,5828913.0,67.6,5.0,43.0,-3.0,1.0,2.0
383480.8,5828912.7,64.9,5.0,23.0,-3.0,2.0,2.0
383480.5,5828913.3,67.8,5.0,34.0,-3.0,1.0,2.0
383480.8,5828913.0,65.0,5.0,13.0,-3.0,2.0,2.0
383480.5,5828913.6,68.0,5.0,31.0,-3.0,1.0,2.0
383480.8,5828913.3,65.4,5.0,40.0,-3.0,2.0,2.0
383480.6,5828913.8,67.6,5.0,30.0,-3.0,1.0,2.0
383481.2,5828913.3,62.8,5.0,50.0,-3.0,2.0,2.0
383480.7,5828914.1,67.5,5.0,15.0,-3.0,1.0,3.0
383480.9,5828913.8,65.5,5.0,14.0,-3.0,2.0,3.0
383481.1,5828913.7,64.0,5.0,13.0,-3.0,3.0,3.0
383481.0,5828914.1,65.4,5.0,42.0,-3.0,1.0,3.0
383481.3,5828913.8,62.8,5.0,15.0,-3.0,2.0,3.0
383488.0,5828908.6,12.7,5.0,13.0,-3.0,3.0,3.0
383481.1,5828914.3,65.0,5.0,34.0,-3.0,1.0,2.0
383481.4,5828914.0,62.3,5.0,74.0,-3.0,2.0,2.0
383480.6,5828915.0,69.3,5.0,15.0,-3.0,1.0,4.0
383481.0,5828914.7,65.5,5.0,19.0,-3.0,2.0,4.0
383481.5,5828914.3,62.4,5.0,23.0,-3.0,3.0,4.0
383481.6,5828914.2,61.2,5.0,32.0,-3.0,4.0,4.0
383480.6,5828915.3,69.1,5.0,24.0,-3.0,1.0,3.0
383481.1,5828914.9,65.2,5.0,10.0,-3.0,2.0,3.0
383481.5,5828914.7,62.8,5.0,102.0,-3.0,3.0,3.0
383480.5,5828915.7,70.1,5.0,53.0,-3.0,1.0,2.0
383481.5,5828914.9,63.0,5.0,29.0,-3.0,2.0,2.0
383480.6,5828915.9,70.1,5.0,37.0,-3.0,1.0,1.0
383480.6,5828916.2,70.4,5.0,54.0,-3.0,1.0,1.0
383480.7,5828916.5,70.2,5.0,24.0,-3.0,1.0,2.0
383480.9,5828916.3,68.7,5.0,30.0,-3.0,2.0,2.0
383481.0,5828916.5,68.2,5.0,59.0,-3.0,1.0,1.0
383481.1,5828916.7,67.5,5.0,30.0,-3.0,1.0,2.0
383481.7,5828916.3,63.2,5.0,56.0,-3.0,2.0,2.0
383480.8,5828917.3,70.1,5.0,23.0,-3.0,1.0,2.0
383481.2,5828917.0,67.2,5.0,24.0,-3.0,2.0,2.0
383480.8,5828917.5,70.5,5.0,44.0,-3.0,1.0,1.0
383480.8,5828917.9,71.1,5.0,69.0,-3.0,1.0,1.0
383480.9,5828918.1,70.4,5.0,28.0,-3.0,1.0,1.0
383480.8,5828918.4,71.4,5.0,37.0,-2.0,1.0,2.0
383481.5,5828917.9,66.2,5.0,10.0,-2.0,2.0,2.0
383481.0,5828918.6,70.5,5.0,49.0,-2.0,1.0,2.0
383488.1,5828913.8,17.7,5.0,51.0,-2.0,2.0,2.0
383480.9,5828918.9,71.4,5.0,16.0,-2.0,1.0,3.0
383488.2,5828914.1,17.6,5.0,71.0,-2.0,2.0,3.0
383488.5,5828913.9,15.4,5.0,74.0,-2.0,3.0,3.0
383481.0,5828919.2,70.9,5.0,31.0,-2.0,1.0,3.0
383488.6,5828914.2,15.2,5.0,18.0,-2.0,2.0,3.0
383488.8,5828914.0,13.3,5.0,23.0,-2.0,3.0,3.0
383488.5,5828914.6,15.9,5.0,131.0,-2.0,1.0,1.0
383481.1,5828919.7,71.2,5.0,58.0,-2.0,1.0,2.0
383488.9,5828914.7,14.0,5.0,14.0,-2.0,2.0,2.0
383481.1,5828920.0,71.0,5.0,50.0,-2.0,1.0,1.0
383481.2,5828920.2,71.0,5.0,71.0,-2.0,1.0,1.0
383481.2,5828920.5,70.8,5.0,75.0,-2.0,1.0,2.0
383489.1,5828915.6,13.0,5.0,12.0,-2.0,2.0,2.0
383481.3,5828920.7,70.7,5.0,47.0,-2.0,1.0,2.0
383481.5,5828920.6,69.0,5.0,19.0,-2.0,2.0,2.0
383481.3,5828921.0,70.9,5.0,27.0,-2.0,1.0,3.0
383481.7,5828920.8,68.5,5.0,24.0,-2.0,2.0,3.0
383483.2,5828919.9,57.9,5.0,24.0,-2.0,3.0,3.0
383481.3,5828921.3,71.3,5.0,46.0,-2.0,1.0,2.0
383483.2,5828920.1,57.7,5.0,24.0,-2.0,2.0,2.0
383481.5,5828921.5,70.9,5.0,65.0,-2.0,1.0,3.0
383481.8,5828921.3,68.0,5.0,12.0,-2.0,2.0,3.0
383483.3,5828920.4,57.6,5.0,18.0,-2.0,3.0,3.0
383481.3,5828921.9,72.8,5.0,89.0,-2.0,1.0,1.0
383481.3,5828922.2,72.7,5.0,86.0,-2.0,1.0,1.0
383481.4,5828922.4,72.7,5.0,61.0,-2.0,1.0,2.0
383490.9,5828917.0,2.7,5.0,32.0,-2.0,2.0,2.0
383481.8,5828922.5,70.2,5.0,14.0,-2.0,1.0,3.0
383483.6,5828921.4,56.2,5.0,79.0,-2.0,2.0,3.0
383490.9,5828917.3,2.8,5.0,54.0,-2.0,3.0,3.0
383481.8,5828922.8,70.5,5.0,56.0,-2.0,1.0,2.0
383491.0,5828917.7,2.9,5.0,22.0,-2.0,2.0,2.0
383481.6,5828923.1,71.4,5.0,69.0,-2.0,1.0,1.0
383481.7,5828923.4,71.1,5.0,30.0,-2.0,1.0,2.0
383481.8,5828923.3,70.1,5.0,23.0,-2.0,2.0,2.0
383481.8,5828923.6,70.8,5.0,24.0,-1.0,1.0,3.0
383481.9,5828923.5,70.1,5.0,29.0,-1.0,2.0,3.0
383482.3,5828923.3,66.9,5.0,20.0,-1.0,3.0,3.0
383481.8,5828923.9,70.7,5.0,51.0,-1.0,1.0,2.0
383482.4,5828923.6,66.7,5.0,31.0,-1.0,2.0,2.0
383482.1,5828924.0,69.6,5.0,28.0,-1.0,1.0,3.0
383483.0,5828923.5,62.6,5.0,36.0,-1.0,2.0,3.0
383483.4,5828923.3,59.8,5.0,130.0,-1.0,3.0,3.0
383482.2,5828924.3,69.3,5.0,46.0,-1.0,1.0,2.0
383483.1,5828923.8,62.2,5.0,11.0,-1.0,2.0,2.0
383483.3,5828924.0,60.9,5.0,24.0,-1.0,1.0,3.0
383484.2,5828923.5,54.9,5.0,20.0,-1.0,2.0,3.0
383484.3,5828923.5,53.7,5.0,174.0,-1.0,3.0,3.0
383484.3,5828923.8,54.1,5.0,72.0,-1.0,1.0,2.0
383491.5,5828920.2,3.0,5.0,40.0,-1.0,2.0,2.0
383482.6,5828924.9,67.2,5.0,43.0,-1.0,1.0,2.0
383491.5,5828920.6,3.2,5.0,50.0,-1.0,2.0,2.0
383482.6,5828925.2,67.4,5.0,50.0,-1.0,1.0,3.0
383483.8,5828924.6,58.6,5.0,14.0,-1.0,2.0,3.0
383491.5,5828920.9,3.1,5.0,11.0,-1.0,3.0,3.0
383483.6,5828925.0,60.8,5.0,48.0,-1.0,1.0,3.0
383483.9,5828924.9,58.4,5.0,14.0,-1.0,2.0,3.0
383491.6,5828921.2,3.1,5.0,24.0,-1.0,3.0,3.0
383483.8,5828925.2,59.5,5.0,23.0,-1.0,1.0,3.0
383484.0,5828925.1,58.3,5.0,72.0,-1.0,2.0,3.0
383491.6,5828921.5,3.2,5.0,35.0,-1.0,3.0,3.0
383482.9,5828925.9,66.2,5.0,16.0,-1.0,1.0,2.0
383483.6,5828925.5,60.9,5.0,14.0,-1.0,2.0,2.0
383483.5,5828925.9,62.4,5.0,11.0,-1.0,1.0,3.0
383483.7,5828925.8,60.7,5.0,33.0,-1.0,2.0,3.0
383491.6,5828922.2,4.1,5.0,24.0,-1.0,3.0,3.0
383483.1,5828926.4,65.5,5.0,20.0,-1.0,1.0,2.0
383491.7,5828922.6,3.8,5.0,43.0,-1.0,2.0,2.0
383483.1,5828926.7,66.0,5.0,74.0,-1.0,1.0,1.0
383483.2,5828926.9,65.8,5.0,57.0,-1.0,1.0,1.0
383483.4,5828927.1,64.3,5.0,25.0,-1.0,2.0,3.0
383491.8,5828923.5,4.1,5.0,15.0,-1.0,3.0,3.0
383491.9,5828923.9,4.3,5.0,60.0,-1.0,2.0,2.0
383491.9,5828924.2,4.4,5.0,14.0,-1.0,2.0,3.0
383492.2,5828924.1,2.5,5.0,67.0,-1.0,3.0,3.0
383492.1,5828924.5,3.6,5.0,64.0,-1.0,2.0,2.0
383492.0,5828924.9,4.7,5.0,10.0,0.0,2.0,4.0
383492.1,5828924.8,3.5,5.0,73.0,0.0,3.0,4.0
383492.6,5828924.6,0.3,3.0,12.0,0.0,4.0,4.0
383492.0,5828925.2,4.7,5.0,171.0,0.0,1.0,1.0
383480.1,5828909.8,62.7,5.0,29.0,-4.0,1.0,2.0
383479.9,5828912.4,67.2,5.0,29.0,-4.0,1.0,2.0
383479.9,5828912.7,67.2,5.0,39.0,-4.0,1.0,4.0
383480.3,5828912.4,64.2,5.0,22.0,-4.0,2.0,4.0
383480.6,5828912.1,61.8,5.0,19.0,-4.0,3.0,4.0
383480.0,5828912.9,67.1,5.0,40.0,-3.0,1.0,3.0
383480.3,5828912.7,64.8,5.0,39.0,-3.0,2.0,3.0
383480.7,5828912.3,61.7,5.0,13.0,-3.0,3.0,3.0
383480.0,5828913.2,67.5,5.0,28.0,-3.0,1.0,3.0
383480.4,5828912.9,64.3,5.0,47.0,-3.0,2.0,3.0
383480.8,5828912.6,61.6,5.0,38.0,-3.0,3.0,3.0
383480.0,5828913.5,67.7,5.0,20.0,-3.0,1.0,3.0
383480.2,5828913.4,66.6,5.0,19.0,-3.0,2.0,3.0
383480.7,5828912.9,62.2,5.0,29.0,-3.0,3.0,3.0
383480.1,5828913.8,67.6,5.0,32.0,-3.0,1.0,4.0
383480.2,5828913.6,66.2,5.0,14.0,-3.0,2.0,4.0
383480.5,5828913.4,64.1,5.0,22.0,-3.0,3.0,4.0
383480.9,5828913.1,61.4,5.0,15.0,-3.0,4.0,4.0
383480.1,5828914.0,67.7,5.0,68.0,-3.0,1.0,1.0
383480.7,5828913.9,63.5,5.0,45.0,-3.0,1.0,1.0
383481.1,5828913.9,61.0,5.0,63.0,-3.0,1.0,2.0
383486.8,5828909.4,17.7,5.0,43.0,-3.0,2.0,2.0
383480.6,5828914.6,65.0,5.0,27.0,-3.0,1.0,2.0
383481.2,5828914.1,60.6,5.0,67.0,-3.0,2.0,2.0
383480.1,5828915.3,69.4,5.0,41.0,-3.0,1.0,2.0
383481.2,5828914.4,60.4,5.0,14.0,-3.0,2.0,2.0
383480.1,5828915.6,69.3,5.0,39.0,-3.0,1.0,2.0
383480.7,5828915.1,65.1,5.0,36.0,-3.0,2.0,2.0
383480.7,5828915.4,65.0,5.0,12.0,-3.0,1.0,2.0
383481.2,5828915.0,61.2,5.0,20.0,-3.0,2.0,2.0
383480.4,5828916.0,67.9,5.0,18.0,-3.0,1.0,3.0
383481.0,5828915.5,63.5,5.0,23.0,-3.0,2.0,3.0
383481.2,5828915.3,61.5,5.0,12.0,-3.0,3.0,3.0
383480.2,5828916.4,69.5,5.0,13.0,-3.0,1.0,3.0
383480.4,5828916.2,67.7,5.0,107.0,-3.0,2.0,3.0
383481.3,5828915.5,61.1,5.0,19.0,-3.0,3.0,3.0
383480.5,5828916.5,67.6,5.0,38.0,-3.0,1.0,3.0
383481.1,5828916.0,63.3,5.0,15.0,-3.0,2.0,3.0
383481.2,5828915.9,62.5,5.0,24.0,-3.0,3.0,3.0
383480.6,5828916.7,67.1,5.0,93.0,-3.0,1.0,1.0
383480.6,5828917.0,67.4,5.0,99.0,-3.0,1.0,1.0
383480.7,5828917.2,67.3,5.0,56.0,-3.0,1.0,1.0
383480.2,5828917.8,70.9,5.0,61.0,-3.0,1.0,1.0
383480.3,5828918.1,70.9,5.0,37.0,-3.0,1.0,2.0
383481.1,5828917.5,65.3,5.0,66.0,-3.0,2.0,2.0
383480.3,5828918.4,71.2,5.0,19.0,-2.0,1.0,3.0
383481.0,5828917.9,65.8,5.0,12.0,-2.0,2.0,3.0
383487.5,5828913.5,18.0,5.0,16.0,-2.0,3.0,3.0
383480.4,5828918.6,70.9,5.0,33.0,-2.0,1.0,2.0
383480.5,5828918.5,69.9,5.0,26.0,-2.0,2.0,2.0
383480.4,5828918.9,70.9,5.0,11.0,-2.0,1.0,2.0
383480.6,5828918.8,69.6,5.0,45.0,-2.0,2.0,2.0
383480.5,5828919.1,70.8,5.0,14.0,-2.0,1.0,2.0
383480.7,5828919.0,69.2,5.0,52.0,-2.0,2.0,2.0
383480.5,5828919.4,70.9,5.0,45.0,-2.0,1.0,1.0
383480.6,5828919.7,71.0,5.0,56.0,-2.0,1.0,1.0
383480.6,5828920.0,71.2,5.0,39.0,-2.0,1.0,2.0
383481.0,5828919.7,68.4,5.0,27.0,-2.0,2.0,2.0
383480.6,5828920.2,71.1,5.0,62.0,-2.0,1.0,1.0
383480.8,5828920.4,70.7,5.0,51.0,-2.0,1.0,2.0
383481.0,5828920.2,68.6,5.0,18.0,-2.0,2.0,2.0
383480.8,5828920.7,70.7,5.0,21.0,-2.0,1.0,3.0
383481.1,5828920.5,68.5,5.0,22.0,-2.0,2.0,3.0
383481.5,5828920.2,65.3,5.0,20.0,-2.0,3.0,3.0
383480.6,5828921.1,72.5,5.0,67.0,-2.0,1.0,1.0
383480.6,5828921.4,72.9,5.0,59.0,-2.0,1.0,1.0
383480.7,5828921.6,73.0,5.0,51.0,-2.0,1.0,2.0
383480.9,5828921.5,71.5,5.0,20.0,-2.0,2.0,2.0
383480.8,5828921.9,72.9,5.0,21.0,-2.0,1.0,4.0
383480.9,5828921.8,71.7,5.0,22.0,-2.0,2.0,4.0
383481.0,5828921.7,70.6,5.0,34.0,-2.0,3.0,4.0
383481.2,5828921.6,68.9,5.0,18.0,-2.0,4.0,4.0
383480.8,5828922.1,72.8,5.0,65.0,-2.0,1.0,1.0
383480.8,5828922.4,72.7,5.0,85.0,-2.0,1.0,1.0
383480.9,5828922.6,72.5,5.0,14.0,-2.0,1.0,3.0
383481.2,5828922.5,70.4,5.0,12.0,-2.0,2.0,3.0
383490.4,5828917.3,2.6,5.0,93.0,-2.0,3.0,3.0
383481.0,5828922.9,72.2,5.0,35.0,-2.0,1.0,2.0
383481.2,5828922.8,70.7,5.0,29.0,-2.0,2.0,2.0
383481.0,5828923.1,71.8,5.0,33.0,-2.0,1.0,2.0
383481.6,5828922.8,67.9,5.0,33.0,-2.0,2.0,2.0
383481.1,5828923.3,71.2,5.0,57.0,-2.0,1.0,2.0
383481.4,5828923.2,69.4,5.0,30.0,-2.0,2.0,2.0
383481.2,5828923.6,70.8,5.0,21.0,-1.0,1.0,3.0
383481.4,5828923.5,69.3,5.0,28.0,-1.0,2.0,3.0
383481.7,5828923.3,67.3,5.0,31.0,-1.0,3.0,3.0
383481.5,5828923.7,69.4,5.0,34.0,-1.0,1.0,2.0
383481.8,5828923.6,67.4,5.0,43.0,-1.0,2.0,2.0
383481.5,5828924.0,69.6,5.0,58.0,-1.0,1.0,2.0
383483.0,5828923.2,59.0,5.0,30.0,-1.0,2.0,2.0
383481.6,5828924.3,69.5,5.0,16.0,-1.0,1.0,3.0
383482.0,5828924.1,66.7,5.0,23.0,-1.0,2.0,3.0
383483.2,5828923.4,57.8,5.0,23.0,-1.0,3.0,3.0
383482.0,5828924.3,66.7,5.0,39.0,-1.0,1.0,2.0
383483.8,5828923.4,53.3,5.0,21.0,-1.0,2.0,2.0
383482.1,5828924.6,66.5,5.0,25.0,-1.0,1.0,2.0
383483.2,5828924.0,58.5,5.0,12.0,-1.0,2.0,2.0
383483.2,5828924.3,58.8,5.0,38.0,-1.0,1.0,2.0
383490.9,5828920.5,3.2,5.0,35.0,-1.0,2.0,2.0
383482.1,5828925.1,67.2,5.0,61.0,-1.0,1.0,3.0
383483.2,5828924.6,58.7,5.0,23.0,-1.0,2.0,3.0
383483.4,5828924.5,57.5,5.0,18.0,-1.0,3.0,3.0
383482.2,5828925.4,67.1,5.0,60.0,-1.0,1.0,2.0
383483.3,5828924.8,58.4,5.0,20.0,-1.0,2.0,2.0
383482.2,5828925.6,67.0,5.0,90.0,-1.0,1.0,2.0
383483.1,5828925.2,60.5,5.0,11.0,-1.0,2.0,2.0
383482.4,5828925.8,65.9,5.0,26.0,-1.0,1.0,2.0
383483.2,5828925.5,60.5,5.0,30.0,-1.0,2.0,2.0
383482.4,5828926.1,66.0,5.0,35.0,-1.0,1.0,3.0
383483.2,5828925.8,60.6,5.0,28.0,-1.0,2.0,3.0
383491.0,5828922.2,4.0,5.0,12.0,-1.0,3.0,3.0
383482.5,5828926.4,65.9,5.0,41.0,-1.0,1.0,2.0
383483.3,5828926.0,60.4,5.0,53.0,-1.0,2.0,2.0
383482.6,5828926.6,65.7,5.0,57.0,-1.0,1.0,2.0
383483.4,5828926.2,59.5,5.0,90.0,-1.0,2.0,2.0
383482.6,5828926.9,66.2,5.0,76.0,-1.0,1.0,1.0
383482.9,5828927.0,64.2,5.0,54.0,-1.0,2.0,2.0
383491.5,5828923.7,2.7,5.0,18.0,-1.0,2.0,2.0
383491.6,5828924.0,2.4,5.0,16.0,-1.0,2.0,3.0
383491.9,5828923.9,0.0,2.0,56.0,-1.0,3.0,3.0
383491.7,5828924.3,2.1,5.0,27.0,-1.0,2.0,2.0
383479.7,5828912.3,63.9,5.0,28.0,-4.0,1.0,3.0
383479.7,5828912.6,64.3,5.0,56.0,-3.0,1.0,2.0
383479.8,5828912.9,64.0,5.0,41.0,-3.0,1.0,2.0
383479.4,5828913.4,67.1,5.0,21.0,-3.0,1.0,2.0
383479.9,5828913.1,63.6,5.0,64.0,-3.0,2.0,2.0
383479.9,5828913.4,63.9,5.0,18.0,-3.0,1.0,2.0
383480.0,5828913.3,63.0,5.0,57.0,-3.0,2.0,2.0
383479.5,5828914.0,67.1,5.0,32.0,-3.0,1.0,1.0
383479.6,5828914.2,67.0,5.0,15.0,-3.0,1.0,3.0
383479.8,5828914.0,65.4,5.0,26.0,-3.0,2.0,3.0
383480.1,5828913.8,63.3,5.0,44.0,-3.0,3.0,3.0
383479.8,5828914.3,65.6,5.0,25.0,-3.0,1.0,2.0
383480.1,5828914.1,63.2,5.0,28.0,-3.0,2.0,2.0
383479.9,5828914.6,65.5,5.0,21.0,-3.0,1.0,2.0
383480.9,5828913.8,57.8,5.0,19.0,-3.0,2.0,2.0
383480.0,5828914.8,65.1,5.0,37.0,-3.0,1.0,2.0
383480.3,5828914.6,62.5,5.0,15.0,-3.0,2.0,2.0
383480.1,5828915.0,64.2,5.0,77.0,-3.0,1.0,2.0
383481.1,5828914.2,56.4,5.0,23.0,-3.0,2.0,2.0
383480.6,5828915.0,61.1,5.0,11.0,-3.0,1.0,3.0
383480.9,5828914.7,58.6,5.0,24.0,-3.0,2.0,3.0
383481.1,5828914.6,57.0,5.0,42.0,-3.0,3.0,3.0
383480.2,5828915.6,64.6,5.0,21.0,-3.0,1.0,3.0
383480.3,5828915.4,63.1,5.0,32.0,-3.0,2.0,3.0
383481.1,5828914.9,57.6,5.0,41.0,-3.0,3.0,3.0
383481.0,5828915.3,58.8,5.0,35.0,-3.0,1.0,3.0
383481.1,5828915.2,57.9,5.0,36.0,-3.0,2.0,3.0
383485.9,5828911.5,21.2,5.0,13.0,-3.0,3.0,3.0
