x,y,z,classification,return intensity,scan angle,return number,total returns
383487.1,5828923.9,70.7,5.0,64.0,-1.0,1.0,1.0
383487.1,5828924.2,70.8,5.0,28.0,-1.0,1.0,3.0
383487.3,5828924.1,69.5,5.0,23.0,-1.0,2.0,3.0
383487.2,5828924.4,70.4,5.0,20.0,-1.0,1.0,3.0
383487.5,5828924.3,68.3,5.0,15.0,-1.0,2.0,3.0
383487.3,5828924.7,69.9,5.0,40.0,-1.0,1.0,1.0
383487.4,5828924.9,69.8,5.0,41.0,-1.0,1.0,1.0
383487.4,5828925.2,69.7,5.0,40.0,-1.0,1.0,2.0
383487.5,5828925.4,69.7,5.0,57.0,-1.0,1.0,1.0
383487.6,5828925.7,69.1,5.0,77.0,-1.0,1.0,2.0
383487.7,5828925.9,69.4,5.0,46.0,-1.0,1.0,2.0
383487.8,5828926.2,69.1,5.0,43.0,-1.0,1.0,1.0
383487.8,5828926.4,68.7,5.0,33.0,-1.0,1.0,2.0
383488.0,5828927.2,69.0,5.0,55.0,-1.0,1.0,1.0
383485.1,5828909.4,64.2,5.0,93.0,-4.0,1.0,3.0
383485.1,5828910.0,64.8,5.0,55.0,-4.0,1.0,3.0
383484.3,5828911.3,71.1,5.0,41.0,-4.0,1.0,2.0
383484.4,5828911.6,71.2,5.0,76.0,-4.0,1.0,2.0
383484.4,5828911.8,71.1,5.0,43.0,-4.0,1.0,1.0
383484.5,5828912.1,71.0,5.0,42.0,-4.0,1.0,2.0
383484.6,5828912.4,71.0,5.0,31.0,-4.0,1.0,3.0
383484.8,5828912.2,69.3,5.0,42.0,-4.0,2.0,3.0
383484.6,5828912.6,71.0,5.0,69.0,-3.0,1.0,2.0
383484.6,5828912.9,71.1,5.0,77.0,-3.0,1.0,1.0
383484.7,5828913.1,70.9,5.0,69.0,-3.0,1.0,2.0
383484.8,5828913.4,70.7,5.0,51.0,-3.0,1.0,2.0
383484.8,5828913.6,70.7,5.0,53.0,-3.0,1.0,2.0
383485.1,5828913.4,68.6,5.0,18.0,-3.0,2.0,2.0
383484.9,5828913.9,70.4,5.0,41.0,-3.0,1.0,2.0
383485.1,5828913.7,68.9,5.0,19.0,-3.0,2.0,2.0
383485.1,5828914.0,69.5,5.0,65.0,-3.0,1.0,1.0
383485.2,5828914.3,69.2,5.0,30.0,-3.0,1.0,4.0
383485.5,5828914.0,66.9,5.0,21.0,-3.0,2.0,4.0
383486.3,5828913.4,61.1,5.0,14.0,-3.0,3.0,4.0
383485.5,5828914.3,67.0,5.0,21.0,-3.0,1.0,4.0
383485.5,5828914.7,67.8,5.0,17.0,-3.0,1.0,3.0
383485.6,5828914.9,67.3,5.0,61.0,-3.0,1.0,3.0
383485.6,5828915.1,67.2,5.0,10.0,-3.0,1.0,3.0
383485.7,5828915.4,67.2,5.0,29.0,-3.0,1.0,2.0
383492.8,5828910.5,14.8,5.0,95.0,-3.0,1.0,1.0
383492.9,5828910.8,14.5,5.0,126.0,-3.0,1.0,2.0
383492.9,5828911.1,14.8,5.0,126.0,-3.0,1.0,3.0
383493.2,5828910.9,12.9,5.0,43.0,-3.0,2.0,3.0
383492.9,5828911.5,15.0,5.0,93.0,-3.0,1.0,1.0
383492.7,5828912.0,17.7,5.0,18.0,-3.0,1.0,2.0
383493.0,5828911.8,15.0,5.0,104.0,-3.0,2.0,2.0
383493.1,5828912.1,15.2,5.0,88.0,-3.0,1.0,1.0
383492.6,5828912.8,18.8,5.0,51.0,-2.0,1.0,3.0
383492.9,5828912.5,16.5,5.0,44.0,-2.0,2.0,3.0
383493.2,5828912.4,14.8,5.0,35.0,-2.0,3.0,3.0
383492.7,5828913.1,18.8,5.0,151.0,-2.0,1.0,1.0
383492.8,5828913.4,18.5,5.0,120.0,-2.0,1.0,1.0
383492.8,5828913.7,18.5,5.0,130.0,-2.0,1.0,1.0
383492.8,5828914.0,18.7,5.0,119.0,-2.0,1.0,1.0
383492.6,5828914.5,21.2,5.0,64.0,-2.0,1.0,2.0
383492.9,5828914.3,18.5,5.0,87.0,-2.0,2.0,2.0
383485.8,5828919.2,70.7,5.0,48.0,-2.0,1.0,2.0
383492.6,5828914.8,21.2,5.0,120.0,-2.0,2.0,2.0
383485.8,5828919.5,70.7,5.0,34.0,-2.0,1.0,2.0
383492.7,5828915.1,20.9,5.0,109.0,-2.0,2.0,2.0
383485.7,5828919.8,71.7,5.0,33.0,-2.0,1.0,1.0
383485.9,5828920.0,70.7,5.0,42.0,-2.0,1.0,2.0
383486.5,5828919.7,66.5,5.0,16.0,-2.0,2.0,2.0
383485.7,5828920.5,72.6,5.0,47.0,-2.0,1.0,2.0
383485.9,5828920.3,71.3,5.0,22.0,-2.0,2.0,2.0
383485.7,5828920.7,72.8,5.0,53.0,-2.0,1.0,1.0
383485.8,5828921.0,72.5,5.0,44.0,-2.0,1.0,2.0
383486.7,5828920.4,65.9,5.0,12.0,-2.0,2.0,2.0
383485.8,5828921.2,72.5,5.0,65.0,-2.0,1.0,2.0
383486.1,5828921.1,70.9,5.0,17.0,-2.0,2.0,2.0
383486.0,5828921.4,71.8,5.0,12.0,-2.0,1.0,2.0
383493.3,5828917.2,19.1,5.0,110.0,-2.0,2.0,2.0
383486.0,5828921.7,72.1,5.0,53.0,-2.0,1.0,2.0
383486.2,5828921.6,70.5,5.0,35.0,-2.0,2.0,2.0
383486.0,5828922.0,72.0,5.0,19.0,-2.0,1.0,3.0
383486.3,5828921.8,70.1,5.0,22.0,-2.0,2.0,3.0
383493.4,5828917.8,19.4,5.0,21.0,-2.0,3.0,3.0
383486.1,5828922.2,71.7,5.0,49.0,-2.0,1.0,2.0
383493.4,5828918.1,19.2,5.0,47.0,-2.0,2.0,2.0
383486.1,5828922.5,72.0,5.0,36.0,-2.0,1.0,1.0
383486.2,5828922.7,71.7,5.0,64.0,-2.0,1.0,2.0
383486.8,5828922.4,67.6,5.0,14.0,-2.0,2.0,2.0
383486.2,5828923.0,71.9,5.0,33.0,-1.0,1.0,3.0
383486.5,5828922.9,70.3,5.0,30.0,-1.0,2.0,3.0
383486.9,5828922.7,67.5,5.0,21.0,-1.0,3.0,3.0
383486.3,5828923.2,72.0,5.0,52.0,-1.0,1.0,2.0
383486.8,5828923.0,68.3,5.0,13.0,-1.0,2.0,2.0
383486.4,5828923.5,71.8,5.0,42.0,-1.0,1.0,1.0
383486.5,5828923.7,71.3,5.0,44.0,-1.0,1.0,1.0
383486.7,5828923.9,70.4,5.0,30.0,-1.0,1.0,2.0
383487.1,5828923.7,67.6,5.0,19.0,-1.0,2.0,2.0
383486.6,5828924.2,70.9,5.0,64.0,-1.0,1.0,2.0
383487.0,5828924.0,68.0,5.0,14.0,-1.0,2.0,2.0
383486.7,5828924.5,70.8,5.0,59.0,-1.0,1.0,2.0
383487.2,5828924.2,67.2,5.0,15.0,-1.0,2.0,2.0
383486.9,5828924.7,69.7,5.0,48.0,-1.0,1.0,2.0
383487.2,5828924.5,67.2,5.0,11.0,-1.0,2.0,2.0
383487.0,5828924.9,69.5,5.0,28.0,-1.0,1.0,3.0
383487.2,5828924.8,67.6,5.0,29.0,-1.0,2.0,3.0
383488.3,5828924.3,59.9,5.0,22.0,-1.0,3.0,3.0
383487.0,5828925.2,69.7,5.0,27.0,-1.0,1.0,2.0
383487.4,5828925.0,66.9,5.0,20.0,-1.0,2.0,2.0
383487.0,5828925.4,69.8,5.0,56.0,-1.0,1.0,2.0
383487.4,5828925.2,66.8,5.0,22.0,-1.0,2.0,2.0
383487.2,5828925.7,69.1,5.0,34.0,-1.0,1.0,2.0
383487.2,5828925.9,69.0,5.0,26.0,-1.0,1.0,2.0
383487.3,5828926.2,69.0,5.0,79.0,-1.0,1.0,1.0
383487.4,5828926.4,68.7,5.0,46.0,-1.0,1.0,2.0
383487.5,5828927.2,69.4,5.0,41.0,-1.0,1.0,2.0
383483.3,5828907.9,69.0,5.0,29.0,-4.0,1.0,3.0
383483.3,5828908.2,69.4,5.0,18.0,-4.0,1.0,3.0
383483.4,5828908.5,69.4,5.0,63.0,-4.0,1.0,2.0
383484.2,5828908.9,64.4,5.0,11.0,-4.0,1.0,3.0
383484.6,5828908.6,61.6,5.0,126.0,-4.0,2.0,3.0
383484.3,5828909.2,64.1,5.0,18.0,-4.0,1.0,2.0
383484.4,5828909.5,64.2,5.0,39.0,-4.0,1.0,3.0
383483.8,5828911.6,70.9,5.0,74.0,-4.0,1.0,2.0
383483.8,5828911.9,71.1,5.0,92.0,-4.0,1.0,1.0
383483.8,5828912.1,70.9,5.0,53.0,-4.0,1.0,2.0
383484.1,5828912.2,69.3,5.0,64.0,-4.0,1.0,3.0
383484.0,5828912.6,70.7,5.0,71.0,-3.0,1.0,1.0
383484.0,5828912.9,70.7,5.0,49.0,-3.0,1.0,2.0
383484.1,5828913.1,70.4,5.0,15.0,-3.0,1.0,3.0
383484.2,5828913.4,70.4,5.0,47.0,-3.0,1.0,3.0
383484.3,5828913.2,69.0,5.0,46.0,-3.0,2.0,3.0
383484.3,5828913.5,69.6,5.0,82.0,-3.0,1.0,1.0
383484.3,5828913.8,69.8,5.0,52.0,-3.0,1.0,1.0
383484.3,5828914.1,70.1,5.0,70.0,-3.0,1.0,2.0
383485.5,5828913.2,61.0,5.0,23.0,-3.0,2.0,2.0
383484.4,5828914.4,69.9,5.0,33.0,-3.0,1.0,3.0
383485.6,5828913.5,61.3,5.0,23.0,-3.0,2.0,3.0
383486.0,5828913.1,57.6,5.0,11.0,-3.0,3.0,3.0
383485.7,5828913.7,60.9,5.0,27.0,-3.0,1.0,3.0
383486.1,5828913.4,57.6,5.0,34.0,-3.0,2.0,3.0
383484.9,5828914.6,66.7,5.0,84.0,-3.0,1.0,1.0
383484.8,5828915.0,68.0,5.0,20.0,-3.0,1.0,2.0
383485.0,5828914.9,66.8,5.0,39.0,-3.0,2.0,2.0
383484.8,5828915.3,68.6,5.0,26.0,-3.0,1.0,2.0
383485.0,5828915.1,66.8,5.0,20.0,-3.0,2.0,2.0
383484.8,5828915.6,68.3,5.0,10.0,-3.0,1.0,4.0
383485.1,5828915.4,66.9,5.0,74.0,-3.0,2.0,4.0
383492.5,5828910.5,11.9,5.0,18.0,-3.0,1.0,2.0
383492.6,5828910.5,11.2,5.0,49.0,-3.0,2.0,2.0
383492.5,5828910.9,12.5,5.0,68.0,-3.0,1.0,2.0
383492.8,5828910.7,10.1,5.0,47.0,-3.0,2.0,2.0
383492.4,5828911.4,13.9,5.0,113.0,-3.0,1.0,2.0
383492.4,5828911.7,13.9,5.0,112.0,-3.0,1.0,2.0
383493.2,5828911.2,8.3,5.0,16.0,-3.0,2.0,2.0
383492.5,5828912.0,13.8,5.0,81.0,-3.0,1.0,3.0
383492.6,5828911.9,12.7,5.0,88.0,-3.0,2.0,3.0
383493.2,5828911.5,8.6,5.0,14.0,-3.0,3.0,3.0
383492.5,5828912.4,14.1,5.0,132.0,-3.0,1.0,1.0
383492.5,5828912.7,14.6,5.0,113.0,-2.0,1.0,1.0
383492.2,5828913.3,17.2,5.0,131.0,-2.0,1.0,1.0
383492.2,5828913.7,17.9,5.0,16.0,-2.0,1.0,4.0
383492.3,5828913.6,17.1,5.0,67.0,-2.0,2.0,4.0
383492.7,5828913.3,14.1,5.0,41.0,-2.0,3.0,4.0
383492.8,5828913.2,13.1,5.0,23.0,-2.0,4.0,4.0
383492.1,5828914.0,18.7,5.0,28.0,-2.0,1.0,3.0
383492.2,5828914.0,17.8,5.0,79.0,-2.0,2.0,3.0
383492.7,5828913.6,14.1,5.0,19.0,-2.0,3.0,3.0
383492.2,5828914.3,18.4,5.0,142.0,-2.0,1.0,1.0
383492.2,5828914.6,18.4,5.0,141.0,-2.0,1.0,1.0
383492.4,5828914.9,17.8,5.0,85.0,-2.0,1.0,2.0
383492.9,5828914.6,14.1,5.0,56.0,-2.0,2.0,2.0
383485.0,5828919.9,71.9,5.0,29.0,-2.0,1.0,4.0
383485.9,5828919.4,65.5,5.0,13.0,-2.0,2.0,4.0
383492.4,5828915.2,18.1,5.0,56.0,-2.0,3.0,4.0
383492.9,5828914.9,14.2,5.0,11.0,-2.0,4.0,4.0
383485.1,5828920.1,71.8,5.0,62.0,-2.0,1.0,1.0
383485.0,5828920.5,72.4,5.0,34.0,-2.0,1.0,1.0
383485.1,5828920.7,72.6,5.0,43.0,-2.0,1.0,2.0
383485.4,5828920.5,70.2,5.0,18.0,-2.0,2.0,2.0
383485.2,5828921.0,72.2,5.0,39.0,-2.0,1.0,1.0
383485.2,5828921.2,72.5,5.0,23.0,-2.0,1.0,3.0
383485.4,5828921.1,70.9,5.0,20.0,-2.0,2.0,3.0
383492.6,5828916.9,18.6,5.0,19.0,-2.0,3.0,3.0
383485.3,5828921.5,71.9,5.0,45.0,-2.0,1.0,2.0
383485.5,5828921.4,70.6,5.0,31.0,-2.0,2.0,2.0
383485.4,5828921.7,71.8,5.0,52.0,-2.0,1.0,2.0
383485.7,5828921.5,69.5,5.0,12.0,-2.0,2.0,2.0
383485.4,5828922.0,71.8,5.0,61.0,-2.0,1.0,2.0
383485.7,5828921.8,69.6,5.0,17.0,-2.0,2.0,2.0
383485.5,5828922.2,71.7,5.0,65.0,-2.0,1.0,2.0
383492.8,5828918.1,18.6,5.0,20.0,-2.0,2.0,2.0
383485.5,5828922.5,71.8,5.0,58.0,-2.0,1.0,1.0
383485.5,5828922.8,72.0,5.0,34.0,-2.0,1.0,3.0
383486.0,5828922.5,68.3,5.0,21.0,-2.0,2.0,3.0
383493.2,5828918.6,16.7,5.0,27.0,-2.0,3.0,3.0
383485.6,5828923.0,71.7,5.0,35.0,-1.0,1.0,3.0
383485.9,5828922.9,69.8,5.0,21.0,-1.0,2.0,3.0
383493.2,5828918.9,16.8,5.0,17.0,-1.0,3.0,3.0
383485.7,5828923.3,71.7,5.0,29.0,-1.0,1.0,1.0
383486.2,5828923.2,67.7,5.0,17.0,-1.0,1.0,2.0
383487.3,5828922.7,60.2,5.0,17.0,-1.0,2.0,2.0
383486.3,5828923.5,67.4,5.0,16.0,-1.0,1.0,2.0
383486.6,5828923.4,66.0,5.0,93.0,-1.0,2.0,2.0
383486.0,5828924.0,70.4,5.0,31.0,-1.0,1.0,3.0
383486.1,5828923.9,69.2,5.0,18.0,-1.0,2.0,3.0
383486.6,5828923.6,65.9,5.0,19.0,-1.0,3.0,3.0
383486.0,5828924.2,70.3,5.0,16.0,-1.0,1.0,3.0
383486.5,5828924.0,67.2,5.0,24.0,-1.0,2.0,3.0
383486.7,5828923.9,65.7,5.0,61.0,-1.0,3.0,3.0
383486.0,5828924.5,70.5,5.0,61.0,-1.0,1.0,1.0
383486.1,5828924.7,70.3,5.0,54.0,-1.0,1.0,1.0
383486.2,5828925.0,70.6,5.0,38.0,-1.0,1.0,2.0
383486.2,5828925.0,70.1,5.0,40.0,-1.0,2.0,2.0
383486.3,5828925.2,69.7,5.0,46.0,-1.0,1.0,2.0
383487.8,5828924.5,59.0,5.0,28.0,-1.0,2.0,2.0
383486.4,5828925.4,69.3,5.0,19.0,-1.0,1.0,2.0
383486.7,5828925.3,67.1,5.0,18.0,-1.0,2.0,2.0
383486.8,5828925.6,67.1,5.0,13.0,-1.0,1.0,2.0
383486.6,5828925.9,68.8,5.0,21.0,-1.0,1.0,2.0
383486.6,5828926.2,68.9,5.0,52.0,-1.0,1.0,2.0
383486.7,5828926.5,69.1,5.0,62.0,-1.0,1.0,2.0
383486.7,5828926.7,69.2,5.0,15.0,-1.0,1.0,2.0
383486.8,5828927.0,69.4,5.0,30.0,-1.0,1.0,1.0
383486.8,5828927.3,69.8,5.0,30.0,-1.0,1.0,3.0
383486.8,5828927.2,69.1,5.0,36.0,-1.0,2.0,3.0
383482.8,5828908.1,68.7,5.0,19.0,-4.0,1.0,2.0
383482.7,5828908.4,69.3,5.0,74.0,-4.0,1.0,2.0
383483.5,5828908.6,64.3,5.0,33.0,-4.0,1.0,3.0
383483.6,5828908.8,64.0,5.0,70.0,-4.0,1.0,2.0
383483.7,5828909.1,64.1,5.0,45.0,-4.0,1.0,2.0
383483.7,5828909.4,64.0,5.0,13.0,-4.0,1.0,2.0
383483.8,5828909.7,64.2,5.0,50.0,-4.0,1.0,2.0
383483.0,5828910.6,70.1,5.0,12.0,-4.0,1.0,2.0
383483.0,5828910.9,70.4,5.0,53.0,-4.0,1.0,2.0
383483.1,5828911.2,70.5,5.0,58.0,-4.0,1.0,2.0
383483.1,5828911.5,70.5,5.0,80.0,-4.0,1.0,2.0
383483.1,5828911.8,71.1,5.0,47.0,-4.0,1.0,1.0
383483.1,5828912.1,71.3,5.0,40.0,-4.0,1.0,2.0
383483.2,5828912.3,71.0,5.0,56.0,-4.0,1.0,1.0
383483.3,5828912.6,70.7,5.0,84.0,-4.0,1.0,2.0
383483.4,5828912.8,70.5,5.0,47.0,-3.0,1.0,2.0
383483.6,5828912.6,68.4,5.0,77.0,-3.0,2.0,2.0
383483.4,5828913.0,70.3,5.0,57.0,-3.0,1.0,2.0
383483.6,5828912.9,68.9,5.0,26.0,-3.0,2.0,2.0
383483.6,5828913.2,69.1,5.0,27.0,-3.0,1.0,3.0
383483.8,5828913.1,68.2,5.0,21.0,-3.0,2.0,3.0
383483.8,5828913.4,68.4,5.0,42.0,-3.0,1.0,2.0
383483.8,5828913.7,68.9,5.0,61.0,-3.0,1.0,1.0
383483.7,5828914.0,69.6,5.0,26.0,-3.0,1.0,2.0
383484.8,5828913.2,61.3,5.0,23.0,-3.0,2.0,2.0
383483.8,5828914.2,69.2,5.0,32.0,-3.0,1.0,3.0
383484.9,5828913.4,61.4,5.0,13.0,-3.0,2.0,3.0
383485.0,5828913.3,60.4,5.0,18.0,-3.0,3.0,3.0
383483.9,5828914.5,69.2,5.0,38.0,-3.0,1.0,3.0
383484.9,5828913.7,61.2,5.0,22.0,-3.0,2.0,3.0
383485.5,5828913.2,56.9,5.0,20.0,-3.0,3.0,3.0
383483.9,5828914.8,69.2,5.0,47.0,-3.0,1.0,2.0
383485.4,5828913.6,57.7,5.0,13.0,-3.0,2.0,2.0
383484.2,5828914.9,67.5,5.0,15.0,-3.0,1.0,3.0
383484.2,5828915.1,67.5,5.0,25.0,-3.0,1.0,3.0
383484.4,5828915.0,66.4,5.0,32.0,-3.0,2.0,3.0
383484.3,5828915.4,67.3,5.0,33.0,-3.0,1.0,2.0
383492.4,5828910.3,7.2,5.0,131.0,-3.0,1.0,1.0
383492.5,5828910.7,7.2,5.0,167.0,-3.0,1.0,1.0
383491.9,5828911.5,12.0,5.0,45.0,-3.0,1.0,2.0
383492.4,5828911.1,8.1,5.0,103.0,-3.0,2.0,2.0
383484.9,5828916.8,64.7,5.0,24.0,-3.0,1.0,3.0
383491.9,5828911.8,12.1,5.0,13.0,-3.0,2.0,3.0
383492.5,5828911.4,8.2,5.0,26.0,-3.0,3.0,3.0
383485.0,5828917.0,64.8,5.0,51.0,-3.0,1.0,2.0
383492.5,5828911.7,8.2,5.0,27.0,-3.0,2.0,2.0
383485.0,5828917.3,64.6,5.0,42.0,-2.0,1.0,3.0
383492.6,5828912.0,8.1,5.0,104.0,-2.0,2.0,3.0
383493.2,5828911.6,3.8,5.0,12.0,-2.0,3.0,3.0
383492.1,5828912.7,12.0,5.0,17.0,-2.0,1.0,2.0
383492.7,5828912.4,8.2,5.0,174.0,-2.0,2.0,2.0
383491.7,5828913.4,16.0,5.0,31.0,-2.0,1.0,4.0
383492.2,5828913.0,12.1,5.0,51.0,-2.0,2.0,4.0
383492.7,5828912.7,8.2,5.0,64.0,-2.0,3.0,4.0
383493.4,5828912.2,2.9,5.0,12.0,-2.0,4.0,4.0
383491.7,5828913.8,16.2,5.0,109.0,-2.0,1.0,2.0
383492.2,5828913.4,12.5,5.0,25.0,-2.0,2.0,2.0
383491.7,5828914.1,16.4,5.0,108.0,-2.0,1.0,1.0
383491.7,5828914.4,16.9,5.0,111.0,-2.0,1.0,1.0
383491.7,5828914.8,17.3,5.0,114.0,-2.0,1.0,2.0
383492.1,5828914.5,14.2,5.0,18.0,-2.0,2.0,2.0
383486.0,5828918.8,59.6,5.0,34.0,-2.0,1.0,2.0
383491.7,5828915.1,17.3,5.0,132.0,-2.0,2.0,2.0
383491.7,5828915.5,18.2,5.0,97.0,-2.0,1.0,2.0
383491.8,5828915.4,17.1,5.0,30.0,-2.0,2.0,2.0
383484.4,5828920.3,72.0,5.0,13.0,-2.0,1.0,3.0
383484.8,5828920.1,69.4,5.0,46.0,-2.0,2.0,3.0
383491.8,5828915.8,18.0,5.0,25.0,-2.0,3.0,3.0
383484.8,5828920.4,69.5,5.0,55.0,-2.0,1.0,2.0
383491.8,5828916.1,17.9,5.0,15.0,-2.0,2.0,2.0
383484.9,5828920.6,68.9,5.0,79.0,-2.0,1.0,1.0
383484.9,5828920.9,69.5,5.0,43.0,-2.0,1.0,1.0
383485.0,5828921.2,69.4,5.0,66.0,-2.0,1.0,2.0
383485.6,5828920.8,64.6,5.0,28.0,-2.0,2.0,2.0
383485.1,5828921.4,69.1,5.0,63.0,-2.0,1.0,1.0
383485.1,5828921.7,68.9,5.0,25.0,-2.0,1.0,3.0
383485.8,5828921.3,64.3,5.0,40.0,-2.0,2.0,3.0
383492.4,5828917.5,15.7,5.0,52.0,-2.0,3.0,3.0
383485.8,5828921.6,64.2,5.0,14.0,-2.0,1.0,2.0
383492.3,5828917.9,16.5,5.0,53.0,-2.0,2.0,2.0
383485.2,5828922.2,69.0,5.0,20.0,-2.0,1.0,3.0
383485.9,5828921.8,64.0,5.0,14.0,-2.0,2.0,3.0
383492.6,5828918.1,15.3,5.0,13.0,-2.0,3.0,3.0
383484.9,5828922.7,71.6,5.0,27.0,-2.0,1.0,2.0
383485.2,5828922.5,69.3,5.0,46.0,-2.0,2.0,2.0
383484.9,5828923.0,71.8,5.0,73.0,-2.0,1.0,1.0
383485.0,5828923.2,71.8,5.0,82.0,-1.0,1.0,1.0
383485.0,5828923.5,71.8,5.0,44.0,-1.0,1.0,2.0
383485.4,5828923.3,69.0,5.0,12.0,-1.0,2.0,2.0
383485.1,5828923.7,71.4,5.0,15.0,-1.0,1.0,3.0
383485.4,5828923.5,69.1,5.0,41.0,-1.0,2.0,3.0
383485.6,5828923.4,67.8,5.0,16.0,-1.0,3.0,3.0
383485.4,5828923.8,69.3,5.0,39.0,-1.0,1.0,2.0
383486.0,5828923.5,65.1,5.0,22.0,-1.0,2.0,2.0
383485.5,5828924.0,68.9,5.0,18.0,-1.0,1.0,2.0
383485.7,5828924.0,67.8,5.0,33.0,-1.0,2.0,2.0
383486.2,5828924.0,64.5,5.0,13.0,-1.0,1.0,3.0
383486.9,5828923.7,59.7,5.0,41.0,-1.0,2.0,3.0
383487.1,5828923.5,58.2,5.0,18.0,-1.0,3.0,3.0
383486.9,5828923.9,59.5,5.0,23.0,-1.0,1.0,2.0
383487.3,5828923.8,57.1,5.0,109.0,-1.0,2.0,2.0
383485.5,5828924.9,70.4,5.0,39.0,-1.0,1.0,2.0
383487.0,5828924.2,59.3,5.0,18.0,-1.0,2.0,2.0
383487.0,5828924.5,59.6,5.0,26.0,-1.0,1.0,2.0
383487.2,5828924.4,58.2,5.0,55.0,-1.0,2.0,2.0
383495.2,5828920.9,1.8,4.0,111.0,-1.0,1.0,1.0
383486.0,5828926.1,68.7,5.0,67.0,-1.0,1.0,2.0
383486.3,5828925.9,66.1,5.0,18.0,-1.0,2.0,2.0
383486.0,5828926.4,69.2,5.0,55.0,-1.0,1.0,1.0
383486.0,5828926.7,69.3,5.0,51.0,-1.0,1.0,2.0
383486.1,5828926.9,69.5,5.0,34.0,-1.0,1.0,1.0
383486.1,5828927.2,69.7,5.0,39.0,-1.0,1.0,1.0
383486.5,5828927.3,67.3,5.0,44.0,-1.0,1.0,1.0
383483.1,5828908.0,62.7,5.0,47.0,-4.0,1.0,3.0
383483.1,5828908.3,63.0,5.0,18.0,-4.0,1.0,3.0
383483.6,5828907.9,59.4,5.0,11.0,-4.0,2.0,3.0
383483.1,5828908.7,63.5,5.0,19.0,-4.0,1.0,3.0
383483.4,5828908.4,61.3,5.0,42.0,-4.0,2.0,3.0
383483.6,5828908.2,59.7,5.0,52.0,-4.0,3.0,3.0
383483.1,5828909.0,63.7,5.0,102.0,-4.0,1.0,2.0
383483.2,5828909.2,63.1,5.0,40.0,-4.0,1.0,3.0
383483.2,5828909.5,64.0,5.0,38.0,-4.0,1.0,3.0
383482.5,5828910.8,70.3,5.0,69.0,-4.0,1.0,1.0
383482.4,5828911.2,70.9,5.0,57.0,-4.0,1.0,1.0
383482.5,5828911.4,71.0,5.0,61.0,-4.0,1.0,1.0
383482.5,5828911.7,71.1,5.0,66.0,-4.0,1.0,1.0
383482.6,5828912.0,71.1,5.0,65.0,-4.0,1.0,1.0
383482.6,5828912.2,71.2,5.0,28.0,-4.0,1.0,3.0
383482.7,5828912.5,70.7,5.0,53.0,-4.0,1.0,2.0
383482.8,5828912.7,70.8,5.0,53.0,-3.0,1.0,1.0
383482.9,5828912.9,70.3,5.0,32.0,-3.0,1.0,3.0
383483.2,5828912.7,68.0,5.0,26.0,-3.0,2.0,3.0
383482.9,5828913.2,70.1,5.0,44.0,-3.0,1.0,2.0
383483.0,5828913.5,70.2,5.0,44.0,-3.0,1.0,2.0
383483.3,5828913.5,67.9,5.0,106.0,-3.0,1.0,1.0
383483.2,5828913.9,69.0,5.0,30.0,-3.0,1.0,2.0
383484.4,5828912.9,60.3,5.0,26.0,-3.0,2.0,2.0
383484.3,5828913.3,60.9,5.0,34.0,-3.0,1.0,2.0
383484.9,5828912.9,57.0,5.0,39.0,-3.0,2.0,2.0
383483.3,5828914.4,69.0,5.0,15.0,-3.0,1.0,4.0
383483.4,5828914.3,68.2,5.0,55.0,-3.0,2.0,4.0
383484.5,5828913.5,60.2,5.0,14.0,-3.0,3.0,4.0
383484.9,5828913.1,56.7,5.0,22.0,-3.0,4.0,4.0
383483.5,5828914.5,67.9,5.0,48.0,-3.0,1.0,4.0
383484.5,5828913.8,60.7,5.0,15.0,-3.0,2.0,4.0
383484.9,5828913.4,57.3,5.0,12.0,-3.0,3.0,4.0
383485.0,5828913.4,56.5,5.0,26.0,-3.0,4.0,4.0
383483.4,5828914.9,69.1,5.0,10.0,-3.0,1.0,4.0
383484.6,5828914.0,60.4,5.0,10.0,-3.0,2.0,4.0
383485.0,5828913.7,57.1,5.0,13.0,-3.0,3.0,4.0
383483.8,5828914.9,66.3,5.0,29.0,-3.0,1.0,2.0
383483.7,5828915.3,67.4,5.0,12.0,-3.0,1.0,2.0
383483.9,5828915.1,65.8,5.0,59.0,-3.0,2.0,2.0
383484.0,5828915.4,65.8,5.0,19.0,-3.0,1.0,3.0
383484.3,5828915.2,63.4,5.0,11.0,-3.0,2.0,3.0
383485.1,5828914.5,57.3,5.0,13.0,-3.0,3.0,3.0
383485.2,5828914.8,57.3,5.0,19.0,-3.0,1.0,2.0
383491.8,5828911.0,8.0,5.0,135.0,-3.0,1.0,1.0
383491.9,5828911.3,7.9,5.0,69.0,-3.0,1.0,2.0
383492.0,5828911.2,7.0,5.0,57.0,-3.0,2.0,2.0
383484.4,5828916.9,64.7,5.0,29.0,-3.0,1.0,3.0
383492.0,5828911.6,7.8,5.0,51.0,-3.0,2.0,3.0
383492.6,5828911.2,3.6,5.0,11.0,-3.0,3.0,3.0
383484.5,5828917.2,64.6,5.0,35.0,-3.0,1.0,2.0
383492.0,5828911.9,7.9,5.0,37.0,-3.0,2.0,2.0
383484.6,5828917.4,64.2,5.0,13.0,-2.0,1.0,2.0
383492.1,5828912.2,8.0,5.0,35.0,-2.0,2.0,2.0
383491.8,5828912.8,10.4,5.0,33.0,-2.0,1.0,3.0
383492.2,5828912.5,7.6,5.0,63.0,-2.0,2.0,3.0
